hunt_code,species,hunt_name,active_2026,harvest_quality_index,demand_pressure_signal,demand_pressure_category,point_creep_quality_adjustment,harvest_success_recent,harvest_success_3yr_avg,harvest_success_delta_1yr,harvest_success_trend_direction,hunter_satisfaction_recent,hunter_satisfaction_3yr_avg,hunter_effort_days_recent,hunter_effort_days_3yr_avg,harvest_recent,harvest_3yr_avg,hunters_afield_recent,hunters_afield_3yr_avg,average_age_recent,average_age_3yr_avg,percent_female_recent,percent_adult_male_recent,population_signal_recent,pursuit_pressure_recent,harvest_feature_source_years,harvest_feature_match_method,harvest_feature_data_quality_grade,harvest_feature_reason_codes
PB5028,Pronghorn,"Box Elder, Promontory",YES,74.997,73.057,HIGH_DEMAND_SIGNAL,0.1,70.6,64.8,13.5,INCREASING,3.8,3.9,2.1,2.133,12,10,17,15,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PD1012,Pronghorn,"Box Elder, Promontory",YES,50.311,64.035,MODERATE_DEMAND_SIGNAL,0,50,25,50,INCREASING,3.1,3.1,2.6,2.7,8,3.667,16,11,,,,,,,2022|2023|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PB5004,Pronghorn,"Box Elder, Puddle Valley",YES,95.844,75.809,HIGH_DEMAND_SIGNAL,0.25,100,80,0,FLAT,4.7,4.05,2.3,3.367,3,3,3,4.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5029,Pronghorn,"Box Elder, Puddle Valley",YES,85.917,59.725,MODERATE_DEMAND_SIGNAL,0,87.5,90.7,-6.6,DECREASING,4.1,3.95,2.2,2.133,14,17,16,18.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5005,Pronghorn,"Box Elder, Snowville",YES,70.808,77.439,HIGH_DEMAND_SIGNAL,0.25,62.5,44.667,19.6,INCREASING,4.8,3.85,5.8,6,5,3.333,8,7.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5030,Pronghorn,"Box Elder, Snowville",YES,77.809,51.91,MODERATE_DEMAND_SIGNAL,0,75,85.467,-19.7,DECREASING,4.1,4.05,2,2.1,24,29.667,32,34.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5080,Pronghorn,"Box Elder, Snowville",YES,78.667,78.667,HIGH_DEMAND_SIGNAL,0.25,80,80,,UNKNOWN,3.7,3.7,2,2,8,8,10,10,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1000,Pronghorn,"Box Elder, Snowville",YES,59.848,50.342,MODERATE_DEMAND_SIGNAL,0,47.1,52.367,-2.9,FLAT,2.9,2.9,3.1,2.467,33,19,70,38,,,,,,,2022|2023|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DA1001,Deer,"Box Elder, West Bear River",YES,42.086,58.629,MODERATE_DEMAND_SIGNAL,0,22.7,20.467,10.7,INCREASING,3,3.75,4.4,13.2,5,5,22,15.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DA1002,Deer,"Box Elder, West Bear River",YES,46.844,51.456,MODERATE_DEMAND_SIGNAL,0,17.6,27.267,-0.4,FLAT,2.8,3.15,2.4,12.133,3,7,17,11.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1078,Deer,Cache,YES,77.267,80.125,HIGH_DEMAND_SIGNAL,0.25,80,57.767,20,INCREASING,4.3,3.5,5.7,5.767,8,4.333,10,6.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1502,Deer,Cache,YES,39.322,48.269,MODERATE_DEMAND_SIGNAL,0,15.8,10.667,3.8,INCREASING,3.3,3.35,8.2,7.667,119,72,755,636.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1627,Deer,Cache,YES,43.377,43.377,MODERATE_DEMAND_SIGNAL,0,27.7,27.7,,UNKNOWN,3,3,4.2,4.2,669,669,2413,2413,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1628,Deer,Cache,YES,42.895,42.895,MODERATE_DEMAND_SIGNAL,0,25.9,25.9,,UNKNOWN,3.1,3.1,4.3,4.3,111,111,428,428,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1771,Deer,Cache,YES,38.132,33.474,LOW_DEMAND_SIGNAL,0,23.1,25.6,-8.4,DECREASING,3.1,3.1,9.9,9.7,65,99,281,380,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1267,Elk,Cache,YES,45.873,62.07,MODERATE_DEMAND_SIGNAL,0,29.6,21.4,12.3,INCREASING,3.3,3.3,6,6.067,24,20.667,81,101.667,,,75,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA2027,Elk,Cache,YES,46.066,38.752,MODERATE_DEMAND_SIGNAL,0,26.2,29.467,-4.9,DECREASING,3.5,3.5,8.1,7.167,59,69,225,235,,,111.864,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
LO1502,Deer,Cache,YES,75.128,75.128,HIGH_DEMAND_SIGNAL,0.25,100,100,,UNKNOWN,2,2,5,5,1,1,1,1,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
LO1627,Deer,Cache,YES,69.821,69.821,HIGH_DEMAND_SIGNAL,0.1,75,75,,UNKNOWN,3.2,3.2,4.4,4.4,6,6,8,8,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
LO1628,Deer,Cache,YES,82.6,78.635,HIGH_DEMAND_SIGNAL,0.25,100,85,20,INCREASING,4.3,3.6,9.9,7.933,669,299.667,2413,1198.667,,,,,,,2021|2023|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6000,Moose,Cache,YES,87.467,65.749,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,4.4,4.5,8.4,7.933,16,15.333,16,15.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1026,Deer,"Cache, Crawford Mtn",YES,87.133,82.18,HIGH_DEMAND_SIGNAL,0.25,100,89.767,12.5,INCREASING,3.9,3.5,4.8,4.733,8,8.667,8,9.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3003,Elk,"Cache, Meadowville",YES,38.6,31.929,LOW_DEMAND_SIGNAL,0,20,32.567,-13.3,DECREASING,3.9,3.5,8.4,6.733,2,3.667,10,10.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3032,Elk,"Cache, Meadowville",YES,63.996,47.88,MODERATE_DEMAND_SIGNAL,0,50,69.033,-7.1,DECREASING,3.5,3.75,2.5,2.933,3,4.667,6,6.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3033,Elk,"Cache, Meadowville",YES,66.933,60.792,MODERATE_DEMAND_SIGNAL,0,50,42.867,0,FLAT,3.8,3.45,3,3.667,4,3.333,8,8.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3081,Elk,"Cache, Meadowville",YES,56.88,41.238,MODERATE_DEMAND_SIGNAL,0,42.9,59.533,-7.1,DECREASING,3.7,4.05,6.6,4.967,3,5,7,8,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3105,Elk,"Cache, Meadowville",YES,93.338,86.394,HIGH_DEMAND_SIGNAL,0.25,100,77.8,33.3,INCREASING,5,4.35,2,3.8,2,2,2,2.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3168,Elk,"Cache, Meadowville",YES,65.389,57.948,MODERATE_DEMAND_SIGNAL,0,0,0,0,FLAT,3.3,2.65,4.3,3.433,0,0,3,2,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3169,Elk,"Cache, Meadowville",YES,61.436,70.087,HIGH_DEMAND_SIGNAL,0.1,53.8,40.867,28.8,INCREASING,3.9,3.85,3.6,4.8,7,6,13,14.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3003,Elk,Cache Meadowville,YES,90.667,67.02,HIGH_DEMAND_SIGNAL,0.1,100,84.6,0,FLAT,5,4.633,8.4,6.433,7,4.667,13,10.333,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3032,Elk,Cache Meadowville,YES,90.667,67.02,HIGH_DEMAND_SIGNAL,0.1,100,84.6,0,FLAT,5,4.633,8.4,6.433,7,4.667,13,10.333,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3033,Elk,Cache Meadowville,YES,96.154,96.154,HIGH_DEMAND_SIGNAL,0.25,100,100,,UNKNOWN,5,5,3,3,2,2,2,2,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EL3081,Elk,Cache Meadowville,YES,90.667,67.02,HIGH_DEMAND_SIGNAL,0.1,100,84.6,0,FLAT,5,4.633,8.4,6.433,7,4.667,13,10.333,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3168,Elk,Cache Meadowville,YES,90.667,67.02,HIGH_DEMAND_SIGNAL,0.1,100,84.6,0,FLAT,5,4.633,8.4,6.433,7,4.667,13,10.333,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3169,Elk,Cache Meadowville,YES,90.667,67.02,HIGH_DEMAND_SIGNAL,0.1,100,84.6,0,FLAT,5,4.633,8.4,6.433,7,4.667,13,10.333,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3132,Elk,"Cache, North",YES,48.576,64.271,MODERATE_DEMAND_SIGNAL,0,37.5,27.2,11.6,INCREASING,4.1,3.85,12.9,13.767,9,6.667,24,24.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3139,Elk,"Cache, North",YES,60.386,71.711,HIGH_DEMAND_SIGNAL,0.1,59.3,44.633,24.7,INCREASING,3.8,3.55,7.8,9.467,16,11.333,27,25.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3132,Elk,Cache North,YES,57.972,60.693,MODERATE_DEMAND_SIGNAL,0,59.3,43.8,21.8,INCREASING,4.1,3.833,12.9,11.6,16,11.667,27,26.333,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3139,Elk,Cache North,YES,57.972,60.693,MODERATE_DEMAND_SIGNAL,0,59.3,43.8,21.8,INCREASING,4.1,3.833,12.9,11.6,16,11.667,27,26.333,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1010,Elk,"Cache, Rich",YES,42.493,50.996,MODERATE_DEMAND_SIGNAL,0,13.3,15.667,-1,FLAT,2.7,2.7,3.4,5.533,2,4.667,15,25.667,,,150,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1193,Elk,"Cache, Rich",YES,65.178,73.816,HIGH_DEMAND_SIGNAL,0.1,60,48.233,13.8,INCREASING,3.4,3.4,4.1,4.1,12,11.667,20,26.333,,,33.333,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PB5073,Pronghorn,"Cache, Rich",YES,79.648,83.246,HIGH_DEMAND_SIGNAL,0.25,83.3,57.9,50,INCREASING,4.5,3.6,1.7,2.467,5,3.667,6,5.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5074,Pronghorn,"Cache, Rich",YES,45.833,45.098,MODERATE_DEMAND_SIGNAL,0,0,16.667,0,FLAT,2.5,3,7.5,6.667,0,0.333,2,2.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5075,Pronghorn,"Cache, Rich",YES,75.333,61.333,MODERATE_DEMAND_SIGNAL,0,100,83.333,0,FLAT,1,1,3,3,1,1.333,1,1.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1011,Elk,"Cache, Richards Hollow",YES,31.304,26.745,LOW_DEMAND_SIGNAL,0,16.7,39.133,-51.7,DECREASING,2.7,2.7,3.8,5.167,1,8.333,6,19.667,,,1000,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1012,Elk,"Cache, Richmond Hyde Park",YES,53.791,59.309,MODERATE_DEMAND_SIGNAL,0,66.7,28.9,46.7,INCREASING,3.5,3.5,15,9.433,2,1,3,4,,,50,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1206,Elk,"Cache, Richmond Hyde Park",YES,40.511,32.149,LOW_DEMAND_SIGNAL,0,25,41.667,-25,DECREASING,4.2,4.2,6.2,5.733,2,2.667,8,7,,,200,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EB3005,Elk,"Cache, South",YES,49.7,59.624,MODERATE_DEMAND_SIGNAL,0,40,36.933,6.7,INCREASING,3.3,3.45,9.9,12.233,4,3.333,10,9.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3036,Elk,"Cache, South",YES,82.511,86.241,HIGH_DEMAND_SIGNAL,0.25,100,58.333,100,INCREASING,4.7,3.85,2.3,3.267,4,2.333,4,4,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3037,Elk,"Cache, South",YES,72.274,72.717,HIGH_DEMAND_SIGNAL,0.1,66.7,63.5,9.6,INCREASING,4.2,4,5.4,5.4,4,4,6,6.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3083,Elk,"Cache, South",YES,66.801,41.436,MODERATE_DEMAND_SIGNAL,0,66.7,75.567,-13.3,DECREASING,3.5,3.85,6.3,4.7,4,4,6,5.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3107,Elk,"Cache, South",YES,81.333,58.863,MODERATE_DEMAND_SIGNAL,0,100,83.333,0,FLAT,4,4,50,23.5,2,1.667,2,2,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3170,Elk,"Cache, South",YES,41.778,45.307,MODERATE_DEMAND_SIGNAL,0,25,16.667,0,FLAT,3,2.65,11.3,8.433,1,0.667,4,4.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3171,Elk,"Cache, South",YES,78.889,80.301,HIGH_DEMAND_SIGNAL,0.25,100,55.467,70,INCREASING,4,3.6,5.8,6.967,10,5.667,10,10.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3005,Elk,Cache South,YES,85.067,62.384,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,4.7,4.3,50,23.767,10,6,10,8.667,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
