hunt_code,species,hunt_name,active_2026,harvest_quality_index,demand_pressure_signal,demand_pressure_category,point_creep_quality_adjustment,harvest_success_recent,harvest_success_3yr_avg,harvest_success_delta_1yr,harvest_success_trend_direction,hunter_satisfaction_recent,hunter_satisfaction_3yr_avg,hunter_effort_days_recent,hunter_effort_days_3yr_avg,harvest_recent,harvest_3yr_avg,hunters_afield_recent,hunters_afield_3yr_avg,average_age_recent,average_age_3yr_avg,percent_female_recent,percent_adult_male_recent,population_signal_recent,pursuit_pressure_recent,harvest_feature_source_years,harvest_feature_match_method,harvest_feature_data_quality_grade,harvest_feature_reason_codes
EB3146,Elk,"Southwest Desert, South",YES,52.285,45.428,MODERATE_DEMAND_SIGNAL,0,44.2,53.433,-2.9,FLAT,3.6,3.95,12.7,12.333,19,19,43,36.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3149,Elk,"Southwest Desert, South",YES,82.86,70.757,HIGH_DEMAND_SIGNAL,0.1,83.3,87.033,5.5,INCREASING,4.1,4.2,3.3,3,15,15.333,18,17.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3152,Elk,"Southwest Desert, South",YES,78.526,74.836,HIGH_DEMAND_SIGNAL,0.1,90,76.3,24.8,INCREASING,3.6,3.65,5.1,5.133,27,19.333,30,25,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3155,Elk,"Southwest Desert, South",YES,69.434,63.028,MODERATE_DEMAND_SIGNAL,0,66.7,66.667,4.8,INCREASING,3.8,3.9,6.9,5.7,18,16,27,24,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3157,Elk,"Southwest Desert, South",YES,70.706,67.509,HIGH_DEMAND_SIGNAL,0.1,85.7,78.567,35.7,INCREASING,4.3,4.25,13,15.5,6,5,7,6.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3197,Elk,"Southwest Desert, South",YES,26.211,52.217,MODERATE_DEMAND_SIGNAL,0,12.5,4.167,12.5,INCREASING,3.3,2.95,9.5,10.033,1,0.333,8,5.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3198,Elk,"Southwest Desert, South",YES,70.092,60.279,MODERATE_DEMAND_SIGNAL,0,69.4,66.533,-1.3,FLAT,3.2,3.15,5.2,6.3,34,28.667,49,43,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3146,Elk,Southwest Desert South,YES,85.333,80.51,HIGH_DEMAND_SIGNAL,0.25,100,91.9,10,INCREASING,5,4.467,13,11.733,34,26.667,49,40.667,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3149,Elk,Southwest Desert South,YES,96.154,96.154,HIGH_DEMAND_SIGNAL,0.25,100,100,,UNKNOWN,5,5,3,3,1,1,1,1,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EL3152,Elk,Southwest Desert South,YES,,,UNKNOWN_DEMAND_SIGNAL,0,,,,UNKNOWN,,,,,,,0,0,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HARVEST_TOTAL|NO_HUNTER_SATISFACTION|NO_PERCENT_SUCCESS|NO_USABLE_QUALITY_COMPONENTS|SPARSE_HISTORY
EL3155,Elk,Southwest Desert South,YES,85.333,80.51,HIGH_DEMAND_SIGNAL,0.25,100,91.9,10,INCREASING,5,4.467,13,11.733,34,26.667,49,40.667,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3197,Elk,Southwest Desert South,YES,85.333,80.51,HIGH_DEMAND_SIGNAL,0.25,100,91.9,10,INCREASING,5,4.467,13,11.733,34,26.667,49,40.667,,,,,,,2023|2024|2025,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EL3198,Elk,Southwest Desert South,YES,48.889,48.889,MODERATE_DEMAND_SIGNAL,0,0,0,,UNKNOWN,2,2,4,4,0,0,1,1,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1057,Pronghorn,"Parker Mtn, Highlands",YES,90.323,90.323,HIGH_DEMAND_SIGNAL,0.25,90.6,90.6,,UNKNOWN,4.5,4.5,1.2,1.2,29,29,32,32,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1058,Pronghorn,"Parker Mtn, Highlands",YES,56.5,56.5,MODERATE_DEMAND_SIGNAL,0,45.5,45.5,,UNKNOWN,3.2,3.2,2.4,2.4,15,15,33,33,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1332,Deer,West Ridge CWMU,YES,65.6,69.459,HIGH_DEMAND_SIGNAL,0.1,60,51.933,11.6,INCREASING,3.7,3.8,5.6,6.833,21,17,35,32.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1260,Elk,West Ridge CWMU,YES,44.889,31.937,LOW_DEMAND_SIGNAL,0,20,46.667,-40,DECREASING,5,5,4,3.6,1,2.333,5,5,,,300,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EB3611,Elk,West Ridge CWMU,YES,67.156,67.838,HIGH_DEMAND_SIGNAL,0.1,58.8,43.667,8.8,INCREASING,4.3,4.3,7.1,7.967,10,7,17,15,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1331,Deer,Raft River CWMU,YES,88.193,79.149,HIGH_DEMAND_SIGNAL,0.25,90,81.867,12.2,INCREASING,5,4.8,4.8,4.2,9,8,10,9.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1330,Deer,Iron Spring CWMU,YES,79.338,82.05,HIGH_DEMAND_SIGNAL,0.25,100,83.35,33.3,INCREASING,3,3,5,5.35,1,1.5,1,1.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PB5339,Pronghorn,Iron Spring CWMU,YES,92.444,68.797,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,4,4.5,2,2.333,2,1.667,2,1.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1333,Deer,5S CWMU,YES,40.029,33.661,LOW_DEMAND_SIGNAL,0,31.3,57.5,-45.6,DECREASING,3.1,3.35,4,5.467,5,9,16,15.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1237,Elk,"La Sal Mtns, North",YES,22.678,20.102,LOW_DEMAND_SIGNAL,-0.1,8.5,18.167,-20.5,DECREASING,2.3,2.3,6.2,6.133,11,22.333,130,124,,,281.818,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1280,Elk,"La Sal, La Sal Mtns-North",YES,45.144,45.144,MODERATE_DEMAND_SIGNAL,0,30.6,30.6,,UNKNOWN,3.2,3.2,5,5,34,34,111,111,,,,,,,2025,EXACT_HUNT_CODE_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1242,Elk,"Vernal, Buckskin Hills-Jensen",YES,46.679,49.816,MODERATE_DEMAND_SIGNAL,0,25.6,23,0.6,FLAT,2.8,2.8,5.9,6.167,23,20.333,90,89,,,95.652,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EA1243,Elk,"Vernal, Buckskin Hills-Jensen",YES,54.567,52.324,MODERATE_DEMAND_SIGNAL,0,40,37.967,0.9,FLAT,3.1,3.1,6.3,5.833,32,30,80,79.667,,,84.375,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PD1043,Pronghorn,"Nine Mile, Anthro-Pleasant Valley",YES,94.889,93.365,HIGH_DEMAND_SIGNAL,0.25,100,93.933,10,INCREASING,4.5,4.5,1,1.9,10,24.667,10,26.333,,,,,,,2022|2023|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1006,Turkey,Southeastern Area,YES,63.749,73.666,HIGH_DEMAND_SIGNAL,0.1,57.7,53.35,8.7,INCREASING,,,,,98,88.5,168,164,,,,,,,2024|2025,EXACT_HUNT_CODE_HISTORY,B,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1015,Turkey,Southeastern Area,YES,67.778,66.852,HIGH_DEMAND_SIGNAL,0.1,60,55.667,3,FLAT,,,,,181,150,375,305.667,,,,,,,2024,SPECIES_FAMILY_HISTORY,D,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1007,Turkey,Southern Area,YES,60.804,67.369,HIGH_DEMAND_SIGNAL,0.1,52.9,49.85,6.1,INCREASING,,,,,283,232,531,453,,,,,,,2024|2025,EXACT_HUNT_CODE_HISTORY,B,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1016,Turkey,Southern Area,YES,67.778,66.852,HIGH_DEMAND_SIGNAL,0.1,60,55.667,3,FLAT,,,,,181,150,375,305.667,,,,,,,2024,SPECIES_FAMILY_HISTORY,D,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1004,Turkey,Northeastern Area,YES,55.522,38.848,MODERATE_DEMAND_SIGNAL,0,48.1,52.55,-8.9,DECREASING,,,,,95,96,198,183.5,,,,,,,2024|2025,EXACT_HUNT_CODE_HISTORY,B,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1013,Turkey,Northeastern Area,YES,67.778,66.852,HIGH_DEMAND_SIGNAL,0.1,60,55.667,3,FLAT,,,,,181,150,375,305.667,,,,,,,2024,SPECIES_FAMILY_HISTORY,D,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1003,Turkey,Central Area,YES,59.889,67.426,HIGH_DEMAND_SIGNAL,0.1,52,48.75,6.5,INCREASING,,,,,228,171,433,337.5,,,,,,,2024|2025,EXACT_HUNT_CODE_HISTORY,B,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1012,Turkey,Central Area,YES,67.778,66.852,HIGH_DEMAND_SIGNAL,0.1,60,55.667,3,FLAT,,,,,181,150,375,305.667,,,,,,,2024,SPECIES_FAMILY_HISTORY,D,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1005,Turkey,Northern Area,YES,63.228,68.152,HIGH_DEMAND_SIGNAL,0.1,55.6,52.8,5.6,INCREASING,,,,,252,203.5,460,380,,,,,,,2024|2025,EXACT_HUNT_CODE_HISTORY,B,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1014,Turkey,Northern Area,YES,67.778,66.852,HIGH_DEMAND_SIGNAL,0.1,60,55.667,3,FLAT,,,,,181,150,375,305.667,,,,,,,2024,SPECIES_FAMILY_HISTORY,D,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
BI6528,Bison,"Book Cliffs, Little Creek/South",YES,84.844,82.868,HIGH_DEMAND_SIGNAL,0.25,100,67.667,97,INCREASING,5,4.5,2,3.067,5,5.333,5,5.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
BI6529,Bison,"Book Cliffs, Little Creek/South",YES,75.1,82.988,HIGH_DEMAND_SIGNAL,0.25,80,57.967,75,INCREASING,4.8,4,1.8,3.633,4,4.667,5,6.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
BI6531,Bison,"Book Cliffs, Little Creek/South",YES,78.284,81.781,HIGH_DEMAND_SIGNAL,0.25,85.7,76.633,25.7,INCREASING,3.7,3.367,3.7,4.267,6,10,7,12.667,,,,,,,2022|2023|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
BI6537,Bison,"Book Cliffs, Little Creek/South",YES,77.202,80.331,HIGH_DEMAND_SIGNAL,0.25,90.9,65.967,83.9,INCREASING,4.6,4.5,3.7,6.033,10,7,11,7.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1336,Deer,First Light CWMU,YES,78.369,75.115,HIGH_DEMAND_SIGNAL,0.25,75,80.567,8.3,INCREASING,4.2,3.95,3.8,3.933,6,4,8,5,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1335,Deer,Big Piney Ranch CWMU,YES,86.667,81.255,HIGH_DEMAND_SIGNAL,0.25,100,66.667,75,INCREASING,5,4.65,3,2.533,4,2.667,4,4,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EA1251,Elk,"Southwest Desert, Burbank/Garrison",YES,28.844,20.625,LOW_DEMAND_SIGNAL,-0.1,25,45,-25,DECREASING,1.7,1.7,4.7,3.233,3,6.333,12,13.667,,,200,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DA1047,Deer,Vernal-Ouray Valley,YES,38.628,29.942,LOW_DEMAND_SIGNAL,0,26.7,27.3,-10.3,DECREASING,1.6,3.1,3.5,18.867,4,7,15,15.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PD1044,Pronghorn,Vernal-Ouray Valley,YES,75.902,48.087,MODERATE_DEMAND_SIGNAL,0,85.7,95.233,-14.3,DECREASING,2.9,2.9,3.6,2.367,6,16.333,7,12.667,,,,,,,2022|2023|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
TK1020,Turkey,Central Region - Private land only,YES,67.778,66.852,HIGH_DEMAND_SIGNAL,0.1,60,55.667,3,FLAT,,,,,181,150,375,305.667,,,,,,,2024,SPECIES_FAMILY_HISTORY,D,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|FALLBACK_BY_SPECIES|FALLBACK_BY_UNIT_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|NO_AVERAGE_DAYS|NO_HUNTER_SATISFACTION|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
EB3160,Elk,"Book Cliffs, Bitter Creek/East",YES,48.027,46.248,MODERATE_DEMAND_SIGNAL,0,43.5,45.6,3.5,INCREASING,2.9,3.6,12.6,11.067,10,9,23,20.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3161,Elk,"Book Cliffs, Bitter Creek/East",YES,30.089,28.63,LOW_DEMAND_SIGNAL,0,20,40,-80,DECREASING,3.6,2.8,10.6,7.967,1,1.667,5,4.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3162,Elk,"Book Cliffs, Bitter Creek/East",YES,77.356,48.873,MODERATE_DEMAND_SIGNAL,0,80,89.633,-20,DECREASING,3.9,4,3.7,2.567,8,8.333,10,9.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3163,Elk,"Book Cliffs, Bitter Creek/East",YES,71.005,57.767,MODERATE_DEMAND_SIGNAL,0,62.5,67.267,-1.8,FLAT,4,3.9,5.2,5.1,10,9.667,16,14.333,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3164,Elk,"Book Cliffs, Bitter Creek/East",YES,65.33,65.92,HIGH_DEMAND_SIGNAL,0.1,61.5,57.333,5.5,INCREASING,3.3,3.05,5.8,6,16,15,26,25.667,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3165,Elk,"Book Cliffs, Bitter Creek/East",YES,86.667,71.373,HIGH_DEMAND_SIGNAL,0.1,100,83.333,0,FLAT,3.5,3.75,4.8,16.6,4,2.667,4,3,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
