hunt_code,hunt_name,species,sex_type,hunt_type,season,permits_2025_res,permits_2026_res,delta_res,permits_2025_nr,permits_2026_nr,delta_nr,permits_2025_total,permits_2026_total,delta_total,pct_change_total,change_status
EL3145,Boulder,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3152,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3169,Cache Meadowville,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3194,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
EL3198,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,1,,,0,,,1,16,15,1500.0%,CHANGED
PB5034,Kaiparowits,Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,15,2,-13,2,0,-2,17,2,-15,-88.2%,CHANGED
PB5306,Rabbit Creek CWMU,Pronghorn,Buck,CWMU,Contact operator for 2026 season dates,,1,,,0,,16,1,-15,-93.8%,CHANGED
BR7126,Dolores Triangle,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",18,6,-12,2,0,-2,20,6,-14,-70.0%,CHANGED
BR7238,Dolores Triangle,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",14,2,-12,2,0,-2,16,2,-14,-87.5%,CHANGED
DB1026,"Cache, Crawford Mtn",Deer,Buck,Limited Entry,Nov 07 2026 - Nov 22 2026,22,8,-14,1,1,0,23,9,-14,-60.9%,CHANGED
DB1043,Zion,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,,15,,,2,,3,17,14,466.7%,CHANGED
DB1054,Ogden,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,25,13,-12,3,1,-2,28,14,-14,-50.0%,CHANGED
DB1055,Fishlake,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,,6,,,1,,21,7,-14,-66.7%,CHANGED
DB1108,Thousand Lakes,Deer,Buck,Limited Entry,Oct 17 2026 - Oct 25 2026,,27,,,3,,16,30,14,87.5%,CHANGED
DB1288,Scofield West CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,16,2,-14,0,0,0,16,2,-14,-87.5%,CHANGED
EB1003,Spike Only Units,Elk,Bull,General Season - Spike Bull,Oct 04 2025 - Oct 16 2025,2,,,0,,,2,16,14,700.0%,CHANGED
EB3048,Monroe,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,1,13,12,0,2,2,1,15,14,1400.0%,CHANGED
EB3087,La Sal Mtns,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,9,22,13,1,2,1,10,24,14,140.0%,CHANGED
EB3176,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Nov 07 2026 - Nov 15 2026,7,20,13,1,2,1,8,22,14,175.0%,CHANGED
EB3179,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,30,17,-13,3,2,-1,33,19,-14,-42.4%,CHANGED
EB3192,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,Nov 28 2026 - Dec 13 2026,1,13,12,0,2,2,1,15,14,1400.0%,CHANGED
EB3533,Junction Valley CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,,1,,,0,,15,1,-14,-93.3%,CHANGED
EB3549,Scofield East CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,15,1,-14,0,0,0,15,1,-14,-93.3%,CHANGED
EL3015,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,30,16,-14,-46.7%,CHANGED
EL3019,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,2,,,0,,,2,16,14,700.0%,CHANGED
EL3044,La Sal Dolores Triangle,Elk,Bull,Limited Entry - Private Land Only,Dec 06 2025 - Jan 31 2026 - Private Land Only,40,,,5,,,45,31,-14,-31.1%,CHANGED
EL3053,North Slope Three Corners,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,2,,,0,,,2,16,14,700.0%,CHANGED
EL3153,Box Elder Grouse Creek,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,14,,,3,,,17,3,-14,-82.4%,CHANGED
EL3167,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,0,,,2,,,2,16,14,700.0%,CHANGED
EL3191,Boulder,Elk,Bull,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,2,,,0,,,2,16,14,700.0%,CHANGED
GO6814,Mt Dutton,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,,2,,,0,,16,2,-14,-87.5%,CHANGED
LO1540,Monroe,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,16,2,-14,-87.5%,CHANGED
LO1547,Pine Valley,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,16,2,-14,-87.5%,CHANGED
MB6010,Yellowstone,Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,18,6,-12,2,0,-2,20,6,-14,-70.0%,CHANGED
PB5338,Castle Valley Outdoors CWMU,Pronghorn,Buck,CWMU,Contact operator for 2026 season dates,13,1,-12,2,0,-2,15,1,-14,-93.3%,CHANGED
RS6727,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Nov 14 2026 - Dec 06 2026,,2,,,0,,16,2,-14,-87.5%,CHANGED
BR7017,Cache/Ogden,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",13,2,-11,2,0,-2,15,2,-13,-86.7%,CHANGED
BR7109,Mt Dutton,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",,3,,,0,,16,3,-13,-81.3%,CHANGED
BR7210,Mt Dutton,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",,3,,,0,,16,3,-13,-81.3%,CHANGED
BR7323,Paunsaugunt,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",14,1,-13,0,0,0,14,1,-13,-92.9%,CHANGED
DB1120,Castle Valley,Deer,Buck,Limited Entry,Nov 07 2026 - Nov 22 2026,2,13,11,0,2,2,2,15,13,650.0%,CHANGED
DB1224,Cotton Thomas CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,,1,,,0,,14,1,-13,-92.9%,CHANGED
EA1180,La Sal (Conservation),Elk,Antlerless,Conservation,"Oct 4 - Oct 16, 2025 & Nov 17 - Dec 31, 2025",3,,,1,,,4,17,13,325.0%,CHANGED
EA1266,"Box Elder, Hansel Mtn",Elk,Antlerless,General Season,Aug 01 2025 - Jan 31 2026,7,18,11,0,2,2,7,20,13,185.7%,CHANGED
EB3079,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,14,2,-12,1,0,-1,15,2,-13,-86.7%,CHANGED
EB3113,Mt Dutton,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",,3,,,0,,16,3,-13,-81.3%,CHANGED
EB3531,Johnson Mountain Ranch CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,15,2,-13,0,0,0,15,2,-13,-86.7%,CHANGED
EB3550,Scofield West CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,15,2,-13,0,0,0,15,2,-13,-86.7%,CHANGED
EL3077,Beaver East,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,16,3,-13,-81.3%,CHANGED
EL3088,Monroe,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,16,3,-13,-81.3%,CHANGED
EL3093,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,16,3,-13,-81.3%,CHANGED
EL3151,Boulder,Elk,Bull,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,3,,,0,,,3,16,13,433.3%,CHANGED
EL3175,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,7,,,1,,,8,21,13,162.5%,CHANGED
EL3190,Boulder,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,,,0,,,1,14,13,1300.0%,CHANGED
EL3192,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,,,0,,,1,14,13,1300.0%,CHANGED
EL3197,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,1,,,0,,,1,14,13,1300.0%,CHANGED
LO1593,Nine Mile,Deer,Buck,General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,13,,,1,,,14,1,-13,-92.9%,CHANGED
LO1595,Pine Valley,Deer,Buck,General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,14,1,-13,-92.9%,CHANGED
LO1597,Zion,Deer,Buck,General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,14,1,-13,-92.9%,CHANGED
BR1012,La Sal,Black Bear,Either Sex,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",3,14,11,0,1,1,3,15,12,400.0%,CHANGED
BR7009,Mt Dutton,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",,4,,,0,,16,4,-12,-75.0%,CHANGED
BR7104,Manti North,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",,17,,,1,,30,18,-12,-40.0%,CHANGED
DB1331,Raft River CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,13,2,-11,1,0,-1,14,2,-12,-85.7%,CHANGED
EB1000,Elk - Statewide Permit,Elk,Bull,Statewide,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",3,,,0,,,3,15,12,400.0%,CHANGED
EB3015,Panguitch Lake,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,,17,,,2,,7,19,12,171.4%,CHANGED
EB3028,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,14,3,-11,1,0,-1,15,3,-12,-80.0%,CHANGED
EB3049,Mt Dutton,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,,8,,,1,,21,9,-12,-57.1%,CHANGED
EB3066,San Juan Bull Elk,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,1,12,11,0,1,1,1,13,12,1200.0%,CHANGED
EB3208,Morgan-South Rich,Elk,Bull,Limited Entry,Dec 19 2026 - Dec 27 2026,20,9,-11,2,1,-1,22,10,-12,-54.5%,CHANGED
EL3146,Southwest Desert South,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,4,,,0,,,4,16,12,300.0%,CHANGED
EL3193,San Juan Bull Elk,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,2,,,0,,,2,14,12,600.0%,CHANGED
MB6000,Cache,Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,14,9,0,3,3,5,17,12,240.0%,CHANGED
RS6701,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,18,5,-13,0,1,1,18,6,-12,-66.7%,CHANGED
RS6725,Nebo,Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Oct 31 2026 - Nov 30 2026,13,2,-11,1,0,-1,14,2,-12,-85.7%,CHANGED
BR7005,Nebo,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",16,7,-9,2,0,-2,18,7,-11,-61.1%,CHANGED
DB1053,Mt Dutton,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,,4,,,1,,16,5,-11,-68.8%,CHANGED
DB1243,Grazing Pasture CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,12,1,-11,0,0,0,12,1,-11,-91.7%,CHANGED
DS6601,"Kaiparowits, East",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,10,8,0,3,3,2,13,11,550.0%,CHANGED
DS6611,Zion,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,,3,,,0,,14,3,-11,-78.6%,CHANGED
EA1143,Circle E Ranch CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,9,21,12,1,0,-1,10,21,11,110.0%,CHANGED
EA1145,Johnson Mountain Ranch CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,9,20,11,0,0,0,9,20,11,122.2%,CHANGED
EB3166,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,3,13,10,0,1,1,3,14,11,366.7%,CHANGED
EL3006,Manti,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,5,,,0,,,5,16,11,220.0%,CHANGED
LO1538,Kamas,Deer,Buck,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,12,,,1,,,13,2,-11,-84.6%,CHANGED
MB6001,Chalk Creek,Moose,Bull,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,,4,,,0,,15,4,-11,-73.3%,CHANGED
PB5028,"Box Elder, Promontory",Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,5,14,9,0,2,2,5,16,11,220.0%,CHANGED
PD1033,"San Rafael, Poison Springs Bench",Pronghorn,Doe,General Season,Oct 04 2025 - Oct 26 2025,23,13,-10,3,2,-1,26,15,-11,-42.3%,CHANGED
BR1009,La Sal,Black Bear,Either Sex,Restricted Pursuit - Summer,"July 5 - 16, 2026",5,14,9,0,1,1,5,15,10,200.0%,CHANGED
DA1001,"Box Elder, West Bear River",Deer,Antlerless,General Season,Aug 18 2025 - Aug 30 2025,18,,,2,,,20,30,10,50.0%,CHANGED
DA1013,Mt Carmel CWMU,Deer,Antlerless,CWMU,Contact operator for 2025 season dates,15,5,-10,0,0,0,15,5,-10,-66.7%,CHANGED
DA1030,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,Aug 16 2025 - Sep 12 2025,8,,,7,,,15,25,10,66.7%,CHANGED
DA1041,"Nine Mile, Green River Valley",Deer,Antlerless,General Season,Oct 04 2025 - Oct 26 2025,5,,,0,,,5,15,10,200.0%,CHANGED
DB1003,Henry Mtns,Deer,Buck,Premium Limited Entry,Oct 17 2026 - Oct 25 2026,15,24,9,2,3,1,17,27,10,58.8%,CHANGED
DB1030,Kamas,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,13,4,-9,2,1,-1,15,5,-10,-66.7%,CHANGED
DB1073,Paunsaugunt,Deer,Buck,Management Buck Deer,Aug 15 2026 - Sept 11 2026,1,10,9,0,1,1,1,11,10,1000.0%,CHANGED
DB1083,Panguitch Lake,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,,12,,,1,,3,13,10,333.3%,CHANGED
DB1110,"Beaver, East",Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,1,10,9,0,1,1,1,11,10,1000.0%,CHANGED
DB1805,Oquirrh/Tintic,Deer,Buck,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,49,,,6,,,55,65,10,18.2%,CHANGED
DS6610,"San Rafael, South",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,10,8,0,2,2,2,12,10,500.0%,CHANGED
EA1124,Chimney Rock CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,,12,,,0,,2,12,10,500.0%,CHANGED
EA1142,Indian Head CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,,12,,,0,,2,12,10,500.0%,CHANGED
EA1193,"Cache, Rich",Elk,Antlerless,General Season,Nov 15 2025 - Jan 10 2026,9,18,9,1,2,1,10,20,10,100.0%,CHANGED
EA1206,"Cache, Richmond Hyde Park",Elk,Antlerless,General Season,Dec 02 2025 - Jan 15 2026,18,9,-9,2,1,-1,20,10,-10,-50.0%,CHANGED
EB3088,Monroe,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,1,10,9,0,1,1,1,11,10,1000.0%,CHANGED
EB3108,Manti,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",9,18,9,1,2,1,10,20,10,100.0%,CHANGED
EB3167,Book Cliffs Little Creek Roadless,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,14,4,-10,1,1,0,15,5,-10,-66.7%,CHANGED
EB3611,West Ridge CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,11,2,-9,1,0,-1,12,2,-10,-83.3%,CHANGED
PB5000,Beaver,Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,2,11,9,0,1,1,2,12,10,500.0%,CHANGED
RS6720,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Oct 03 2026 - Oct 23 2026,,4,,,0,,14,4,-10,-71.4%,CHANGED
RS6726,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,Oct 24 2026 - Nov 13 2026,,3,,,1,,14,4,-10,-71.4%,CHANGED
BR7000,Beaver,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",1,9,8,0,1,1,1,10,9,900.0%,CHANGED
BR7001,Book Cliffs Bitter Creek/South,Black Bear,Either Sex,Limited Entry - Spring,"March 28 - May 25, 2026",,49,,,5,,63,54,-9,-14.3%,CHANGED
BR7100,Beaver,Black Bear,Either Sex,Limited Entry - Summer,"May 25 - June 28, 2026",1,9,8,0,1,1,1,10,9,900.0%,CHANGED
BR7219,Yellowstone,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",12,4,-8,1,0,-1,13,4,-9,-69.2%,CHANGED
BR7326,La Sal Mtns,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",4,13,9,1,1,0,5,14,9,180.0%,CHANGED
DB1074,Paunsaugunt,Deer,Buck,Management Buck Deer,Sept 23 2026 - Oct 01 2026,2,10,8,0,1,1,2,11,9,450.0%,CHANGED
DB1078,Cache,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,3,11,8,0,1,1,3,12,9,300.0%,CHANGED
DB1111,"Beaver, West",Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,,4,,,1,,14,5,-9,-64.3%,CHANGED
DB1113,Oquirrh/Tintic,Deer,Buck,Limited Entry,Oct 28 2026 - Nov 05 2026,2,10,8,0,1,1,2,11,9,450.0%,CHANGED
DB1253,Circle E Ranch CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,9,1,-8,1,0,-1,10,1,-9,-90.0%,CHANGED
DB1279,Preston Nutter Ranch CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,10,1,-9,0,0,0,10,1,-9,-90.0%,CHANGED
EA1168,Spring Creek/Dodge CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,6,15,9,0,0,0,6,15,9,150.0%,CHANGED
EA1254,Pine Valley,Elk,Antlerless,General Season,Nov 11 2025 - Jan 11 2026,,27,,,3,,21,30,9,42.9%,CHANGED
EB3010,Monroe,Elk,Bull,Limited Entry,Aug 15 2026 - Sept 15 2026,2,10,8,0,1,1,2,11,9,450.0%,CHANGED
EB3053,North Slope Three Corners,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,1,9,8,0,1,1,1,10,9,900.0%,CHANGED
EB3120,Fishlake/Thousand Lakes,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",2,10,8,0,1,1,2,11,9,450.0%,CHANGED
EB3148,Boulder,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,5,13,8,0,1,1,5,14,9,180.0%,CHANGED
EB3161,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Nov 28 2026 - Dec 13 2026,13,4,-9,1,1,0,14,5,-9,-64.3%,CHANGED
EB3175,Nebo/San Pitch Mtns,Elk,Bull,Limited Entry,Sept 16 2026 - Sept 20 2026,4,12,8,0,1,1,4,13,9,225.0%,CHANGED
EB3187,Mt Dutton,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,,22,,,3,,16,25,9,56.3%,CHANGED
EB3193,San Juan Bull Elk,Elk,Bull,Limited Entry,Nov 28 2026 - Dec 13 2026,1,9,8,0,1,1,1,10,9,900.0%,CHANGED
EB3558,Summit Point CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,10,1,-9,0,0,0,10,1,-9,-90.0%,CHANGED
EB3604,Double R Ranch CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,10,1,-9,0,0,0,10,1,-9,-90.0%,CHANGED
EL3056,Panguitch Lake,Elk,Bull,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,30,21,-9,-30.0%,CHANGED
EL3168,Cache Meadowville,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,5,,,0,,,5,14,9,180.0%,CHANGED
EL3170,Cache South,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,5,,,0,,,5,14,9,180.0%,CHANGED
EL3182,La Sal La Sal Mtns,Elk,Bull,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,4,,,1,,,5,14,9,180.0%,CHANGED
MB6262,Junction Valley CWMU,Moose,Bull,CWMU,Contact Operator for 2026 season dates,,1,,,0,,10,1,-9,-90.0%,CHANGED
PB5042,Pine Valley,Pronghorn,Buck,Limited Entry,Sept 12 2026 - Sept 20 2026,,21,,,2,,14,23,9,64.3%,CHANGED
RS6700,Antelope Island,Rocky Mountain Bighorn Sheep,Male Only,Once-in-a-lifetime,"Nov 11, 2026 - Nov 18, 2026",11,2,-9,0,0,0,11,2,-9,-81.8%,CHANGED
BI6532,"Book Cliffs, Bitter Creek",Bison,Hunters Choice,Once-in-a-lifetime,Aug 15 2026 - Sept 11 2026,,6,,,0,,14,6,-8,-57.1%,CHANGED
BR7200,Beaver,Black Bear,Either Sex,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",2,9,7,0,1,1,2,10,8,400.0%,CHANGED
BR7325,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",8,1,-7,1,0,-1,9,1,-8,-88.9%,CHANGED
DB1217,Causey Spring CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,9,1,-8,0,0,0,9,1,-8,-88.9%,CHANGED
DB1282,Redd Ranches CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,10,2,-8,0,0,0,10,2,-8,-80.0%,CHANGED
DB1287,Scofield Canyons CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,9,1,-8,0,0,0,9,1,-8,-88.9%,CHANGED
DB1330,Iron Spring CWMU,Deer,Buck,CWMU,Contact Operator for 2026 season dates,8,1,-7,1,0,-1,9,1,-8,-88.9%,CHANGED
EA1049,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,Nov 22 2025 - Dec 07 2025,,67,,,8,,67,75,8,11.9%,CHANGED
EA1147,Little Red Creek CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,5,15,10,2,0,-2,7,15,8,114.3%,CHANGED
EA1162,Scofield East CWMU,Elk,Antlerless,CWMU,Contact operator for 2025 season dates,6,14,8,0,0,0,6,14,8,133.3%,CHANGED
EB1001,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Oct 04 2025 - Oct 10 2025,2,,,0,,,2,10,8,400.0%,CHANGED
EB3089,Mt Dutton,Elk,Bull,Limited Entry,Sept 21 2026 - Oct 02 2026,,12,,,1,,21,13,-8,-38.1%,CHANGED
EB3112,Monroe,Elk,Bull,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",10,2,-8,0,0,0,10,2,-8,-80.0%,CHANGED
EB3150,Box Elder Grouse Creek,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,4,12,8,1,1,0,5,13,8,160.0%,CHANGED
EB3189,Panguitch Lake,Elk,Bull,Limited Entry,Oct 03 2026 - Oct 15 2026,,20,,,2,,30,22,-8,-26.7%,CHANGED
EB3553,Soldier Summit CWMU,Elk,Bull,CWMU,Contact operator for 2026 season dates,9,2,-7,1,0,-1,10,2,-8,-80.0%,CHANGED
EL3160,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,7,,,1,,,8,16,8,100.0%,CHANGED
GO6800,Beaver,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 05 2026 - Sept 27 2026,1,7,6,0,2,2,1,9,8,800.0%,CHANGED
GO6808,High Uintas West,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,3,9,6,0,2,2,3,11,8,266.7%,CHANGED
MA1007,Morgan-South Rich,Moose,Antlerless,Limited Entry,Aug 01 2025 - Sep 19 2025,10,3,-7,1,0,-1,11,3,-8,-72.7%,CHANGED
PB5013,Pine Valley,Pronghorn,Buck,Limited Entry,Aug 15 2026 - Sept 11 2026,,7,,,1,,16,8,-8,-50.0%,CHANGED
PB5062,Pine Valley,Pronghorn,Buck,Limited Entry,Sept 23 2026 - Oct 01 2026,,7,,,1,,16,8,-8,-50.0%,CHANGED
