reported_hunt_year,model_target_year,unit,unit_name,species,metric_name,metric_value,source_file,source_page,source_family,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,raw_line
2024,2025,17,"Wasatch Mtns, Box Elder Peak/Lone Peak/Timpanogos*",Mountain Goat,nanny_harvest,1.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Box Elder Peak/Lone Peak/Timpanogos* 0 2 0 2 0 0 0 0 1 1"
2015,2016,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2016,2017,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2017,2018,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2018,2019,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2019,2020,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2020,2021,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2021,2022,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2022,2023,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2023,2024,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,2.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2024,2025,17,"Wasatch Mtns, Lone Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Lone Peak — — — 0 0 0 0 0 2 0"
2015,2016,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,2.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2016,2017,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,1.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2017,2018,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,3.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2018,2019,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,1.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2019,2020,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2020,2021,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2021,2022,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2022,2023,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2023,2024,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,1.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2024,2025,17,"Wasatch Mtns, Provo Peak",Mountain Goat,nanny_harvest,1.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Provo Peak 2 1 3 1 0 0 0 0 1 1"
2015,2016,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2016,2017,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2017,2018,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2018,2019,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2019,2020,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,2.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2020,2021,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2021,2022,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2022,2023,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2023,2024,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,1.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2024,2025,17,"Wasatch Mtns, Timpanogos",Mountain Goat,nanny_harvest,2.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,"17 Wasatch Mtns, Timpanogos — — — 0 2 0 0 0 1 2"
2015,2016,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2016,2017,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2017,2018,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2018,2019,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2019,2020,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2020,2021,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2021,2022,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,1.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2022,2023,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2023,2024,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,1.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
2024,2025,Statewide,Sportsman/Conservation,Mountain Goat,nanny_harvest,0.0,"Total nanny mountain goat harvest by management unit, Utah 2015–2024..pdf",1,Mountain Goat Extra,True,True,True,Statewide Sportsman/Conservation — — — — — — 1 0 1 0
