current_hunt_code,database_match_status,database_boundary_id,database_species,database_hunt_name,database_sex_type,database_hunt_type,database_weapon,evidence_record_count,source_row_count,evidence_domains,source_datasets,reported_years,model_target_years,possible_fill_fields,review_statuses
BR1017,CURRENT_CODE_MATCH,684,Black Bear,La Sal,Either Sex,Restricted Pursuit - Spring,Pursuit Only,23,199,comparison | coverage | crosswalk | draw_results | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2025 | 2026,2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR1018,CURRENT_CODE_MATCH,5013,Black Bear,Black Bear Pursuit - Nonresident,Either Sex,Pursuit,Pursuit Only,14,79,comparison | coverage | crosswalk | draw_results | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,,COMPARISON_EVIDENCE
BR7000,CURRENT_CODE_MATCH,628,Black Bear,Beaver,Either Sex,Limited Entry - Spring,Any Legal Weapon,41,392,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7001,CURRENT_CODE_MATCH,449,Black Bear,Book Cliffs Bitter Creek/South,Either Sex,Limited Entry - Spring,Any Legal Weapon,41,398,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7003,CURRENT_CODE_MATCH,52,Black Bear,Manti North,Either Sex,Limited Entry - Spring,Any Legal Weapon,41,359,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7004,CURRENT_CODE_MATCH,744,Black Bear,Manti South/San Rafael North,Either Sex,Limited Entry - Spring,Any Legal Weapon,38,362,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7005,CURRENT_CODE_MATCH,616,Black Bear,Nebo,Either Sex,Limited Entry - Spring,Any Legal Weapon,38,344,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7007,CURRENT_CODE_MATCH,88,Black Bear,Fillmore Pahvant,Either Sex,Limited Entry - Spring,Any Legal Weapon,35,272,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7008,CURRENT_CODE_MATCH,684,Black Bear,La Sal,Either Sex,Limited Entry - Spring,Any Legal Weapon,36,304,comparison | coverage | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7009,CURRENT_CODE_MATCH,630,Black Bear,Mt Dutton,Either Sex,Limited Entry - Spring,Any Legal Weapon,35,263,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7010,CURRENT_CODE_MATCH,462,Black Bear,Panguitch Lake/Zion,Either Sex,Limited Entry - Spring,Any Legal Weapon,35,287,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7011,CURRENT_CODE_MATCH,163,Black Bear,Paunsaugunt,Either Sex,Limited Entry - Spring,Any Legal Weapon,35,299,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7012,CURRENT_CODE_MATCH,455,Black Bear,Boulder/Kaiparowits,Either Sex,Limited Entry - Spring,Any Legal Weapon,41,353,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7013,CURRENT_CODE_MATCH,175,Black Bear,Fishlake/Thousand Lakes,Either Sex,Limited Entry - Spring,Any Legal Weapon,35,323,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7014,CURRENT_CODE_MATCH,710,Black Bear,San Juan,Either Sex,Limited Entry - Spring,Any Legal Weapon,41,434,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7015,CURRENT_CODE_MATCH,444,Black Bear,Diamond Mtn/Vernal/Bonanza,Either Sex,Limited Entry - Spring,Any Legal Weapon,41,335,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7016,CURRENT_CODE_MATCH,845,Black Bear,Wasatch Mtns West-Central,Either Sex,Limited Entry - Spring,Any Legal Weapon,41,341,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7017,CURRENT_CODE_MATCH,92,Black Bear,Cache/Ogden,Either Sex,Limited Entry - Spring,Any Legal Weapon,35,290,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7018,CURRENT_CODE_MATCH,251,Black Bear,Kamas/North Slope Summit,Either Sex,Limited Entry - Spring,Any Legal Weapon,35,293,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7019,CURRENT_CODE_MATCH,610,Black Bear,Chalk Creek/East Canyon/Morgan-South Rich,Either Sex,Limited Entry - Spring,Any Legal Weapon,23,83,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | point_ladder | prediction,black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2026,2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7020,CURRENT_CODE_MATCH,629,Black Bear,Monroe,Either Sex,Limited Entry - Spring,Any Legal Weapon,29,250,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2022 | 2023 | 2024 | 2025 | 2026,2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7021,CURRENT_CODE_MATCH,108,Black Bear,Dolores Triangle,Either Sex,Limited Entry - Spring,Any Legal Weapon,16,82,comparison | coverage | crosswalk | draw_results | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permits_2025_draw_total | permits_2025_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7022,CURRENT_CODE_MATCH,617,Black Bear,La Sal Mtns,Either Sex,Limited Entry - Spring,Any Legal Weapon,16,82,comparison | coverage | crosswalk | draw_results | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2025 | 2026,2026,permits_2025_draw_total | permits_2025_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7100,CURRENT_CODE_MATCH,628,Black Bear,Beaver,Either Sex,Limited Entry - Summer,Any Legal Weapon,41,425,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,permits_2025_draw_total,COMPARISON_EVIDENCE | POSSIBLE_DATABASE_FILL
BR7101,CURRENT_CODE_MATCH,449,Black Bear,Book Cliffs Bitter Creek/South,Either Sex,Limited Entry - Summer,Any Legal Weapon,41,368,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7102,CURRENT_CODE_MATCH,12,Black Bear,Book Cliffs Little Creek Roadless,Either Sex,Limited Entry - Summer,Any Legal Weapon,35,308,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7104,CURRENT_CODE_MATCH,52,Black Bear,Manti North,Either Sex,Limited Entry - Summer,Any Legal Weapon,41,377,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
BR7105,CURRENT_CODE_MATCH,744,Black Bear,Manti South/San Rafael North,Either Sex,Limited Entry - Summer,Any Legal Weapon,41,416,comparison | coverage | crosswalk | draw_results | harvest | harvest_truth | permit_candidate | point_ladder | prediction,black_bear_2026_vs_2025_code_comparison | black_bear_BR_2024_2025_2026_crosswalk | complete_2023_harvest_vs_draw_comparison | draw_reality_engine | draw_reality_engine_predictive_v2 | draw_reality_engine_v2 | draw_system_coverage_report | harvest_quality_features_all_years_by_hunt_code | harvest_results_all_years_long | hunt_code_comparison_2025_to_2026 | ml_draw_predictions_v1 | point_ladder_view | predictive_coverage_report,2021 | 2022 | 2023 | 2024 | 2025 | 2026,2022 | 2023 | 2024 | 2025 | 2026,,COMPARISON_EVIDENCE
