hunt_code,candidate_hunt_code,boundary_id,candidate_boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,database_hunt_code_status,source_datasets,source_files,record_kinds,source_record_count,reported_draw_year,model_target_year,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,resident_point_rows,nonresident_point_rows,resident_eligible_applicants_sum,nonresident_eligible_applicants_sum,resident_total_permits_sum,nonresident_total_permits_sum,total_public_permits_sum,total_drawn_sum,min_points,max_points,first_page,last_page,candidate_promotion_status
EA1278,EA1278,938,938,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Manti, Ferron-Nelson Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Nov 30 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA1279,EA1279,938,938,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Manti, Ferron-Nelson Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA1280,EA1280,879,879,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"La Sal, La Sal Mtns-North",Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 08 2025 - Dec 31 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA1281,EA1281,438,438,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 20 2025 - Jan 11 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA1282,EA1282,939,939,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Ogden, North",Elk,Antlerless,General Season,Archery,Public,Dec 16 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA1283,EA1283,634,634,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Panguitch Lake,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Aug 31 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA1284,EA1284,634,634,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Panguitch Lake,Elk,Antlerless,General Season,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA1285,EA1285,634,634,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Panguitch Lake,Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 13 2025 - Dec 21 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA1286,EA1286,629,629,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Monroe,Elk,Antlerless,General Season,Any Legal Weapon,Public,2026 Season Dates Pending,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2000,EA2000,5116,5116,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Antlerless Elk Control,Elk,Antlerless,Antlerless Elk Control,Any Legal Weapon,Public,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2002,EA2002,117,117,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Morgan-South Rich,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2003,EA2003,276,276,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,East Canyon,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2004,EA2004,69,69,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Chalk Creek,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2005,EA2005,142,142,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"North Slope, West Daggett",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2006,EA2006,613,613,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Yellowstone,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2008,EA2008,129,129,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Nine Mile, Anthro-Myton Bench",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2009,EA2009,617,617,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"La Sal, La Sal Mtns",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2010,EA2010,710,710,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,San Juan,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2011,EA2011,51,51,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Manti,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2012,EA2012,620,620,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Wasatch Mtns, West",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2013,EA2013,227,227,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Wasatch Mtns, Currant Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2014,EA2014,817,817,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Wasatch Mtns, Avintaquin - White River",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2015,EA2015,163,163,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Paunsaugunt,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2016,EA2016,616,616,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Nebo,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2017,EA2017,630,630,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Mt Dutton,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2018,EA2018,634,634,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Panguitch Lake,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2019,EA2019,116,116,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"West Desert, Tintic Valley",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2020,EA2020,635,635,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Zion,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2021,EA2021,685,685,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Beaver, East",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2026,EA2026,18,18,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Box Elder, Hansel Mtn",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2027,EA2027,29,29,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2028,EA2028,614,614,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Vernal/Bonanza,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2029,EA2029,277,277,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Nine Mile, Range Creek",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2030,EA2030,206,206,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Diamond Mtn,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2033,EA2033,611,611,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Kamas,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2034,EA2034,128,128,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Nine Mile, Anthro",Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2036,EA2036,86,86,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Oquirrh-Stansbury, East",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2037,EA2037,613,613,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Yellowstone,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2038,EA2038,222,222,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Wasatch Mtns,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 05 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2039,EA2039,88,88,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Fillmore, Pahvant",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2040,EA2040,611,611,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Kamas,Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2041,EA2041,5117,5117,REVIEWED_CURRENT_DATABASE_MATCH,DIFFERS_FROM_CURRENT_DATABASE,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Cache (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,Public,"Oct 4 - Oct 26, 2025",1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2045,EA2045,5118,5118,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Wasatch Mtns (Conservation),Elk,Antlerless,Conservation,Any Legal Weapon,Public,"Oct 4 - Oct 16, 2025 & Nov 15, 2025 - Jan 31, 2026",1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EA2046,EA2046,868,868,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,"Box Elder, Sawtooth",Elk,Antlerless,Private Lands Only,Any Legal Weapon,Public,Aug 01 2025 - Jan 31 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1000,EB1000,5119,5119,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,SPORTSMAN_PERMIT_NO_DRAW_ODDS,POINT_ROW,2,2026,2027,Elk - Statewide Permit,Elk,Bull,Statewide,Any Legal Weapon,Public,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1001,EB1001,5120,5120,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Oct 04 2025 - Oct 10 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1002,EB1002,5121,5121,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1003,EB1003,5122,5122,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Spike Only Units,Elk,Bull,General Season - Spike Bull,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1004,EB1004,5123,5123,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Spike Only Units,Elk,Bull,General Season - Spike Bull,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1005,EB1005,5124,5124,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Archery Hunters Choice Elk,Elk,Bull,General Season - Archery,Archery,Public,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery)",1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1009,EB1009,5126,5126,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Spike Only Elk Units - Multiseason,Elk,Bull,General Season - Spike Bull,Multiseason,Public,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 | ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1010,EB1010,5127,5127,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Oct 11 2025 - Oct 17 2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1011,EB1011,5128,5128,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Youth General Season Bull Elk,Elk,Bull,General Season - Youth,Any Legal Weapon,Youth,ANY BULL: Arch: 08/16-09/17/2025|ALW: 10/4-10-17/2025|Muzz: 10/29-11/6/2025 SPIKE ONLY: Arch:8/16-09/05/2025|ALW: 10/4-10/16/2025|Muzz: 10/29-11/6/2025 |Uinta Basin Private Land only:08/01-11/15/2025,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB1012,EB1012,931,931,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Uinta Basin Private Lands Any Bull Elk,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Public,Aug 01 2025 - Nov 15 2025 - Valid only on private property within the unit,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB3128,EB3128,867,867,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Box Elder Grouse Creek,Elk,Bull,Conservation,Multiseason,Public,"Any Legal Weapon: Sept 16-20, 2026 & Oct 3 - 15, 2026 | Muzz: Sept 21-Oct 2, 2026",1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB3158,EB3158,685,685,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Beaver East,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB3159,EB3159,685,685,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Beaver East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Oct 03 2026 - Oct 15 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB3160,EB3160,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Archery,Public,Aug 15 2026 - Sept 15 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB3161,EB3161,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Archery,Public,Nov 28 2026 - Dec 13 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
EB3162,EB3162,899,899,REVIEWED_CURRENT_DATABASE_MATCH,REVIEWED_CURRENT_DATABASE_MATCH,PRESENT_IN_CURRENT_DATABASE,draw_results_long_year_2026,DATABASE.csv,POINT_ROW,2,2026,2027,Book Cliffs Bitter Creek/East,Elk,Bull,Limited Entry,Any Legal Weapon,Public,Sept 16 2026 - Sept 20 2026,1,1,0,0,0,0,0,0,0,0,,,CANDIDATE_REVIEW_ONLY
