hunt_code,hunt_name,raw_hunt_name,reported_draw_year,model_target_year,source_file,source_sha256,page_number,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_public_permits,source_classification
BR7307,La Sal,La Sal - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,83,313,5,4,9,37,0,1,1,10,TRUE_BEAR_BONUS_DRAW
BR7308,"North Slope, Three Corners/west Daggett","North Slope, Three Corners/west Daggett - Any Legal Weapon",2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,84,13,0,1,1,0,0,0,0,1,TRUE_BEAR_BONUS_DRAW
BR7309,Panguitch Lake/zion,Panguitch Lake/zion - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,85,50,2,2,4,0,0,0,0,4,TRUE_BEAR_BONUS_DRAW
BR7310,Boulder/kaiparowits,Boulder/kaiparowits - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,86,79,5,4,9,12,0,1,1,10,TRUE_BEAR_BONUS_DRAW
BR7311,Fishlake/thousand Lakes,Fishlake/thousand Lakes - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,87,69,1,1,2,0,0,0,0,2,TRUE_BEAR_BONUS_DRAW
BR7312,San Juan,San Juan - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,88,199,5,4,9,26,0,1,1,10,TRUE_BEAR_BONUS_DRAW
BR7313,Diamond Mtn/vernal/bonanza,Diamond Mtn/vernal/bonanza - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,89,92,4,3,7,0,0,0,0,7,TRUE_BEAR_BONUS_DRAW
BR7314,Yellowstone,Yellowstone - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,90,34,1,1,2,0,0,0,0,2,TRUE_BEAR_BONUS_DRAW
BR7315,"Wasatch Mtns, Avintaquin/currant Creek","Wasatch Mtns, Avintaquin/currant Creek - Any Legal Weapon",2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,91,118,3,2,5,0,0,0,0,5,TRUE_BEAR_BONUS_DRAW
BR7316,"Wasatch Mtns, West-central","Wasatch Mtns, West-central - Any Legal Weapon",2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,92,292,7,6,13,8,0,1,1,14,TRUE_BEAR_BONUS_DRAW
BR7317,Nine Mile,Nine Mile - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,93,36,4,3,7,0,0,0,0,7,TRUE_BEAR_BONUS_DRAW
BR7318,Beaver,Beaver - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,94,129,1,1,2,0,0,0,0,2,TRUE_BEAR_BONUS_DRAW
BR7320,Cache/ogden,Cache/ogden - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,95,68,0,1,1,0,0,0,0,1,TRUE_BEAR_BONUS_DRAW
BR7321,"Kamas/north Slope, Summit","Kamas/north Slope, Summit - Any Legal Weapon",2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,96,97,2,2,4,0,0,0,0,4,TRUE_BEAR_BONUS_DRAW
BR7322,Mt Dutton,Mt Dutton - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,97,10,0,1,1,0,0,0,0,1,TRUE_BEAR_BONUS_DRAW
BR7323,Paunsaugunt,Paunsaugunt - Any Legal Weapon,2024,2025,pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24 bear draw odds complete.pdf,50a7d2a6b7278e4bd526746655a560567f4bd7f0cc77bab844025956a5f32299,98,8,0,1,1,0,0,0,0,1,TRUE_BEAR_BONUS_DRAW
