hunt_code,canonical_match_status,reported_hunt_year,model_target_year,normalized_hunt_name,database_hunt_name,database_boundary_id,database_species,database_hunt_type,database_weapon,source_permits,hunters,harvest,percent_success,avg_days,satisfaction,source_page,source_row,validation_status,validation_notes
DB1230,DATABASE_MATCHED,2025,2026,Double R Ranch CWMU,Double R Ranch CWMU,554,Deer,CWMU,Any Legal Weapon,16,16,14,87.5,3.0,4.9,3,26,VALID,
DB1231,DATABASE_MATCHED,2025,2026,Dove Creek CWMU,Dove Creek CWMU,512,Deer,CWMU,Any Legal Weapon,10,10,9,90.0,4.6,4.7,3,27,VALID,
DB1232,DATABASE_MATCHED,2025,2026,Durst Mountain CWMU,Durst Mountain CWMU,567,Deer,CWMU,Any Legal Weapon,7,7,5,71.4,3.2,4.8,3,28,VALID,
DB1233,DATABASE_MATCHED,2025,2026,East Fork Chalk Creek CWMU,East Fork Chalk Creek CWMU,520,Deer,CWMU,Any Legal Weapon,40,40,31,77.5,6.4,4.3,3,29,VALID,
DB1234,DATABASE_MATCHED,2025,2026,East Zion CWMU,East Zion CWMU,807,Deer,CWMU,Any Legal Weapon,10,10,8,80.0,7.0,4.6,3,30,VALID,
DB1236,DATABASE_MATCHED,2025,2026,Engineer Springs CWMU,Engineer Springs CWMU,519,Deer,CWMU,Any Legal Weapon,1,1,1,100.0,5.0,4.0,3,31,VALID,
DB1237,DATABASE_MATCHED,2025,2026,Ensign Ranches CWMU,Ensign Ranches CWMU,522,Deer,CWMU,Any Legal Weapon,31,31,28,90.3,3.3,5.0,3,32,VALID,
DB1238,DATABASE_MATCHED,2025,2026,Folley Ridge CWMU,Folley Ridge CWMU,579,Deer,CWMU,Any Legal Weapon,13,13,10,76.9,3.4,4.2,3,33,VALID,
DB1239,DATABASE_MATCHED,2025,2026,Fort Ranch CWMU,Fort Ranch CWMU,514,Deer,CWMU,Any Legal Weapon,2,2,2,100.0,3.0,5.0,3,34,VALID,
DB1240,DATABASE_MATCHED,2025,2026,George Creek CWMU,George Creek CWMU,806,Deer,CWMU,Any Legal Weapon,7,6,3,50.0,6.5,4.3,3,35,VALID,
DB1241,DATABASE_MATCHED,2025,2026,Golden Spike CWMU,Golden Spike CWMU,497,Deer,CWMU,Any Legal Weapon,5,5,5,100.0,3.5,5.0,3,36,VALID,
DB1242,DATABASE_MATCHED,2025,2026,Grass Valley/Clark Canyon CWMU,Grass Valley/Clark Canyon CWMU,525,Deer,CWMU,Any Legal Weapon,104,102,93,91.2,3.7,4.5,3,37,VALID,
DB1243,DATABASE_MATCHED,2025,2026,Grazing Pasture CWMU,Grazing Pasture CWMU,530,Deer,CWMU,Any Legal Weapon,10,10,7,70.0,5.0,4.7,3,38,VALID,
DB1244,DATABASE_MATCHED,2025,2026,Green Canyon CWMU,Green Canyon CWMU,489,Deer,CWMU,Any Legal Weapon,9,7,5,71.4,7.3,4.9,3,39,VALID,
DB1245,DATABASE_MATCHED,2025,2026,Guildersleeve CWMU,Guildersleeve CWMU,573,Deer,CWMU,Any Legal Weapon,10,10,8,80.0,4.0,4.5,3,40,VALID,
DB1246,DATABASE_MATCHED,2025,2026,Hardscrabble CWMU,Hardscrabble CWMU,577,Deer,CWMU,Any Legal Weapon,13,13,8,61.5,4.2,3.6,3,41,VALID,
DB1248,DATABASE_MATCHED,2025,2026,Heaston East CWMU,Heaston East CWMU,555,Deer,CWMU,Any Legal Weapon,20,20,18,90.0,3.0,4.8,3,42,VALID,
DB1249,DATABASE_MATCHED,2025,2026,Hiawatha CWMU,Hiawatha CWMU,550,Deer,CWMU,Any Legal Weapon,8,7,6,85.7,3.3,3.3,3,43,VALID,
DB1250,DATABASE_MATCHED,2025,2026,Indian Creek CWMU,Indian Creek CWMU,495,Deer,CWMU,Any Legal Weapon,3,3,2,66.7,1.7,3.3,3,44,VALID,
DB1251,DATABASE_MATCHED,2025,2026,Indian Head CWMU,Indian Head CWMU,735,Deer,CWMU,Any Legal Weapon,14,14,12,85.7,3.5,4.8,3,45,VALID,
DB1252,DATABASE_MATCHED,2025,2026,Ingham Peak CWMU,Ingham Peak CWMU,493,Deer,CWMU,Any Legal Weapon,34,32,32,100.0,4.0,4.5,3,46,VALID,
DB1253,DATABASE_MATCHED,2025,2026,Circle E Ranch CWMU,Circle E Ranch CWMU,549,Deer,CWMU,Any Legal Weapon,7,7,7,100.0,1.4,5.0,3,47,VALID,
DB1255,DATABASE_MATCHED,2025,2026,Johnson Mountain Ranch CWMU,Johnson Mountain Ranch CWMU,531,Deer,CWMU,Any Legal Weapon,2,2,0,0.0,9.5,2.5,3,48,VALID,
DB1256,DATABASE_MATCHED,2025,2026,Junction Valley CWMU,Junction Valley CWMU,589,Deer,CWMU,Any Legal Weapon,47,47,34,72.3,3.5,4.6,3,49,VALID,
DB1258,DATABASE_MATCHED,2025,2026,Little Red Creek CWMU,Little Red Creek CWMU,484,Deer,CWMU,Any Legal Weapon,9,9,7,77.8,3.3,4.7,3,50,VALID,
DB1259,DATABASE_MATCHED,2025,2026,Tunnel Hollow CWMU,Tunnel Hollow CWMU,569,Deer,CWMU,Any Legal Weapon,8,8,7,87.5,3.3,4.0,3,51,VALID,
DB1260,DATABASE_MATCHED,2025,2026,Middle Ridge CWMU,Middle Ridge CWMU,565,Deer,CWMU,Any Legal Weapon,9,9,6,66.7,4.7,4.7,3,52,VALID,
DB1261,DATABASE_MATCHED,2025,2026,Minnie Maud Ridge CWMU,Minnie Maud Ridge CWMU,551,Deer,CWMU,Any Legal Weapon,45,45,27,60.0,5.6,3.7,3,53,VALID,
DB1263,DATABASE_MATCHED,2025,2026,Moon Ranch CWMU,Moon Ranch CWMU,485,Deer,CWMU,Any Legal Weapon,10,10,10,100.0,5.1,2.4,3,54,VALID,
DB1264,DATABASE_MATCHED,2025,2026,Mountain Meadow CWMU,Mountain Meadow CWMU,518,Deer,CWMU,Any Legal Weapon,6,6,6,100.0,3.5,4.8,3,55,VALID,
DB1265,DATABASE_MATCHED,2025,2026,Mountain Top CWMU,Mountain Top CWMU,572,Deer,CWMU,Any Legal Weapon,11,10,5,50.0,3.9,4.1,3,56,VALID,
DB1266,DATABASE_MATCHED,2025,2026,Mt Carmel CWMU,Mt Carmel CWMU,533,Deer,CWMU,Any Legal Weapon,21,21,14,66.7,4.6,3.6,3,57,VALID,
DB1269,DATABASE_MATCHED,2025,2026,North Promontory CWMU,North Promontory CWMU,513,Deer,CWMU,Any Legal Weapon,6,6,6,100.0,2.5,4.7,3,58,VALID,
DB1270,DATABASE_MATCHED,2025,2026,Nucor West CWMU,Nucor West CWMU,503,Deer,CWMU,Any Legal Weapon,11,11,11,100.0,2.8,4.8,3,59,VALID,
DB1271,DATABASE_MATCHED,2025,2026,Oak Ranch CWMU,Oak Ranch CWMU,534,Deer,CWMU,Any Legal Weapon,4,4,3,75.0,4.8,5.0,3,60,VALID,
DB1272,DATABASE_MATCHED,2025,2026,Old Woman Plateau CWMU,Old Woman Plateau CWMU,535,Deer,CWMU,Any Legal Weapon,12,12,8,66.7,4.9,3.5,3,61,VALID,
DB1273,DATABASE_MATCHED,2025,2026,Park Valley Hereford CWMU,Park Valley Hereford CWMU,504,Deer,CWMU,Any Legal Weapon,24,23,17,73.9,3.2,3.8,3,62,VALID,
DB1274,DATABASE_MATCHED,2025,2026,Patmos Ridge CWMU,Patmos Ridge CWMU,736,Deer,CWMU,Any Legal Weapon,7,7,6,85.7,5.0,4.9,4,2,VALID,
DB1275,DATABASE_MATCHED,2025,2026,Pine Canyon CWMU,Pine Canyon CWMU,592,Deer,CWMU,Any Legal Weapon,20,20,13,65.0,4.2,4.2,4,3,VALID,
DB1277,DATABASE_MATCHED,2025,2026,Pocatello Valley CWMU,Pocatello Valley CWMU,501,Deer,CWMU,Any Legal Weapon,6,6,6,100.0,3.0,4.8,4,4,VALID,
DB1279,DATABASE_MATCHED,2025,2026,Preston Nutter Ranch CWMU,Preston Nutter Ranch CWMU,542,Deer,CWMU,Any Legal Weapon,2,2,2,100.0,3.0,5.0,4,5,VALID,
DB1280,DATABASE_MATCHED,2025,2026,Promontory Point CWMU,Promontory Point CWMU,502,Deer,CWMU,Any Legal Weapon,10,10,9,90.0,2.3,5.0,4,6,VALID,
DB1281,DATABASE_MATCHED,2025,2026,Rattlesnake Pass CWMU,Rattlesnake Pass CWMU,496,Deer,CWMU,Any Legal Weapon,15,15,15,100.0,4.5,4.4,4,7,VALID,
DB1282,DATABASE_MATCHED,2025,2026,Redd Ranches CWMU,Redd Ranches CWMU,548,Deer,CWMU,Any Legal Weapon,16,15,14,93.3,3.6,4.4,4,8,VALID,
DB1283,DATABASE_MATCHED,2025,2026,Roan Cliffs CWMU,Roan Cliffs CWMU,543,Deer,CWMU,Any Legal Weapon,12,11,8,72.7,4.0,4.4,4,9,VALID,
DB1285,DATABASE_MATCHED,2025,2026,Sand Creek CWMU,Sand Creek CWMU,740,Deer,CWMU,Any Legal Weapon,7,6,3,50.0,4.0,4.3,4,10,VALID,
DB1286,DATABASE_MATCHED,2025,2026,Pisgah Mountain CWMU,Pisgah Mountain CWMU,574,Deer,CWMU,Any Legal Weapon,12,12,9,75.0,5.0,4.5,4,11,VALID,
DB1287,DATABASE_MATCHED,2025,2026,Scofield Canyons CWMU,Scofield Canyons CWMU,539,Deer,CWMU,Any Legal Weapon,10,9,9,100.0,2.8,5.0,4,12,VALID,
DB1288,DATABASE_MATCHED,2025,2026,Scofield West CWMU,Scofield West CWMU,541,Deer,CWMU,Any Legal Weapon,15,15,15,100.0,3.2,4.4,4,13,VALID,
DB1289,DATABASE_MATCHED,2025,2026,Sharp Mountain CWMU,Sharp Mountain CWMU,490,Deer,CWMU,Any Legal Weapon,16,16,14,87.5,3.6,5.0,4,14,VALID,
DB1290,DATABASE_MATCHED,2025,2026,Skull Crack CWMU,Skull Crack CWMU,578,Deer,CWMU,Any Legal Weapon,8,8,8,100.0,2.8,5.0,4,15,VALID,
DB1291,DATABASE_MATCHED,2025,2026,Skull Valley South CWMU,Skull Valley South CWMU,585,Deer,CWMU,Any Legal Weapon,4,4,2,50.0,3.5,4.0,4,16,VALID,
DB1292,DATABASE_MATCHED,2025,2026,Soldier Summit CWMU,Soldier Summit CWMU,552,Deer,CWMU,Any Legal Weapon,11,11,11,100.0,3.6,5.0,4,17,VALID,
DB1293,DATABASE_MATCHED,2025,2026,South Canyon CWMU,South Canyon CWMU,491,Deer,CWMU,Any Legal Weapon,10,10,10,100.0,2.8,5.0,4,18,VALID,
DB1294,DATABASE_MATCHED,2025,2026,Spring Creek Acres CWMU,Spring Creek Acres CWMU,741,Deer,CWMU,Any Legal Weapon,4,4,3,75.0,2.3,5.0,4,19,VALID,
DB1295,DATABASE_MATCHED,2025,2026,Spring Creek/Dodge CWMU,Spring Creek/Dodge CWMU,546,Deer,CWMU,Any Legal Weapon,56,56,50,89.3,3.3,4.5,4,20,VALID,
DB1298,DATABASE_MATCHED,2025,2026,Strawberry Ridge CWMU,Strawberry Ridge CWMU,562,Deer,CWMU,Any Legal Weapon,8,5,4,80.0,4.3,5.0,4,21,VALID,
DB1299,DATABASE_MATCHED,2025,2026,Summit Point CWMU,Summit Point CWMU,547,Deer,CWMU,Any Legal Weapon,25,23,22,95.7,4.7,3.9,4,22,VALID,
DB1300,DATABASE_MATCHED,2025,2026,Thatcher Mountain CWMU,Thatcher Mountain CWMU,602,Deer,CWMU,Any Legal Weapon,4,4,2,50.0,3.5,5.0,4,23,VALID,
DB1301,DATABASE_MATCHED,2025,2026,Three C CWMU,Three C CWMU,553,Deer,CWMU,Any Legal Weapon,20,20,16,80.0,6.2,4.5,4,24,VALID,
DB1303,DATABASE_MATCHED,2025,2026,North Peaks CWMU,North Peaks CWMU,492,Deer,CWMU,Any Legal Weapon,5,5,4,80.0,3.5,3.8,4,25,VALID,
DB1304,DATABASE_MATCHED,2025,2026,Two Bear CWMU,Two Bear CWMU,521,Deer,CWMU,Any Legal Weapon,10,10,10,100.0,3.0,4.4,4,26,VALID,
DB1305,DATABASE_MATCHED,2025,2026,Wallsburg CWMU,Wallsburg CWMU,586,Deer,CWMU,Any Legal Weapon,5,5,3,60.0,5.4,3.4,4,27,VALID,
DB1306,DATABASE_MATCHED,2025,2026,Washakie CWMU,Washakie CWMU,499,Deer,CWMU,Any Legal Weapon,10,10,10,100.0,2.3,4.8,4,28,VALID,
DB1308,DATABASE_MATCHED,2025,2026,West Hills CWMU,West Hills CWMU,511,Deer,CWMU,Any Legal Weapon,14,14,13,92.9,3.3,4.7,4,29,VALID,
DB1309,DATABASE_MATCHED,2025,2026,West Willow Creek Ranch CWMU,West Willow Creek Ranch CWMU,805,Deer,CWMU,Any Legal Weapon,23,23,22,95.7,2.8,4.5,4,30,VALID,
DB1310,DATABASE_MATCHED,2025,2026,White's Valley CWMU,White's Valley CWMU,488,Deer,CWMU,Any Legal Weapon,10,10,9,90.0,5.1,4.8,4,31,VALID,
DB1312,DATABASE_MATCHED,2025,2026,Woodruff Creek South CWMU,Woodruff Creek South CWMU,571,Deer,CWMU,Any Legal Weapon,2,2,2,100.0,2.5,5.0,4,32,VALID,
DB1317,DATABASE_MATCHED,2025,2026,Jacob's Creek CWMU,Jacob's Creek CWMU,580,Deer,CWMU,Any Legal Weapon,10,10,7,70.0,3.3,5.0,4,33,VALID,
DB1320,HUNT_CODE_NOT_IN_2026_DATABASE,2025,2026,Deer Creek,,,,,,6,5,2,40.0,3.3,3.5,4,34,VALID,
DB1322,DATABASE_MATCHED,2025,2026,Pahvant Ensign CWMU,Pahvant Ensign CWMU,826,Deer,CWMU,Any Legal Weapon,10,10,8,80.0,3.3,4.9,4,35,VALID,
DB1323,DATABASE_MATCHED,2025,2026,Rock House CWMU,Rock House CWMU,827,Deer,CWMU,Any Legal Weapon,4,4,4,100.0,9.0,4.8,4,36,VALID,
DB1324,HUNT_CODE_NOT_IN_2026_DATABASE,2025,2026,Royal Ivory Outfitters,,,,,,6,6,3,50.0,5.0,4.0,4,37,VALID,
DB1325,DATABASE_MATCHED,2025,2026,Double Cone CWMU,Double Cone CWMU,516,Deer,CWMU,Any Legal Weapon,7,7,4,57.1,3.5,1.8,4,38,VALID,
DB1326,DATABASE_MATCHED,2025,2026,Rosette CWMU,Rosette CWMU,856,Deer,CWMU,Any Legal Weapon,4,4,3,75.0,2.3,3.5,4,39,VALID,
DB1327,DATABASE_MATCHED,2025,2026,Mountain Sky Ranch CWMU,Mountain Sky Ranch CWMU,858,Deer,CWMU,Any Legal Weapon,7,7,5,71.4,5.6,4.7,4,40,VALID,
DB1328,DATABASE_MATCHED,2025,2026,Clear Creek CWMU,Clear Creek CWMU,494,Deer,CWMU,Any Legal Weapon,5,5,1,20.0,5.6,4.2,4,41,VALID,
DB1330,DATABASE_MATCHED,2025,2026,Iron Spring CWMU,Iron Spring CWMU,876,Deer,CWMU,Any Legal Weapon,1,1,1,100.0,5.0,3.0,4,42,VALID,
DB1331,DATABASE_MATCHED,2025,2026,Raft River CWMU,Raft River CWMU,875,Deer,CWMU,Any Legal Weapon,10,10,9,90.0,4.8,5.0,4,43,VALID,
DB1332,DATABASE_MATCHED,2025,2026,West Ridge CWMU,West Ridge CWMU,874,Deer,CWMU,Any Legal Weapon,37,35,21,60.0,5.6,3.7,4,44,VALID,
DB1333,DATABASE_MATCHED,2025,2026,5S CWMU,5S CWMU,878,Deer,CWMU,Any Legal Weapon,16,16,5,31.3,4.0,3.1,4,45,VALID,
DB1334,DATABASE_MATCHED,2025,2026,Alton - Cactus Buck CWMU,Alton - Cactus Buck CWMU,526,Deer,CWMU,Any Legal Weapon,5,5,5,100.0,3.0,5.0,4,46,VALID,
DB1335,DATABASE_MATCHED,2025,2026,Big Piney Ranch CWMU,Big Piney Ranch CWMU,892,Deer,CWMU,Any Legal Weapon,4,4,4,100.0,3.0,5.0,4,47,VALID,
DB1336,DATABASE_MATCHED,2025,2026,First Light CWMU,First Light CWMU,890,Deer,CWMU,Any Legal Weapon,8,8,6,75.0,3.8,4.2,4,48,VALID,
DB1337,DATABASE_MATCHED,2025,2026,Little Pole Canyon CWMU,Little Pole Canyon CWMU,556,Deer,CWMU,Any Legal Weapon,2,2,0,0.0,6.5,3.5,4,49,VALID,
DB1341,DATABASE_MATCHED,2025,2026,Dry Creek CWMU,Dry Creek CWMU,908,Deer,CWMU,Any Legal Weapon,10,10,8,80.0,2.3,4.5,4,50,VALID,
DB1342,DATABASE_MATCHED,2025,2026,Faust Valley CWMU,Faust Valley CWMU,905,Deer,CWMU,Any Legal Weapon,4,4,4,100.0,3.0,3.3,4,51,VALID,
DB1343,HUNT_CODE_NOT_IN_2026_DATABASE,2025,2026,Red Iron,,,,,,8,8,7,87.5,8.0,4.4,4,52,VALID,
DB1344,HUNT_CODE_NOT_IN_2026_DATABASE,2025,2026,Salt Wells,,,,,,2,2,2,100.0,1.0,5.0,4,53,VALID,
DB1345,HUNT_CODE_NOT_IN_2026_DATABASE,2025,2026,Diamond Mountain CWMU,,,,,,10,10,10,100.0,2.6,4.7,4,54,VALID,
DB1347,DATABASE_MATCHED,2025,2026,The Rose of Snowville CWMU,The Rose of Snowville CWMU,509,Deer,CWMU,Any Legal Weapon,6,6,4,66.7,4.3,4.0,4,55,VALID,
DB1348,HUNT_CODE_NOT_IN_2026_DATABASE,2025,2026,Kimberly,,,,,,5,5,2,40.0,3.0,2.0,4,56,VALID,
DB1349,DATABASE_MATCHED,2025,2026,Weber Florence Creek/Stillman Creek CWMU,Weber Florence Creek/Stillman Creek CWMU,524,Deer,CWMU,Any Legal Weapon,75,75,57,76.0,3.5,4.6,4,57,VALID,
DB1501,DATABASE_MATCHED,2025,2026,Box Elder,Box Elder,607,Deer,General Season,Archery,935,711,164,23.1,9.5,3.2,4,58,VALID,
DB1502,DATABASE_MATCHED,2025,2026,Cache,Cache,29,Deer,General Season,Archery,931,755,119,15.8,8.2,3.3,4,59,VALID,
DB1503,DATABASE_MATCHED,2025,2026,Manti/San Rafael,Manti/San Rafael,619,Deer,General Season,Archery,1325,1168,250,21.4,7.7,3.5,4,60,VALID,
DB1504,DATABASE_MATCHED,2025,2026,Nebo,Nebo,616,Deer,General Season,Archery,763,641,123,19.2,8.3,3.3,4,61,VALID,
DB1506,DATABASE_MATCHED,2025,2026,Fillmore,Fillmore,804,Deer,General Season,Archery,351,316,101,32.0,7.3,3.6,4,62,VALID,
DB1508,DATABASE_MATCHED,2025,2026,Kamas,Kamas,611,Deer,General Season,Archery,210,176,29,16.5,7.7,3.3,5,2,VALID,
DB1509,DATABASE_MATCHED,2025,2026,La Sal Mtns,La Sal Mtns,617,Deer,General Season,Archery,266,232,112,48.3,6.1,4.0,5,3,VALID,
DB1510,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Deer,General Season,Archery,79,50,19,38.0,8.4,3.2,5,4,VALID,
DB1511,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Deer,General Season,Archery,70,56,11,19.6,7.3,3.9,5,5,VALID,
DB1512,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season,Archery,190,147,44,29.9,9.4,3.1,5,6,VALID,
DB1513,DATABASE_MATCHED,2025,2026,North Slope,North Slope,612,Deer,General Season,Archery,506,384,51,13.3,8.8,3.2,5,7,VALID,
DB1514,DATABASE_MATCHED,2025,2026,Ogden,Ogden,609,Deer,General Season,Archery,396,296,59,19.9,9.3,3.3,5,8,VALID,
DB1516,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season,Archery,415,384,141,36.7,8.5,3.7,5,9,VALID,
DB1517,DATABASE_MATCHED,2025,2026,Pine Valley,Pine Valley,636,Deer,General Season,Archery,490,434,115,26.5,8.5,3.5,5,10,VALID,
DB1518,DATABASE_MATCHED,2025,2026,Boulder/Kaiparowits,Boulder/Kaiparowits,455,Deer,General Season,Archery,430,378,121,32.0,7.2,3.5,5,11,VALID,
DB1519,DATABASE_MATCHED,2025,2026,Fishlake,Fishlake,633,Deer,General Season,Archery,235,219,56,25.6,7.0,3.4,5,12,VALID,
DB1521,DATABASE_MATCHED,2025,2026,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",618,Deer,General Season,Archery,476,412,155,37.6,6.4,3.8,5,13,VALID,
DB1522,DATABASE_MATCHED,2025,2026,Vernal/Bonanza,Vernal/Bonanza,614,Deer,General Season,Archery,366,327,129,39.4,10.2,3.3,5,14,VALID,
DB1523,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Deer,General Season,Archery,236,205,62,30.2,10.4,3.4,5,15,VALID,
DB1524,DATABASE_MATCHED,2025,2026,Southwest Desert,Southwest Desert,625,Deer,General Season,Archery,77,64,11,17.2,8.1,3.2,5,16,VALID,
DB1525,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, East","Wasatch Mtns, East",621,Deer,General Season,Archery,912,789,160,20.3,8.0,3.4,5,17,VALID,
DB1526,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West","Wasatch Mtns, West",620,Deer,General Season,Archery,1164,900,163,18.1,8.4,3.4,5,18,VALID,
DB1529,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season,Archery,458,405,157,38.8,7.6,3.6,5,19,VALID,
DB1531,DATABASE_MATCHED,2025,2026,Box Elder,Box Elder,607,Deer,General Season,Any Legal Weapon (Late),1982,1695,573,33.8,4.1,3.2,5,20,VALID,
DB1533,DATABASE_MATCHED,2025,2026,Manti/San Rafael,Manti/San Rafael,619,Deer,General Season,Any Legal Weapon (Late),4507,4060,1921,47.3,4.0,3.5,5,21,VALID,
DB1534,DATABASE_MATCHED,2025,2026,Nebo,Nebo,616,Deer,General Season,Any Legal Weapon (Late),2798,2544,1153,45.3,4.1,3.4,5,22,VALID,
DB1536,DATABASE_MATCHED,2025,2026,Fillmore,Fillmore,804,Deer,General Season,Any Legal Weapon (Late),896,842,495,58.8,4.3,3.5,5,23,VALID,
DB1538,DATABASE_MATCHED,2025,2026,Kamas,Kamas,611,Deer,General Season,Any Legal Weapon (Late),461,381,97,25.5,4.0,3.2,5,24,VALID,
DB1539,DATABASE_MATCHED,2025,2026,La Sal Mtns,La Sal Mtns,617,Deer,General Season,Any Legal Weapon (Late),944,827,445,53.8,3.9,3.7,5,25,VALID,
DB1540,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Deer,General Season,Any Legal Weapon (Late),532,487,370,76.0,3.8,3.9,5,26,VALID,
DB1541,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Deer,General Season,Any Legal Weapon (Late),216,206,114,55.3,3.9,3.5,5,27,VALID,
DB1542,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season,Any Legal Weapon (Late),533,467,250,53.5,4.4,3.3,5,28,VALID,
DB1543,DATABASE_MATCHED,2025,2026,North Slope,North Slope,612,Deer,General Season,Any Legal Weapon (Late),1114,959,392,40.9,4.3,3.2,5,29,VALID,
DB1544,DATABASE_MATCHED,2025,2026,Ogden,Ogden,609,Deer,General Season,Any Legal Weapon (Late),1352,1164,437,37.5,3.8,3.5,5,30,VALID,
DB1546,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season,Any Legal Weapon (Late),837,785,473,60.3,4.1,3.6,5,31,VALID,
DB1547,DATABASE_MATCHED,2025,2026,Pine Valley,Pine Valley,636,Deer,General Season,Any Legal Weapon (Late),1160,1034,402,38.9,5.0,2.9,5,32,VALID,
DB1549,DATABASE_MATCHED,2025,2026,Fishlake,Fishlake,633,Deer,General Season,Any Legal Weapon (Late),443,392,206,52.6,4.2,3.4,5,33,VALID,
DB1551,DATABASE_MATCHED,2025,2026,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",618,Deer,General Season,Any Legal Weapon (Late),1460,1280,658,51.4,3.9,3.5,5,34,VALID,
DB1552,DATABASE_MATCHED,2025,2026,Vernal/Bonanza,Vernal/Bonanza,614,Deer,General Season,Any Legal Weapon (Late),534,498,390,78.3,3.4,3.6,5,35,VALID,
DB1553,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Deer,General Season,Any Legal Weapon (Late),704,623,393,63.1,3.7,3.5,5,36,VALID,
DB1554,DATABASE_MATCHED,2025,2026,Southwest Desert,Southwest Desert,625,Deer,General Season,Any Legal Weapon (Late),255,245,106,43.3,4.8,2.9,5,37,VALID,
DB1555,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, East","Wasatch Mtns, East",621,Deer,General Season,Any Legal Weapon (Late),3325,2995,1281,42.8,3.9,3.4,5,38,VALID,
DB1556,DATABASE_MATCHED,2025,2026,"Wasatch Mtns, West","Wasatch Mtns, West",620,Deer,General Season,Any Legal Weapon (Late),3471,2928,825,28.2,3.7,3.2,5,39,VALID,
DB1559,DATABASE_MATCHED,2025,2026,Zion,Zion,635,Deer,General Season,Any Legal Weapon (Late),1191,1116,694,62.2,4.3,3.7,5,40,VALID,
DB1561,DATABASE_MATCHED,2025,2026,Box Elder,Box Elder,607,Deer,General Season,Muzzleloader,837,680,164,24.1,4.1,3.1,5,41,VALID,
DB1563,DATABASE_MATCHED,2025,2026,Manti/San Rafael,Manti/San Rafael,619,Deer,General Season,Muzzleloader,1346,1194,347,29.1,4.2,3.2,5,42,VALID,
DB1564,DATABASE_MATCHED,2025,2026,Nebo,Nebo,616,Deer,General Season,Muzzleloader,755,649,141,21.7,4.1,3.2,5,43,VALID,
DB1566,DATABASE_MATCHED,2025,2026,Fillmore,Fillmore,804,Deer,General Season,Muzzleloader,349,314,120,38.2,4.6,3.5,5,44,VALID,
DB1568,DATABASE_MATCHED,2025,2026,Kamas,Kamas,611,Deer,General Season,Muzzleloader,209,160,35,21.9,4.1,3.3,5,45,VALID,
DB1569,DATABASE_MATCHED,2025,2026,La Sal Mtns,La Sal Mtns,617,Deer,General Season,Muzzleloader,260,216,116,53.7,4.1,3.8,5,46,VALID,
DB1570,DATABASE_MATCHED,2025,2026,Monroe,Monroe,629,Deer,General Season,Muzzleloader,106,92,57,62.0,4.3,3.5,5,47,VALID,
DB1571,DATABASE_MATCHED,2025,2026,Mt Dutton,Mt Dutton,630,Deer,General Season,Muzzleloader,64,56,16,28.6,4.6,3.1,5,48,VALID,
DB1572,DATABASE_MATCHED,2025,2026,Nine Mile,Nine Mile,615,Deer,General Season,Muzzleloader,196,169,42,24.9,4.2,3.0,5,49,VALID,
DB1573,DATABASE_MATCHED,2025,2026,North Slope,North Slope,612,Deer,General Season,Muzzleloader,510,410,95,23.2,4.6,3.1,5,50,VALID,
DB1574,DATABASE_MATCHED,2025,2026,Ogden,Ogden,609,Deer,General Season,Muzzleloader,394,330,70,21.2,4.2,3.1,5,51,VALID,
DB1576,DATABASE_MATCHED,2025,2026,Panguitch Lake,Panguitch Lake,634,Deer,General Season,Muzzleloader,385,346,141,40.8,4.3,3.7,5,52,VALID,
DB1577,DATABASE_MATCHED,2025,2026,Pine Valley,Pine Valley,636,Deer,General Season,Muzzleloader,499,442,144,32.6,4.4,3.3,5,53,VALID,
DB1579,DATABASE_MATCHED,2025,2026,Fishlake,Fishlake,633,Deer,General Season,Muzzleloader,213,186,79,42.5,4.0,3.5,5,54,VALID,
DB1581,DATABASE_MATCHED,2025,2026,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",618,Deer,General Season,Muzzleloader,467,398,177,44.5,4.0,3.6,5,55,VALID,
DB1582,DATABASE_MATCHED,2025,2026,Vernal/Bonanza,Vernal/Bonanza,614,Deer,General Season,Muzzleloader,206,184,115,62.5,3.9,3.7,5,56,VALID,
DB1583,DATABASE_MATCHED,2025,2026,Yellowstone,Yellowstone,613,Deer,General Season,Muzzleloader,229,204,89,43.6,4.2,3.4,5,57,VALID,
