hunt_code,species,hunt_name,reported_hunt_year,model_target_year,permits,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,average_days,percent_success,hunter_satisfaction,source_file,source_page,section_title,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible
EA2038,Antlerless Elk,Wasatch Mtns,2024,2025,881,728.0,79,,70.0,9.0,5.7,10.9,,2024 ELK LIMITED ANTLERLESS.pdf,1,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2039,Antlerless Elk,"Fillmore, Pahvant",2024,2025,150,108.0,36,,31.0,5.0,9.3,33.8,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EA2040,Antlerless Elk,Kamas,2024,2025,88,77.0,34,,32.0,2.0,4.5,44.2,,2024 ELK LIMITED ANTLERLESS.pdf,5,harvest harvest harvest afield hunted rate (%),,True,True,True
EB3000,Elk,"Beaver, East",2024,2025,21,21.0,15,,,,10.7,70.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3001,Elk,"Book Cliffs, Bitter Creek/South",2024,2025,2,2.0,1,,,,9.5,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3002,Elk,"Book Cliffs, Little Creek Roadless",2024,2025,1,1.0,1,,,,5.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3003,Elk,"Cache, Meadowville",2024,2025,11,9.0,3,,,,5.2,33.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3005,Elk,"Cache, South",2024,2025,9,9.0,3,,,,12.4,33.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3006,Elk,Manti,2024,2025,170,168.0,46,,,,12.6,27.2,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3008,Elk,"Fillmore, Pahvant",2024,2025,19,19.0,9,,,,12.6,47.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3009,Elk,"La Sal, La Sal Mtns",2024,2025,41,38.0,11,,,,12.7,28.6,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3010,Elk,Monroe,2024,2025,19,19.0,11,,,,11.8,57.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3011,Elk,Mt Dutton,2024,2025,18,18.0,8,,,,11.8,47.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3013,Elk,"North Slope, Three Corners",2024,2025,8,7.0,3,,,,11.8,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3015,Elk,Panguitch Lake,2024,2025,18,18.0,9,,,,9.3,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3018,Elk,Fishlake/Thousand Lakes,2024,2025,87,86.0,28,,,,13.8,32.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3019,Elk,San Juan Bull Elk,2024,2025,26,26.0,12,,,,12.5,48.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3020,Elk,Diamond Mtn,2024,2025,25,24.0,8,,,,12.4,35.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3022,Elk,Wasatch Mtns,2024,2025,203,199.0,37,,,,11.6,18.6,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3024,Elk,"Beaver, East",2024,2025,11,11.0,11,,,,2.9,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3025,Elk,"Beaver, East",2024,2025,15,15.0,14,,,,4.9,93.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3026,Elk,"Book Cliffs, Bitter Creek/South",2024,2025,2,2.0,2,,,,2.5,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3028,Elk,"Book Cliffs, Little Creek Roadless",2024,2025,2,2.0,2,,,,3.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3031,Elk,"Box Elder, Pilot Mtn",2024,2025,11,11.0,7,,,,7.4,60.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3032,Elk,"Cache, Meadowville",2024,2025,8,8.0,5,,,,3.7,57.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3033,Elk,"Cache, Meadowville",2024,2025,8,7.0,3,,,,3.3,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3036,Elk,"Cache, South",2024,2025,4,4.0,0,,,,5.0,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3037,Elk,"Cache, South",2024,2025,7,7.0,4,,,,5.0,57.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3038,Elk,Manti,2024,2025,78,77.0,56,,,,3.1,72.4,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3039,Elk,Manti,2024,2025,115,115.0,91,,,,4.7,79.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3040,Elk,Nebo,2024,2025,2,2.0,2,,,,2.5,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3042,Elk,"Fillmore, Pahvant",2024,2025,12,12.0,10,,,,2.5,81.8,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3043,Elk,"Fillmore, Pahvant",2024,2025,14,14.0,11,,,,5.5,76.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3044,Elk,"La Sal, Dolores Triangle",2024,2025,7,7.0,6,,,,8.7,83.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3045,Elk,"La Sal, La Sal Mtns",2024,2025,19,19.0,15,,,,3.6,78.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3046,Elk,"La Sal, La Sal Mtns",2024,2025,27,26.0,15,,,,6.0,57.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3047,Elk,Monroe,2024,2025,12,12.0,12,,,,2.5,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3048,Elk,Monroe,2024,2025,12,12.0,8,,,,5.2,66.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3049,Elk,Mt Dutton,2024,2025,7,7.0,7,,,,2.6,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3050,Elk,Mt Dutton,2024,2025,13,13.0,11,,,,3.4,84.6,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3053,Elk,"North Slope, Three Corners",2024,2025,14,14.0,12,,,,3.4,85.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3056,Elk,Panguitch Lake,2024,2025,9,9.0,6,,,,2.9,66.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3057,Elk,Panguitch Lake,2024,2025,10,10.0,10,,,,3.3,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3063,Elk,Fishlake/Thousand Lakes,2024,2025,37,37.0,24,,,,3.9,63.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3064,Elk,Fishlake/Thousand Lakes,2024,2025,102,101.0,64,,,,6.3,63.8,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3065,Elk,Fishlake/Thousand Lakes,2024,2025,61,61.0,45,,,,4.9,73.2,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3066,Elk,San Juan Bull Elk,2024,2025,20,20.0,16,,,,3.3,78.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3067,Elk,San Juan Bull Elk,2024,2025,17,17.0,12,,,,5.8,70.6,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3068,Elk,Diamond Mtn,2024,2025,25,25.0,21,,,,3.1,82.6,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3069,Elk,Diamond Mtn,2024,2025,36,36.0,32,,,,4.6,88.6,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3072,Elk,Wasatch Mtns,2024,2025,89,88.0,57,,,,3.7,65.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3073,Elk,Wasatch Mtns,2024,2025,140,139.0,93,,,,5.1,66.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3077,Elk,"Beaver, East",2024,2025,13,13.0,10,,,,4.6,76.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3078,Elk,"Book Cliffs, Bitter Creek/South",2024,2025,1,1.0,1,,,,3.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3079,Elk,"Book Cliffs, Little Creek Roadless",2024,2025,1,1.0,1,,,,1.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3081,Elk,"Cache, Meadowville",2024,2025,8,8.0,4,,,,5.6,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3083,Elk,"Cache, South",2024,2025,5,5.0,4,,,,4.4,80.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3084,Elk,Manti,2024,2025,103,103.0,68,,,,5.9,66.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3086,Elk,"Fillmore, Pahvant",2024,2025,12,12.0,8,,,,7.1,66.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3087,Elk,"La Sal, La Sal Mtns",2024,2025,25,24.0,17,,,,5.3,70.8,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3088,Elk,Monroe,2024,2025,11,11.0,9,,,,5.8,81.8,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3089,Elk,Mt Dutton,2024,2025,11,11.0,8,,,,5.6,72.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3091,Elk,"North Slope, Three Corners",2024,2025,4,4.0,3,,,,3.5,75.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3093,Elk,Panguitch Lake,2024,2025,10,10.0,9,,,,4.9,90.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3096,Elk,Fishlake/Thousand Lakes,2024,2025,52,52.0,36,,,,5.8,70.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3097,Elk,San Juan Bull Elk,2024,2025,17,17.0,12,,,,5.3,68.8,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3098,Elk,Diamond Mtn,2024,2025,21,21.0,17,,,,5.1,80.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3100,Elk,Wasatch Mtns,2024,2025,122,122.0,82,,,,5.8,67.5,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3102,Elk,"Beaver, East",2024,2025,4,4.0,4,,,,14.8,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3104,Elk,"Book Cliffs, Little Creek Roadless",2024,2025,1,1.0,1,,,,4.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3105,Elk,"Cache, Meadowville",2024,2025,3,3.0,2,,,,1.7,66.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3107,Elk,"Cache, South",2024,2025,2,2.0,2,,,,5.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3108,Elk,Manti,2024,2025,22,22.0,19,,,,16.3,85.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3109,Elk,Nebo,2024,2025,1,1.0,1,,,,6.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3110,Elk,"Fillmore, Pahvant",2024,2025,3,3.0,1,,,,16.0,33.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3111,Elk,"La Sal, La Sal Mtns",2024,2025,7,7.0,4,,,,12.4,57.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3112,Elk,Monroe,2024,2025,3,3.0,3,,,,5.7,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3113,Elk,Mt Dutton,2024,2025,3,3.0,3,,,,8.5,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3115,Elk,"North Slope, Three Corners",2024,2025,2,2.0,2,,,,6.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3117,Elk,Panguitch Lake,2024,2025,3,3.0,2,,,,13.0,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3120,Elk,Fishlake/Thousand Lakes,2024,2025,12,12.0,11,,,,17.2,90.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3121,Elk,San Juan Bull Elk,2024,2025,4,4.0,4,,,,12.3,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3122,Elk,Diamond Mtn,2024,2025,4,4.0,1,,,,24.3,25.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3124,Elk,Wasatch Mtns,2024,2025,27,27.0,21,,,,15.0,76.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3126,Elk,Manti,2024,2025,197,195.0,124,,,,6.8,63.4,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3127,Elk,Wasatch Mtns,2024,2025,241,239.0,129,,,,6.3,53.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3130,Elk,"Box Elder, Pilot Mtn",2024,2025,4,4.0,0,,,,14.0,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3132,Elk,"Cache, North",2024,2025,28,28.0,7,,,,14.1,25.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3135,Elk,Barney Top/Kaiparowits,2024,2025,9,9.0,3,,,,16.1,33.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3136,Elk,"Southwest Desert, North",2024,2025,11,11.0,9,,,,9.8,81.8,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3137,Elk,"West Desert, Deep Creek",2024,2025,13,13.0,8,,,,12.2,58.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3139,Elk,"Cache, North",2024,2025,28,28.0,10,,,,10.6,34.6,,2024 LIMITED ENTRY ELK HARVEST.pdf,7,number harvest afield hunted rate (%),,True,True,True
EB3142,Elk,Barney Top/Kaiparowits,2024,2025,10,10.0,4,,,,8.4,44.4,,2024 LIMITED ENTRY ELK HARVEST.pdf,7,number harvest afield hunted rate (%),,True,True,True
EB3143,Elk,"Southwest Desert, North",2024,2025,13,13.0,10,,,,11.4,75.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,7,number harvest afield hunted rate (%),,True,True,True
EB3144,Elk,"West Desert, Deep Creek",2024,2025,13,13.0,10,,,,8.0,75.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,7,number harvest afield hunted rate (%),,True,True,True
EB3145,Elk,Boulder,2024,2025,32,32.0,21,,,,13.3,64.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3146,Elk,"Southwest Desert, South",2024,2025,37,36.0,17,,,,12.9,47.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3147,Elk,"Box Elder, Grouse Creek",2024,2025,8,8.0,5,,,,4.0,62.5,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3148,Elk,Boulder,2024,2025,15,15.0,13,,,,3.1,86.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3149,Elk,"Southwest Desert, South",2024,2025,19,19.0,15,,,,2.9,77.8,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3150,Elk,"Box Elder, Grouse Creek",2024,2025,14,14.0,7,,,,5.4,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3151,Elk,Boulder,2024,2025,21,21.0,18,,,,5.3,85.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3152,Elk,"Southwest Desert, South",2024,2025,24,24.0,16,,,,5.1,65.2,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3153,Elk,"Box Elder, Grouse Creek",2024,2025,4,4.0,1,,,,6.3,25.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3154,Elk,Boulder,2024,2025,19,19.0,15,,,,6.0,78.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3155,Elk,"Southwest Desert, South",2024,2025,23,23.0,14,,,,6.0,61.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3156,Elk,Boulder,2024,2025,5,5.0,5,,,,19.4,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3157,Elk,"Southwest Desert, South",2024,2025,6,6.0,3,,,,9.3,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3158,Elk,"Beaver, East",2024,2025,10,10.0,5,,,,8.7,50.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3159,Elk,"Beaver, East",2024,2025,26,26.0,21,,,,6.1,80.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3160,Elk,"Book Cliffs, Bitter Creek/East",2024,2025,21,21.0,8,,,,10.9,40.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3161,Elk,"Book Cliffs, Bitter Creek/East",2024,2025,4,4.0,4,,,,5.3,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3162,Elk,"Book Cliffs, Bitter Creek/East",2024,2025,9,9.0,9,,,,2.4,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,number harvest afield hunted rate (%),,True,True,True
EB3163,Elk,"Book Cliffs, Bitter Creek/East",2024,2025,14,14.0,9,,,,4.6,64.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3164,Elk,"Book Cliffs, Bitter Creek/East",2024,2025,26,26.0,15,,,,6.2,56.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3165,Elk,"Book Cliffs, Bitter Creek/East",2024,2025,3,3.0,3,,,,12.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,number harvest afield hunted rate (%),,True,True,True
EB3166,Elk,"Book Cliffs, Bitter Creek/East",2024,2025,13,13.0,9,,,,5.7,69.2,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,number harvest afield hunted rate (%),,True,True,True
EB3167,Elk,"Book Cliffs, Little Creek Roadless",2024,2025,1,1.0,1,,,,8.0,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3168,Elk,"Cache, Meadowville",2024,2025,2,1.0,0,,,,1.0,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3169,Elk,"Cache, Meadowville",2024,2025,16,13.0,3,,,,5.8,25.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3170,Elk,"Cache, South",2024,2025,5,4.0,1,,,,8.5,25.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3171,Elk,"Cache, South",2024,2025,11,11.0,3,,,,7.6,30.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3172,Elk,Manti,2024,2025,7,7.0,0,,,,10.6,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,,,True,True,True
EB3173,Elk,Nebo/San Pitch Mtns,2024,2025,19,19.0,5,,,,14.8,27.8,,2024 LIMITED ENTRY ELK HARVEST.pdf,1,,,True,True,True
EB3174,Elk,Nebo/San Pitch Mtns,2024,2025,5,4.0,1,,,,9.0,25.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,,,True,True,True
EB3175,Elk,Nebo/San Pitch Mtns,2024,2025,9,9.0,8,,,,2.4,88.9,,2024 LIMITED ENTRY ELK HARVEST.pdf,3,,,True,True,True
EB3176,Elk,Nebo/San Pitch Mtns,2024,2025,14,14.0,9,,,,3.9,64.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,,,True,True,True
EB3177,Elk,Nebo/San Pitch Mtns,2024,2025,24,24.0,19,,,,6.0,78.3,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3178,Elk,Nebo/San Pitch Mtns,2024,2025,2,2.0,2,,,,21.5,100.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,8,,,True,True,True
EB3179,Elk,Nebo/San Pitch Mtns,2024,2025,12,12.0,9,,,,5.8,72.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,6,,,True,True,True
EB3180,Elk,"Fillmore, Pahvant",2024,2025,10,10.0,1,,,,10.5,10.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3181,Elk,"Fillmore, Pahvant",2024,2025,22,22.0,13,,,,6.7,57.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3182,Elk,"La Sal, La Sal Mtns",2024,2025,2,1.0,0,,,,7.0,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3183,Elk,"La Sal, La Sal Mtns",2024,2025,48,47.0,26,,,,6.4,56.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3184,Elk,Monroe,2024,2025,5,5.0,1,,,,8.5,25.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,,,True,True,True
EB3185,Elk,Monroe,2024,2025,23,21.0,15,,,,6.3,73.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3186,Elk,Mt Dutton,2024,2025,7,7.0,0,,,,11.0,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,,,True,True,True
EB3187,Elk,Mt Dutton,2024,2025,22,22.0,21,,,,5.9,95.2,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3188,Elk,Panguitch Lake,2024,2025,5,5.0,1,,,,11.0,20.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,,,True,True,True
EB3189,Elk,Panguitch Lake,2024,2025,19,19.0,10,,,,7.3,52.6,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3190,Elk,Boulder,2024,2025,3,3.0,0,,,,8.5,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3191,Elk,Boulder,2024,2025,37,36.0,26,,,,8.0,71.4,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,number harvest afield hunted rate (%),,True,True,True
EB3192,Elk,Fishlake/Thousand Lakes,2024,2025,5,5.0,1,,,,7.0,20.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3193,Elk,San Juan Bull Elk,2024,2025,5,4.0,0,,,,6.3,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,,,True,True,True
EB3194,Elk,San Juan Bull Elk,2024,2025,32,32.0,20,,,,6.5,62.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3195,Elk,Diamond Mtn,2024,2025,4,4.0,1,,,,7.5,25.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,number harvest afield hunted rate (%),,True,True,True
EB3196,Elk,Diamond Mtn,2024,2025,17,17.0,8,,,,5.8,47.1,,2024 LIMITED ENTRY ELK HARVEST.pdf,5,number harvest afield hunted rate (%),,True,True,True
EB3197,Elk,"Southwest Desert, South",2024,2025,5,4.0,0,,,,8.8,0.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,,,True,True,True
EB3198,Elk,"Southwest Desert, South",2024,2025,43,43.0,30,,,,6.9,70.7,,2024 LIMITED ENTRY ELK HARVEST.pdf,4,,,True,True,True
EB3199,Elk,Wasatch Mtns,2024,2025,8,6.0,1,,,,7.2,20.0,,2024 LIMITED ENTRY ELK HARVEST.pdf,2,,,True,True,True
EB3500,Elk,Alton,2024,2025,5,5.0,4,,,,7.2,80.0,,2024 ELK CWMU bull elk harvest.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3501,Elk,Bar J Ranch,2024,2025,11,11.0,11,,,,3.3,100.0,,2024 ELK CWMU bull elk harvest.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3502,Elk,Bear Mountain,2024,2025,7,7.0,3,,,,4.0,42.9,,2024 ELK CWMU bull elk harvest.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3503,Elk,Bear Springs,2024,2025,8,8.0,5,,,,3.6,57.1,,2024 ELK CWMU bull elk harvest.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3504,Elk,Black Hawk,2024,2025,11,10.0,10,,,,4.3,100.0,,2024 ELK CWMU bull elk harvest.pdf,1,number harvest afield hunted rate (%),,True,True,True
EB3505,Elk,Boobe Hole,2024,2025,16,16.0,16,,,,3.4,100.0,,2024 ELK CWMU bull elk harvest.pdf,1,number harvest afield hunted rate (%),,True,True,True
