source_document,source_file,section,hunt_name,weapon,hunt_code,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3122,3,0,3,3,0,3
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3098,13,2,15,15,2,17
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3008,19,2,21,19,2,21
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3042,8,1,9,8,1,9
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3181,22,3,25,22,3,25
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3043,13,2,15,13,2,15
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3110,3,0,3,3,0,3
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3086,12,1,13,12,1,13
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3044,6,1,7,6,1,7
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3018,81,9,90,84,9,93
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3063,33,4,37,34,4,38
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3064,96,11,107,99,11,110
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3065,56,6,62,57,6,63
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3120,10,1,11,10,1,11
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3096,49,5,54,50,6,56
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3009,36,4,40,36,4,40
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3045,14,2,16,14,2,16
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3183,42,5,47,42,5,47
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3046,24,3,27,24,3,27
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3111,5,0,5,5,0,5
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3087,22,2,24,22,2,24
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3006,157,18,175,148,17,165
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3038,65,7,72,61,7,68
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3126,186,21,207,175,20,195
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3039,108,12,120,102,11,113
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3108,19,2,21,18,2,20
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3084,94,11,105,89,10,99
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3010,19,2,21,21,2,23
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3047,8,1,9,8,1,9
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3185,22,3,25,24,3,27
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3048,13,1,14,13,2,15
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3112,2,0,2,3,0,3
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3088,11,1,12,13,1,14
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3208,9,1,10,9,1,10
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3011,18,2,20,19,2,21
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3049,7,1,8,8,1,9
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3187,22,2,24,22,3,25
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3050,13,1,14,13,2,15
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3113,2,0,2,3,0,3
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3089,11,1,12,12,1,13
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3173,22,2,24,29,3,32
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3175,9,1,10,12,1,13
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3177,25,3,28,34,4,38
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3176,14,2,16,20,2,22
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3178,3,0,3,4,0,4
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3179,13,1,14,17,2,19
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3013,6,1,7,6,1,7
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3210,5,0,5,5,0,5
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3053,9,1,10,9,1,10
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3115,1,0,1,1,0,1
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3091,4,0,4,4,0,4
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3015,16,2,18,17,2,19
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3056,6,1,7,7,1,8
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3189,19,2,21,20,2,22
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3057,11,1,12,12,1,13
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3117,2,0,2,2,0,2
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3093,10,1,11,10,1,11
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3019,26,3,29,29,3,32
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3066,11,1,12,12,1,13
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3194,31,3,34,33,4,37
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3067,18,2,20,20,2,22
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3121,3,0,3,4,0,4
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3097,15,2,17,17,2,19
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3146,37,4,41,39,4,43
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3149,15,2,17,16,2,18
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3198,43,5,48,46,5,51
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3152,25,3,28,26,3,29
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3157,5,0,5,5,0,5
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3155,22,2,24,23,3,26
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Archery,EB3022,164,18,182,130,15,145
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Early Any Legal Weapon,EB3072,67,7,74,54,6,60
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Mid Any Legal Weapon,EB3127,193,22,215,155,17,172
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Late Any Legal Weapon,EB3073,112,12,124,89,10,99
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Multiseason,EB3124,20,2,22,15,2,17
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,7.6                 2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),,Muzzleloader,EB3100,98,11,109,78,9,87
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,"Beaver, East",Late Archery,EB3158,13,2,15,18,2,20
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,"Book Cliffs, BitterCreek/East",Late Archery,EB3161,4,1,5,4,1,5
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Boulder,Late Archery,EB3190,4,1,5,4,1,5
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,"Cache, Meadowville",Late Archery,EB3168,4,1,5,4,1,5
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,"Cache, South",Late Archery,EB3170,4,1,5,4,1,5
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Diamond Mtn,Late Archery,EB3195,4,1,5,4,1,5
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,"Fillmore, Pahvant",Late Archery,EB3180,13,2,15,18,2,20
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Fishlake/Thousand Lakes,Late Archery,EB3192,13,2,15,13,2,15
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,La Sal Mtns,Late Archery,EB3182,9,1,10,9,1,10
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Manti,Late Archery,EB3172,9,1,10,9,1,10
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Monroe,Late Archery,EB3184,7,1,8,7,1,8
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Mt Dutton,Late Archery,EB3186,9,1,10,13,2,15
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Nebo/San Pitch Mtns,Late Archery,EB3174,9,1,10,13,2,15
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Panguitch Lake,Late Archery,EB3188,9,1,10,13,2,15
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,San Juan Bull Elk,Late Archery,EB3193,9,1,10,9,1,10
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,"Southwest Desert, South",Late Archery,EB3197,9,1,10,18,2,20
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,580                    Limited Entry LateArchery Bull Elk,Wasatch Mtns,Late Archery,EB3199,9,1,10,9,1,10
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,Barney Top/Kaiparowits,HAMSS,EB3142,9,1,10,9,1,10
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,"Cache, North",HAMSS,EB3139,25,3,28,22,2,24
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,East Canyon,HAMSS,EB3205,9,1,10,7,1,8
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,"Southwest Desert, North",HAMSS,EB3143,16,2,18,21,2,23
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,"West Desert, Deep Creek",HAMSS,EB3144,13,1,14,13,2,15
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,Barney Top/Kaiparowits,September Archery,EB3135,9,1,10,9,1,10
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,"Cache, North",September Archery,EB3132,25,3,28,22,2,24
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,"Southwest Desert, North",September Archery,EB3136,16,2,18,21,2,23
2026-04-rac-packet.pdf,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_supplemental_user_paste_raw.txt,193              Limited Entry HAMSS Bull Elk,"West Desert, Deep Creek",September Archery,EB3137,13,1,14,13,2,15
