hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,permits_2025_draw_res,permits_2025_draw_nr,permits_2025_draw_total,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_season_date_text,dwr_huntplanner_permits_2026_res,dwr_huntplanner_permits_2026_nr,dwr_huntplanner_permits_2026_total,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate
PB5050,244,"West Desert, Riverbed",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,73,8,81,,66,7,73,451,542,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,66,7,73,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,73,8,81,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,73,8,81,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5050,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Sept 20 2026,73,8,81,96.8,3.9,2.0-3.0,1200,800
LP5051,245,"West Desert, Rush Valley - Private Land Only",Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LP5051,2026-05-29T07:31:31.653Z,false,Sept 13 2025 - Sept 21 2025 - Private Land Only,0,0,0,,,,,
PB5020,245,"West Desert, Rush Valley",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,8,1,9,,8,1,9,426,517,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,8,1,9,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,8,1,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,8,1,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5020,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,8,1,9,25,3.6,2.0-3.0,550,350
PB5051,245,"West Desert, Rush Valley",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,32,4,36,,32,4,36,452,543,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,32,4,36,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,32,4,36,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,32,4,36,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5051,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Sept 20 2026,32,4,36,85.3,3.6,2.0-3.0,550,350
PB5021,246,"West Desert, Snake Valley",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,23,3,26,,22,2,24,427,518,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,22,2,24,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,23,3,26,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,23,3,26,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5021,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,23,3,26,61.1,4.8,2.0-3.0,1200,900
PB5052,246,"West Desert, Snake Valley",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,95,11,106,,86,10,96,453,544,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,86,10,96,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,95,11,106,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,95,11,106,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5052,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Sept 20 2026,95,11,106,80.5,4.8,2.0-3.0,1200,900
DB1016,248,"West Desert, Vernon",Buck,Deer,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,46,5,51,,39,4,43,18,33,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,39,4,43,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,46,5,51,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,46,5,51,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1016,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,46,5,51,54.8,,,11200 (entire West Desert unit),8200 (entire West Desert unit)
DB1024,248,"West Desert, Vernon",Buck,Deer,Any Legal Weapon,Limited Entry,Limited Entry,Oct 17 2026 - Oct 25 2026,130,14,144,,115,12,127,25,40,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,115,12,127,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,130,14,144,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,130,14,144,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1024,2026-05-29T07:31:31.653Z,true,Oct 17 2026 - Oct 25 2026,130,14,144,86.6,,,11200 (entire West Desert unit),8200 (entire West Desert unit)
DB1042,248,"West Desert, Vernon",Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,46,5,51,,40,4,44,40,55,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,40,4,44,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,46,5,51,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,46,5,51,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1042,2026-05-29T07:31:31.653Z,true,Sept 23 2026 - Oct 01 2026,46,5,51,58.1,,,11200 (entire West Desert unit),8200 (entire West Desert unit)
DB1048,248,"West Desert, Vernon",Buck,Deer,Multiseason,Limited Entry,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",7,1,8,,6,1,7,46,61,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,6,1,7,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,7,1,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,7,1,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1048,2026-05-29T07:31:31.653Z,true,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",7,1,8,100,,,11200 (entire West Desert unit),8200 (entire West Desert unit)
BR7018,251,Kamas/North Slope Summit,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,,"March 28 - May 25, 2026",5,0,5,,,,,,,,,5,0,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7018,2026-05-29T07:31:31.653Z,false,"March 28 - May 25, 2026",5,0,5,,,,,
DB1101,276,East Canyon,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,9,1,10,,9,1,10,67,82,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1101,2026-05-29T07:31:31.653Z,true,Oct 28 2026 - Nov 05 2026,9,1,10,50,,,13500,2700
DB1105,276,HAMSS,Buck,Deer,East Canyon,Limited Entry,Limited Entry,Nov 07 2026 - Nov 30 2026,6,1,7,,6,1,7,69,84,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,6,1,7,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1105,2026-05-29T07:31:31.653Z,true,Nov 07 2026 - Nov 30 2026,6,1,7,50,,,13500,2700
DB1603,276,East Canyon,Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,760,,,,,,,,,740,9,749,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,760,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1603,2026-05-29T07:31:31.653Z,true,Oct 17 2026 - Oct 25 2026,0,0,760,28.2,,,13500,2700
DB1604,276,East Canyon,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,380,,,,,,,,,307,8,315,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,380,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1604,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,0,0,380,21.1,,,13500,2700
DB1605,276,East Canyon,Buck,Deer,Any Legal Weapon (Early),General Season,General Season,Oct 07 2026 - Oct 11 2026,,,380,,,,,,,,,349,11,360,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,380,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1605,2026-05-29T07:31:31.653Z,true,Oct 07 2026 - Oct 11 2026,0,0,380,19.2,,,13500,2700
DB1606,276,East Canyon,Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,380,,,,,,,,,137,0,137,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,380,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1606,2026-05-29T07:31:31.653Z,true,Sept 23 2026 - Oct 01 2026,0,0,380,11.9,,,13500,2700
DB1800,276,East Canyon,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,186,,,,,,,,,48,0,48,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,186,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1800,2026-05-29T07:31:31.653Z,true,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,186,28,,,13500,2700
EA1236,276,East Canyon,Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Dec 01 2026 - Jan 11 2027,135,15,150,,,,,,,,,132,13,145,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,135,15,150,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1236,2026-05-29T07:31:31.653Z,true,Dec 01 2025 - Jan 11 2026,135,15,150,34.1,,,1800,2800
EA2003,276,East Canyon,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,500,,,,,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,500,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,500,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2003,2026-05-29T07:31:31.653Z,true,Aug 01 2025 - Jan 31 2026,0,0,500,38.1,,,1800,2800
EB3205,276,East Canyon,Bull,Elk,HAMSS,Limited Entry,Mature Bull,Dec 19 2026 - Dec 27 2026,7,1,8,,9,1,10,339,378,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,7,1,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,7,1,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3205,2026-05-29T07:31:31.653Z,false,Dec 19 2026 - Dec 27 2026,7,1,8,,,,,
EL3205,276,East Canyon,Bull,Elk,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,Dec 20 2025 - Dec 28 2025 - Private Land Only,,,,,,,,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3205,2026-05-29T07:31:31.653Z,false,Dec 20 2025 - Dec 28 2025 - Private Land Only,0,0,0,,,,,
LO1603,276,East Canyon,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1603,2026-05-29T07:31:31.653Z,false,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1604,276,East Canyon,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1604,2026-05-29T07:31:31.653Z,false,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1605,276,East Canyon,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1605,2026-05-29T07:31:31.653Z,false,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1606,276,East Canyon,Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1606,2026-05-29T07:31:31.653Z,false,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
MB6002,276,East Canyon,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,0,5,,5,0,5,500,466,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,5,0,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6002,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Oct 31 2026,5,0,5,100,4.1,3.75-4.25,300,190
EA1239,277,"Nine Mile, Range Creek",Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Oct 03 2026 - Oct 25 2026,45,5,50,,,,,,,,,43,5,48,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1239,2026-05-29T07:31:31.653Z,true,Oct 04 2025 - Oct 26 2025,45,5,50,42.9,,,1800,2200
EA1240,277,"Nine Mile, Range Creek",Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Nov 25 2026 - Jan 31 2027,135,15,150,,,,,,,,,132,15,147,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,135,15,150,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1240,2026-05-29T07:31:31.653Z,true,Nov 27 2025 - Jan 31 2026,135,15,150,38.3,,,1800,2200
EA2029,277,"Nine Mile, Range Creek",Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,150,,,,,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,150,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,150,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2029,2026-05-29T07:31:31.653Z,true,Aug 01 2025 - Jan 31 2026,0,0,150,31.6,,,1800,2200
PB5038,277,"Nine Mile, Range Creek",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,13,1,14,,11,1,12,440,531,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,11,1,12,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,13,1,14,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,13,1,14,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5038,2026-05-29T07:31:31.653Z,true,Sept 12 2026 - Sept 20 2026,13,1,14,100,4.7,2.0-3.0,400,185
PB5053,277,"Nine Mile, Range Creek",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,4,0,4,,3,0,3,454,545,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,3,0,3,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5053,2026-05-29T07:31:31.653Z,true,Aug 15 2026 - Sept 11 2026,4,0,4,50,4.7,2.0-3.0,400,185
BR7111,289,North Slope Three Corners/West Daggett,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,,"May 25 - June 28, 2026",1,0,1,,,,,,,,,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7111,2026-05-29T07:31:31.653Z,false,"May 25 - June 28, 2026",1,0,1,,,,,
BR7212,289,North Slope Three Corners/West Daggett,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",2,0,2,,,,,,,,,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7212,2026-05-29T07:31:31.653Z,false,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",2,0,2,,,,,
BR7308,289,North Slope Three Corners/West Daggett,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,,,,,,,,,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7308,2026-05-29T07:31:31.653Z,false,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,,,,,
