hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_detail_text,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line
DS6603,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Kaiparowits, West",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"Kaiparowits, West DS6603 Sept. 12-Nov. 10"
DS6604,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"La Sal, Potash/South Cisco DS6604 Sept. 12-Nov. 10"
DS6606,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, Lockhart",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Juan, Lockhart DS6606 Sept. 12-Nov. 10"
DS6607,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, South",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Juan, South DS6607 Sept. 12-Nov. 10"
DS6608,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Rafael, Dirty Devil DS6608 Sept. 12-Nov. 10"
DS6609,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, North",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Rafael, North DS6609 Sept. 12-Nov. 10"
DS6610,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, South",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Rafael, South DS6610 Sept. 12-Nov. 10"
DS6611,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Zion,Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,Zion DS6611 Sept. 12-Nov. 10
DS6620,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Pine Valley, Virgin River",Oct. 24-Dec. 25,Oct. 24-Dec. 25,,,"Pine Valley, Virgin River DS6620 Oct. 24-Dec. 25"
DS6621,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",Oct. 24-Dec. 25,Oct. 24-Dec. 25,,,"Pine Valley, Beaver Dam DS6621 Oct. 24-Dec. 25"
DS6622,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, North",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Juan, North DS6622 Sept. 12-Nov. 10"
DS6623,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, San Juan River",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Juan, San Juan River DS6623 Sept. 12-Nov. 10"
DS6624,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Nov. 11-Dec. 17,Nov. 11-Dec. 17,,,"San Rafael, Dirty Devil DS6624 Nov. 11-Dec. 17"
DS6625,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Mineral Mtns,Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,Mineral Mtns DS6625 Sept. 12-Nov. 10
DS6626,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Escalante, East",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"Escalante, East DS6626 Sept. 12-Nov. 10"
DS6627,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Escalante, West",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"Escalante, West DS6627 Sept. 12-Nov. 10"
EB1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Elk,Bull elk,Bull elk,Bull elk,,,EB1000 Bull elk
EB1007,54,BULL_ELK_HUNT_TABLES,Elk,Draw-only youth any bull/hunter's choice elk,Sept. 12-Sept. 22,Sept. 12-Sept. 22,,,Draw-only youth any bull/hunter's choice elk EB1007 Sept. 12-Sept. 22
EB3000,54,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Beaver, East EB3000 Aug. 15-Sept. 15"
EB3002,54,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Book Cliffs, Little Creek Roadless EB3002 Aug. 15-Sept. 15"
EB3003,54,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Cache, Meadowville EB3003 Aug. 15-Sept. 15"
EB3005,54,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Cache, South EB3005 Aug. 15-Sept. 15"
EB3006,54,BULL_ELK_HUNT_TABLES,Elk,Manti,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Manti EB3006 Aug. 15-Sept. 15
EB3008,54,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Fillmore, Pahvant EB3008 Aug. 15-Sept. 15"
EB3009,54,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,La Sal Mtns EB3009 Aug. 15-Sept. 15
EB3010,54,BULL_ELK_HUNT_TABLES,Elk,Monroe,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Monroe EB3010 Aug. 15-Sept. 15
EB3011,54,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Mt Dutton EB3011 Aug. 15-Sept. 15
EB3013,54,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"North Slope, Three Corners EB3013 Aug. 15-Sept. 15"
EB3015,54,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Panguitch Lake EB3015 Aug. 15-Sept. 15
EB3018,54,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Fishlake/Thousand Lakes EB3018 Aug. 15-Sept. 15
EB3019,54,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,San Juan Bull Elk EB3019 Aug. 15-Sept. 15
EB3020,54,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Diamond Mtn EB3020 Aug. 15-Sept. 15
EB3022,54,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Wasatch Mtns EB3022 Aug. 15-Sept. 15
EB3024,56,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Beaver, East EB3024 Sept. 16-Sept. 20"
EB3025,58,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Beaver, East EB3025 Nov. 7-Nov. 15"
EB3028,56,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Book Cliffs, Little Creek Roadless EB3028 Sept. 16-Sept. 20"
EB3031,56,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Pilot Mtn",Sept. 12-Oct. 2,Sept. 12-Oct. 2,,,"Box Elder, Pilot Mtn EB3031 Sept. 12-Oct. 2"
EB3032,56,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Cache, Meadowville EB3032 Sept. 16-Sept. 20"
EB3033,58,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Cache, Meadowville EB3033 Nov. 7-Nov. 15"
EB3036,56,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Cache, South EB3036 Sept. 16-Sept. 20"
EB3037,58,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Cache, South EB3037 Nov. 7-Nov. 15"
EB3038,56,BULL_ELK_HUNT_TABLES,Elk,Manti,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Manti EB3038 Sept. 16-Sept. 20
EB3039,58,BULL_ELK_HUNT_TABLES,Elk,Manti,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Manti EB3039 Nov. 7-Nov. 15
EB3042,56,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Fillmore, Pahvant EB3042 Sept. 16-Sept. 20"
EB3043,58,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Fillmore, Pahvant EB3043 Nov. 7-Nov. 15"
EB3044,58,BULL_ELK_HUNT_TABLES,Elk,Dolores Triangle,"Dec. 5, 2026-Jan. 31, 2027","Dec. 5, 2026-Jan. 31, 2027",,,"Dolores Triangle EB3044 Dec. 5, 2026-Jan. 31, 2027"
EB3045,56,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,La Sal Mtns EB3045 Sept. 16-Sept. 20
EB3046,58,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,La Sal Mtns EB3046 Nov. 7-Nov. 15
EB3047,56,BULL_ELK_HUNT_TABLES,Elk,Monroe,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Monroe EB3047 Sept. 16-Sept. 20
EB3048,58,BULL_ELK_HUNT_TABLES,Elk,Monroe,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Monroe EB3048 Nov. 7-Nov. 15
EB3049,56,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Mt Dutton EB3049 Sept. 16-Sept. 20
EB3050,58,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Mt Dutton EB3050 Nov. 7-Nov. 15
EB3053,57,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"North Slope, Three Corners EB3053 Oct. 3-Oct. 15"
EB3056,56,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Panguitch Lake EB3056 Sept. 16-Sept. 20
EB3057,58,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Panguitch Lake EB3057 Nov. 7-Nov. 15
EB3063,56,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Fishlake/Thousand Lakes EB3063 Sept. 16-Sept. 20
EB3064,57,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Fishlake/Thousand Lakes EB3064 Oct. 3-Oct. 15
EB3065,58,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Fishlake/Thousand Lakes EB3065 Nov. 7-Nov. 15
EB3066,56,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,San Juan Bull Elk EB3066 Sept. 16-Sept. 20
EB3067,58,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,San Juan Bull Elk EB3067 Nov. 7-Nov. 15
EB3068,56,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Diamond Mtn EB3068 Sept. 16-Sept. 20
EB3069,57,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Diamond Mtn EB3069 Oct. 3-Oct. 15
EB3072,56,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Wasatch Mtns EB3072 Sept. 16-Sept. 20
EB3073,58,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Wasatch Mtns EB3073 Nov. 7-Nov. 15
EB3077,59,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Beaver, East EB3077 Sept. 21-Oct. 2"
EB3079,59,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Book Cliffs, Little Creek Roadless EB3079 Sept. 21-Oct. 2"
EB3081,59,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Cache, Meadowville EB3081 Sept. 21-Oct. 2"
EB3083,59,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Cache, South EB3083 Sept. 21-Oct. 2"
EB3084,59,BULL_ELK_HUNT_TABLES,Elk,Manti,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Manti EB3084 Sept. 21-Oct. 2
EB3086,59,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Fillmore, Pahvant EB3086 Sept. 21-Oct. 2"
EB3087,59,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,La Sal Mtns EB3087 Sept. 21-Oct. 2
EB3088,59,BULL_ELK_HUNT_TABLES,Elk,Monroe,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Monroe EB3088 Sept. 21-Oct. 2
EB3089,59,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Mt Dutton EB3089 Sept. 21-Oct. 2
EB3091,59,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"North Slope, Three Corners EB3091 Sept. 21-Oct. 2"
EB3093,59,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Panguitch Lake EB3093 Sept. 21-Oct. 2
EB3096,59,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Fishlake/Thousand Lakes EB3096 Sept. 21-Oct. 2
EB3097,59,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,San Juan Bull Elk EB3097 Sept. 21-Oct. 2
EB3098,59,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Diamond Mtn EB3098 Sept. 21-Oct. 2
EB3100,59,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Wasatch Mtns EB3100 Sept. 21-Oct. 2
EB3102,60,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Limited-entry seasons,Limited-entry seasons,,,"Beaver, East EB3102 Limited-entry seasons"
EB3104,60,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Limited-entry seasons,Limited-entry seasons,,,"Book Cliffs, Little Creek Roadless EB3104 Limited-entry seasons"
EB3105,60,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Limited-entry seasons,Limited-entry seasons,,,"Cache, Meadowville EB3105 Limited-entry seasons"
EB3107,60,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Limited-entry seasons,Limited-entry seasons,,,"Cache, South EB3107 Limited-entry seasons"
EB3108,60,BULL_ELK_HUNT_TABLES,Elk,Manti,Limited-entry seasons,Limited-entry seasons,,,Manti EB3108 Limited-entry seasons
EB3110,60,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Limited-entry seasons,Limited-entry seasons,,,"Fillmore, Pahvant EB3110 Limited-entry seasons"
EB3111,60,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Limited-entry seasons,Limited-entry seasons,,,La Sal Mtns EB3111 Limited-entry seasons
EB3112,60,BULL_ELK_HUNT_TABLES,Elk,Monroe,Limited-entry seasons,Limited-entry seasons,,,Monroe EB3112 Limited-entry seasons
EB3113,60,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Limited-entry seasons,Limited-entry seasons,,,Mt Dutton EB3113 Limited-entry seasons
EB3115,60,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Limited-entry seasons,Limited-entry seasons,,,"North Slope, Three Corners EB3115 Limited-entry seasons"
EB3117,60,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Limited-entry seasons,Limited-entry seasons,,,Panguitch Lake EB3117 Limited-entry seasons
EB3120,60,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Limited-entry seasons,Limited-entry seasons,,,Fishlake/Thousand Lakes EB3120 Limited-entry seasons
EB3121,60,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Limited-entry seasons,Limited-entry seasons,,,San Juan Bull Elk EB3121 Limited-entry seasons
EB3122,60,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Limited-entry seasons,Limited-entry seasons,,,Diamond Mtn EB3122 Limited-entry seasons
EB3124,60,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Limited-entry seasons,Limited-entry seasons,,,Wasatch Mtns EB3124 Limited-entry seasons
EB3126,57,BULL_ELK_HUNT_TABLES,Elk,Manti,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Manti EB3126 Oct. 3-Oct. 15
EB3127,57,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Wasatch Mtns EB3127 Oct. 3-Oct. 15
EB3130,54,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Pilot Mtn",Aug. 15-Sept. 6,Aug. 15-Sept. 6,,,"Box Elder, Pilot Mtn EB3130 Aug. 15-Sept. 6"
EB3132,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, North",Sept. 1-Sept. 30,Sept. 1-Sept. 30,,,"Cache, North EB3132 Sept. 1-Sept. 30"
EB3135,55,BULL_ELK_HUNT_TABLES,Elk,Barney Top/Kaiparowits,Sept. 1-Sept. 30,Sept. 1-Sept. 30,,,Barney Top/Kaiparowits EB3135 Sept. 1-Sept. 30
EB3136,55,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, North",Sept. 1-Sept. 30,Sept. 1-Sept. 30,,,"Southwest Desert, North EB3136 Sept. 1-Sept. 30"
EB3137,55,BULL_ELK_HUNT_TABLES,Elk,"West Desert, Deep Creek",Sept. 1-Sept. 30,Sept. 1-Sept. 30,,,"West Desert, Deep Creek EB3137 Sept. 1-Sept. 30"
EB3139,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"Cache, North",Nov. 7-Nov. 30,Nov. 7-Nov. 30,,,"Cache, North EB3139 Nov. 7-Nov. 30"
EB3142,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,Barney Top/Kaiparowits,Nov. 7-Nov. 30,Nov. 7-Nov. 30,,,Barney Top/Kaiparowits EB3142 Nov. 7-Nov. 30
EB3143,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"Southwest Desert, North",Nov. 7-Nov. 30,Nov. 7-Nov. 30,,,"Southwest Desert, North EB3143 Nov. 7-Nov. 30"
EB3144,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"West Desert, Deep Creek",Nov. 7-Nov. 30,Nov. 7-Nov. 30,,,"West Desert, Deep Creek EB3144 Nov. 7-Nov. 30"
EB3145,54,BULL_ELK_HUNT_TABLES,Elk,Boulder,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Boulder EB3145 Aug. 15-Sept. 15
EB3146,54,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Southwest Desert, South EB3146 Aug. 15-Sept. 15"
EB3147,56,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Box Elder, Grouse Creek EB3147 Sept. 16-Sept. 20"
EB3148,56,BULL_ELK_HUNT_TABLES,Elk,Boulder,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Boulder EB3148 Sept. 16-Sept. 20
EB3149,56,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Southwest Desert, South EB3149 Sept. 16-Sept. 20"
EB3150,57,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Box Elder, Grouse Creek EB3150 Oct. 3-Oct. 15"
EB3151,58,BULL_ELK_HUNT_TABLES,Elk,Boulder,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Boulder EB3151 Nov. 7-Nov. 15
EB3152,58,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Southwest Desert, South EB3152 Nov. 7-Nov. 15"
EB3153,59,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Grouse Creek",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Box Elder, Grouse Creek EB3153 Sept. 21-Oct. 2"
EB3154,59,BULL_ELK_HUNT_TABLES,Elk,Boulder,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Boulder EB3154 Sept. 21-Oct. 2
EB3155,59,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Southwest Desert, South EB3155 Sept. 21-Oct. 2"
EB3156,60,BULL_ELK_HUNT_TABLES,Elk,Boulder,Limited-entry seasons,Limited-entry seasons,,,Boulder EB3156 Limited-entry seasons
EB3157,60,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, South",Limited-entry seasons,Limited-entry seasons,,,"Southwest Desert, South EB3157 Limited-entry seasons"
EB3158,55,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Beaver, East EB3158 Nov. 28-Dec. 13"
EB3159,57,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Beaver, East EB3159 Oct. 3-Oct. 15"
EB3160,54,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Book Cliffs, Bitter Creek/East EB3160 Aug. 15-Sept. 15"
EB3161,55,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Book Cliffs, Bitter Creek/East EB3161 Nov. 28-Dec. 13"
EB3162,56,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Book Cliffs, Bitter Creek/East EB3162 Sept. 16-Sept. 20"
EB3163,58,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Book Cliffs, Bitter Creek/East EB3163 Nov. 7-Nov. 15"
EB3164,57,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Book Cliffs, Bitter Creek/East EB3164 Oct. 3-Oct. 15"
EB3165,60,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Limited-entry seasons,Limited-entry seasons,,,"Book Cliffs, Bitter Creek/East EB3165 Limited-entry seasons"
EB3166,59,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Bitter Creek/East",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Book Cliffs, Bitter Creek/East EB3166 Sept. 21-Oct. 2"
EB3167,57,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Book Cliffs, Little Creek Roadless EB3167 Oct. 3-Oct. 15"
EB3168,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Cache, Meadowville EB3168 Nov. 28-Dec. 13"
EB3169,57,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Cache, Meadowville EB3169 Oct. 3-Oct. 15"
EB3170,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,"Cache, South EB3170 Nov. 28-Dec. 13"
EB3171,57,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"Cache, South EB3171 Oct. 3-Oct. 15"
EB3172,55,BULL_ELK_HUNT_TABLES,Elk,Manti,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Manti EB3172 Nov. 28-Dec. 13
EB3173,54,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Nebo/San Pitch Mtns EB3173 Aug. 15-Sept. 15
EB3174,55,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Nov. 28-Dec. 13,Nov. 28-Dec. 13,,,Nebo/San Pitch Mtns EB3174 Nov. 28-Dec. 13
EB3175,56,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtn,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Nebo/San Pitch Mtn EB3175 Sept. 16-Sept. 20
EB3176,58,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Nebo/San Pitch Mtns EB3176 Nov. 7-Nov. 15
EB3177,57,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtn,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Nebo/San Pitch Mtn EB3177 Oct. 3-Oct. 15
EB3178,60,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Limited-entry seasons,Limited-entry seasons,,,Nebo/San Pitch Mtns EB3178 Limited-entry seasons
EB3179,59,BULL_ELK_HUNT_TABLES,Elk,Nebo/San Pitch Mtns,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Nebo/San Pitch Mtns EB3179 Sept. 21-Oct. 2
