source_file,source_page,hunt_code,hunt_name,totals_line,totals_numbers,res_total_permits,nr_total_permits,total_permits,parse_style
24 bear draw odds complete.pdf,88,BR7312,San Juan - Any Legal Weapon,Totals 199 5 4 9 1 in 22.1 Totals 26 0 1 1 1 in 26.0,199;5;4;9;26;0;1;1,9,1,10,res_nr_split
24 bear draw odds complete.pdf,89,BR7313,Diamond Mtn/vernal/bonanza - Any Legal Weapon,Totals 92 4 3 7 1 in 13.1 Totals 0 0 0 0 N/A,92;4;3;7;0;0;0;0,7,0,7,res_nr_split
24 bear draw odds complete.pdf,90,BR7314,Yellowstone - Any Legal Weapon,Totals 34 1 1 2 1 in 17.0 Totals 0 0 0 0 N/A,34;1;1;2;0;0;0;0,2,0,2,res_nr_split
24 bear draw odds complete.pdf,91,BR7315,"Wasatch Mtns, Avintaquin/currant Creek - Any Legal Weapon",Totals 118 3 2 5 1 in 23.6 Totals 0 0 0 0 N/A,118;3;2;5;0;0;0;0,5,0,5,res_nr_split
24 bear draw odds complete.pdf,92,BR7316,"Wasatch Mtns, West-central - Any Legal Weapon",Totals 292 7 6 13 1 in 22.5 Totals 8 0 1 1 1 in 8.0,292;7;6;13;8;0;1;1,13,1,14,res_nr_split
24 bear draw odds complete.pdf,93,BR7317,Nine Mile - Any Legal Weapon,Totals 36 4 3 7 1 in 5.1 Totals 0 0 0 0 N/A,36;4;3;7;0;0;0;0,7,0,7,res_nr_split
24 bear draw odds complete.pdf,94,BR7318,Beaver - Any Legal Weapon,Totals 129 1 1 2 1 in 64.5 Totals 0 0 0 0 N/A,129;1;1;2;0;0;0;0,2,0,2,res_nr_split
24 bear draw odds complete.pdf,95,BR7320,Cache/ogden - Any Legal Weapon,Totals 68 0 1 1 1 in 68.0 Totals 0 0 0 0 N/A,68;0;1;1;0;0;0;0,1,0,1,res_nr_split
24 bear draw odds complete.pdf,96,BR7321,"Kamas/north Slope, Summit - Any Legal Weapon",Totals 97 2 2 4 1 in 24.3 Totals 0 0 0 0 N/A,97;2;2;4;0;0;0;0,4,0,4,res_nr_split
24 bear draw odds complete.pdf,97,BR7322,Mt Dutton - Any Legal Weapon,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,10;0;1;1;0;0;0;0,1,0,1,res_nr_split
24 bear draw odds complete.pdf,98,BR7323,Paunsaugunt - Any Legal Weapon,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,8;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_deer_odds.pdf,2,DB1500,Beaver - Archery Page 1,Totals 504 0 251 251 1 in 2.0 Totals 79 0 31 31 1 in 2.5,504;0;251;251;79;0;31;31,251,31,282,res_nr_split
24_deer_odds.pdf,3,DB1501,Box Elder - Archery Page 2,Totals 425 0 402 402 1 in 1.1 Totals 39 0 39 39 1 in 1.0,425;0;402;402;39;0;39;39,402,39,441,res_nr_split
24_deer_odds.pdf,4,DB1502,Cache - Archery Page 3,Totals 868 0 620 620 1 in 1.4 Totals 33 0 33 33 1 in 1.0,868;0;620;620;33;0;33;33,620,33,653,res_nr_split
24_deer_odds.pdf,5,DB1503,Manti/san Rafael - Archery Page 4,Totals 2280 0 1078 1078 1 in 2.1 Totals 193 0 134 134 1 in 1.4,2280;0;1078;1078;193;0;134;134,1078,134,1212,res_nr_split
24_deer_odds.pdf,6,DB1504,Nebo - Archery Page 5,Totals 742 0 702 702 1 in 1.1 Totals 29 0 29 29 1 in 1.0,742;0;702;702;29;0;29;29,702,29,731,res_nr_split
24_deer_odds.pdf,7,DB1506,Fillmore - Archery Page 6,Totals 471 0 297 297 1 in 1.6 Totals 38 0 34 34 1 in 1.1,471;0;297;297;38;0;34;34,297,34,331,res_nr_split
24_deer_odds.pdf,8,DB1508,Kamas - Archery Page 7,Totals 349 0 204 204 1 in 1.7 Totals 6 0 6 6 1 in 1.0,349;0;204;204;6;0;6;6,204,6,210,res_nr_split
24_deer_odds.pdf,9,DB1509,"La Sal, La Sal Mtns - Archery Page 8",Totals 441 0 188 188 1 in 2.3 Totals 101 0 24 24 1 in 4.2,441;0;188;188;101;0;24;24,188,24,212,res_nr_split
24_deer_odds.pdf,10,DB1510,Monroe - Archery Page 9,Totals 406 0 99 99 1 in 4.1 Totals 40 0 12 12 1 in 3.3,406;0;99;99;40;0;12;12,99,12,111,res_nr_split
24_deer_odds.pdf,11,DB1511,Mt Dutton - Archery Page 10,Totals 108 0 48 48 1 in 2.3 Totals 15 0 6 6 1 in 2.5,108;0;48;48;15;0;6;6,48,6,54,res_nr_split
24_deer_odds.pdf,12,DB1512,Nine Mile - Archery Page 11,Totals 202 0 186 186 1 in 1.1 Totals 15 0 14 14 1 in 1.1,202;0;186;186;15;0;14;14,186,14,200,res_nr_split
24_deer_odds.pdf,13,DB1513,North Slope - Archery Page 12,Totals 596 0 348 348 1 in 1.7 Totals 46 0 40 40 1 in 1.2,596;0;348;348;46;0;40;40,348,40,388,res_nr_split
24_deer_odds.pdf,14,DB1514,Ogden - Archery Page 13,Totals 501 0 303 303 1 in 1.7 Totals 13 0 13 13 1 in 1.0,501;0;303;303;13;0;13;13,303,13,316,res_nr_split
24_deer_odds.pdf,15,DB1515,Oquirrh-stansbury - Archery Page 14,Totals 618 0 379 379 1 in 1.6 Totals 29 0 29 29 1 in 1.0,618;0;379;379;29;0;29;29,379,29,408,res_nr_split
24_deer_odds.pdf,16,DB1516,Panguitch Lake - Archery Page 15,Totals 692 0 270 270 1 in 2.6 Totals 163 0 32 32 1 in 5.1,692;0;270;270;163;0;32;32,270,32,302,res_nr_split
24_deer_odds.pdf,17,DB1517,Pine Valley - Archery Page 16,Totals 667 0 488 488 1 in 1.4 Totals 131 0 58 58 1 in 2.3,667;0;488;488;131;0;58;58,488,58,546,res_nr_split
24_deer_odds.pdf,18,DB1518,Boulder/kaiparowits - Archery Page 17,Totals 521 0 279 279 1 in 1.9 Totals 71 0 34 34 1 in 2.1,521;0;279;279;71;0;34;34,279,34,313,res_nr_split
24_deer_odds.pdf,19,DB1519,Fishlake - Archery Page 18,Totals 409 0 133 133 1 in 3.1 Totals 47 0 18 18 1 in 2.6,409;0;133;133;47;0;18;18,133,18,151,res_nr_split
24_deer_odds.pdf,20,DB1520,Thousand Lakes - Archery Page 19,Totals 36 0 35 35 1 in 1.0 Totals 7 0 6 6 1 in 1.2,36;0;35;35;7;0;6;6,35,6,41,res_nr_split
24_deer_odds.pdf,21,DB1521,"San Juan, Abajo Mtns - Archery Page 20",Totals 496 0 331 331 1 in 1.5 Totals 154 0 37 37 1 in 4.2,496;0;331;331;154;0;37;37,331,37,368,res_nr_split
24_deer_odds.pdf,22,DB1522,Vernal/bonanza - Archery Page 21,Totals 682 0 179 179 1 in 3.8 Totals 28 0 24 24 1 in 1.2,682;0;179;179;28;0;24;24,179,24,203,res_nr_split
24_deer_odds.pdf,23,DB1523,Yellowstone - Archery Page 22,Totals 646 0 128 128 1 in 5.0 Totals 35 0 17 17 1 in 2.1,646;0;128;128;35;0;17;17,128,17,145,res_nr_split
24_deer_odds.pdf,24,DB1524,Southwest Desert - Archery Page 23,Totals 92 0 70 70 1 in 1.3 Totals 28 0 9 9 1 in 3.1,92;0;70;70;28;0;9;9,70,9,79,res_nr_split
24_deer_odds.pdf,25,DB1525,"Wasatch Mtns, East - Archery Page 24",Totals 1608 0 675 675 1 in 2.4 Totals 77 0 73 73 1 in 1.1,1608;0;675;675;77;0;73;73,675,73,748,res_nr_split
24_deer_odds.pdf,26,DB1526,"Wasatch Mtns, West - Archery Page 25",Totals 1332 0 930 930 1 in 1.4 Totals 61 0 58 58 1 in 1.1,1332;0;930;930;61;0;58;58,930,58,988,res_nr_split
24_deer_odds.pdf,27,DB1527,"West Desert, Tintic - Archery Page 26",Totals 149 0 128 128 1 in 1.2 Totals 0 0 0 0 N/A,149;0;128;128;0;0;0;0,128,0,128,res_nr_split
24_deer_odds.pdf,28,DB1528,"West Desert, West - Archery Page 27",Totals 67 0 66 66 1 in 1.0 Totals 9 0 8 8 1 in 1.1,67;0;66;66;9;0;8;8,66,8,74,res_nr_split
24_deer_odds.pdf,29,DB1529,Zion - Archery Page 28,Totals 529 0 480 480 1 in 1.1 Totals 134 0 54 54 1 in 2.5,529;0;480;480;134;0;54;54,480,54,534,res_nr_split
24_deer_odds.pdf,30,DB1530,Beaver - Any Legal Weapon Page 29,Totals 2461 0 605 605 1 in 4.1 Totals 344 0 76 76 1 in 4.5,2461;0;605;605;344;0;76;76,605,76,681,res_nr_split
24_deer_odds.pdf,31,DB1531,Box Elder - Any Legal Weapon Page 30,Totals 2237 0 1879 1879 1 in 1.2 Totals 192 0 190 190 1 in 1.0,2237;0;1879;1879;192;0;190;190,1879,190,2069,res_nr_split
24_deer_odds.pdf,32,DB1532,Cache - Any Legal Weapon Page 31,Totals 4933 0 1417 1417 1 in 3.5 Totals 121 0 115 115 1 in 1.1,4933;0;1417;1417;121;0;115;115,1417,115,1532,res_nr_split
24_deer_odds.pdf,33,DB1533,Manti/san Rafael - Any Legal Weapon Page 32,Totals 8404 0 2770 2770 1 in 3.0 Totals 514 0 382 382 1 in 1.3,8404;0;2770;2770;514;0;382;382,2770,382,3152,res_nr_split
24_deer_odds.pdf,34,DB1534,Nebo - Any Legal Weapon Page 33,Totals 3052 0 1639 1639 1 in 1.9 Totals 122 0 118 118 1 in 1.0,3052;0;1639;1639;122;0;118;118,1639,118,1757,res_nr_split
24_deer_odds.pdf,35,DB1536,Fillmore - Any Legal Weapon Page 34,Totals 2064 0 480 480 1 in 4.3 Totals 152 0 54 54 1 in 2.8,2064;0;480;480;152;0;54;54,480,54,534,res_nr_split
24_deer_odds.pdf,36,DB1538,Kamas - Any Legal Weapon Page 35,Totals 618 0 300 300 1 in 2.1 Totals 30 0 30 30 1 in 1.0,618;0;300;300;30;0;30;30,300,30,330,res_nr_split
24_deer_odds.pdf,37,DB1539,"La Sal, La Sal Mtns - Any Legal Weapon Page 36",Totals 1425 0 502 502 1 in 2.8 Totals 240 0 58 58 1 in 4.1,1425;0;502;502;240;0;58;58,502,58,560,res_nr_split
24_deer_odds.pdf,38,DB1540,Monroe - Any Legal Weapon Page 37,Totals 1873 0 271 271 1 in 6.9 Totals 176 0 31 31 1 in 5.7,1873;0;271;271;176;0;31;31,271,31,302,res_nr_split
24_deer_odds.pdf,39,DB1541,Mt Dutton - Any Legal Weapon Page 38,Totals 476 0 120 120 1 in 4.0 Totals 100 0 14 14 1 in 7.1,476;0;120;120;100;0;14;14,120,14,134,res_nr_split
24_deer_odds.pdf,40,DB1542,Nine Mile - Any Legal Weapon Page 39,Totals 692 0 294 294 1 in 2.4 Totals 48 0 42 42 1 in 1.1,692;0;294;294;48;0;42;42,294,42,336,res_nr_split
24_deer_odds.pdf,41,DB1543,North Slope - Any Legal Weapon Page 40,Totals 1116 0 579 579 1 in 1.9 Totals 48 0 48 48 1 in 1.0,1116;0;579;579;48;0;48;48,579,48,627,res_nr_split
24_deer_odds.pdf,42,DB1544,Ogden - Any Legal Weapon Page 41,Totals 1320 0 732 732 1 in 1.8 Totals 41 0 41 41 1 in 1.0,1320;0;732;732;41;0;41;41,732,41,773,res_nr_split
24_deer_odds.pdf,43,DB1545,Oquirrh-stansbury - Any Legal Weapon Page 42,Totals 3534 0 869 869 1 in 4.1 Totals 147 0 115 115 1 in 1.3,3534;0;869;869;147;0;115;115,869,115,984,res_nr_split
24_deer_odds.pdf,44,DB1546,Panguitch Lake - Any Legal Weapon Page 43,Totals 1613 0 478 478 1 in 3.4 Totals 341 0 54 54 1 in 6.3,1613;0;478;478;341;0;54;54,478,54,532,res_nr_split
24_deer_odds.pdf,45,DB1547,Pine Valley - Any Legal Weapon Page 44,Totals 3786 0 651 651 1 in 5.8 Totals 623 0 73 73 1 in 8.5,3786;0;651;651;623;0;73;73,651,73,724,res_nr_split
24_deer_odds.pdf,46,DB1548,Boulder/kaiparowits - Any Legal Weapon Page 45,Totals 2195 0 658 658 1 in 3.3 Totals 313 0 74 74 1 in 4.2,2195;0;658;658;313;0;74;74,658,74,732,res_nr_split
24_deer_odds.pdf,47,DB1549,Fishlake - Any Legal Weapon Page 46,Totals 1378 0 223 223 1 in 6.2 Totals 103 0 25 25 1 in 4.1,1378;0;223;223;103;0;25;25,223,25,248,res_nr_split
24_deer_odds.pdf,48,DB1550,Thousand Lakes - Any Legal Weapon Page 47,Totals 154 0 28 28 1 in 5.5 Totals 22 0 4 4 1 in 5.5,154;0;28;28;22;0;4;4,28,4,32,res_nr_split
24_deer_odds.pdf,49,DB1551,"San Juan, Abajo Mtns - Any Legal Weapon Page 48",Totals 1339 0 834 834 1 in 1.6 Totals 271 0 106 106 1 in 2.6,1339;0;834;834;271;0;106;106,834,106,940,res_nr_split
24_deer_odds.pdf,50,DB1552,Vernal/bonanza - Any Legal Weapon Page 49,Totals 2594 0 270 270 1 in 9.6 Totals 144 0 31 31 1 in 4.6,2594;0;270;270;144;0;31;31,270,31,301,res_nr_split
24_deer_odds.pdf,51,DB1553,Yellowstone - Any Legal Weapon Page 50,Totals 1984 0 379 379 1 in 5.2 Totals 125 0 50 50 1 in 2.5,1984;0;379;379;125;0;50;50,379,50,429,res_nr_split
24_deer_odds.pdf,52,DB1554,Southwest Desert - Any Legal Weapon Page 51,Totals 812 0 140 140 1 in 5.8 Totals 139 0 16 16 1 in 8.7,812;0;140;140;139;0;16;16,140,16,156,res_nr_split
24_deer_odds.pdf,53,DB1555,"Wasatch Mtns, East - Any Legal Weapon Page 52",Totals 5579 0 1714 1714 1 in 3.3 Totals 242 0 234 234 1 in 1.0,5579;0;1714;1714;242;0;234;234,1714,234,1948,res_nr_split
24_deer_odds.pdf,54,DB1556,"Wasatch Mtns, West - Any Legal Weapon Page 53",Totals 3277 0 2423 2423 1 in 1.4 Totals 93 0 89 89 1 in 1.0,3277;0;2423;2423;93;0;89;89,2423,89,2512,res_nr_split
24_deer_odds.pdf,55,DB1557,"West Desert, Tintic - Any Legal Weapon Page 54",Totals 968 0 285 285 1 in 3.4 Totals 18 0 17 17 1 in 1.1,968;0;285;285;18;0;17;17,285,17,302,res_nr_split
24_deer_odds.pdf,56,DB1558,"West Desert, West - Any Legal Weapon Page 55",Totals 436 0 156 156 1 in 2.8 Totals 40 0 18 18 1 in 2.2,436;0;156;156;40;0;18;18,156,18,174,res_nr_split
24_deer_odds.pdf,57,DB1559,Zion - Any Legal Weapon Page 56,Totals 2660 0 698 698 1 in 3.8 Totals 338 0 78 78 1 in 4.3,2660;0;698;698;338;0;78;78,698,78,776,res_nr_split
24_deer_odds.pdf,58,DB1560,Beaver - Muzzleloader Page 57,Totals 469 0 205 205 1 in 2.3 Totals 82 0 28 28 1 in 2.9,469;0;205;205;82;0;28;28,205,28,233,res_nr_split
24_deer_odds.pdf,59,DB1561,Box Elder - Muzzleloader Page 58,Totals 421 0 409 409 1 in 1.0 Totals 11 0 11 11 1 in 1.0,421;0;409;409;11;0;11;11,409,11,420,res_nr_split
24_deer_odds.pdf,60,DB1562,Cache - Muzzleloader Page 59,Totals 841 0 573 573 1 in 1.5 Totals 17 0 15 15 1 in 1.1,841;0;573;573;17;0;15;15,573,15,588,res_nr_split
24_deer_odds.pdf,61,DB1563,Manti/san Rafael - Muzzleloader Page 60,Totals 1679 0 1024 1024 1 in 1.6 Totals 86 0 84 84 1 in 1.0,1679;0;1024;1024;86;0;84;84,1024,84,1108,res_nr_split
24_deer_odds.pdf,62,DB1564,Nebo - Muzzleloader Page 61,Totals 503 0 480 480 1 in 1.0 Totals 12 0 12 12 1 in 1.0,503;0;480;480;12;0;12;12,480,12,492,res_nr_split
24_deer_odds.pdf,63,DB1566,Fillmore - Muzzleloader Page 62,Totals 365 0 263 263 1 in 1.4 Totals 31 0 31 31 1 in 1.0,365;0;263;263;31;0;31;31,263,31,294,res_nr_split
24_deer_odds.pdf,64,DB1568,Kamas - Muzzleloader Page 63,Totals 138 0 135 135 1 in 1.0 Totals 3 0 3 3 1 in 1.0,138;0;135;135;3;0;3;3,135,3,138,res_nr_split
24_deer_odds.pdf,65,DB1569,"La Sal, La Sal Mtns - Muzzleloader Page 64",Totals 339 0 187 187 1 in 1.8 Totals 43 0 23 23 1 in 1.9,339;0;187;187;43;0;23;23,187,23,210,res_nr_split
24_deer_odds.pdf,66,DB1570,Monroe - Muzzleloader Page 65,Totals 327 0 85 85 1 in 3.8 Totals 24 0 13 13 1 in 1.8,327;0;85;85;24;0;13;13,85,13,98,res_nr_split
24_deer_odds.pdf,67,DB1571,Mt Dutton - Muzzleloader Page 66,Totals 104 0 46 46 1 in 2.3 Totals 17 0 6 6 1 in 2.8,104;0;46;46;17;0;6;6,46,6,52,res_nr_split
24_deer_odds.pdf,68,DB1572,Nine Mile - Muzzleloader Page 67,Totals 139 0 131 131 1 in 1.1 Totals 6 0 6 6 1 in 1.0,139;0;131;131;6;0;6;6,131,6,137,res_nr_split
24_deer_odds.pdf,69,DB1573,North Slope - Muzzleloader Page 68,Totals 413 0 346 346 1 in 1.2 Totals 17 0 17 17 1 in 1.0,413;0;346;346;17;0;17;17,346,17,363,res_nr_split
24_deer_odds.pdf,70,DB1574,Ogden - Muzzleloader Page 69,Totals 226 0 218 218 1 in 1.0 Totals 3 0 3 3 1 in 1.0,226;0;218;218;3;0;3;3,218,3,221,res_nr_split
24_deer_odds.pdf,71,DB1575,Oquirrh-stansbury - Muzzleloader Page 70,Totals 430 0 345 345 1 in 1.2 Totals 20 0 19 19 1 in 1.1,430;0;345;345;20;0;19;19,345,19,364,res_nr_split
24_deer_odds.pdf,72,DB1576,Panguitch Lake - Muzzleloader Page 71,Totals 495 0 236 236 1 in 2.1 Totals 92 0 27 27 1 in 3.4,495;0;236;236;92;0;27;27,236,27,263,res_nr_split
24_deer_odds.pdf,73,DB1577,Pine Valley - Muzzleloader Page 72,Totals 622 0 424 424 1 in 1.5 Totals 117 0 46 46 1 in 2.5,622;0;424;424;117;0;46;46,424,46,470,res_nr_split
24_deer_odds.pdf,74,DB1578,Boulder/kaiparowits - Muzzleloader Page 73,Totals 481 0 225 225 1 in 2.1 Totals 49 0 30 30 1 in 1.6,481;0;225;225;49;0;30;30,225,30,255,res_nr_split
24_deer_odds.pdf,75,DB1579,Fishlake - Muzzleloader Page 74,Totals 367 0 123 123 1 in 3.0 Totals 33 0 16 16 1 in 2.1,367;0;123;123;33;0;16;16,123,16,139,res_nr_split
24_deer_odds.pdf,76,DB1580,Thousand Lakes - Muzzleloader Page 75,Totals 50 0 35 35 1 in 1.4 Totals 6 0 5 5 1 in 1.2,50;0;35;35;6;0;5;5,35,5,40,res_nr_split
24_deer_odds.pdf,77,DB1581,"San Juan, Abajo Mtns - Muzzleloader Page 76",Totals 448 0 317 317 1 in 1.4 Totals 126 0 37 37 1 in 3.4,448;0;317;317;126;0;37;37,317,37,354,res_nr_split
24_deer_odds.pdf,78,DB1582,Vernal/bonanza - Muzzleloader Page 77,Totals 355 0 109 109 1 in 3.3 Totals 12 0 12 12 1 in 1.0,355;0;109;109;12;0;12;12,109,12,121,res_nr_split
24_deer_odds.pdf,79,DB1583,Yellowstone - Muzzleloader Page 78,Totals 371 0 127 127 1 in 2.9 Totals 17 0 17 17 1 in 1.0,371;0;127;127;17;0;17;17,127,17,144,res_nr_split
24_deer_odds.pdf,80,DB1584,Southwest Desert - Muzzleloader Page 79,Totals 143 0 61 61 1 in 2.3 Totals 34 0 8 8 1 in 4.3,143;0;61;61;34;0;8;8,61,8,69,res_nr_split
24_deer_odds.pdf,81,DB1585,"Wasatch Mtns, East - Muzzleloader Page 80",Totals 1250 0 697 697 1 in 1.8 Totals 43 0 36 36 1 in 1.2,1250;0;697;697;43;0;36;36,697,36,733,res_nr_split
24_deer_odds.pdf,82,DB1586,"Wasatch Mtns, West - Muzzleloader Page 81",Totals 557 0 544 544 1 in 1.0 Totals 16 0 16 16 1 in 1.0,557;0;544;544;16;0;16;16,544,16,560,res_nr_split
24_deer_odds.pdf,83,DB1587,"West Desert, Tintic - Muzzleloader Page 82",Totals 131 0 119 119 1 in 1.1 Totals 2 0 2 2 1 in 1.0,131;0;119;119;2;0;2;2,119,2,121,res_nr_split
24_deer_odds.pdf,84,DB1588,"West Desert, West - Muzzleloader Page 83",Totals 73 0 61 61 1 in 1.2 Totals 8 0 7 7 1 in 1.1,73;0;61;61;8;0;7;7,61,7,68,res_nr_split
24_deer_odds.pdf,85,DB1589,Zion - Muzzleloader Page 84,Totals 403 0 391 391 1 in 1.0 Totals 84 0 53 53 1 in 1.6,403;0;391;391;84;0;53;53,391,53,444,res_nr_split
24_deer_odds.pdf,86,DB1591,Fillmore - Any Legal Weapon Page 85,Totals 957 0 249 249 1 in 3.8 Totals 86 0 32 32 1 in 2.7,957;0;249;249;86;0;32;32,249,32,281,res_nr_split
24_deer_odds.pdf,87,DB1592,Kamas - Any Legal Weapon Page 86,Totals 477 0 152 152 1 in 3.1 Totals 27 0 19 19 1 in 1.4,477;0;152;152;27;0;19;19,152,19,171,res_nr_split
24_deer_odds.pdf,88,DB1593,Nine Mile - Any Legal Weapon Page 87,Totals 311 0 151 151 1 in 2.1 Totals 31 0 21 21 1 in 1.5,311;0;151;151;31;0;21;21,151,21,172,res_nr_split
24_deer_odds.pdf,89,DB1594,Panguitch Lake - Any Legal Weapon Page 88,Totals 978 0 235 235 1 in 4.2 Totals 240 0 27 27 1 in 8.9,978;0;235;235;240;0;27;27,235,27,262,res_nr_split
24_deer_odds.pdf,90,DB1595,Pine Valley - Any Legal Weapon Page 89,Totals 1528 0 380 380 1 in 4.0 Totals 361 0 43 43 1 in 8.4,1528;0;380;380;361;0;43;43,380,43,423,res_nr_split
24_deer_odds.pdf,91,DB1596,Fishlake - Any Legal Weapon Page 90,Totals 777 0 124 124 1 in 6.3 Totals 56 0 15 15 1 in 3.7,777;0;124;124;56;0;15;15,124,15,139,res_nr_split
24_deer_odds.pdf,92,DB1597,Zion - Any Legal Weapon Page 91,Totals 843 0 388 388 1 in 2.2 Totals 119 0 44 44 1 in 2.7,843;0;388;388;119;0;44;44,388,44,432,res_nr_split
24_deer_odds.pdf,93,DB1598,North Slope - Any Legal Weapon Page 92,Totals 688 0 284 284 1 in 2.4 Totals 41 0 38 38 1 in 1.1,688;0;284;284;41;0;38;38,284,38,322,res_nr_split
24_deer_odds.pdf,94,DB1599,Chalk Creek - Any Legal Weapon Page 93,Totals 600 0 573 573 1 in 1.0 Totals 7 0 7 7 1 in 1.0,600;0;573;573;7;0;7;7,573,7,580,res_nr_split
24_deer_odds.pdf,95,DB1600,Chalk Creek - Archery Page 94,Totals 266 0 261 261 1 in 1.0 Totals 13 0 13 13 1 in 1.0,266;0;261;261;13;0;13;13,261,13,274,res_nr_split
24_deer_odds.pdf,96,DB1601,Chalk Creek - Any Legal Weapon Page 95,Totals 274 0 266 266 1 in 1.0 Totals 10 0 10 10 1 in 1.0,274;0;266;266;10;0;10;10,266,10,276,res_nr_split
24_deer_odds.pdf,97,DB1602,Chalk Creek - Muzzleloader Page 96,Totals 154 0 152 152 1 in 1.0 Totals 1 0 1 1 1 in 1.0,154;0;152;152;1;0;1;1,152,1,153,res_nr_split
24_deer_odds.pdf,98,DB1603,East Canyon - Any Legal Weapon Page 97,Totals 868 0 467 467 1 in 1.9 Totals 15 0 14 14 1 in 1.1,868;0;467;467;15;0;14;14,467,14,481,res_nr_split
24_deer_odds.pdf,99,DB1604,East Canyon - Archery Page 98,Totals 517 0 284 284 1 in 1.8 Totals 6 0 6 6 1 in 1.0,517;0;284;284;6;0;6;6,284,6,290,res_nr_split
24_deer_odds.pdf,100,DB1605,East Canyon - Any Legal Weapon Page 99,Totals 423 0 236 236 1 in 1.8 Totals 10 0 8 8 1 in 1.3,423;0;236;236;10;0;8;8,236,8,244,res_nr_split
24_deer_odds.pdf,101,DB1606,East Canyon - Muzzleloader Page 100,Totals 92 0 89 89 1 in 1.0 Totals 4 0 4 4 1 in 1.0,92;0;89;89;4;0;4;4,89,4,93,res_nr_split
24_deer_odds.pdf,102,DB1607,Morgan-south Rich - Any Legal Weapon Page 101,Totals 532 0 392 392 1 in 1.4 Totals 15 0 15 15 1 in 1.0,532;0;392;392;15;0;15;15,392,15,407,res_nr_split
24_deer_odds.pdf,103,DB1608,Morgan-south Rich - Archery Page 102,Totals 165 0 163 163 1 in 1.0 Totals 3 0 3 3 1 in 1.0,165;0;163;163;3;0;3;3,163,3,166,res_nr_split
24_deer_odds.pdf,104,DB1609,Morgan-south Rich - Any Legal Weapon Page 103,Totals 225 0 207 207 1 in 1.1 Totals 3 0 3 3 1 in 1.0,225;0;207;207;3;0;3;3,207,3,210,res_nr_split
24_deer_odds.pdf,105,DB1610,Morgan-south Rich - Muzzleloader Page 104,Totals 92 0 90 90 1 in 1.0 Totals 1 0 1 1 1 in 1.0,92;0;90;90;1;0;1;1,90,1,91,res_nr_split
24_dh_odds.pdf,2,DB1769,Beaver - Any Legal Weapon,Totals 274 0 110 110 1 in 2.5 Totals 10 0 10 10 1 in 1.0,274;0;110;110;10;0;10;10,110,10,120,res_nr_split
24_dh_odds.pdf,3,DB1770,Box Elder - Any Legal Weapon,Totals 31 0 31 31 1 in 1.0 Totals 1 0 1 1 1 in 1.0,31;0;31;31;1;0;1;1,31,1,32,res_nr_split
24_dh_odds.pdf,4,DB1771,Cache - Any Legal Weapon,Totals 253 0 184 184 1 in 1.4 Totals 4 0 3 3 1 in 1.3,253;0;184;184;4;0;3;3,184,3,187,res_nr_split
24_dh_odds.pdf,5,DB1772,Manti/san Rafael - Any Legal Weapon,Totals 860 0 298 298 1 in 2.9 Totals 6 0 6 6 1 in 1.0,860;0;298;298;6;0;6;6,298,6,304,res_nr_split
24_dh_odds.pdf,6,DB1773,Nebo - Any Legal Weapon,Totals 170 0 166 166 1 in 1.0 Totals 0 0 0 0 N/A,170;0;166;166;0;0;0;0,166,0,166,res_nr_split
24_dh_odds.pdf,7,DB1775,Fillmore - Any Legal Weapon,Totals 398 0 113 113 1 in 3.5 Totals 4 0 4 4 1 in 1.0,398;0;113;113;4;0;4;4,113,4,117,res_nr_split
24_dh_odds.pdf,8,DB1777,Kamas - Any Legal Weapon,Totals 30 0 30 30 1 in 1.0 Totals 2 0 2 2 1 in 1.0,30;0;30;30;2;0;2;2,30,2,32,res_nr_split
24_dh_odds.pdf,9,DB1778,"La Sal, La Sal Mtns - Any Legal Weapon",Totals 113 0 77 77 1 in 1.5 Totals 13 0 8 8 1 in 1.6,113;0;77;77;13;0;8;8,77,8,85,res_nr_split
24_dh_odds.pdf,10,DB1779,Monroe - Any Legal Weapon,Totals 178 0 35 35 1 in 5.1 Totals 2 0 2 2 1 in 1.0,178;0;35;35;2;0;2;2,35,2,37,res_nr_split
24_dh_odds.pdf,11,DB1780,Mt Dutton - Any Legal Weapon,Totals 58 0 16 16 1 in 3.6 Totals 5 0 2 2 1 in 2.5,58;0;16;16;5;0;2;2,16,2,18,res_nr_split
24_dh_odds.pdf,12,DB1781,Nine Mile - Any Legal Weapon,Totals 83 0 82 82 1 in 1.0 Totals 0 0 0 0 N/A,83;0;82;82;0;0;0;0,82,0,82,res_nr_split
24_dh_odds.pdf,13,DB1782,North Slope - Any Legal Weapon,Totals 55 0 54 54 1 in 1.0 Totals 0 0 0 0 N/A,55;0;54;54;0;0;0;0,54,0,54,res_nr_split
24_dh_odds.pdf,14,DB1783,Ogden - Any Legal Weapon,Totals 50 0 49 49 1 in 1.0 Totals 0 0 0 0 N/A,50;0;49;49;0;0;0;0,49,0,49,res_nr_split
24_dh_odds.pdf,15,DB1784,Oquirrh-stansbury - Any Legal Weapon,Totals 444 0 123 123 1 in 3.6 Totals 1 0 1 1 1 in 1.0,444;0;123;123;1;0;1;1,123,1,124,res_nr_split
