hunt_code,target_hunt_name,target_species,target_hunt_type,target_weapon,target_boundary_id,database_present,database_hunt_name,database_species,database_boundary_id,target_2025_res,target_2025_nr,target_2025_total,target_2026_res,target_2026_nr,target_2026_total,database_2025_res,database_2025_nr,database_2025_total,database_2025_draw_res,database_2025_draw_nr,database_2025_draw_total,database_2026_res,database_2026_nr,database_2026_total,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,direct_rac_2026_res,direct_rac_2026_nr,direct_rac_2026_total,direct_rac_source_file,totalscan_high_conf_total,target_2025_vs_database_2025_status,target_2025_vs_database_2025_draw_status,target_2026_vs_database_2026_status,target_2026_vs_database_allotment_status,target_2026_vs_direct_rac_status,target_2026_vs_totalscan_status,database_2026_vs_direct_rac_status,database_allotment_vs_direct_rac_status,target_2025_to_2026_delta_total,database_2025_to_2026_delta_total,change_review_status,evidence_confidence,audit_notes
DB1222,Coldwater Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Coldwater Ranch CWMU,Deer,505,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1224,Cotton Thomas CWMU,Deer,CWMU,Any Legal Weapon,,YES,Cotton Thomas CWMU,Deer,640,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1227,Deer Haven CWMU,Deer,CWMU,Any Legal Weapon,,YES,Deer Haven CWMU,Deer,606,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1228,Deseret CWMU,Deer,CWMU,Any Legal Weapon,,YES,Deseret CWMU,Deer,568,13,0,13,0,0,0,13,0,13,13,0,13,13,0,13,,,,,,,,13,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-13,0,LARGE_CHANGE_REVIEW,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits; large target 2025-to-2026 total change
DB1229,Dilly Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Dilly Ranch CWMU,Deer,733,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1230,Double R Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Double R Ranch CWMU,Deer,554,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1231,Dove Creek CWMU,Deer,CWMU,Any Legal Weapon,,YES,Dove Creek CWMU,Deer,512,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1232,Durst Mountain CWMU,Deer,CWMU,Any Legal Weapon,,YES,Durst Mountain CWMU,Deer,567,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1233,East Fork Chalk Creek CWMU,Deer,CWMU,Any Legal Weapon,,YES,East Fork Chalk Creek CWMU,Deer,520,4,0,4,0,0,0,4,0,4,4,0,4,4,0,4,,,,,,,,4,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-4,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1234,East Zion CWMU,Deer,CWMU,Any Legal Weapon,,YES,East Zion CWMU,Deer,807,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1236,Engineer Springs CWMU,Deer,CWMU,Any Legal Weapon,,YES,Engineer Springs CWMU,Deer,519,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1237,Ensign Ranches CWMU,Deer,CWMU,Any Legal Weapon,,YES,Ensign Ranches CWMU,Deer,522,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,,,,,,,,3,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-3,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1238,Folley Ridge CWMU,Deer,CWMU,Any Legal Weapon,,YES,Folley Ridge CWMU,Deer,579,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,,,,,,,,3,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-3,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1239,Fort Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Fort Ranch CWMU,Deer,514,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1240,George Creek CWMU,Deer,CWMU,Any Legal Weapon,,YES,George Creek CWMU,Deer,806,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1241,Golden Spike CWMU,Deer,CWMU,Any Legal Weapon,,YES,Golden Spike CWMU,Deer,497,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1242,Grass Valley/Clark Canyon CWMU,Deer,CWMU,Any Legal Weapon,,YES,Grass Valley/Clark Canyon CWMU,Deer,525,14,0,14,0,0,0,14,0,14,14,0,14,14,0,14,,,,,,,,14,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-14,0,LARGE_CHANGE_REVIEW,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits; large target 2025-to-2026 total change
DB1243,Grazing Pasture CWMU,Deer,CWMU,Any Legal Weapon,,YES,Grazing Pasture CWMU,Deer,530,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1244,Green Canyon CWMU,Deer,CWMU,Any Legal Weapon,,YES,Green Canyon CWMU,Deer,489,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1245,Guildersleeve CWMU,Deer,CWMU,Any Legal Weapon,,YES,Guildersleeve CWMU,Deer,573,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1246,Hardscrabble CWMU,Deer,CWMU,Any Legal Weapon,,YES,Hardscrabble CWMU,Deer,577,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1248,Heaston East CWMU,Deer,CWMU,Any Legal Weapon,,YES,Heaston East CWMU,Deer,555,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1249,Hiawatha CWMU,Deer,CWMU,Any Legal Weapon,,YES,Hiawatha CWMU,Deer,550,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1250,Indian Creek CWMU,Deer,CWMU,Any Legal Weapon,,YES,Indian Creek CWMU,Deer,495,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1251,Indian Head CWMU,Deer,CWMU,Any Legal Weapon,,YES,Indian Head CWMU,Deer,735,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1252,Ingham Peak CWMU,Deer,CWMU,Any Legal Weapon,,YES,Ingham Peak CWMU,Deer,493,5,0,5,0,0,0,5,0,5,5,0,5,3,0,3,,,,,,,,3,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-5,-2,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1253,Circle E Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Circle E Ranch CWMU,Deer,549,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1255,Johnson Mountain Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Johnson Mountain Ranch CWMU,Deer,531,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1256,Junction Valley CWMU,Deer,CWMU,Any Legal Weapon,,YES,Junction Valley CWMU,Deer,589,6,0,6,0,0,0,6,0,6,6,0,6,5,0,5,,,,,,,,5,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-6,-1,LARGE_CHANGE_REVIEW,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits; large target 2025-to-2026 total change
DB1258,Little Red Creek CWMU,Deer,CWMU,Any Legal Weapon,,YES,Little Red Creek CWMU,Deer,484,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1259,Tunnel Hollow CWMU,Deer,CWMU,Any Legal Weapon,,YES,Tunnel Hollow CWMU,Deer,569,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1260,Middle Ridge CWMU,Deer,CWMU,Any Legal Weapon,,YES,Middle Ridge CWMU,Deer,565,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1261,Minnie Maud Ridge CWMU,Deer,CWMU,Any Legal Weapon,,YES,Minnie Maud Ridge CWMU,Deer,551,5,0,5,0,0,0,5,0,5,5,0,5,5,0,5,,,,,,,,5,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-5,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1263,Moon Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Moon Ranch CWMU,Deer,485,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1264,Mountain Meadow CWMU,Deer,CWMU,Any Legal Weapon,,YES,Mountain Meadow CWMU,Deer,518,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1265,Mountain Top CWMU,Deer,CWMU,Any Legal Weapon,,YES,Mountain Top CWMU,Deer,572,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1266,Mt Carmel CWMU,Deer,CWMU,Any Legal Weapon,,YES,Mt Carmel CWMU,Deer,533,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,,,,,,,,3,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-3,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1269,North Promontory CWMU,Deer,CWMU,Any Legal Weapon,,YES,North Promontory CWMU,Deer,513,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1270,Nucor West CWMU,Deer,CWMU,Any Legal Weapon,,YES,Nucor West CWMU,Deer,503,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1271,Oak Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Oak Ranch CWMU,Deer,534,2,0,2,0,0,0,2,0,2,2,0,2,3,0,3,,,,,,,,3,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,1,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1272,Old Woman Plateau CWMU,Deer,CWMU,Any Legal Weapon,,YES,Old Woman Plateau CWMU,Deer,535,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,,,,,,,,3,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-3,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1273,Park Valley Hereford CWMU,Deer,CWMU,Any Legal Weapon,,YES,Park Valley Hereford CWMU,Deer,504,6,0,6,0,0,0,6,0,6,6,0,6,6,0,6,,,,,,,,6,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-6,0,LARGE_CHANGE_REVIEW,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits; large target 2025-to-2026 total change
DB1274,Patmos Ridge CWMU,Deer,CWMU,Any Legal Weapon,,YES,Patmos Ridge CWMU,Deer,736,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1275,Pine Canyon CWMU,Deer,CWMU,Any Legal Weapon,,YES,Pine Canyon CWMU,Deer,592,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1276,Plymouth Peak CWMU,Deer,CWMU,Any Legal Weapon,,NO,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,LEFT_ONLY,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target code missing from canonical HUNTS DATABASE; target second permit triple does not cleanly match DATABASE 2026 permits
DB1277,Pocatello Valley CWMU,Deer,CWMU,Any Legal Weapon,,YES,Pocatello Valley CWMU,Deer,501,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1279,Preston Nutter Ranch CWMU,Deer,CWMU,Any Legal Weapon,,YES,Preston Nutter Ranch CWMU,Deer,542,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1280,Promontory Point CWMU,Deer,CWMU,Any Legal Weapon,,YES,Promontory Point CWMU,Deer,502,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1281,Rattlesnake Pass CWMU,Deer,CWMU,Any Legal Weapon,,YES,Rattlesnake Pass CWMU,Deer,496,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1282,Redd Ranches CWMU,Deer,CWMU,Any Legal Weapon,,YES,Redd Ranches CWMU,Deer,548,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1283,Roan Cliffs CWMU,Deer,CWMU,Any Legal Weapon,,YES,Roan Cliffs CWMU,Deer,543,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1285,Sand Creek CWMU,Deer,CWMU,Any Legal Weapon,,YES,Sand Creek CWMU,Deer,740,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,1,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-1,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
DB1286,Pisgah Mountain CWMU,Deer,CWMU,Any Legal Weapon,,YES,Pisgah Mountain CWMU,Deer,574,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,,,,,,,,2,MATCH,MATCH,MISMATCH,LEFT_ZERO_RIGHT_BLANK,LEFT_ZERO_RIGHT_BLANK,MISMATCH,LEFT_ONLY,BOTH_BLANK,-2,0,SMALL_CHANGE_ABS_5_OR_LESS,LOW_2025_MATCH_ONLY,target second permit triple does not cleanly match DATABASE 2026 permits
