hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,required_surface_status,missing_required_surfaces,optional_predictive_status,missing_optional_surfaces,in_DATABASE,in_hunt_master_enriched,in_hunt_unit_reference_linked,in_point_ladder_view,in_draw_reality_engine,in_draw_reality_engine_predictive_v2
DB1525,43,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",PASS,,PASS,,true,true,true,true,true,true
DB1526,44,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",PASS,,PASS,,true,true,true,true,true,true
DB1529,44,BUCK_DEER_HUNT_TABLES,Deer,Zion,PASS,,PASS,,true,true,true,true,true,true
DB1531,45,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,PASS,,PASS,,true,true,true,true,true,true
DB1533,45,BUCK_DEER_HUNT_TABLES,Deer,Manti/San Rafael,PASS,,PASS,,true,true,true,true,true,true
DB1534,45,BUCK_DEER_HUNT_TABLES,Deer,Nebo,PASS,,PASS,,true,true,true,true,true,true
DB1536,45,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,PASS,,PASS,,true,true,true,true,true,true
DB1538,45,BUCK_DEER_HUNT_TABLES,Deer,Kamas,PASS,,PASS,,true,true,true,true,true,true
DB1539,45,BUCK_DEER_HUNT_TABLES,Deer,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
DB1540,45,BUCK_DEER_HUNT_TABLES,Deer,Monroe,PASS,,PASS,,true,true,true,true,true,true
DB1541,45,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
DB1542,45,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile,PASS,,PASS,,true,true,true,true,true,true
DB1543,45,BUCK_DEER_HUNT_TABLES,Deer,North Slope,PASS,,PASS,,true,true,true,true,true,true
DB1544,45,BUCK_DEER_HUNT_TABLES,Deer,Ogden,PASS,,PASS,,true,true,true,true,true,true
DB1546,45,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
DB1547,45,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,PASS,,PASS,,true,true,true,true,true,true
DB1549,45,BUCK_DEER_HUNT_TABLES,Deer,Fishlake,PASS,,PASS,,true,true,true,true,true,true
DB1551,45,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",PASS,,PASS,,true,true,true,true,true,true
DB1552,45,BUCK_DEER_HUNT_TABLES,Deer,Vernal/Bonanza,PASS,,PASS,,true,true,true,true,true,true
DB1553,45,BUCK_DEER_HUNT_TABLES,Deer,Yellowstone,PASS,,PASS,,true,true,true,true,true,true
DB1554,45,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,PASS,,PASS,,true,true,true,true,true,true
DB1555,45,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",PASS,,PASS,,true,true,true,true,true,true
DB1556,45,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",PASS,,PASS,,true,true,true,true,true,true
DB1559,45,BUCK_DEER_HUNT_TABLES,Deer,Zion,PASS,,PASS,,true,true,true,true,true,true
DB1561,46,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,PASS,,PASS,,true,true,true,true,true,true
DB1563,46,BUCK_DEER_HUNT_TABLES,Deer,Manti/San Rafael,PASS,,PASS,,true,true,true,true,true,true
DB1564,46,BUCK_DEER_HUNT_TABLES,Deer,Nebo,PASS,,PASS,,true,true,true,true,true,true
DB1566,46,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,PASS,,PASS,,true,true,true,true,true,true
DB1568,46,BUCK_DEER_HUNT_TABLES,Deer,Kamas,PASS,,PASS,,true,true,true,true,true,true
DB1569,46,BUCK_DEER_HUNT_TABLES,Deer,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
DB1570,46,BUCK_DEER_HUNT_TABLES,Deer,Monroe,PASS,,PASS,,true,true,true,true,true,true
DB1571,46,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
DB1572,46,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile,PASS,,PASS,,true,true,true,true,true,true
DB1573,46,BUCK_DEER_HUNT_TABLES,Deer,North Slope,PASS,,PASS,,true,true,true,true,true,true
DB1574,46,BUCK_DEER_HUNT_TABLES,Deer,Ogden,PASS,,PASS,,true,true,true,true,true,true
DB1576,46,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
DB1577,46,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,PASS,,PASS,,true,true,true,true,true,true
DB1579,46,BUCK_DEER_HUNT_TABLES,Deer,Fishlake,PASS,,PASS,,true,true,true,true,true,true
DB1581,46,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",PASS,,PASS,,true,true,true,true,true,true
DB1582,47,BUCK_DEER_HUNT_TABLES,Deer,Vernal/Bonanza,PASS,,PASS,,true,true,true,true,true,true
DB1583,47,BUCK_DEER_HUNT_TABLES,Deer,Yellowstone,PASS,,PASS,,true,true,true,true,true,true
DB1584,46,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,PASS,,PASS,,true,true,true,true,true,true
DB1585,47,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",PASS,,PASS,,true,true,true,true,true,true
DB1586,47,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",PASS,,PASS,,true,true,true,true,true,true
DB1589,47,BUCK_DEER_HUNT_TABLES,Deer,Zion,PASS,,PASS,,true,true,true,true,true,true
DB1591,44,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,PASS,,PASS,,true,true,true,true,true,true
DB1592,44,BUCK_DEER_HUNT_TABLES,Deer,Kamas,PASS,,PASS,,true,true,true,true,true,true
DB1593,44,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile,PASS,,PASS,,true,true,true,true,true,true
DB1594,44,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
DB1595,44,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,PASS,,PASS,,true,true,true,true,true,true
DB1596,44,BUCK_DEER_HUNT_TABLES,Deer,Fishlake,PASS,,PASS,,true,true,true,true,true,true
DB1597,44,BUCK_DEER_HUNT_TABLES,Deer,Zion,PASS,,PASS,,true,true,true,true,true,true
DB1598,44,BUCK_DEER_HUNT_TABLES,Deer,North Slope,PASS,,PASS,,true,true,true,true,true,true
DB1599,45,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,PASS,,PASS,,true,true,true,true,true,true
DB1600,43,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,PASS,,PASS,,true,true,true,true,true,true
DB1601,44,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,PASS,,PASS,,true,true,true,true,true,true
DB1602,46,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,PASS,,PASS,,true,true,true,true,true,true
DB1603,45,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,PASS,,PASS,,true,true,true,true,true,true
DB1604,43,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,PASS,,PASS,,true,true,true,true,true,true
DB1605,44,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,PASS,,PASS,,true,true,true,true,true,true
DB1606,46,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,PASS,,PASS,,true,true,true,true,true,true
DB1607,45,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,PASS,,PASS,,true,true,true,true,true,true
DB1608,43,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,PASS,,PASS,,true,true,true,true,true,true
DB1609,44,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,PASS,,PASS,,true,true,true,true,true,true
DB1610,46,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,PASS,,PASS,,true,true,true,true,true,true
DB1611,43,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
DB1612,46,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
DB1613,45,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
DB1614,43,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, West",PASS,,PASS,,true,true,true,true,true,true
DB1615,47,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, West",PASS,,PASS,,true,true,true,true,true,true
DB1616,46,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, West",PASS,,PASS,,true,true,true,true,true,true
DB1617,44,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Swasey",PASS,,PASS,,true,true,true,true,true,true
DB1618,47,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Swasey",PASS,,PASS,,true,true,true,true,true,true
DB1619,45,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Swasey",PASS,,PASS,,true,true,true,true,true,true
DB1620,43,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh/Tintic,PASS,,PASS,,true,true,true,true,true,true
DB1621,46,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh/Tintic,PASS,,PASS,,true,true,true,true,true,true
DB1622,45,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh/Tintic,PASS,,PASS,,true,true,true,true,true,true
DB1623,43,BUCK_DEER_HUNT_TABLES,Deer,Cedar/Stansbury,PASS,,PASS,,true,true,true,true,true,true
DB1624,46,BUCK_DEER_HUNT_TABLES,Deer,Cedar/Stansbury,PASS,,PASS,,true,true,true,true,true,true
DB1625,45,BUCK_DEER_HUNT_TABLES,Deer,Cedar/Stansbury,PASS,,PASS,,true,true,true,true,true,true
DB1627,46,BUCK_DEER_HUNT_TABLES,Deer,Cache,PASS,,PASS,,true,true,true,true,true,true
DB1628,47,BUCK_DEER_HUNT_TABLES,Deer,Cache,PASS,,PASS,,true,true,true,true,true,true
DB1629,46,BUCK_DEER_HUNT_TABLES,Deer,Boulder/Kaiparowits,PASS,,PASS,,true,true,true,true,true,true
DB1630,47,BUCK_DEER_HUNT_TABLES,Deer,Boulder/Kaiparowits,PASS,,PASS,,true,true,true,true,true,true
DB1631,44,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,PASS,,PASS,,true,true,true,true,true,true
DB1770,47,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,PASS,,PASS,,true,true,true,true,true,true
DB1771,47,BUCK_DEER_HUNT_TABLES,Deer,Cache,PASS,,PASS,,true,true,true,true,true,true
DB1772,48,BUCK_DEER_HUNT_TABLES,Deer,Manti/San Rafael,PASS,,PASS,,true,true,true,true,true,true
DB1773,48,BUCK_DEER_HUNT_TABLES,Deer,Nebo,PASS,,PASS,,true,true,true,true,true,true
DB1775,47,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,PASS,,PASS,,true,true,true,true,true,true
DB1777,48,BUCK_DEER_HUNT_TABLES,Deer,Kamas,PASS,,PASS,,true,true,true,true,true,true
DB1778,48,BUCK_DEER_HUNT_TABLES,Deer,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
DB1779,48,BUCK_DEER_HUNT_TABLES,Deer,Monroe,PASS,,PASS,,true,true,true,true,true,true
DB1780,48,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
DB1781,48,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile,PASS,,PASS,,true,true,true,true,true,true
DB1782,48,BUCK_DEER_HUNT_TABLES,Deer,North Slope,PASS,,PASS,,true,true,true,true,true,true
DB1783,48,BUCK_DEER_HUNT_TABLES,Deer,Ogden,PASS,,PASS,,true,true,true,true,true,true
DB1785,48,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
DB1786,48,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,PASS,,PASS,,true,true,true,true,true,true
DB1787,47,BUCK_DEER_HUNT_TABLES,Deer,Boulder/Kaiparowits,PASS,,PASS,,true,true,true,true,true,true
DB1788,47,BUCK_DEER_HUNT_TABLES,Deer,Fishlake,PASS,,PASS,,true,true,true,true,true,true
DB1790,48,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",PASS,,PASS,,true,true,true,true,true,true
DB1791,48,BUCK_DEER_HUNT_TABLES,Deer,Vernal/Bonanza,PASS,,PASS,,true,true,true,true,true,true
DB1792,48,BUCK_DEER_HUNT_TABLES,Deer,Yellowstone,PASS,,PASS,,true,true,true,true,true,true
DB1793,48,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,PASS,,PASS,,true,true,true,true,true,true
DB1794,48,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",PASS,,PASS,,true,true,true,true,true,true
DB1795,48,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",PASS,,PASS,,true,true,true,true,true,true
DB1798,48,BUCK_DEER_HUNT_TABLES,Deer,Zion,PASS,,PASS,,true,true,true,true,true,true
DB1799,47,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,PASS,,PASS,,true,true,true,true,true,true
DB1800,47,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,PASS,,PASS,,true,true,true,true,true,true
DB1801,48,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,PASS,,PASS,,true,true,true,true,true,true
DB1802,47,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
DB1803,47,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, West",PASS,,PASS,,true,true,true,true,true,true
DB1804,47,BUCK_DEER_HUNT_TABLES,Deer,Cedar/Stansbury,PASS,,PASS,,true,true,true,true,true,true
DB1805,48,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh/Tintic,PASS,,PASS,,true,true,true,true,true,true
DB1806,48,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Swasey",PASS,,PASS,,true,true,true,true,true,true
DS1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Desert Bighorn Sheep,Desert bighorn sheep Any legal weapon:,PASS,,PASS,,true,true,true,true,true,true
DS6600,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Henry Mtns,PASS,,PASS,,true,true,true,true,true,true
DS6601,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Kaiparowits, East",PASS,,PASS,,true,true,true,true,true,true
DS6603,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Kaiparowits, West",PASS,,PASS,,true,true,true,true,true,true
DS6604,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",PASS,,PASS,,true,true,true,true,true,true
DS6606,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, Lockhart",PASS,,PASS,,true,true,true,true,true,true
DS6607,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, South",PASS,,PASS,,true,true,true,true,true,true
DS6608,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, Dirty Devil",PASS,,PASS,,true,true,true,true,true,true
DS6609,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, North",PASS,,PASS,,true,true,true,true,true,true
DS6610,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, South",PASS,,PASS,,true,true,true,true,true,true
DS6611,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Zion,PASS,,PASS,,true,true,true,true,true,true
DS6620,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Pine Valley, Virgin River",PASS,,PASS,,true,true,true,true,true,true
DS6621,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",PASS,,PASS,,true,true,true,true,true,true
DS6622,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, North",PASS,,PASS,,true,true,true,true,true,true
DS6623,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, San Juan River",PASS,,PASS,,true,true,true,true,true,true
DS6624,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, Dirty Devil",PASS,,PASS,,true,true,true,true,true,true
DS6625,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Mineral Mtns,PASS,,PASS,,true,true,true,true,true,true
DS6626,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Escalante, East",PASS,,PASS,,true,true,true,true,true,true
DS6627,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Escalante, West",PASS,,PASS,,true,true,true,true,true,true
EB1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Elk,Bull elk,PASS,,PASS,,true,true,true,true,true,true
EB1007,54,BULL_ELK_HUNT_TABLES,Elk,Draw-only youth any bull/hunter's choice elk,PASS,,PASS,,true,true,true,true,true,true
EB3000,54,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
EB3002,54,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",PASS,,PASS,,true,true,true,true,true,true
EB3003,54,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",PASS,,PASS,,true,true,true,true,true,true
EB3005,54,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",PASS,,PASS,,true,true,true,true,true,true
EB3006,54,BULL_ELK_HUNT_TABLES,Elk,Manti,PASS,,PASS,,true,true,true,true,true,true
EB3008,54,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",PASS,,PASS,,true,true,true,true,true,true
EB3009,54,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3010,54,BULL_ELK_HUNT_TABLES,Elk,Monroe,PASS,,PASS,,true,true,true,true,true,true
EB3011,54,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
EB3013,54,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",PASS,,PASS,,true,true,true,true,true,true
EB3015,54,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
EB3018,54,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,PASS,,PASS,,true,true,true,true,true,true
EB3019,54,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,PASS,,PASS,,true,true,true,true,true,true
EB3020,54,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3022,54,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3024,56,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
EB3025,58,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
EB3028,56,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",PASS,,PASS,,true,true,true,true,true,true
EB3031,56,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Pilot Mtn",PASS,,PASS,,true,true,true,true,true,true
EB3032,56,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",PASS,,PASS,,true,true,true,true,true,true
EB3033,58,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",PASS,,PASS,,true,true,true,true,true,true
EB3036,56,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",PASS,,PASS,,true,true,true,true,true,true
EB3037,58,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",PASS,,PASS,,true,true,true,true,true,true
EB3038,56,BULL_ELK_HUNT_TABLES,Elk,Manti,PASS,,PASS,,true,true,true,true,true,true
EB3039,58,BULL_ELK_HUNT_TABLES,Elk,Manti,PASS,,PASS,,true,true,true,true,true,true
EB3042,56,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",PASS,,PASS,,true,true,true,true,true,true
EB3043,58,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",PASS,,PASS,,true,true,true,true,true,true
EB3044,58,BULL_ELK_HUNT_TABLES,Elk,Dolores Triangle,PASS,,PASS,,true,true,true,true,true,true
EB3045,56,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3046,58,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3047,56,BULL_ELK_HUNT_TABLES,Elk,Monroe,PASS,,PASS,,true,true,true,true,true,true
EB3048,58,BULL_ELK_HUNT_TABLES,Elk,Monroe,PASS,,PASS,,true,true,true,true,true,true
EB3049,56,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
EB3050,58,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
EB3053,57,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",PASS,,PASS,,true,true,true,true,true,true
EB3056,56,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
EB3057,58,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
EB3063,56,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,PASS,,PASS,,true,true,true,true,true,true
EB3064,57,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,PASS,,PASS,,true,true,true,true,true,true
EB3065,58,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,PASS,,PASS,,true,true,true,true,true,true
EB3066,56,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,PASS,,PASS,,true,true,true,true,true,true
EB3067,58,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,PASS,,PASS,,true,true,true,true,true,true
EB3068,56,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3069,57,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3072,56,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3073,58,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3077,59,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
EB3079,59,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",PASS,,PASS,,true,true,true,true,true,true
EB3081,59,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",PASS,,PASS,,true,true,true,true,true,true
EB3083,59,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",PASS,,PASS,,true,true,true,true,true,true
EB3084,59,BULL_ELK_HUNT_TABLES,Elk,Manti,PASS,,PASS,,true,true,true,true,true,true
EB3086,59,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",PASS,,PASS,,true,true,true,true,true,true
EB3087,59,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3088,59,BULL_ELK_HUNT_TABLES,Elk,Monroe,PASS,,PASS,,true,true,true,true,true,true
EB3089,59,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
EB3091,59,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",PASS,,PASS,,true,true,true,true,true,true
EB3093,59,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
EB3096,59,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,PASS,,PASS,,true,true,true,true,true,true
EB3097,59,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,PASS,,PASS,,true,true,true,true,true,true
EB3098,59,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3100,59,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3102,60,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",PASS,,PASS,,true,true,true,true,true,true
EB3104,60,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",PASS,,PASS,,true,true,true,true,true,true
EB3105,60,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",PASS,,PASS,,true,true,true,true,true,true
EB3107,60,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",PASS,,PASS,,true,true,true,true,true,true
EB3108,60,BULL_ELK_HUNT_TABLES,Elk,Manti,PASS,,PASS,,true,true,true,true,true,true
EB3110,60,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",PASS,,PASS,,true,true,true,true,true,true
EB3111,60,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3112,60,BULL_ELK_HUNT_TABLES,Elk,Monroe,PASS,,PASS,,true,true,true,true,true,true
EB3113,60,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,PASS,,PASS,,true,true,true,true,true,true
EB3115,60,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",PASS,,PASS,,true,true,true,true,true,true
EB3117,60,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,PASS,,PASS,,true,true,true,true,true,true
EB3120,60,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,PASS,,PASS,,true,true,true,true,true,true
EB3121,60,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,PASS,,PASS,,true,true,true,true,true,true
EB3122,60,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,PASS,,PASS,,true,true,true,true,true,true
EB3124,60,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3126,57,BULL_ELK_HUNT_TABLES,Elk,Manti,PASS,,PASS,,true,true,true,true,true,true
EB3127,57,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,PASS,,PASS,,true,true,true,true,true,true
EB3130,54,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Pilot Mtn",PASS,,PASS,,true,true,true,true,true,true
EB3132,55,BULL_ELK_HUNT_TABLES,Elk,"Cache, North",PASS,,PASS,,true,true,true,true,true,true
EB3135,55,BULL_ELK_HUNT_TABLES,Elk,Barney Top/Kaiparowits,PASS,,PASS,,true,true,true,true,true,true
EB3136,55,BULL_ELK_HUNT_TABLES,Elk,"Southwest Desert, North",PASS,,PASS,,true,true,true,true,true,true
EB3137,55,BULL_ELK_HUNT_TABLES,Elk,"West Desert, Deep Creek",PASS,,PASS,,true,true,true,true,true,true
EB3139,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"Cache, North",PASS,,PASS,,true,true,true,true,true,true
EB3142,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,Barney Top/Kaiparowits,PASS,,PASS,,true,true,true,true,true,true
EB3143,61,BUCK_PRONGHORN_HUNT_TABLES,Elk,"Southwest Desert, North",PASS,,PASS,,true,true,true,true,true,true
