hunt_code,residency,hunt_name_2025,hunt_name_2026,species,hunt_type_2026,weapon_2026,draw_available_permits_2025,official_allotted_permits_2026,permit_delta_2026_minus_2025,abs_delta,percent_change,bonus_permits_2025,regular_permits_2025,eligible_applicants_2025,point_rows_2025,present_in_prediction_output,compiled_prediction_quota_values,compiled_quota_source_status,classification
EB1007,Nonresident,Draw-only Youth Any Bull/Hunters Choice Elk,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,General Season - Any Bull,Any Legal Weapon,75,0,-75,75,-100.0,0,75,353,33,YES,750,IN_SCOPE_MODEL_PENDING,MISSING_2026_LANE_QUOTA
TK1003,Resident,Central Area,Central Area,Turkey,Limited Entry,Any Legal Weapon,75,0,-75,75,-100.0,38,37,376,20,YES,591,MODELED_BONUS,MISSING_2026_LANE_QUOTA
DB1615,Resident,"Beaver, West","Beaver, West",Deer,General Season,Restricted Muzzleloader,71,0,-71,71,-100.0,0,71,72,66,NO,,,MISSING_2026_LANE_QUOTA
DB1536,Nonresident,Fillmore,Fillmore,Deer,General Season,Any Legal Weapon (Late),70,0,-70,70,-100.0,0,70,128,66,YES,93,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1525,Nonresident,"Wasatch Mtns, East","Wasatch Mtns, East",Deer,General Season,Archery,69,0,-69,69,-100.0,0,69,73,66,YES,110,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1526,Nonresident,"Wasatch Mtns, West","Wasatch Mtns, West",Deer,General Season,Archery,68,0,-68,68,-100.0,0,68,68,66,YES,95,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA1189,Resident,"Wasatch Mtns, West-Central","Wasatch Mtns, West-Central",Elk,General Season,Muzzleloader,317,382,65,65,20.5,0,317,317,36,YES,401,MODELED_PREFERENCE,INCREASE
DB1524,Resident,Southwest Desert,Southwest Desert,Deer,General Season,Archery,64,0,-64,64,-100.0,0,64,107,66,YES,89,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1584,Resident,Southwest Desert,Southwest Desert,Deer,General Season,Muzzleloader,63,0,-63,63,-100.0,0,63,94,66,YES,89,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
PB5076,Resident,Parker Mtn,Parker Mtn,Pronghorn,Limited Entry,Any Legal Weapon,72,135,63,63,87.5,36,36,575,33,YES,135,official,INCREASE
DB1543,Nonresident,North Slope,North Slope,Deer,General Season,Any Legal Weapon (Late),61,0,-61,61,-100.0,0,61,61,66,YES,77,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1571,Resident,Mt Dutton,Mt Dutton,Deer,General Season,Muzzleloader,60,0,-60,60,-100.0,0,60,103,66,YES,71,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1617,Resident,"West Desert, Swasey","West Desert, Swasey",Deer,General Season,Archery,59,0,-59,59,-100.0,0,59,76,45,NO,,,MISSING_2026_LANE_QUOTA
DB1779,Resident,Monroe,Monroe,Deer,General Season,Dedicated Hunter,59,0,-59,59,-100.0,0,59,155,42,YES,43,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA1026,Resident,Chalk Creek,Chalk Creek,Elk,General Season,Any Legal Weapon,256,315,59,59,23.0,0,256,256,36,YES,344,MODELED_PREFERENCE,INCREASE
DB1622,Nonresident,Oquirrh/Tintic,Oquirrh/Tintic,Deer,General Season,Any Legal Weapon (Late),58,0,-58,58,-100.0,0,58,61,66,NO,,,MISSING_2026_LANE_QUOTA
DB1625,Nonresident,Cedar/Stansbury,Cedar/Stansbury,Deer,General Season,Any Legal Weapon (Late),58,0,-58,58,-100.0,0,58,138,66,NO,,,MISSING_2026_LANE_QUOTA
DB1627,Nonresident,Cache,Cache,Deer,General Season,Restricted Rifle,58,0,-58,58,-100.0,0,58,58,66,NO,,,MISSING_2026_LANE_QUOTA
DB1790,Resident,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",Deer,General Season,Dedicated Hunter,58,0,-58,58,-100.0,0,58,58,21,YES,205,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1511,Resident,Mt Dutton,Mt Dutton,Deer,General Season,Archery,57,0,-57,57,-100.0,0,57,128,45,YES,71,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1540,Nonresident,Monroe,Monroe,Deer,General Season,Any Legal Weapon (Late),57,0,-57,57,-100.0,0,57,154,66,YES,66,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1553,Nonresident,Yellowstone,Yellowstone,Deer,General Season,Any Legal Weapon (Late),57,0,-57,57,-100.0,0,57,101,66,YES,86,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1618,Resident,"West Desert, Swasey","West Desert, Swasey",Deer,General Season,Muzzleloader,57,0,-57,57,-100.0,0,57,59,66,NO,,,MISSING_2026_LANE_QUOTA
DB1552,Nonresident,Vernal/Bonanza,Vernal/Bonanza,Deer,General Season,Any Legal Weapon (Late),55,0,-55,55,-100.0,0,55,139,66,YES,71,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1595,Nonresident,Pine Valley,Pine Valley,Deer,General Season,Any Legal Weapon (Early),53,0,-53,53,-100.0,0,53,229,66,YES,60,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1597,Nonresident,Zion,Zion,Deer,General Season,Any Legal Weapon (Early),52,0,-52,52,-100.0,0,52,117,66,YES,69,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1521,Nonresident,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",Deer,General Season,Archery,49,0,-49,49,-100.0,0,49,127,66,YES,56,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1517,Nonresident,Pine Valley,Pine Valley,Deer,General Season,Archery,48,0,-48,48,-100.0,0,48,155,66,YES,61,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1577,Nonresident,Pine Valley,Pine Valley,Deer,General Season,Muzzleloader,48,0,-48,48,-100.0,0,48,137,66,YES,61,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1589,Nonresident,Zion,Zion,Deer,General Season,Muzzleloader,48,0,-48,48,-100.0,0,48,68,66,YES,68,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1800,Resident,East Canyon,East Canyon,Deer,General Season,Dedicated Hunter,48,0,-48,48,-100.0,0,48,48,42,NO,,,MISSING_2026_LANE_QUOTA
DB1804,Resident,Cedar/Stansbury,Cedar/Stansbury,Deer,General Season,Dedicated Hunter,48,0,-48,48,-100.0,0,48,195,42,NO,,,MISSING_2026_LANE_QUOTA
DB1544,Nonresident,Ogden,Ogden,Deer,General Season,Any Legal Weapon (Late),47,0,-47,47,-100.0,0,47,51,66,YES,60,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1581,Nonresident,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",Deer,General Season,Muzzleloader,47,0,-47,47,-100.0,0,47,112,66,YES,56,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1783,Resident,Ogden,Ogden,Deer,General Season,Dedicated Hunter,46,0,-46,46,-100.0,0,46,48,42,YES,291,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1529,Nonresident,Zion,Zion,Deer,General Season,Archery,45,0,-45,45,-100.0,0,45,102,66,YES,68,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1781,Resident,Nine Mile,Nine Mile,Deer,General Season,Dedicated Hunter,45,0,-45,45,-100.0,0,45,45,42,YES,61,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1770,Resident,Box Elder,Box Elder,Deer,General Season,Dedicated Hunter,44,0,-44,44,-100.0,0,44,46,42,YES,672,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1502,Nonresident,Cache,Cache,Deer,General Season,Archery,42,0,-42,42,-100.0,0,42,43,66,YES,54,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1549,Nonresident,Fishlake,Fishlake,Deer,General Season,Any Legal Weapon (Late),42,0,-42,42,-100.0,0,42,116,66,YES,54,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1585,Nonresident,"Wasatch Mtns, East","Wasatch Mtns, East",Deer,General Season,Muzzleloader,42,0,-42,42,-100.0,0,42,43,66,YES,63,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1518,Nonresident,Boulder/Kaiparowits,Boulder/Kaiparowits,Deer,General Season,Archery,41,0,-41,41,-100.0,0,41,52,66,YES,73,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1516,Nonresident,Panguitch Lake,Panguitch Lake,Deer,General Season,Archery,39,0,-39,39,-100.0,0,39,183,66,YES,52,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1594,Nonresident,Panguitch Lake,Panguitch Lake,Deer,General Season,Any Legal Weapon (Early),39,0,-39,39,-100.0,0,39,200,66,YES,51,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1782,Resident,North Slope,North Slope,Deer,General Season,Dedicated Hunter,39,0,-39,39,-100.0,0,39,40,21,YES,340,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB0008,Nonresident,Extended Archery Deer,Extended Archery Deer,Deer,Extended Archery,Archery,36,0,-36,36,-100.0,0,36,36,66,NO,,,MISSING_2026_LANE_QUOTA
DB1576,Nonresident,Panguitch Lake,Panguitch Lake,Deer,General Season,Muzzleloader,36,0,-36,36,-100.0,0,36,105,66,YES,51,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
TK1004,Resident,Northeastern Area,Northeastern Area,Turkey,Limited Entry,Any Legal Weapon,36,0,-36,36,-100.0,19,17,116,20,YES,336,MODELED_BONUS,MISSING_2026_LANE_QUOTA
DB1501,Nonresident,Box Elder,Box Elder,Deer,General Season,Archery,35,0,-35,35,-100.0,0,35,35,66,YES,76,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EB3127,Resident,Wasatch Mtns,Wasatch Mtns,Elk,Limited Entry,Any Legal Weapon,190,155,-35,35,-18.4,95,95,1560,33,YES,155,official,DECREASE
DA1049,Resident,"Vernal, Ashley Valley","Vernal, Ashley Valley",Deer,General Season,Archery,34,0,-34,34,-100.0,0,34,116,36,NO,,,MISSING_2026_LANE_QUOTA
DB1506,Nonresident,Fillmore,Fillmore,Deer,General Season,Archery,34,0,-34,34,-100.0,0,34,53,66,YES,46,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1591,Nonresident,Fillmore,Fillmore,Deer,General Season,Any Legal Weapon (Early),34,0,-34,34,-100.0,0,34,95,66,YES,46,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1630,Nonresident,Boulder/Kaiparowits,Boulder/Kaiparowits,Deer,General Season,Restricted Muzzleloader,33,0,-33,33,-100.0,0,33,34,66,NO,,,MISSING_2026_LANE_QUOTA
DB1631,Nonresident,Box Elder,Box Elder,Deer,General Season,Any Legal Weapon (Early),33,0,-33,33,-100.0,0,33,33,66,NO,,,MISSING_2026_LANE_QUOTA
DB1798,Resident,Zion,Zion,Deer,General Season,Dedicated Hunter,32,0,-32,32,-100.0,0,32,242,42,YES,230,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1504,Nonresident,Nebo,Nebo,Deer,General Season,Archery,31,0,-31,31,-100.0,0,31,31,66,YES,44,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1598,Nonresident,North Slope,North Slope,Deer,General Season,Any Legal Weapon (Early),31,0,-31,31,-100.0,0,31,31,66,YES,37,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1777,Resident,Kamas,Kamas,Deer,General Season,Dedicated Hunter,31,0,-31,31,-100.0,0,31,33,21,YES,55,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA1026,Nonresident,Chalk Creek,Chalk Creek,Elk,General Season,Any Legal Weapon,4,35,31,31,775.0,0,4,4,36,YES,6,MODELED_PREFERENCE,INCREASE
DA1002,Resident,"Box Elder, West Bear River","Box Elder, West Bear River",Deer,General Season,"Archery, Muzzleloader, Shotgun",30,0,-30,30,-100.0,0,30,111,36,YES,30,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DA1027,Resident,"East Canyon, Davis-North Salt Lake","East Canyon, Davis-North Salt Lake",Deer,General Season,Any Legal Weapon,30,0,-30,30,-100.0,0,30,2423,36,YES,30,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1513,Nonresident,North Slope,North Slope,Deer,General Season,Archery,30,0,-30,30,-100.0,0,30,30,66,YES,37,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1542,Nonresident,Nine Mile,Nine Mile,Deer,General Season,Any Legal Weapon (Late),30,0,-30,30,-100.0,0,30,32,66,YES,45,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1566,Nonresident,Fillmore,Fillmore,Deer,General Season,Muzzleloader,30,0,-30,30,-100.0,0,30,30,66,YES,46,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1612,Nonresident,"Beaver, East","Beaver, East",Deer,General Season,Muzzleloader,30,0,-30,30,-100.0,0,30,61,66,NO,,,MISSING_2026_LANE_QUOTA
DB1803,Resident,"Beaver, West","Beaver, West",Deer,General Season,Dedicated Hunter,30,0,-30,30,-100.0,0,30,30,21,NO,,,MISSING_2026_LANE_QUOTA
EB3022,Resident,Wasatch Mtns,Wasatch Mtns,Elk,Limited Entry,Archery,160,130,-30,30,-18.8,80,80,1018,33,YES,130,official,DECREASE
DB1509,Nonresident,La Sal Mtns,La Sal Mtns,Deer,General Season,Archery,27,0,-27,27,-100.0,0,27,106,66,YES,37,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1596,Nonresident,Fishlake,Fishlake,Deer,General Season,Any Legal Weapon (Early),27,0,-27,27,-100.0,0,27,76,66,YES,27,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA1106,Resident,"Wasatch Mtns, Avintaquin","Wasatch Mtns, Avintaquin",Elk,General Season,Any Legal Weapon,153,180,27,27,17.6,0,153,153,36,NO,,,INCREASE
EA1286,Resident,Monroe,Monroe,Elk,General Season,Any Legal Weapon,27,0,-27,27,-100.0,0,27,451,36,NO,,,MISSING_2026_LANE_QUOTA
TK1006,Resident,Southeastern Area,Southeastern Area,Turkey,Limited Entry,Any Legal Weapon,27,0,-27,27,-100.0,15,12,111,20,YES,235,MODELED_BONUS,MISSING_2026_LANE_QUOTA
DA1001,Resident,"Box Elder, West Bear River","Box Elder, West Bear River",Deer,General Season,"Archery, Muzzleloader, Shotgun",26,0,-26,26,-100.0,0,26,70,36,YES,30,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1017,Resident,"Book Cliffs, North","Book Cliffs, North",Deer,Limited Entry,Any Legal Weapon,111,137,26,26,23.4,56,55,2454,33,YES,137,official,INCREASE
DB1569,Nonresident,La Sal Mtns,La Sal Mtns,Deer,General Season,Muzzleloader,26,0,-26,26,-100.0,0,26,62,66,YES,37,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1611,Nonresident,"Beaver, East","Beaver, East",Deer,General Season,Archery,26,0,-26,26,-100.0,0,26,63,66,NO,,,MISSING_2026_LANE_QUOTA
DA1009,Resident,"Pine Valley, Enterprise","Pine Valley, Enterprise",Deer,General Season,Any Legal Weapon,25,0,-25,25,-100.0,0,25,1577,36,YES,25,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DA1046,Resident,"Nine Mile, Price River Valley","Nine Mile, Price River Valley",Deer,General Season,"Archery, Muzzleloader, Shotgun",25,0,-25,25,-100.0,0,25,97,36,YES,25,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1522,Nonresident,Vernal/Bonanza,Vernal/Bonanza,Deer,General Season,Archery,25,0,-25,25,-100.0,0,25,39,66,YES,43,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1554,Nonresident,Southwest Desert,Southwest Desert,Deer,General Season,Any Legal Weapon (Late),25,0,-25,25,-100.0,0,25,173,66,YES,30,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA1189,Nonresident,"Wasatch Mtns, West-Central","Wasatch Mtns, West-Central",Elk,General Season,Muzzleloader,18,43,25,25,138.9,0,18,18,36,YES,24,MODELED_PREFERENCE,INCREASE
EA1278,Resident,"Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn",Elk,General Season,Any Legal Weapon,21,45,24,24,114.3,0,21,21,36,NO,,,INCREASE
DA1030,Resident,"Nine Mile, Price River Valley","Nine Mile, Price River Valley",Deer,General Season,Archery,23,0,-23,23,-100.0,0,23,94,36,YES,24,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1538,Nonresident,Kamas,Kamas,Deer,General Season,Any Legal Weapon (Late),23,0,-23,23,-100.0,0,23,24,66,YES,27,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1616,Nonresident,"Beaver, West","Beaver, West",Deer,General Season,Restricted Rifle,23,0,-23,23,-100.0,0,23,25,66,NO,,,MISSING_2026_LANE_QUOTA
DA1047,Resident,Vernal-Ouray Valley,Vernal-Ouray Valley,Deer,General Season,Any Legal Weapon,22,0,-22,22,-100.0,0,22,851,36,YES,22,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1510,Nonresident,Monroe,Monroe,Deer,General Season,Archery,22,0,-22,22,-100.0,0,22,45,66,YES,23,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA1085,Resident,Vernal/Bonanza,Vernal/Bonanza,Elk,General Season,Archery,68,90,22,22,32.4,0,68,68,36,YES,92,MODELED_PREFERENCE,INCREASE
EA2033,Nonresident,Kamas,Kamas,Elk,General Season,Archery,3,25,22,22,733.3,0,3,3,20,NO,,,INCREASE
DB1523,Nonresident,Yellowstone,Yellowstone,Deer,General Season,Archery,21,0,-21,21,-100.0,0,21,26,66,YES,29,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1561,Nonresident,Box Elder,Box Elder,Deer,General Season,Muzzleloader,21,0,-21,21,-100.0,0,21,21,66,YES,40,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1592,Nonresident,Kamas,Kamas,Deer,General Season,Any Legal Weapon (Early),21,0,-21,21,-100.0,0,21,30,66,YES,21,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1593,Nonresident,Nine Mile,Nine Mile,Deer,General Season,Any Legal Weapon (Early),21,0,-21,21,-100.0,0,21,22,66,YES,29,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EB3073,Resident,Wasatch Mtns,Wasatch Mtns,Elk,Limited Entry,Any Legal Weapon,110,89,-21,21,-19.1,55,55,1089,33,YES,89,official,DECREASE
DA1031,Resident,"Oquirrh-Stansbury, Settlement Cyn","Oquirrh-Stansbury, Settlement Cyn",Deer,General Season,Archery,20,0,-20,20,-100.0,0,20,430,36,YES,20,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DA1045,Resident,"Fillmore, Oak City","Fillmore, Oak City",Deer,General Season,Archery,20,0,-20,20,-100.0,0,20,68,36,YES,20,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1573,Nonresident,North Slope,North Slope,Deer,General Season,Muzzleloader,20,0,-20,20,-100.0,0,20,20,66,YES,24,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1579,Nonresident,Fishlake,Fishlake,Deer,General Season,Muzzleloader,20,0,-20,20,-100.0,0,20,39,66,YES,26,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1583,Nonresident,Yellowstone,Yellowstone,Deer,General Season,Muzzleloader,20,0,-20,20,-100.0,0,20,22,66,YES,29,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1619,Nonresident,"West Desert, Swasey","West Desert, Swasey",Deer,General Season,Any Legal Weapon (Late),20,0,-20,20,-100.0,0,20,41,66,NO,,,MISSING_2026_LANE_QUOTA
DB1785,Nonresident,Panguitch Lake,Panguitch Lake,Deer,General Season,Dedicated Hunter,20,0,-20,20,-100.0,0,20,47,42,YES,12,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
BI6506,Resident,Henry Mtns,Henry Mtns,Bison,Once-in-a-lifetime,Any Legal Weapon,30,11,-19,19,-63.3,15,15,384,33,YES,11,official,DECREASE
DB1519,Nonresident,Fishlake,Fishlake,Deer,General Season,Archery,19,0,-19,19,-100.0,0,19,56,66,YES,27,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1541,Nonresident,Mt Dutton,Mt Dutton,Deer,General Season,Any Legal Weapon (Late),19,0,-19,19,-100.0,0,19,119,66,YES,25,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1570,Nonresident,Monroe,Monroe,Deer,General Season,Muzzleloader,19,0,-19,19,-100.0,0,19,39,66,YES,23,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA2034,Nonresident,"Nine Mile, Anthro","Nine Mile, Anthro",Elk,General Season,Archery,1,20,19,19,1900.0,0,1,1,20,NO,,,INCREASE
DA1018,Resident,"Pine Valley, New Harmony","Pine Valley, New Harmony",Deer,General Season,"Archery, Muzzleloader, Shotgun",18,0,-18,18,-100.0,0,18,197,36,YES,19,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1107,Resident,Thousand Lakes,Thousand Lakes,Deer,Limited Entry,Restricted Muzzleloader,2,20,18,18,900.0,1,1,2,33,YES,20,official,INCREASE
DB1799,Resident,Chalk Creek,Chalk Creek,Deer,General Season,Dedicated Hunter,18,0,-18,18,-100.0,0,18,18,21,NO,,,MISSING_2026_LANE_QUOTA
DB1806,Resident,"West Desert, Swasey","West Desert, Swasey",Deer,General Season,Dedicated Hunter,18,0,-18,18,-100.0,0,18,19,21,NO,,,MISSING_2026_LANE_QUOTA
EA1268,Nonresident,"North Slope, Summit","North Slope, Summit",Elk,General Season,Archery,2,20,18,18,900.0,0,2,2,36,NO,,,INCREASE
EA1282,Nonresident,"Ogden, North","Ogden, North",Elk,General Season,Archery,2,20,18,18,900.0,0,2,2,20,NO,,,INCREASE
EB3100,Resident,Wasatch Mtns,Wasatch Mtns,Elk,Limited Entry,Muzzleloader,96,78,-18,18,-18.8,48,48,605,33,YES,78,official,DECREASE
BI6505,Resident,Henry Mtns,Henry Mtns,Bison,Once-in-a-lifetime,Any Legal Weapon,25,8,-17,17,-68.0,13,12,343,33,YES,8,official,DECREASE
DB1582,Nonresident,Vernal/Bonanza,Vernal/Bonanza,Deer,General Season,Muzzleloader,17,0,-17,17,-100.0,0,17,21,66,YES,29,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1624,Nonresident,Cedar/Stansbury,Cedar/Stansbury,Deer,General Season,Muzzleloader,16,0,-16,16,-100.0,0,16,32,66,NO,,,MISSING_2026_LANE_QUOTA
DB1628,Nonresident,Cache,Cache,Deer,General Season,Restricted Muzzleloader,16,0,-16,16,-100.0,0,16,16,66,NO,,,MISSING_2026_LANE_QUOTA
DB1790,Nonresident,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",Deer,General Season,Dedicated Hunter,16,0,-16,16,-100.0,0,16,16,21,YES,56,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DA1048,Resident,Fillmore City,Fillmore City,Deer,General Season,Archery,15,0,-15,15,-100.0,0,15,60,36,NO,,,MISSING_2026_LANE_QUOTA
DB1024,Resident,"West Desert, Vernon","West Desert, Vernon",Deer,Limited Entry,Any Legal Weapon,115,130,15,15,13.0,58,57,2659,33,YES,130,official,INCREASE
DB1787,Nonresident,Boulder/Kaiparowits,Boulder/Kaiparowits,Deer,General Season,Dedicated Hunter,15,0,-15,15,-100.0,0,15,15,42,YES,6,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
EA1269,Nonresident,Ogden (Excludes Hyrum),Ogden (Excludes Hyrum),Elk,General Season,Any Legal Weapon,5,20,15,15,300.0,0,5,5,36,NO,,,INCREASE
DA1003,Resident,"Monroe/Plateau, Sevier Valley","Monroe/Plateau, Sevier Valley",Deer,General Season,"Archery, Muzzleloader, Shotgun",14,0,-14,14,-100.0,0,14,280,36,YES,14,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DA1041,Resident,"Nine Mile, Green River Valley","Nine Mile, Green River Valley",Deer,General Season,Any Legal Weapon,14,0,-14,14,-100.0,0,14,212,36,YES,14,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1564,Nonresident,Nebo,Nebo,Deer,General Season,Muzzleloader,14,0,-14,14,-100.0,0,14,14,66,YES,28,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1623,Nonresident,Cedar/Stansbury,Cedar/Stansbury,Deer,General Season,Archery,14,0,-14,14,-100.0,0,14,14,66,NO,,,MISSING_2026_LANE_QUOTA
DB1775,Nonresident,Fillmore,Fillmore,Deer,General Season,Dedicated Hunter,14,0,-14,14,-100.0,0,14,15,42,YES,4,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
BI6536,Resident,"Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek",Bison,Once-in-a-lifetime,Any Legal Weapon,2,15,13,13,650.0,1,1,131,33,YES,15,official,INCREASE
BR7307,Resident,La Sal,La Sal,Black Bear,Multiseason - Conservation,Multiseason,13,0,-13,13,-100.0,7,6,307,23,YES,0,EXCLUDED_NOT_PREDICTIVE_DRAW,MISSING_2026_LANE_QUOTA
DB1512,Nonresident,Nine Mile,Nine Mile,Deer,General Season,Archery,13,0,-13,13,-100.0,0,13,13,66,YES,21,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1601,Nonresident,Chalk Creek,Chalk Creek,Deer,General Season,Any Legal Weapon (Early),13,0,-13,13,-100.0,0,13,13,66,NO,,,MISSING_2026_LANE_QUOTA
EA1117,Resident,Zion,Zion,Elk,General Season,Any Legal Weapon,185,198,13,13,7.0,0,185,265,36,YES,198,MODELED_PREFERENCE,INCREASE
PB5302,Resident,Deseret CWMU,Deseret CWMU,Pronghorn,CWMU,Any Legal Weapon,16,29,13,13,81.2,8,8,163,33,YES,29,MODELED_BONUS,INCREASE
DB1025,Resident,Book Cliffs,Book Cliffs,Deer,Limited Entry,Muzzleloader,43,55,12,12,27.9,22,21,473,33,YES,55,official,INCREASE
DB1599,Nonresident,Chalk Creek,Chalk Creek,Deer,General Season,Any Legal Weapon (Late),12,0,-12,12,-100.0,0,12,12,66,NO,,,MISSING_2026_LANE_QUOTA
DB1620,Nonresident,Oquirrh/Tintic,Oquirrh/Tintic,Deer,General Season,Archery,12,0,-12,12,-100.0,0,12,12,66,NO,,,MISSING_2026_LANE_QUOTA
EA1279,Resident,"Manti, Ferron-Nelson Mtn","Manti, Ferron-Nelson Mtn",Elk,General Season,Any Legal Weapon,33,45,12,12,36.4,0,33,33,36,NO,,,INCREASE
DB1011,Resident,Book Cliffs,Book Cliffs,Deer,Limited Entry,Archery,44,55,11,11,25.0,22,22,831,33,YES,55,official,INCREASE
DB1106,Resident,Thousand Lakes,Thousand Lakes,Deer,Limited Entry,Restricted Archery,9,20,11,11,122.2,4,5,9,33,YES,20,official,INCREASE
DB1508,Nonresident,Kamas,Kamas,Deer,General Season,Archery,11,0,-11,11,-100.0,0,11,11,66,YES,11,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
DB1586,Nonresident,"Wasatch Mtns, West","Wasatch Mtns, West",Deer,General Season,Muzzleloader,11,0,-11,11,-100.0,0,11,11,66,YES,29,MODELED_PREFERENCE,MISSING_2026_LANE_QUOTA
