reported_hunt_year,model_target_year,species,hunt_code,hunt_name,weapon,permits,harvest_hunters,harvest,harvest_success_percent,harvest_average_days,source_file,parse_status,do_not_use_for_permit_quota,do_not_use_for_p_draw_directly
2023,2024,CWMU Antlerless Elk,EA1160,Sand Creek,Any Legal Weapon,5,5,5,100,2.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1161,Scofield Canyons,Any Legal Weapon,9,9,7,75,1.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1162,Scofield East,Any Legal Weapon,14,14,12,84.6,1.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1163,Scofield West,Any Legal Weapon,26,22,13,57.9,3.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1164,SJ Ranch,Any Legal Weapon,6,6,2,33.3,3.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1165,Skull Crack,Any Legal Weapon,12,11,8,71.4,1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1166,Soldier Summit,Any Legal Weapon,16,15,5,30.8,2.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1167,South Canyon,Any Legal Weapon,10,10,8,80,1.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1168,Spring Creek/Dodge,Any Legal Weapon,20,17,13,80,3.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1170,Strawberry Ridge,Any Legal Weapon,10,10,10,100,1.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1171,Summit Point,Any Legal Weapon,10,10,8,75,4.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1172,Three C,Any Legal Weapon,17,17,16,93.3,2.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1174,Two Bear,Any Legal Weapon,56,53,40,76.5,1.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1175,Wallsburg,Any Legal Weapon,10,9,0,0,2.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1176,Weber Florence Creek,Any Legal Weapon,94,90,21,23.8,3.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1177,Woodruff Creek South,Any Legal Weapon,8,8,4,50,4.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1187,"Paunsaugunt, Hatch Bench",Any Legal Weapon,15,12,1,8.3,8.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1189,"Wasatch Mtns, West-Central",Muzzleloader,421,345,43,12.6,3.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1192,Pahvant Ensign,Any Legal Weapon,6,6,2,33.3,1.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1193,"Cache, Rich",Any Legal Weapon,19,14,6,46.2,4.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1196,"North Slope, Summit",Any Legal Weapon,74,70,9,12.5,5.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1198,Bear Springs,Any Legal Weapon,2,2,0,0,4.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1200,Double R Ranch,Any Legal Weapon,10,8,6,75,2.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless Elk,EA1201,Mountain Sky Ranch,Any Legal Weapon,10,10,5,50,3.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1203,"Box Elder, Pilot Mtn",Any Legal Weapon,5,5,3,50,4.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1204,"Box Elder, Pilot Mtn",Any Legal Weapon,5,5,0,0,3.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1206,"Cache, Richmond Hyde Park",Any Legal Weapon,10,9,4,50,7.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1207,Moroni Hills,Any Legal Weapon,10,8,2,25,4.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1208,Nebo,Any Legal Weapon,219,199,96,48.4,6.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1209,"Fillmore, Oak Creek LE",Any Legal Weapon,49,44,15,34.3,9.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1217,"Wasatch Mtns, Avintaquin",Any Legal Weapon,149,129,26,20.5,4.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1222,"Beaver, East",Any Legal Weapon,29,26,12,45.8,3.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1223,"Beaver, East",Any Legal Weapon,29,24,15,60.9,4.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1224,"Book Cliffs, Bitter Creek/South",Any Legal Weapon,124,121,59,48.7,4.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1225,"Book Cliffs, Bitter Creek/South",Muzzleloader,158,138,104,75.2,2.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1226,Moroni Hills,Any Legal Weapon,9,8,1,12.5,4.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1228,Morgan-South Rich,Any Legal Weapon,98,78,12,14.7,2.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1229,Morgan-South Rich,Any Legal Weapon,174,159,85,53.6,3.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1231,"West Desert, Tintic Valley",Any Legal Weapon,100,90,39,43.2,8.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1233,Avintaquin Canyon,Any Legal Weapon,10,3,0,0,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1234,Royal Ivory Outfitters,Any Legal Weapon,14,14,6,41.7,2.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1235,Sharp Mountain,Any Legal Weapon,8,7,5,71.4,2.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1236,East Canyon,Any Legal Weapon,296,250,85,34.1,5.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1237,"La Sal, La Sal Mtns, North",Any Legal Weapon,148,120,35,29,6.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1239,"Nine Mile, Range Creek",Any Legal Weapon,29,23,10,42.9,5.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1240,"Nine Mile, Range Creek",Any Legal Weapon,119,100,38,38.3,7.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1242,Buckskin Hills-Jensen,Any Legal Weapon,100,89,22,25,6.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1243,Buckskin Hills-Jensen,Any Legal Weapon,98,83,32,39.1,5.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1244,Yellowstone,Any Legal Weapon,100,81,12,14.7,4.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1245,Yellowstone,Muzzleloader,49,39,5,13.5,4.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1250,"North Slope, West Daggett",Any Legal Weapon,30,29,7,25,6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1251,"Southwest Desert, Burbank/Garrison",Any Legal Weapon,14,13,6,50,2.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1252,"Southwest Desert, Burbank/Garrison",Any Legal Weapon,5,4,1,25,3.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1254,Pine Valley,Any Legal Weapon,17,14,3,25,7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless,EA1256,Little Pole Canyon,Any Legal Weapon,12,11,4,36.4,2.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless,EA1259,Diamond Mountain CWMU,Any Legal Weapon,3,3,3,100,1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless,EA1260,Blackhawk,Any Legal Weapon,5,5,3,60,3.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Antlerless,EA1261,West Ridge,Any Legal Weapon,5,5,4,80,5.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1264,"Wasatch Mtns, Rabbit Gulch",Any Legal Weapon,97,92,33,36.3,3.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1265,"Wasatch Mtns, Tabby Mtn",Any Legal Weapon,97,86,47,54.4,2.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1266,"Box Elder, Hansel Mtn",Any Legal Weapon,20,18,3,18.8,7.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1267,Cache,Any Legal Weapon,120,112,19,17.3,6.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1268,"North Slope, Summit",Archery,183,151,9,6,8.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA1269,Ogden (excludes Hyrum),Any Legal Weapon,174,145,59,40.5,4.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk Control,EA2000,Antlerless Elk Control,Any Legal Weapon,1496,1190,92,7.7,5.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2002,Morgan-South Rich,Any Legal Weapon,231,186,64,34.4,5.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2003,East Canyon,Any Legal Weapon,295,255,97,38.1,8.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2004,Chalk Creek,Any Legal Weapon,494,407,187,46,6.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2005,"North Slope, West Daggett",Any Legal Weapon,75,62,40,64.7,4.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2006,Yellowstone,Any Legal Weapon,450,356,168,47.2,11.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2008,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,34,29,4,12.5,7.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2009,"La Sal, La Sal Mtns",Any Legal Weapon,70,62,13,21.6,11.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2010,San Juan,Any Legal Weapon,50,45,18,40,12.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2011,Manti,Any Legal Weapon,248,205,106,51.6,8.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2012,"Wasatch Mtns, West",Any Legal Weapon,237,193,81,41.9,4.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2013,"Wasatch Mtns, Currant Creek",Any Legal Weapon,149,121,50,41.2,5.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2014,"Wasatch Mtns, Avintaquin - White River  Any Legal Weapon",,51,37,8,21.7,5.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2015,Paunsaugunt,Any Legal Weapon,92,76,14,17.9,6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2016,Nebo,Any Legal Weapon,247,203,60,29.4,10.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2017,Mt Dutton,Any Legal Weapon,49,41,20,50,8.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2018,Panguitch Lake,Any Legal Weapon,50,43,24,54.5,11.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2019,"West Desert, Tintic Valley",Any Legal Weapon,93,70,27,38,11.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2020,Zion,Any Legal Weapon,281,229,64,28,13.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2021,"Beaver, East",Any Legal Weapon,28,19,6,33.3,7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2026,"Box Elder, Hansel Mtn",Any Legal Weapon,83,64,11,16.7,7.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2027,Cache,Any Legal Weapon,268,240,74,31.1,6.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2028,Vernal/Bonanza,Any Legal Weapon,244,211,85,40.4,7.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2029,"Nine Mile, Range Creek",Any Legal Weapon,115,99,31,31.6,8.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2030,Diamond Mtn,Any Legal Weapon,259,214,96,45,5.6,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA2033,Kamas,Any Legal Weapon,100,64,1,1.9,6.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA2034,"Nine Mile, Anthro",Archery,37,24,1,4.3,7.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA2036,"Oquirrh-Stansbury, East",Any Legal Weapon,39,39,36,91.9,3.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA2037,Yellowstone,Archery,180,151,21,13.9,7.4,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Elk,EA2038,Wasatch Mtns,Archery,881,728,79,10.9,5.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2039,"Fillmore, Pahvant",Any Legal Weapon,150,108,36,33.8,9.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Private Lands Only Antlerless Elk,EA2040,Kamas,Any Legal Weapon,88,77,34,44.2,4.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Moose,MA1005,Morgan-South Rich,Any Legal Weapon,7,7,5,71.4,4.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Antlerless Moose,MA1006,"Wasatch Mtns, West",Any Legal Weapon,5,5,3,60,5.8,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Doe Pronghorn,PD1000,"Box Elder, Snowville",Any Legal Weapon,39,35,18,51.5,2.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Doe Pronghorn,PD1006,Parker Mtn,Any Legal Weapon,25,22,18,81,1.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Doe Pronghorn,PD1012,"Box Elder, Promontory",Any Legal Weapon,9,8,5,62.5,2.1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Doe Pronghorn,PD1016,Zane,Any Legal Weapon,10,9,2,25,1.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Doe Pronghorn,PD1017,"Box Elder, West",Any Legal Weapon,35,30,24,79.3,2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Doe Pronghorn,PD1025,Cottonwood Ridge,Any Legal Weapon,10,10,10,100,1.5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Doe Pronghorn,PD1026,Pahvant Ensign,Any Legal Weapon,9,9,9,100,1.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Doe Pronghorn,PD1031,Westlake,Any Legal Weapon,6,6,12,100,1,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,CWMU Doe Pronghorn,PD1032,Antelope Creek,Any Legal Weapon,10,8,8,100,1.2,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Doe Pronghorn,PD1033,Poison Springs Bench,Any Legal Weapon,15,14,4,28.6,3.9,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Doe Pronghorn,PD1034,"Fillmore, Oak Creek South",Any Legal Weapon,24,23,21,90,1.7,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
2023,2024,Doe Pronghorn,PD1035,"Fillmore, Oak Creek South",Any Legal Weapon,25,20,16,80,2.3,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\2024_antlerless_hr.csv,POSITIONAL_HEADER_NORMALIZED,True,True
