hunt_code,hunt_name,field,prior_generation_value,active_value,status,active_source
BR7305,Nebo,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7305,Nebo,permits_2025_total,,5,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7307,La Sal,permits_2025_res,,13,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7307,La Sal,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7307,La Sal,permits_2025_total,,14,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7308,North Slope Three Corners/West Daggett,permits_2025_res,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7308,North Slope Three Corners/West Daggett,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7308,North Slope Three Corners/West Daggett,permits_2025_total,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7309,Panguitch Lake/Zion,permits_2025_res,,4,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7309,Panguitch Lake/Zion,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7309,Panguitch Lake/Zion,permits_2025_total,,4,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7310,Boulder/Kaiparowits,permits_2025_res,,10,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7310,Boulder/Kaiparowits,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7310,Boulder/Kaiparowits,permits_2025_total,,11,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7311,Fishlake/Thousand Lakes,permits_2025_res,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7311,Fishlake/Thousand Lakes,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7311,Fishlake/Thousand Lakes,permits_2025_total,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7312,San Juan,permits_2025_res,,11,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7312,San Juan,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7312,San Juan,permits_2025_total,,12,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7313,Diamond Mtn/Vernal/Bonanza,permits_2025_res,,5,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7313,Diamond Mtn/Vernal/Bonanza,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7313,Diamond Mtn/Vernal/Bonanza,permits_2025_total,,5,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7314,Yellowstone,permits_2025_res,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7314,Yellowstone,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7314,Yellowstone,permits_2025_total,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7315,Wasatch Mtns Avintaquin/Currant Creek,permits_2025_res,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7315,Wasatch Mtns Avintaquin/Currant Creek,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7315,Wasatch Mtns Avintaquin/Currant Creek,permits_2025_total,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7316,Wasatch Mtns West-Central,permits_2025_res,,14,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7316,Wasatch Mtns West-Central,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7316,Wasatch Mtns West-Central,permits_2025_total,,15,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7317,Nine Mile,permits_2025_res,,9,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7317,Nine Mile,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7317,Nine Mile,permits_2025_total,,9,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7318,Beaver,permits_2025_res,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7318,Beaver,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7318,Beaver,permits_2025_total,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7320,Cache/Ogden,permits_2025_res,,4,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7320,Cache/Ogden,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7320,Cache/Ogden,permits_2025_total,,4,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7321,Kamas/North Slope Summit,permits_2025_res,,5,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7321,Kamas/North Slope Summit,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7321,Kamas/North Slope Summit,permits_2025_total,,5,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7322,Mt Dutton,permits_2025_res,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7322,Mt Dutton,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7322,Mt Dutton,permits_2025_total,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7323,Paunsaugunt,permits_2025_res,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7323,Paunsaugunt,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7323,Paunsaugunt,permits_2025_total,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7325,Chalk Creek/East Canyon/Morgan-South Rich,permits_2025_res,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7325,Chalk Creek/East Canyon/Morgan-South Rich,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
BR7325,Chalk Creek/East Canyon/Morgan-South Rich,permits_2025_total,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DA1001,"Box Elder, West Bear River",permits_2025_res,24,26,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1001,"Box Elder, West Bear River",permits_2025_total,24,26,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1002,"Box Elder, West Bear River",permits_2025_res,24,30,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1002,"Box Elder, West Bear River",permits_2025_total,24,30,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1003,"Monroe/Plateau, Sevier Valley",permits_2025_res,11,14,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1003,"Monroe/Plateau, Sevier Valley",permits_2025_total,12,15,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1009,"Pine Valley, Enterprise",permits_2025_res,20,25,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1009,"Pine Valley, Enterprise",permits_2025_total,20,25,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1011,George Creek CWMU,permits_2025_res,4,5,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1011,George Creek CWMU,permits_2025_total,4,5,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1012,Junction Valley CWMU,permits_2025_res,12,15,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1012,Junction Valley CWMU,permits_2025_total,12,15,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1013,Mt Carmel CWMU,permits_2025_res,4,5,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1013,Mt Carmel CWMU,permits_2025_total,4,5,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1018,"Pine Valley, New Harmony",permits_2025_res,15,18,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1018,"Pine Valley, New Harmony",permits_2025_total,16,19,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1027,"East Canyon, Davis-North Salt Lake",permits_2025_res,24,30,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1027,"East Canyon, Davis-North Salt Lake",permits_2025_total,24,30,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1030,"Nine Mile, Price River Valley",permits_2025_res,19,23,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1030,"Nine Mile, Price River Valley",permits_2025_total,20,24,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1031,"Oquirrh-Stansbury, Settlement Cyn",permits_2025_res,16,20,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1031,"Oquirrh-Stansbury, Settlement Cyn",permits_2025_total,16,20,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1033,"San Juan, Monticello",permits_2025_res,4,5,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1033,"San Juan, Monticello",permits_2025_total,4,5,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1041,"Nine Mile, Green River Valley",permits_2025_res,11,14,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1041,"Nine Mile, Green River Valley",permits_2025_total,12,15,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1042,"San Juan, Monticello",permits_2025_res,4,5,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1042,"San Juan, Monticello",permits_2025_total,4,5,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1045,"Fillmore, Oak City",permits_2025_res,16,20,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1045,"Fillmore, Oak City",permits_2025_total,16,20,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1046,"Nine Mile, Price River Valley",permits_2025_res,20,25,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1046,"Nine Mile, Price River Valley",permits_2025_total,20,25,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1047,Vernal-Ouray Valley,permits_2025_res,18,22,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1047,Vernal-Ouray Valley,permits_2025_nr,2,3,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1047,Vernal-Ouray Valley,permits_2025_total,20,25,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1048,Fillmore City,permits_2025_res,12,15,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1048,Fillmore City,permits_2025_total,12,15,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1049,"Vernal, Ashley Valley",permits_2025_res,27,34,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1049,"Vernal, Ashley Valley",permits_2025_total,28,35,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1050,The Rose of Snowville CWMU,permits_2025_res,7,8,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DA1050,The Rose of Snowville CWMU,permits_2025_total,7,8,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DB0008,Extended Archery Deer,permits_2025_res,,390,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB0008,Extended Archery Deer,permits_2025_nr,,36,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB0008,Extended Archery Deer,permits_2025_total,,426,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1003,Henry Mtns Premium,permits_2025_res,22,21,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DB1003,Henry Mtns Premium,permits_2025_total,25,24,DIFFERS_FROM_PRIOR_GENERATION,2025_DRAW_RESULTS_TABLES
DB1109,Thousand Lakes,permits_2025_res,2,,PRIOR_ONLY,
DB1109,Thousand Lakes,permits_2025_nr,0,,PRIOR_ONLY,
DB1109,Thousand Lakes,permits_2025_total,2,,PRIOR_ONLY,
DB1501,Box Elder,permits_2025_res,,422,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1501,Box Elder,permits_2025_nr,,35,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1501,Box Elder,permits_2025_total,,457,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1502,Cache,permits_2025_res,,876,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1502,Cache,permits_2025_nr,,42,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1502,Cache,permits_2025_total,,918,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1503,Manti/San Rafael,permits_2025_res,,1106,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1503,Manti/San Rafael,permits_2025_nr,,116,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1503,Manti/San Rafael,permits_2025_total,,1222,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1504,Nebo,permits_2025_res,,695,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1504,Nebo,permits_2025_nr,,31,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1504,Nebo,permits_2025_total,,726,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1506,Fillmore,permits_2025_res,,296,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1506,Fillmore,permits_2025_nr,,34,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1506,Fillmore,permits_2025_total,,330,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1508,Kamas,permits_2025_res,,189,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1508,Kamas,permits_2025_nr,,11,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1508,Kamas,permits_2025_total,,200,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1509,La Sal Mtns,permits_2025_res,,227,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1509,La Sal Mtns,permits_2025_nr,,27,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1509,La Sal Mtns,permits_2025_total,,254,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1510,Monroe,permits_2025_res,,159,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1510,Monroe,permits_2025_nr,,22,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1510,Monroe,permits_2025_total,,181,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1511,Mt Dutton,permits_2025_res,,57,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1511,Mt Dutton,permits_2025_nr,,7,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1511,Mt Dutton,permits_2025_total,,64,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1512,Nine Mile,permits_2025_res,,167,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1512,Nine Mile,permits_2025_nr,,13,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1512,Nine Mile,permits_2025_total,,180,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1513,North Slope,permits_2025_res,,473,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1513,North Slope,permits_2025_nr,,30,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1513,North Slope,permits_2025_total,,503,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1514,Ogden,permits_2025_res,,384,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1514,Ogden,permits_2025_nr,,7,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1514,Ogden,permits_2025_total,,391,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1516,Panguitch Lake,permits_2025_res,,336,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1516,Panguitch Lake,permits_2025_nr,,39,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1516,Panguitch Lake,permits_2025_total,,375,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1517,Pine Valley,permits_2025_res,,408,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1517,Pine Valley,permits_2025_nr,,48,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1517,Pine Valley,permits_2025_total,,456,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1518,Boulder/Kaiparowits,permits_2025_res,,379,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1518,Boulder/Kaiparowits,permits_2025_nr,,41,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1518,Boulder/Kaiparowits,permits_2025_total,,420,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1519,Fishlake,permits_2025_res,,177,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1519,Fishlake,permits_2025_nr,,19,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1519,Fishlake,permits_2025_total,,196,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1521,"San Juan, Abajo Mtns",permits_2025_res,,421,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1521,"San Juan, Abajo Mtns",permits_2025_nr,,49,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1521,"San Juan, Abajo Mtns",permits_2025_total,,470,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1522,Vernal/Bonanza,permits_2025_res,,276,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1522,Vernal/Bonanza,permits_2025_nr,,25,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1522,Vernal/Bonanza,permits_2025_total,,301,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1523,Yellowstone,permits_2025_res,,194,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1523,Yellowstone,permits_2025_nr,,21,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1523,Yellowstone,permits_2025_total,,215,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1524,Southwest Desert,permits_2025_res,,64,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1524,Southwest Desert,permits_2025_nr,,7,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1524,Southwest Desert,permits_2025_total,,71,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1525,"Wasatch Mtns, East",permits_2025_res,,809,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1525,"Wasatch Mtns, East",permits_2025_nr,,69,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1525,"Wasatch Mtns, East",permits_2025_total,,878,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1526,"Wasatch Mtns, West",permits_2025_res,,1080,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1526,"Wasatch Mtns, West",permits_2025_nr,,68,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1526,"Wasatch Mtns, West",permits_2025_total,,1148,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1529,Zion,permits_2025_res,,397,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1529,Zion,permits_2025_nr,,45,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1529,Zion,permits_2025_total,,442,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1531,Box Elder,permits_2025_res,,1797,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1531,Box Elder,permits_2025_nr,,165,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1531,Box Elder,permits_2025_total,,1962,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1533,Manti/San Rafael,permits_2025_res,,4187,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1533,Manti/San Rafael,permits_2025_nr,,361,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1533,Manti/San Rafael,permits_2025_total,,4548,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1534,Nebo,permits_2025_res,,2462,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1534,Nebo,permits_2025_nr,,141,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1534,Nebo,permits_2025_total,,2603,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1536,Fillmore,permits_2025_res,,796,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1536,Fillmore,permits_2025_nr,,70,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1536,Fillmore,permits_2025_total,,866,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1538,Kamas,permits_2025_res,,421,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1538,Kamas,permits_2025_nr,,23,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1538,Kamas,permits_2025_total,,444,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1539,La Sal Mtns,permits_2025_res,,864,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1539,La Sal Mtns,permits_2025_nr,,93,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1539,La Sal Mtns,permits_2025_total,,957,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1540,Monroe,permits_2025_res,,541,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1540,Monroe,permits_2025_nr,,57,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1540,Monroe,permits_2025_total,,598,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1541,Mt Dutton,permits_2025_res,,203,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1541,Mt Dutton,permits_2025_nr,,19,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1541,Mt Dutton,permits_2025_total,,222,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1542,Nine Mile,permits_2025_res,,441,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1542,Nine Mile,permits_2025_nr,,30,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1542,Nine Mile,permits_2025_total,,471,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1543,North Slope,permits_2025_res,,979,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1543,North Slope,permits_2025_nr,,61,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1543,North Slope,permits_2025_total,,1040,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1544,Ogden,permits_2025_res,,1302,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1544,Ogden,permits_2025_nr,,47,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1544,Ogden,permits_2025_total,,1349,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1546,Panguitch Lake,permits_2025_res,,750,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1546,Panguitch Lake,permits_2025_nr,,78,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1546,Panguitch Lake,permits_2025_total,,828,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1547,Pine Valley,permits_2025_res,,1040,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1547,Pine Valley,permits_2025_nr,,96,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1547,Pine Valley,permits_2025_total,,1136,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1549,Fishlake,permits_2025_res,,414,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1549,Fishlake,permits_2025_nr,,42,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1549,Fishlake,permits_2025_total,,456,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1551,"San Juan, Abajo Mtns",permits_2025_res,,1317,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1551,"San Juan, Abajo Mtns",permits_2025_nr,,125,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1551,"San Juan, Abajo Mtns",permits_2025_total,,1442,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1552,Vernal/Bonanza,permits_2025_res,,475,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1552,Vernal/Bonanza,permits_2025_nr,,55,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1552,Vernal/Bonanza,permits_2025_total,,530,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1553,Yellowstone,permits_2025_res,,628,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1553,Yellowstone,permits_2025_nr,,57,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1553,Yellowstone,permits_2025_total,,685,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1554,Southwest Desert,permits_2025_res,,229,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1554,Southwest Desert,permits_2025_nr,,25,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1554,Southwest Desert,permits_2025_total,,254,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1555,"Wasatch Mtns, East",permits_2025_res,,3095,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1555,"Wasatch Mtns, East",permits_2025_nr,,253,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1555,"Wasatch Mtns, East",permits_2025_total,,3348,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1556,"Wasatch Mtns, West",permits_2025_res,,3207,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1556,"Wasatch Mtns, West",permits_2025_nr,,94,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1556,"Wasatch Mtns, West",permits_2025_total,,3301,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1559,Zion,permits_2025_res,,1067,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1559,Zion,permits_2025_nr,,109,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1559,Zion,permits_2025_total,,1176,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1561,Box Elder,permits_2025_res,,499,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1561,Box Elder,permits_2025_nr,,21,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
