hunt_code,historical_hunt_code,current_hunt_code,hunt_name,species,reported_hunt_year,model_target_year,unit,unit_name,boundary_id,boundary_name,average_harvest_age,age_data_available,percent_5plus,percent_mature_or_5_plus,percent_adult_male,percent_adult_female,age_metric_type,age_source_scope,source_file,source_page,source_table_title,source_row_key,source_package_file,source_package_path,crosswalk_method,crosswalk_confidence,crosswalk_score,review_status,review_reason,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,quality_score_eligible,trophy_age_score_eligible,notes,database_code_present,database_hunt_name,database_species,database_match_notes
DB1010,,,Paunsaugunt,Limited Entry Buck Deer,2022,2023,,,163,,5.4,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::1308,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_direct_hunt_code|AGE_CONFIDENCE_2022:unit_level_high|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package,true,Paunsaugunt Management,Deer,DIRECT_DATABASE_MATCH
DB1058,,,Paunsaugunt,Deer,2023,2024,,,163,,5.6,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2391,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_direct_hunt_code|AGE_CONFIDENCE_2023:unit_level_high|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Paunsaugunt Cactus,Deer,DIRECT_DATABASE_MATCH
DB1058,,,Paunsaugunt Cactus,Mule Deer,2023,2024,,,163,,5.6,true,,,,,average_harvest_age,hunt_code_direct,23_bg_report.pdf,34,,harvest_results_all_years_long.csv::17074,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_direct_hunt_code|AGE_CONFIDENCE_2023:unit_level_high|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Paunsaugunt Cactus,Deer,DIRECT_DATABASE_MATCH
DB1058,,,Paunsaugunt,Limited Entry Buck Deer,2022,2023,,,163,,5.4,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,3,,harvest_quality_features_all_years_by_hunt_code.csv::1349,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_direct_hunt_code|AGE_CONFIDENCE_2022:unit_level_high|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package,true,Paunsaugunt Cactus,Deer,DIRECT_DATABASE_MATCH
DB1073,,,Paunsaugunt,Deer,2023,2024,,,163,,5.6,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2394,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_direct_hunt_code|AGE_CONFIDENCE_2023:unit_level_high|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Paunsaugunt Management,Deer,DIRECT_DATABASE_MATCH
DB1073,,,Paunsaugunt Management,Mule Deer,2023,2024,,,163,,5.6,true,,,,,average_harvest_age,hunt_code_direct,23_bg_report.pdf,34,,harvest_results_all_years_long.csv::17103,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_direct_hunt_code|AGE_CONFIDENCE_2023:unit_level_high|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Paunsaugunt Management,Deer,DIRECT_DATABASE_MATCH
DB1073,,,Paunsaugunt,Limited Entry Buck Deer,2022,2023,,,163,,5.4,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,3,,harvest_quality_features_all_years_by_hunt_code.csv::1352,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_direct_hunt_code|AGE_CONFIDENCE_2022:unit_level_high|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package,true,Paunsaugunt Management,Deer,DIRECT_DATABASE_MATCH
DB1074,,,Paunsaugunt,Deer,2023,2024,,,163,,5.6,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2395,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_direct_hunt_code|AGE_CONFIDENCE_2023:unit_level_high|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Paunsaugunt Management,Deer,DIRECT_DATABASE_MATCH
DB1074,,,Paunsaugunt Management,Mule Deer,2023,2024,,,163,,5.6,true,,,,,average_harvest_age,hunt_code_direct,23_bg_report.pdf,34,,harvest_results_all_years_long.csv::17114,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_direct_hunt_code|AGE_CONFIDENCE_2023:unit_level_high|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Paunsaugunt Management,Deer,DIRECT_DATABASE_MATCH
DB1074,,,Paunsaugunt,Limited Entry Buck Deer,2022,2023,,,163,,5.4,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,3,,harvest_quality_features_all_years_by_hunt_code.csv::1353,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_direct_hunt_code|AGE_CONFIDENCE_2022:unit_level_high|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package,true,Paunsaugunt Management,Deer,DIRECT_DATABASE_MATCH
DS6606,,,"DS6606 San Juan, Lockhart",Bighorn Sheep,2023,2024,,,187,,7,true,,,,,average_harvest_age,hunt_code_direct,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,1,,harvest_results_all_years_long.csv::19350,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_MATCHED,true,"San Juan, Lockhart",Desert Bighorn Sheep,DIRECT_DATABASE_MATCH
DS6623,,,"Desert Bighorn Sheep - San Juan, San Juan River - Any Legal Weapon",Desert Bighorn Sheep,2026,2026,,,309,,,true,,,0,,percent_adult_male,hunt_code_direct,draw_reality_engine_predictive_with_harvest_features.csv,,,draw_reality_engine_predictive_with_harvest_features.csv::10059,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,REVIEW,PROXY_ONLY_NO_AVERAGE_AGE,true,true,false,false,,true,"San Juan, San Juan River",Desert Bighorn Sheep,DIRECT_DATABASE_MATCH
DS6623,,,"DS6623 San Juan, San Juan River",Bighorn Sheep,2023,2024,,,309,,6,true,,,,,average_harvest_age,hunt_code_direct,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,2,,harvest_results_all_years_long.csv::19594,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_MATCHED,true,"San Juan, San Juan River",Desert Bighorn Sheep,DIRECT_DATABASE_MATCH
EA1013,,,"Central Mtns, Central Manti",Antlerless Elk,2021,2022,,,43,,6.5,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,92,,harvest_results_all_years_long.csv::4282,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,"Manti, Central",Elk,DIRECT_DATABASE_MATCH
EA1021,,,"Central Mtns, Nebo",Antlerless Elk,2021,2022,,,616,,7.2,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,92,,harvest_results_all_years_long.csv::4322,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,Nebo,Elk,DIRECT_DATABASE_MATCH
EA1022,,,"Central Mtns, North Manti",Antlerless Elk,2021,2022,,,58,,6.5,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,92,,harvest_results_all_years_long.csv::4330,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,"Manti, North",Elk,DIRECT_DATABASE_MATCH
EA1023,,,"Central Mtns, South Manti",Antlerless Elk,2021,2022,,,862,,6.5,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,92,,harvest_results_all_years_long.csv::4338,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,"Manti, South",Elk,DIRECT_DATABASE_MATCH
EA1024,,,"Central Mtns, South Manti",Antlerless Elk,2021,2022,,,862,,6.5,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,92,,harvest_results_all_years_long.csv::4346,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,"Manti, South",Elk,DIRECT_DATABASE_MATCH
EA1025,,,"Central Mtns, West Manti",Antlerless Elk,2021,2022,,,861,,6.5,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,92,,harvest_results_all_years_long.csv::4354,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,"Manti, West",Elk,DIRECT_DATABASE_MATCH
EA1030,,,"Fillmore, Pahvant",Antlerless Elk,2023,2024,,,88,,7.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,1,,harvest_quality_features_all_years_by_hunt_code.csv::2804,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,"Fillmore, Pahvant",Elk,DIRECT_DATABASE_MATCH
EA1031,,,"Fillmore, Pahvant",Antlerless Elk,2023,2024,,,88,,7.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,1,,harvest_quality_features_all_years_by_hunt_code.csv::2805,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,"Fillmore, Pahvant",Elk,DIRECT_DATABASE_MATCH
EA1037,,,"La Sal, Dolores Triangle",Antlerless Elk,2023,2024,,,108,,5.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,1,,harvest_quality_features_all_years_by_hunt_code.csv::2808,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Dolores Triangle,Elk,DIRECT_DATABASE_MATCH
EA1038,,,"La Sal, La Sal Mtns",Antlerless Elk,2023,2024,,,617,,5.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,1,,harvest_quality_features_all_years_by_hunt_code.csv::2809,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,La Sal Mtns,Elk,DIRECT_DATABASE_MATCH
EA1039,,,"La Sal, La Sal Mtns",Antlerless Elk,2023,2024,,,617,,5.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,1,,harvest_quality_features_all_years_by_hunt_code.csv::2810,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,La Sal Mtns,Elk,DIRECT_DATABASE_MATCH
EA1040,,,"Monroe, Koosharem Valley",Antlerless Elk,2023,2024,,,723,,9.1,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,1,,harvest_quality_features_all_years_by_hunt_code.csv::2811,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,"Monroe, Koosharem Valley",Elk,DIRECT_DATABASE_MATCH
EA1049,,,"Mt Dutton, Deep Creek",Antlerless Elk,2021,2022,,,438,,7.5,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,93,,harvest_results_all_years_long.csv::4450,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,"Mt Dutton, Deep Creek",Elk,DIRECT_DATABASE_MATCH
EA1054,,,"Nine Mile, West Anthro",Antlerless Elk,2022,2023,,,132,,5.2,true,,,,,average_harvest_age,hunt_code_direct,FF6D4B3D__2022_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::1671,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package,true,"Nine Mile, West Anthro",Elk,DIRECT_DATABASE_MATCH
EA1056,,,"North Slope, Greendale Any Legal Weapon 5",Antlerless Elk,2023,2024,,,134,,5.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,1,,harvest_quality_features_all_years_by_hunt_code.csv::2816,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,"North Slope, Greendale",Elk,DIRECT_DATABASE_MATCH
EA1058,,,"North Slope, Henrys Fork-Burnt Fork",Antlerless Elk,2023,2024,,,135,,5.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,1,,harvest_quality_features_all_years_by_hunt_code.csv::2817,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,"North Slope, Henrys Fork-Burnt Fork",Elk,DIRECT_DATABASE_MATCH
EA1060,,,"North Slope, West Daggett",Antlerless Elk,2023,2024,,,142,,5.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2818,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,"North Slope, West Daggett",Elk,DIRECT_DATABASE_MATCH
EA1061,,,"North Slope, West Daggett",Antlerless Elk,2023,2024,,,142,,5.7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2819,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,"North Slope, West Daggett",Elk,DIRECT_DATABASE_MATCH
EA1069,,,Panguitch Lake,Antlerless Elk,2022,2023,,,634,,7.6,true,,,,,average_harvest_age,hunt_code_direct,FF6D4B3D__2022_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::1678,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package,true,Panguitch Lake,Elk,DIRECT_DATABASE_MATCH
EA1073,,,Paunsaugunt,Antlerless Elk,2023,2024,,,163,,5.5,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2823,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Paunsaugunt,Elk,DIRECT_DATABASE_MATCH
EA1078,,,"Plateau, Fishlake/Thousand Lakes",Antlerless Elk,2021,2022,,,175,,6.9,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,93,,harvest_results_all_years_long.csv::4602,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,Fishlake/Thousand Lakes,Elk,DIRECT_DATABASE_MATCH
EA1079,,,"Plateau, Fishlake/Thousand Lakes East",Antlerless Elk,2021,2022,,,698,,6.9,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,93,,harvest_results_all_years_long.csv::4610,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,Fishlake/Thousand Lakes East,Elk,DIRECT_DATABASE_MATCH
EA1080,,,"Plateau, Fishlake/Thousand Lakes West",Antlerless Elk,2021,2022,,,699,,6.9,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,93,,harvest_results_all_years_long.csv::4618,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,Fishlake/Thousand Lakes West,Elk,DIRECT_DATABASE_MATCH
EA1081,,,San Juan,Antlerless Elk,2021,2022,,,710,,7.7,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,93,,harvest_results_all_years_long.csv::4626,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,San Juan,Elk,DIRECT_DATABASE_MATCH
EA1082,,,San Juan,Antlerless Elk,2021,2022,,,710,,7.7,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,93,,harvest_results_all_years_long.csv::4634,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package,true,San Juan,Elk,DIRECT_DATABASE_MATCH
EA1084,,,"San Rafael, North",Antlerless Elk,2023,2024,,,194,,6.4,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2833,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,"San Rafael, North",Elk,DIRECT_DATABASE_MATCH
EA1085,,,"South Slope, Bonanza/Vernal",Antlerless Elk,2023,2024,,,614,,7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2834,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Vernal/Bonanza,Elk,DIRECT_DATABASE_MATCH
EA1087,,,"South Slope, Bonanza/Vernal",Antlerless Elk,2023,2024,,,614,,7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2835,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Vernal/Bonanza,Elk,DIRECT_DATABASE_MATCH
EA1089,,,"South Slope, Diamond Mtn",Antlerless Elk,2023,2024,,,206,,7,true,,,,,average_harvest_age,hunt_code_direct,A96251BE__2023_antlerless_hr.pdf,2,,harvest_quality_features_all_years_by_hunt_code.csv::2836,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package,true,Diamond Mtn,Elk,DIRECT_DATABASE_MATCH
