unit,hunt_name,hunt_code,hunt_number,boundary_id,boundary_geometry_type,geometry_status,boundary_geojson_path,member_boundary_ids,merged_boundary_id
,"Panguitch Lake/Zion, North",PB5054,PB5054,718,single_kmz,mapped,processed_data/boundaries/PB5054.geojson,,
,"San Rafael, Desert",PB5055,PB5055,443,single_kmz,mapped,processed_data/boundaries/PB5055.geojson,,
,"Cache, Rich",PB5074,PB5074,38,single_kmz,mapped,processed_data/boundaries/PB5074.geojson,,
,Parker Mtn,PB5077,PB5077,703,single_kmz,mapped,processed_data/boundaries/PB5077.geojson,,
,Mt Dutton/Paunsaugunt,PB5332,PB5332,453,single_kmz,mapped,processed_data/boundaries/PB5332.geojson,,
,Southwest Desert,PB5024,PB5024,625,single_kmz,mapped,processed_data/boundaries/PB5024.geojson,,
,"San Rafael, North",PB5056,PB5056,194,single_kmz,mapped,processed_data/boundaries/PB5056.geojson,,
,"Nine Mile, Anthro-Myton Bench",PB5059,PB5059,129,single_kmz,mapped,processed_data/boundaries/PB5059.geojson,,
,Diamond Mtn/Bonanza,PB5060,PB5060,461,single_kmz,mapped,processed_data/boundaries/PB5060.geojson,,
,"Panguitch Lake/Zion, North",PB5061,PB5061,718,single_kmz,mapped,processed_data/boundaries/PB5061.geojson,,
,Pine Valley,PB5062,PB5062,636,single_kmz,mapped,processed_data/boundaries/PB5062.geojson,,
,"Fillmore, Oak Creek South",PB5065,PB5065,81,single_kmz,mapped,processed_data/boundaries/PB5065.geojson,,
,"North Slope, Three Corners/West Daggett",PB5066,PB5066,289,single_kmz,mapped,processed_data/boundaries/PB5066.geojson,,
,Vernal,PB5072,PB5072,208,single_kmz,mapped,processed_data/boundaries/PB5072.geojson,,
,"Cache, Rich",PB5075,PB5075,38,single_kmz,mapped,processed_data/boundaries/PB5075.geojson,,
,Parker Mtn,PB5078,PB5078,703,single_kmz,mapped,processed_data/boundaries/PB5078.geojson,,
,"Box Elder, West",PB5079,PB5079,755,single_kmz,mapped,processed_data/boundaries/PB5079.geojson,,
,"Box Elder, Snowville",PB5080,PB5080,27,single_kmz,mapped,processed_data/boundaries/PB5080.geojson,,
,Beaver - Private Land Only,LP5025,LP5025,628,single_kmz,mapped,processed_data/boundaries/LP5025.geojson,,
,"Box Elder, West - Private Land Only",LP5031,LP5031,755,single_kmz,mapped,processed_data/boundaries/LP5031.geojson,,
,"Fillmore, Oak Creek South - Private Land Only",LP5033,LP5033,81,single_kmz,mapped,processed_data/boundaries/LP5033.geojson,,
,"San Rafael, North - Private Land Only",LP5046,LP5046,194,single_kmz,mapped,processed_data/boundaries/LP5046.geojson,,
,Southwest Desert - Private Land Only,LP5049,LP5049,625,single_kmz,mapped,processed_data/boundaries/LP5049.geojson,,
,"West Desert, Rush Valley - Private Land Only",LP5051,LP5051,245,single_kmz,mapped,processed_data/boundaries/LP5051.geojson,,
,Pronghorn - Statewide Permit,PB1000,PB1000,5134,merged_kmz,mapped,processed_data/boundaries/PB1000.geojson,8;15;24;25;27;129;138;244;245;246;277;289;443;625;628;688;715;718;719;171;186;194;208;81;97;636;453;461;755,PB1000_MERGED_2026
,"Book Cliffs, South",RS1001,RS1001,15,single_kmz,mapped,processed_data/boundaries/RS1001.geojson,,
,"Box Elder, Newfoundland Mtn",RS1003,RS1003,20,single_kmz,mapped,processed_data/boundaries/RS1003.geojson,,
,"Nine Mile, Gray Canyon",RS1006,RS1006,821,single_kmz,mapped,processed_data/boundaries/RS1006.geojson,,
,"Box Elder, Newfoundland Mtn",RE1000,RE1000,20,single_kmz,mapped,processed_data/boundaries/RE1000.geojson,,
,Antelope Island Conservation,RS1000,RS1000,1,single_kmz,mapped,processed_data/boundaries/RS1000.geojson,,
,Antelope Island,RS6700,RS6700,1,single_kmz,mapped,processed_data/boundaries/RS6700.geojson,,
,"Book Cliffs, South",RS6701,RS6701,15,single_kmz,mapped,processed_data/boundaries/RS6701.geojson,,
,"Box Elder, Newfoundland Mtn",RS6703,RS6703,20,single_kmz,mapped,processed_data/boundaries/RS6703.geojson,,
,"Box Elder, Newfoundland Mtn",RS6704,RS6704,20,single_kmz,mapped,processed_data/boundaries/RS6704.geojson,,
,"North Slope, Three Corners",RS6708,RS6708,140,single_kmz,mapped,processed_data/boundaries/RS6708.geojson,,
,"North Slope, Summit/West Daggett",RS6709,RS6709,143,single_kmz,mapped,processed_data/boundaries/RS6709.geojson,,
,"Nine Mile, Gray Canyon",RS6712,RS6712,821,single_kmz,mapped,processed_data/boundaries/RS6712.geojson,,
,"Nine Mile, Jack Creek",RS6713,RS6713,820,single_kmz,mapped,processed_data/boundaries/RS6713.geojson,,
,"Fillmore, Oak Creek",RS6720,RS6720,668,single_kmz,mapped,processed_data/boundaries/RS6720.geojson,,
,"Oquirrh-Stansbury, West",RS6721,RS6721,75,single_kmz,mapped,processed_data/boundaries/RS6721.geojson,,
,"Wasatch Mtns, West",RS6724,RS6724,620,single_kmz,mapped,processed_data/boundaries/RS6724.geojson,,
,Nebo,RS6725,RS6725,616,single_kmz,mapped,processed_data/boundaries/RS6725.geojson,,
,"Fillmore, Oak Creek",RS6726,RS6726,668,single_kmz,mapped,processed_data/boundaries/RS6726.geojson,,
,"Box Elder, Newfoundland Mtn",RS6722,RS6722,20,single_kmz,mapped,processed_data/boundaries/RS6722.geojson,,
,"Fillmore, Oak Creek",RS6727,RS6727,668,single_kmz,mapped,processed_data/boundaries/RS6727.geojson,,
,Rocky Mountain Bighorn Sheep - Statewide Permit,RS0001,RS0001,5135,merged_kmz,mapped,processed_data/boundaries/RS0001.geojson,15;20;616;620;668;75;820;821;823;854,RS0001_MERGED_2026
,Pahvant Ensign CWMU,TK1018,TK1018,826,single_kmz,mapped,processed_data/boundaries/TK1018.geojson,,
,East Zion CWMU,TK1021,TK1021,807,single_kmz,mapped,processed_data/boundaries/TK1021.geojson,,
,Central Area,TK1012,TK1012,887,single_kmz,mapped,processed_data/boundaries/TK1012.geojson,,
,Northeastern Area,TK1013,TK1013,886,single_kmz,mapped,processed_data/boundaries/TK1013.geojson,,
,Northern Area,TK1014,TK1014,888,single_kmz,mapped,processed_data/boundaries/TK1014.geojson,,
,Southeastern Area,TK1015,TK1015,884,single_kmz,mapped,processed_data/boundaries/TK1015.geojson,,
,Southern Area,TK1016,TK1016,885,single_kmz,mapped,processed_data/boundaries/TK1016.geojson,,
,Statewide,TK1000,TK1000,454,single_kmz,mapped,processed_data/boundaries/TK1000.geojson,,
,Central Area,TK1003,TK1003,887,single_kmz,mapped,processed_data/boundaries/TK1003.geojson,,
,Northeastern Area,TK1004,TK1004,886,single_kmz,mapped,processed_data/boundaries/TK1004.geojson,,
,Northern Area,TK1005,TK1005,888,single_kmz,mapped,processed_data/boundaries/TK1005.geojson,,
,Southeastern Area,TK1006,TK1006,884,single_kmz,mapped,processed_data/boundaries/TK1006.geojson,,
,Southern Area,TK1007,TK1007,885,single_kmz,mapped,processed_data/boundaries/TK1007.geojson,,
,Southeastern Region - Select areas only,TK1019,TK1019,5137,merged_kmz,mapped,processed_data/boundaries/TK1019.geojson,946;849,TK1019_MERGED_2026
,Southern Region - Select areas only,TK1022,TK1022,5138,merged_kmz,mapped,processed_data/boundaries/TK1022.geojson,942;943;944;945,TK1022_MERGED_2026
,Northern Region - Private land only,TK1001,TK1001,5136,merged_kmz,mapped,processed_data/boundaries/TK1001.geojson,911;912;913;914;915;916,TK1001_MERGED_2026
,Central Region - Private land only,TK1020,TK1020,898,single_kmz,mapped,processed_data/boundaries/TK1020.geojson,898,
,Turkey - Statewide Permit,TK0001,TK0001,454,single_kmz,mapped,processed_data/boundaries/TK0001.geojson,,
,Black Bear Harvest Objective Units,BR1001,BR1001,5002,merged_kmz,mapped,processed_data/boundaries/BR1001.geojson,52;251;289;444;616;617;628;710;175;88;92;610;613;615;630;449;455;462;463;744;845,
,Book Cliffs,BR1008,BR1008,7,single_kmz,mapped,processed_data/boundaries/BR1008.geojson,,
,La Sal,BR1009,BR1009,684,single_kmz,mapped,processed_data/boundaries/BR1009.geojson,,
,San Juan,BR1010,BR1010,710,single_kmz,mapped,processed_data/boundaries/BR1010.geojson,,
,Book Cliffs,BR1011,BR1011,7,single_kmz,mapped,processed_data/boundaries/BR1011.geojson,,
,La Sal,BR1012,BR1012,684,single_kmz,mapped,processed_data/boundaries/BR1012.geojson,,
,San Juan,BR1013,BR1013,710,single_kmz,mapped,processed_data/boundaries/BR1013.geojson,,
,Book Cliffs,BR1015,BR1015,7,single_kmz,mapped,processed_data/boundaries/BR1015.geojson,,
,San Juan,BR1016,BR1016,710,single_kmz,mapped,processed_data/boundaries/BR1016.geojson,,
,La Sal,BR1017,BR1017,684,single_kmz,mapped,processed_data/boundaries/BR1017.geojson,,
,Black Bear Pursuit - Nonresident,BR1018,BR1018,5013,merged_kmz,mapped,processed_data/boundaries/BR1018.geojson,52;163;289;444;616;628;629;175;88;613;615;630;448;455;456;457;462;463;744,
,Beaver,BR7000,BR7000,628,single_kmz,mapped,processed_data/boundaries/BR7000.geojson,,
,Book Cliffs Bitter Creek/South,BR7001,BR7001,449,single_kmz,mapped,processed_data/boundaries/BR7001.geojson,,
,Manti North,BR7003,BR7003,52,single_kmz,mapped,processed_data/boundaries/BR7003.geojson,,
,Manti South/San Rafael North,BR7004,BR7004,744,single_kmz,mapped,processed_data/boundaries/BR7004.geojson,,
,Nebo,BR7005,BR7005,616,single_kmz,mapped,processed_data/boundaries/BR7005.geojson,,
,Fillmore Pahvant,BR7007,BR7007,88,single_kmz,mapped,processed_data/boundaries/BR7007.geojson,,
,Mt Dutton,BR7009,BR7009,630,single_kmz,mapped,processed_data/boundaries/BR7009.geojson,,
,Panguitch Lake/Zion,BR7010,BR7010,462,single_kmz,mapped,processed_data/boundaries/BR7010.geojson,,
,Paunsaugunt,BR7011,BR7011,163,single_kmz,mapped,processed_data/boundaries/BR7011.geojson,,
,Boulder/Kaiparowits,BR7012,BR7012,455,single_kmz,mapped,processed_data/boundaries/BR7012.geojson,,
,Fishlake/Thousand Lakes,BR7013,BR7013,175,single_kmz,mapped,processed_data/boundaries/BR7013.geojson,,
,San Juan,BR7014,BR7014,710,single_kmz,mapped,processed_data/boundaries/BR7014.geojson,,
,Diamond Mtn/Vernal/Bonanza,BR7015,BR7015,444,single_kmz,mapped,processed_data/boundaries/BR7015.geojson,,
,Wasatch Mtns West-Central,BR7016,BR7016,845,single_kmz,mapped,processed_data/boundaries/BR7016.geojson,,
,Cache/Ogden,BR7017,BR7017,92,single_kmz,mapped,processed_data/boundaries/BR7017.geojson,,
,Kamas/North Slope Summit,BR7018,BR7018,251,single_kmz,mapped,processed_data/boundaries/BR7018.geojson,,
,Monroe,BR7020,BR7020,629,single_kmz,mapped,processed_data/boundaries/BR7020.geojson,,
,Dolores Triangle,BR7021,BR7021,108,single_kmz,mapped,processed_data/boundaries/BR7021.geojson,,
,La Sal Mtns,BR7022,BR7022,617,single_kmz,mapped,processed_data/boundaries/BR7022.geojson,,
,Beaver,BR7100,BR7100,628,single_kmz,mapped,processed_data/boundaries/BR7100.geojson,,
,Book Cliffs Bitter Creek/South,BR7101,BR7101,449,single_kmz,mapped,processed_data/boundaries/BR7101.geojson,,
,Book Cliffs Little Creek Roadless,BR7102,BR7102,12,single_kmz,mapped,processed_data/boundaries/BR7102.geojson,,
,Manti North,BR7104,BR7104,52,single_kmz,mapped,processed_data/boundaries/BR7104.geojson,,
,Manti South/San Rafael North,BR7105,BR7105,744,single_kmz,mapped,processed_data/boundaries/BR7105.geojson,,
,Nebo,BR7106,BR7106,616,single_kmz,mapped,processed_data/boundaries/BR7106.geojson,,
,Mt Dutton,BR7109,BR7109,630,single_kmz,mapped,processed_data/boundaries/BR7109.geojson,,
,Nine Mile,BR7110,BR7110,615,single_kmz,mapped,processed_data/boundaries/BR7110.geojson,,
,North Slope Three Corners/West Daggett,BR7111,BR7111,289,single_kmz,mapped,processed_data/boundaries/BR7111.geojson,,
,Panguitch Lake/Zion,BR7112,BR7112,462,single_kmz,mapped,processed_data/boundaries/BR7112.geojson,,
,Paunsaugunt,BR7113,BR7113,163,single_kmz,mapped,processed_data/boundaries/BR7113.geojson,,
,Boulder/Kaiparowits,BR7114,BR7114,455,single_kmz,mapped,processed_data/boundaries/BR7114.geojson,,
,Fishlake/Thousand Lakes,BR7115,BR7115,175,single_kmz,mapped,processed_data/boundaries/BR7115.geojson,,
,San Juan,BR7116,BR7116,710,single_kmz,mapped,processed_data/boundaries/BR7116.geojson,,
,Diamond Mtn/Vernal/Bonanza,BR7117,BR7117,444,single_kmz,mapped,processed_data/boundaries/BR7117.geojson,,
,Yellowstone,BR7118,BR7118,613,single_kmz,mapped,processed_data/boundaries/BR7118.geojson,,
,Wasatch Mtns Avintaquin/Currant Creek,BR7119,BR7119,463,single_kmz,mapped,processed_data/boundaries/BR7119.geojson,,
,Wasatch Mtns West-Central,BR7120,BR7120,448,single_kmz,mapped,processed_data/boundaries/BR7120.geojson,,
,Cache/Ogden,BR7121,BR7121,92,single_kmz,mapped,processed_data/boundaries/BR7121.geojson,,
,Chalk Creek/East Canyon/Morgan-South Rich,BR7122,BR7122,93,single_kmz,mapped,processed_data/boundaries/BR7122.geojson,,
,Kamas/North Slope Summit,BR7123,BR7123,5053,merged_kmz,mapped,processed_data/boundaries/BR7123.geojson,138;611,
,Fillmore Pahvant,BR7124,BR7124,88,single_kmz,mapped,processed_data/boundaries/BR7124.geojson,,
,Monroe,BR7125,BR7125,629,single_kmz,mapped,processed_data/boundaries/BR7125.geojson,,
,Dolores Triangle,BR7126,BR7126,108,single_kmz,mapped,processed_data/boundaries/BR7126.geojson,,
,La Sal Mtns,BR7127,BR7127,617,single_kmz,mapped,processed_data/boundaries/BR7127.geojson,,
,Beaver,BR7200,BR7200,628,single_kmz,mapped,processed_data/boundaries/BR7200.geojson,,
,Book Cliffs Bitter Creek/South,BR7201,BR7201,449,single_kmz,mapped,processed_data/boundaries/BR7201.geojson,,
,Manti North,BR7203,BR7203,52,single_kmz,mapped,processed_data/boundaries/BR7203.geojson,,
,Manti South/San Rafael North,BR7204,BR7204,744,single_kmz,mapped,processed_data/boundaries/BR7204.geojson,,
,Nebo,BR7205,BR7205,616,single_kmz,mapped,processed_data/boundaries/BR7205.geojson,,
,Fillmore Pahvant,BR7207,BR7207,88,single_kmz,mapped,processed_data/boundaries/BR7207.geojson,,
,Mt Dutton,BR7210,BR7210,630,single_kmz,mapped,processed_data/boundaries/BR7210.geojson,,
,Nine Mile,BR7211,BR7211,615,single_kmz,mapped,processed_data/boundaries/BR7211.geojson,,
,North Slope Three Corners/West Daggett,BR7212,BR7212,289,single_kmz,mapped,processed_data/boundaries/BR7212.geojson,,
,Panguitch Lake/Zion,BR7213,BR7213,462,single_kmz,mapped,processed_data/boundaries/BR7213.geojson,,
,Paunsaugunt,BR7214,BR7214,163,single_kmz,mapped,processed_data/boundaries/BR7214.geojson,,
,Boulder/Kaiparowits,BR7215,BR7215,455,single_kmz,mapped,processed_data/boundaries/BR7215.geojson,,
,Fishlake/Thousand Lakes,BR7216,BR7216,175,single_kmz,mapped,processed_data/boundaries/BR7216.geojson,,
,San Juan,BR7217,BR7217,710,single_kmz,mapped,processed_data/boundaries/BR7217.geojson,,
,Diamond Mtn/Vernal/Bonanza,BR7218,BR7218,444,single_kmz,mapped,processed_data/boundaries/BR7218.geojson,,
,Yellowstone,BR7219,BR7219,613,single_kmz,mapped,processed_data/boundaries/BR7219.geojson,,
,Wasatch Mtns Avintaquin/Currant Creek,BR7220,BR7220,463,single_kmz,mapped,processed_data/boundaries/BR7220.geojson,,
,Wasatch Mtns West-Central,BR7221,BR7221,448,single_kmz,mapped,processed_data/boundaries/BR7221.geojson,,
,Book Cliffs Little Creek Roadless,BR7224,BR7224,12,single_kmz,mapped,processed_data/boundaries/BR7224.geojson,,
,Book Cliffs Little Creek Roadless,BR7225,BR7225,12,single_kmz,mapped,processed_data/boundaries/BR7225.geojson,,
,Cache/Ogden,BR7228,BR7228,92,single_kmz,mapped,processed_data/boundaries/BR7228.geojson,,
,Kamas/North Slope Summit,BR7229,BR7229,5079,merged_kmz,mapped,processed_data/boundaries/BR7229.geojson,138;611,
,Monroe,BR7237,BR7237,629,single_kmz,mapped,processed_data/boundaries/BR7237.geojson,,
,Dolores Triangle,BR7238,BR7238,108,single_kmz,mapped,processed_data/boundaries/BR7238.geojson,,
,La Sal Mtns,BR7239,BR7239,617,single_kmz,mapped,processed_data/boundaries/BR7239.geojson,,
,Book Cliffs Bitter Creek/South,BR7300,BR7300,449,single_kmz,mapped,processed_data/boundaries/BR7300.geojson,,
,Book Cliffs Little Creek Roadless,BR7301,BR7301,12,single_kmz,mapped,processed_data/boundaries/BR7301.geojson,,
,Manti North,BR7303,BR7303,52,single_kmz,mapped,processed_data/boundaries/BR7303.geojson,,
,Manti South/San Rafael North,BR7304,BR7304,744,single_kmz,mapped,processed_data/boundaries/BR7304.geojson,,
,Nebo,BR7305,BR7305,616,single_kmz,mapped,processed_data/boundaries/BR7305.geojson,,
,La Sal,BR7307,BR7307,684,single_kmz,mapped,processed_data/boundaries/BR7307.geojson,,
,North Slope Three Corners/West Daggett,BR7308,BR7308,289,single_kmz,mapped,processed_data/boundaries/BR7308.geojson,,
,Panguitch Lake/Zion,BR7309,BR7309,462,single_kmz,mapped,processed_data/boundaries/BR7309.geojson,,
,Boulder/Kaiparowits,BR7310,BR7310,455,single_kmz,mapped,processed_data/boundaries/BR7310.geojson,,
,Fishlake/Thousand Lakes,BR7311,BR7311,175,single_kmz,mapped,processed_data/boundaries/BR7311.geojson,,
,San Juan,BR7312,BR7312,710,single_kmz,mapped,processed_data/boundaries/BR7312.geojson,,
,Diamond Mtn/Vernal/Bonanza,BR7313,BR7313,444,single_kmz,mapped,processed_data/boundaries/BR7313.geojson,,
,Yellowstone,BR7314,BR7314,613,single_kmz,mapped,processed_data/boundaries/BR7314.geojson,,
,Wasatch Mtns Avintaquin/Currant Creek,BR7315,BR7315,463,single_kmz,mapped,processed_data/boundaries/BR7315.geojson,,
,Wasatch Mtns West-Central,BR7316,BR7316,448,single_kmz,mapped,processed_data/boundaries/BR7316.geojson,,
,Nine Mile,BR7317,BR7317,615,single_kmz,mapped,processed_data/boundaries/BR7317.geojson,,
,Beaver,BR7318,BR7318,628,single_kmz,mapped,processed_data/boundaries/BR7318.geojson,,
,Cache/Ogden,BR7320,BR7320,92,single_kmz,mapped,processed_data/boundaries/BR7320.geojson,,
,Kamas/North Slope Summit,BR7321,BR7321,5101,merged_kmz,mapped,processed_data/boundaries/BR7321.geojson,138;611,
,Mt Dutton,BR7322,BR7322,630,single_kmz,mapped,processed_data/boundaries/BR7322.geojson,,
,Paunsaugunt,BR7323,BR7323,163,single_kmz,mapped,processed_data/boundaries/BR7323.geojson,,
,Chalk Creek/East Canyon/Morgan-South Rich,BR7324,BR7324,610,single_kmz,mapped,processed_data/boundaries/BR7324.geojson,,
,Chalk Creek/East Canyon/Morgan-South Rich,BR7325,BR7325,610,single_kmz,mapped,processed_data/boundaries/BR7325.geojson,,
,La Sal Mtns,BR7326,BR7326,617,single_kmz,mapped,processed_data/boundaries/BR7326.geojson,,
,Desert Bighorn Sheep - Statewide Permit,DS1000,DS1000,5110,merged_kmz,mapped,processed_data/boundaries/DS1000.geojson,688;187;190;193;194;94;98;99;100;635;636;756,
,Diamond Mtn Landowner Association,LO0010,LO0010,206,single_loa_boundary,mapped,processed_data/boundaries/LO0010.geojson,,
