permit_group,weapon,hunt_code,residency,permits_2025_truth,permits_2026_truth,permit_delta,significance,repo_public_permits_2026,repo_match_2026,source_document,source_note
Mt Dutton,Early Any Legal Weapon,EB3049,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Mt Dutton,Mid Any Legal Weapon,EB3187,Resident,22,22,0,UNCHANGED,22,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Mt Dutton,Mid Any Legal Weapon,EB3187,Nonresident,2,3,1,MINOR,3,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Mt Dutton,Late Any Legal Weapon,EB3050,Resident,13,13,0,UNCHANGED,13,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Mt Dutton,Late Any Legal Weapon,EB3050,Nonresident,1,2,1,MINOR,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Mt Dutton,Multiseason,EB3113,Resident,2,3,1,MINOR,3,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Mt Dutton,Multiseason,EB3113,Nonresident,0,0,0,UNCHANGED,0,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Mt Dutton,Muzzleloader,EB3089,Resident,11,12,1,MINOR,12,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Mt Dutton,Muzzleloader,EB3089,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Archery,EB3173,Resident,22,29,7,SIGNIFICANT,29,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Archery,EB3173,Nonresident,2,3,1,MINOR,3,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Early Any Legal Weapon,EB3175,Resident,9,12,3,MINOR,12,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Early Any Legal Weapon,EB3175,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Mid Any Legal Weapon,EB3177,Resident,25,34,9,SIGNIFICANT,34,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Mid Any Legal Weapon,EB3177,Nonresident,3,4,1,MINOR,4,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Late Any Legal Weapon,EB3176,Resident,14,20,6,SIGNIFICANT,20,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Late Any Legal Weapon,EB3176,Nonresident,2,2,0,UNCHANGED,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Multiseason,EB3178,Resident,3,4,1,MINOR,4,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Multiseason,EB3178,Nonresident,0,0,0,UNCHANGED,0,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Muzzleloader,EB3179,Resident,13,17,4,MINOR,17,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Nebo/San Pitch Mtns,Muzzleloader,EB3179,Nonresident,1,2,1,MINOR,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Archery,EB3013,Resident,6,6,0,UNCHANGED,6,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Archery,EB3013,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Early Any Legal Weapon,EB3210,Resident,5,5,0,UNCHANGED,5,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Early Any Legal Weapon,EB3210,Nonresident,0,0,0,UNCHANGED,0,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Mid Any Legal Weapon,EB3053,Resident,9,9,0,UNCHANGED,9,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Mid Any Legal Weapon,EB3053,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Multiseason,EB3115,Resident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Multiseason,EB3115,Nonresident,0,0,0,UNCHANGED,0,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Muzzleloader,EB3091,Resident,4,4,0,UNCHANGED,4,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"North Slope, Three Corners",Muzzleloader,EB3091,Nonresident,0,0,0,UNCHANGED,0,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Archery,EB3015,Resident,16,17,1,MINOR,17,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Archery,EB3015,Nonresident,2,2,0,UNCHANGED,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Early Any Legal Weapon,EB3056,Resident,6,7,1,MINOR,7,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Early Any Legal Weapon,EB3056,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Mid Any Legal Weapon,EB3189,Resident,19,20,1,MINOR,20,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Mid Any Legal Weapon,EB3189,Nonresident,2,2,0,UNCHANGED,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Late Any Legal Weapon,EB3057,Resident,11,12,1,MINOR,12,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Late Any Legal Weapon,EB3057,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Multiseason,EB3117,Resident,2,2,0,UNCHANGED,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Multiseason,EB3117,Nonresident,0,0,0,UNCHANGED,0,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Muzzleloader,EB3093,Resident,10,10,0,UNCHANGED,10,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Panguitch Lake,Muzzleloader,EB3093,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Archery,EB3019,Resident,26,29,3,MINOR,29,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Archery,EB3019,Nonresident,3,3,0,UNCHANGED,3,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Early Any Legal Weapon,EB3066,Resident,11,12,1,MINOR,12,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Early Any Legal Weapon,EB3066,Nonresident,1,1,0,UNCHANGED,1,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Mid Any Legal Weapon,EB3194,Resident,31,33,2,MINOR,33,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Mid Any Legal Weapon,EB3194,Nonresident,3,4,1,MINOR,4,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Late Any Legal Weapon,EB3067,Resident,18,20,2,MINOR,20,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Late Any Legal Weapon,EB3067,Nonresident,2,2,0,UNCHANGED,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Multiseason,EB3121,Resident,3,4,1,MINOR,4,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Multiseason,EB3121,Nonresident,0,0,0,UNCHANGED,0,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Muzzleloader,EB3097,Resident,15,17,2,MINOR,17,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
San Juan Bull Elk,Muzzleloader,EB3097,Nonresident,2,2,0,UNCHANGED,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Archery,EB3146,Resident,37,39,2,MINOR,39,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Archery,EB3146,Nonresident,4,4,0,UNCHANGED,4,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Early Any Legal Weapon,EB3149,Resident,15,16,1,MINOR,16,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Early Any Legal Weapon,EB3149,Nonresident,2,2,0,UNCHANGED,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Mid Any Legal Weapon,EB3198,Resident,43,46,3,MINOR,46,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Mid Any Legal Weapon,EB3198,Nonresident,5,5,0,UNCHANGED,5,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Late Any Legal Weapon,EB3152,Resident,25,26,1,MINOR,26,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Late Any Legal Weapon,EB3152,Nonresident,3,3,0,UNCHANGED,3,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Multiseason,EB3157,Resident,5,5,0,UNCHANGED,5,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Multiseason,EB3157,Nonresident,0,0,0,UNCHANGED,0,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Muzzleloader,EB3155,Resident,22,23,1,MINOR,23,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
"Southwest Desert, South",Muzzleloader,EB3155,Nonresident,2,3,1,MINOR,3,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Archery,EB3022,Resident,164,130,-34,MAJOR,130,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Archery,EB3022,Nonresident,18,15,-3,MINOR,15,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Early Any Legal Weapon,EB3072,Resident,67,54,-13,MAJOR,54,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Early Any Legal Weapon,EB3072,Nonresident,7,6,-1,MINOR,6,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Mid Any Legal Weapon,EB3127,Resident,193,155,-38,MAJOR,155,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Mid Any Legal Weapon,EB3127,Nonresident,22,17,-5,MINOR,17,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Late Any Legal Weapon,EB3073,Resident,112,89,-23,MAJOR,89,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Late Any Legal Weapon,EB3073,Nonresident,12,10,-2,MINOR,10,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Multiseason,EB3124,Resident,20,15,-5,MINOR,15,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Multiseason,EB3124,Nonresident,2,2,0,UNCHANGED,2,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Muzzleloader,EB3100,Resident,98,78,-20,MAJOR,78,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
Wasatch Mtns,Muzzleloader,EB3100,Nonresident,11,9,-2,MINOR,9,True,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.
