hunt_code,boundary_id,member_boundary_ids,source_boundary_ids,boundary_source_authority,boundary_source_file,merged_boundary_id,boundary_geometry_type,geometry_status,boundary_geojson_path,boundary_kmz_path,boundary_kml_path,dwr_boundary_link,member_boundary_count
DB1033,615,,615,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1033.geojson,,,,0
DB1034,636,,636,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1034.geojson,,,,0
DB1037,185,,185,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1037.geojson,,,,0
DB1038,206,,206,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1038.geojson,,,,0
DB1039,613,,613,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1039.geojson,,,,0
DB1040,625,,625,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1040.geojson,,,,0
DB1041,621,,621,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1041.geojson,,,,0
DB1042,248,,248,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1042.geojson,,,,0
DB1043,635,,635,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1043.geojson,,,,0
DB1044,7,,7,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1044.geojson,,,,0
DB1045,85,,85,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1045.geojson,,,,0
DB1046,185,,185,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1046.geojson,,,,0
DB1047,206,,206,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1047.geojson,,,,0
DB1048,248,,248,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1048.geojson,,,,0
DB1053,630,,630,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1053.geojson,,,,0
DB1054,609,,609,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1054.geojson,,,,0
DB1055,633,,633,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1055.geojson,,,,0
DB1056,7,,7,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1056.geojson,,,,0
DB1058,163,,163,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1058.geojson,,,,0
DB1065,612,,612,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1065.geojson,,,,0
DB1073,163,,163,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1073.geojson,,,,0
DB1074,163,,163,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1074.geojson,,,,0
DB1075,7,,7,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1075.geojson,,,,0
DB1076,7,,7,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1076.geojson,,,,0
DB1077,607,,607,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1077.geojson,,,,0
DB1078,29,,29,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1078.geojson,,,,0
DB1079,619,,619,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1079.geojson,,,,0
DB1080,616,,616,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1080.geojson,,,,0
DB1081,617,,617,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1081.geojson,,,,0
DB1083,634,,634,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1083.geojson,,,,0
DB1084,455,,455,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1084.geojson,,,,0
DB1085,618,,618,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1085.geojson,,,,0
DB1086,614,,614,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1086.geojson,,,,0
DB1087,620,,620,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1087.geojson,,,,0
DB1090,301,,301,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1090.geojson,,,,0
DB1091,314,,314,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1091.geojson,,,,0
DB1100,69,,69,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1100.geojson,,,,0
DB1101,276,,276,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1101.geojson,,,,0
DB1103,117,,117,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1103.geojson,,,,0
DB1105,276,,276,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1105.geojson,,,,0
DB1106,632,,632,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1106.geojson,,,,0
DB1107,632,,632,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1107.geojson,,,,0
DB1108,632,,632,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1108.geojson,,,,0
DB1109,632,,632,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1109.geojson,,,,0
DB1110,685,,685,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1110.geojson,,,,0
DB1111,672,,672,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1111.geojson,,,,0
DB1112,926,,926,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1112.geojson,,,,0
DB1113,927,,927,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1113.geojson,,,,0
DB1114,925,,925,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1114.geojson,,,,0
DB1115,928,,928,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1115.geojson,,,,0
DB1116,929,,929,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1116.geojson,,,,0
DB1118,108,,108,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1118.geojson,,,,0
DB1119,930,,930,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1119.geojson,,,,0
DB1120,932,,932,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1120.geojson,,,,0
DB1121,1,,1,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1121.geojson,,,,0
DB1200,526,,526,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1200.geojson,,,,0
DB1201,526,,526,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1201.geojson,,,,0
DB1202,581,,581,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1202.geojson,,,,0
DB1203,599,,599,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1203.geojson,,,,0
DB1204,559,,559,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1204.geojson,,,,0
DB1205,527,,527,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1205.geojson,,,,0
DB1206,582,,582,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1206.geojson,,,,0
DB1207,575,,575,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1207.geojson,,,,0
DB1208,874,,874,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1208.geojson,,,,0
DB1209,500,,500,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1209.geojson,,,,0
DB1211,510,,510,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1211.geojson,,,,0
DB1212,604,,604,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1212.geojson,,,,0
DB1213,529,,529,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1213.geojson,,,,0
DB1215,598,,598,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1215.geojson,,,,0
DB1216,545,,545,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1216.geojson,,,,0
DB1217,560,,560,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1217.geojson,,,,0
DB1219,732,,732,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1219.geojson,,,,0
DB1222,505,,505,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1222.geojson,,,,0
DB1224,640,,640,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1224.geojson,,,,0
DB1227,606,,606,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1227.geojson,,,,0
DB1228,568,,568,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1228.geojson,,,,0
DB1229,733,,733,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1229.geojson,,,,0
DB1230,554,,554,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1230.geojson,,,,0
DB1231,512,,512,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1231.geojson,,,,0
DB1232,567,,567,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1232.geojson,,,,0
DB1233,520,,520,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1233.geojson,,,,0
DB1234,807,,807,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1234.geojson,,,,0
DB1236,519,,519,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1236.geojson,,,,0
DB1237,522,,522,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1237.geojson,,,,0
DB1238,579,,579,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1238.geojson,,,,0
DB1239,514,,514,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1239.geojson,,,,0
DB1240,806,,806,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1240.geojson,,,,0
DB1241,497,,497,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1241.geojson,,,,0
DB1242,525,,525,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1242.geojson,,,,0
DB1243,530,,530,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1243.geojson,,,,0
DB1244,489,,489,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1244.geojson,,,,0
DB1245,573,,573,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1245.geojson,,,,0
DB1246,577,,577,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1246.geojson,,,,0
DB1248,555,,555,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1248.geojson,,,,0
DB1249,550,,550,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1249.geojson,,,,0
DB1250,495,,495,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1250.geojson,,,,0
DB1251,735,,735,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1251.geojson,,,,0
DB1252,493,,493,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1252.geojson,,,,0
DB1253,549,,549,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1253.geojson,,,,0
DB1255,531,,531,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1255.geojson,,,,0
DB1256,589,,589,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1256.geojson,,,,0
DB1258,484,,484,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1258.geojson,,,,0
DB1259,569,,569,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1259.geojson,,,,0
DB1260,565,,565,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1260.geojson,,,,0
DB1261,551,,551,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1261.geojson,,,,0
DB1263,485,,485,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1263.geojson,,,,0
DB1264,518,,518,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1264.geojson,,,,0
DB1265,572,,572,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1265.geojson,,,,0
DB1266,533,,533,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1266.geojson,,,,0
DB1269,513,,513,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1269.geojson,,,,0
DB1270,503,,503,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1270.geojson,,,,0
DB1271,534,,534,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1271.geojson,,,,0
DB1272,535,,535,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1272.geojson,,,,0
DB1273,504,,504,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1273.geojson,,,,0
DB1274,736,,736,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1274.geojson,,,,0
DB1275,592,,592,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1275.geojson,,,,0
DB1277,501,,501,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1277.geojson,,,,0
DB1279,542,,542,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1279.geojson,,,,0
DB1280,502,,502,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1280.geojson,,,,0
DB1281,496,,496,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1281.geojson,,,,0
DB1282,548,,548,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1282.geojson,,,,0
DB1283,543,,543,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1283.geojson,,,,0
DB1285,740,,740,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1285.geojson,,,,0
DB1286,574,,574,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1286.geojson,,,,0
DB1287,539,,539,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1287.geojson,,,,0
DB1288,541,,541,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1288.geojson,,,,0
DB1289,490,,490,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1289.geojson,,,,0
DB1290,578,,578,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1290.geojson,,,,0
DB1291,585,,585,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1291.geojson,,,,0
DB1292,552,,552,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1292.geojson,,,,0
DB1293,491,,491,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1293.geojson,,,,0
DB1294,741,,741,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1294.geojson,,,,0
DB1295,546,,546,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1295.geojson,,,,0
DB1298,562,,562,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1298.geojson,,,,0
DB1299,547,,547,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1299.geojson,,,,0
DB1300,602,,602,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1300.geojson,,,,0
DB1301,553,,553,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1301.geojson,,,,0
DB1303,492,,492,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1303.geojson,,,,0
DB1304,521,,521,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1304.geojson,,,,0
DB1305,586,,586,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1305.geojson,,,,0
DB1306,499,,499,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1306.geojson,,,,0
DB1308,511,,511,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1308.geojson,,,,0
DB1309,805,,805,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1309.geojson,,,,0
DB1310,488,,488,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1310.geojson,,,,0
DB1312,571,,571,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1312.geojson,,,,0
DB1317,580,,580,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1317.geojson,,,,0
DB1322,826,,826,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1322.geojson,,,,0
DB1323,827,,827,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1323.geojson,,,,0
DB1325,516,,516,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1325.geojson,,,,0
DB1326,856,,856,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1326.geojson,,,,0
DB1327,858,,858,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1327.geojson,,,,0
DB1328,494,,494,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1328.geojson,,,,0
DB1330,876,,876,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1330.geojson,,,,0
DB1331,875,,875,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1331.geojson,,,,0
DB1332,874,,874,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1332.geojson,,,,0
DB1333,878,,878,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1333.geojson,,,,0
DB1334,526,,526,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1334.geojson,,,,0
DB1335,892,,892,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1335.geojson,,,,0
DB1336,890,,890,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1336.geojson,,,,0
DB1337,556,,556,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1337.geojson,,,,0
DB1341,908,,908,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1341.geojson,,,,0
DB1342,905,,905,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1342.geojson,,,,0
DB1347,509,,509,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1347.geojson,,,,0
DB1349,524,,524,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1349.geojson,,,,0
DB1351,923,,923,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1351.geojson,,,,0
DB1501,607,,607,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1501.geojson,,,,0
DB1502,29,,29,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1502.geojson,,,,0
DB1503,619,,619,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1503.geojson,,,,0
DB1504,616,,616,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1504.geojson,,,,0
DB1506,804,,804,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1506.geojson,,,,0
DB1508,611,,611,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1508.geojson,,,,0
DB1509,617,,617,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1509.geojson,,,,0
DB1510,629,,629,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1510.geojson,,,,0
DB1511,630,,630,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1511.geojson,,,,0
DB1512,615,,615,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1512.geojson,,,,0
DB1513,612,,612,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1513.geojson,,,,0
DB1514,609,,609,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1514.geojson,,,,0
DB1516,634,,634,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1516.geojson,,,,0
DB1517,636,,636,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1517.geojson,,,,0
DB1518,455,,455,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1518.geojson,,,,0
DB1519,633,,633,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1519.geojson,,,,0
DB1521,618,,618,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1521.geojson,,,,0
DB1522,614,,614,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1522.geojson,,,,0
DB1523,613,,613,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1523.geojson,,,,0
DB1524,625,,625,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1524.geojson,,,,0
DB1525,621,,621,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1525.geojson,,,,0
DB1526,620,,620,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1526.geojson,,,,0
DB1529,635,,635,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1529.geojson,,,,0
DB1531,607,,607,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1531.geojson,,,,0
DB1533,619,,619,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1533.geojson,,,,0
DB1534,616,,616,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1534.geojson,,,,0
DB1536,804,,804,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1536.geojson,,,,0
DB1538,611,,611,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1538.geojson,,,,0
DB1539,617,,617,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1539.geojson,,,,0
DB1540,629,,629,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1540.geojson,,,,0
DB1541,630,,630,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1541.geojson,,,,0
DB1542,615,,615,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1542.geojson,,,,0
DB1543,612,,612,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1543.geojson,,,,0
DB1544,609,,609,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1544.geojson,,,,0
DB1546,634,,634,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1546.geojson,,,,0
DB1547,636,,636,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1547.geojson,,,,0
DB1549,633,,633,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1549.geojson,,,,0
DB1551,618,,618,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1551.geojson,,,,0
DB1552,614,,614,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1552.geojson,,,,0
DB1553,613,,613,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1553.geojson,,,,0
DB1554,625,,625,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1554.geojson,,,,0
DB1555,621,,621,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1555.geojson,,,,0
DB1556,620,,620,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1556.geojson,,,,0
DB1559,635,,635,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1559.geojson,,,,0
DB1561,607,,607,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1561.geojson,,,,0
DB1563,619,,619,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1563.geojson,,,,0
DB1564,616,,616,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1564.geojson,,,,0
DB1566,804,,804,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1566.geojson,,,,0
