hunt_code,comparison_bucket,in_active_database_2026,database_species,database_hunt_name,database_hunt_type,harvest_families,harvest_species,harvest_hunt_names,harvest_rows,harvest_files,harvest_permits_sum,harvest_hunters_sum,harvest_sum,harvest_success_percent_mean,harvest_average_days_mean,harvest_satisfaction_mean,draw_species,draw_hunt_names,draw_rows,draw_files,draw_permits_2023_res,draw_permits_2023_nr,draw_permits_2023_total,draw_applicants_2023_res,draw_applicants_2023_nr
BR1010,draw_only,YES,Black Bear,San Juan,Restricted Pursuit - Summer,,,,0,,,,,,,,Bear,San Juan - Pursuit,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,14.0,1.0,15.0,67.0,5.0
BR1011,draw_only,YES,Black Bear,Book Cliffs,Restricted Pursuit - Late Summer,,,,0,,,,,,,,Bear,Book Cliffs - Pursuit,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,26.0,2.0,28.0,51.0,3.0
BR1012,draw_only,YES,Black Bear,La Sal,Restricted Pursuit - Late Summer,,,,0,,,,,,,,Bear,La Sal - Pursuit,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,14.0,1.0,15.0,75.0,3.0
BR1013,draw_only,YES,Black Bear,San Juan,Restricted Pursuit - Late Summer,,,,0,,,,,,,,Bear,San Juan - Pursuit,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,15.0,0.0,15.0,42.0,0.0
BR1015,draw_only,YES,Black Bear,Book Cliffs,Restricted Pursuit - Spring,,,,0,,,,,,,,Bear,Book Cliffs - Pursuit,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,0.0,2.0,2.0,0.0,13.0
BR1016,draw_only,YES,Black Bear,San Juan,Restricted Pursuit - Spring,,,,0,,,,,,,,Bear,San Juan - Pursuit,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,0.0,2.0,2.0,0.0,5.0
BR1017,draw_only,YES,Black Bear,La Sal,Restricted Pursuit - Spring,,,,0,,,,,,,,Bear,La Sal - Pursuit,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,0.0,2.0,2.0,0.0,8.0
BR7000,both,YES,Black Bear,Beaver,Limited Entry - Spring,black_bear|other,Black Bear,Beaver,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,50.0,0.0,5.0,10,,,Bear,Beaver - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,9.0,1.0,10.0,98.0,19.0
BR7001,both,YES,Black Bear,Book Cliffs Bitter Creek/South,Limited Entry - Spring,black_bear|other,Black Bear,"Book Cliffs, Bitter Creek/South",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,220.0,0.0,50.0,23,,,Bear,"Book Cliffs, Bitter Creek/south - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,39.0,4.0,43.0,178.0,36.0
BR7003,both,YES,Black Bear,Manti North,Limited Entry - Spring,black_bear|other,Black Bear,"Central Mtns, Manti-North",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,95.0,0.0,35.0,37,,,Bear,"Central Mtns, Manti-north - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,17.0,1.0,18.0,59.0,7.0
BR7004,both,YES,Black Bear,Manti South/San Rafael North,Limited Entry - Spring,black_bear|other,Black Bear,"Central Mtns, Manti-South/San Rafael, North",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,40.0,0.0,10.0,25,,,Bear,"Central Mtns, Manti-south/san Rafael, North - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,8.0,0.0,8.0,123.0,0.0
BR7005,both,YES,Black Bear,Nebo,Limited Entry - Spring,black_bear|other,Black Bear,"Central Mtns, Nebo",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,45.0,0.0,5.0,11,,,Bear,"Central Mtns, Nebo - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,8.0,0.0,8.0,111.0,0.0
BR7007,both,YES,Black Bear,Fillmore Pahvant,Limited Entry - Spring,black_bear|other,Black Bear,"Fillmore, Pahvant",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,5.0,0.0,0.0,0,,,Bear,"Fillmore, Pahvant - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,1.0,0.0,1.0,12.0,0.0
BR7008,both,NO,,,,black_bear|other,Black Bear,La Sal,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,225.0,0.0,50.0,22,,,Bear,La Sal - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,40.0,3.0,43.0,327.0,59.0
BR7009,both,YES,Black Bear,Mt Dutton,Limited Entry - Spring,black_bear|other,Black Bear,Mt Dutton,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,15.0,0.0,0.0,0,,,Bear,Mt Dutton - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,3.0,0.0,3.0,19.0,0.0
BR7010,both,YES,Black Bear,Panguitch Lake/Zion,Limited Entry - Spring,black_bear|other,Black Bear,Panguitch Lake/Zion,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,45.0,0.0,10.0,22,,,Bear,Panguitch Lake/zion - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,9.0,0.0,9.0,41.0,0.0
BR7011,both,YES,Black Bear,Paunsaugunt,Limited Entry - Spring,black_bear|other,Black Bear,Paunsaugunt,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,20.0,0.0,0.0,0,,,Bear,Paunsaugunt - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,4.0,0.0,4.0,32.0,0.0
BR7012,both,YES,Black Bear,Boulder/Kaiparowits,Limited Entry - Spring,black_bear|other,Black Bear,"Plateau, Boulder/Kaiparowits",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,145.0,0.0,10.0,7,,,Bear,"Plateau, Boulder/kaiparowits - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,27.0,2.0,29.0,55.0,16.0
BR7013,both,YES,Black Bear,Fishlake/Thousand Lakes,Limited Entry - Spring,black_bear|other,Black Bear,"Plateau, Fishlake/Thousand Lakes",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,35.0,0.0,0.0,0,,,Bear,"Plateau, Fishlake/thousand Lakes - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,7.0,0.0,7.0,33.0,0.0
BR7014,both,YES,Black Bear,San Juan,Limited Entry - Spring,black_bear|other,Black Bear,San Juan,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,225.0,0.0,70.0,31,,,Bear,San Juan - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,40.0,3.0,43.0,153.0,30.0
BR7015,both,YES,Black Bear,Diamond Mtn/Vernal/Bonanza,Limited Entry - Spring,black_bear|other,Black Bear,"South Slope, Bonanza/Diamond Mtn/Vernal",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,65.0,0.0,10.0,15,,,Bear,"South Slope, Bonanza/diamond Mtn/vernal - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,11.0,1.0,12.0,38.0,9.0
BR7016,both,YES,Black Bear,Wasatch Mtns West-Central,Limited Entry - Spring,black_bear|other,Black Bear,"Wasatch Mtns, West-Central",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,220.0,0.0,30.0,14,,,Bear,"Wasatch Mtns, West-central - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,40.0,4.0,44.0,168.0,7.0
BR7017,both,YES,Black Bear,Cache/Ogden,Limited Entry - Spring,black_bear|other,Black Bear,Cache/Ogden,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,10.0,0.0,0.0,0,,,Bear,Cache/ogden - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,2.0,0.0,2.0,29.0,0.0
BR7018,both,YES,Black Bear,Kamas/North Slope Summit,Limited Entry - Spring,black_bear|other,Black Bear,"Kamas/North Slope, Summit",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,25.0,0.0,0.0,0,,,Bear,"Kamas/north Slope, Summit - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,5.0,0.0,5.0,41.0,0.0
BR7019,both,NO,,,,black_bear|other,Black Bear,Chalk Creek/East Canyon/Morgan-South Rich,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,25.0,0.0,0.0,0,,,Bear,Chalk Creek/east Canyon/morgan-south Rich - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,5.0,0.0,5.0,39.0,0.0
BR7020,both,YES,Black Bear,Monroe,Limited Entry - Spring,black_bear|other,Black Bear,Monroe,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,5.0,0.0,0.0,0,,,Bear,Monroe - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,1.0,0.0,1.0,5.0,0.0
BR7100,both,YES,Black Bear,Beaver,Limited Entry - Summer,black_bear|other,Black Bear,Beaver,5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,50.0,0.0,35.0,70,,,Bear,Beaver - Any Legal Weapon,44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,9.0,1.0,10.0,148.0,9.0
BR7101,both,YES,Black Bear,Book Cliffs Bitter Creek/South,Limited Entry - Summer,black_bear|other,Black Bear,"Book Cliffs, Bitter Creek/South",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,50.0,0.0,30.0,60,,,Bear,"Book Cliffs, Bitter Creek/south - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,9.0,1.0,10.0,103.0,5.0
BR7102,both,YES,Black Bear,Book Cliffs Little Creek Roadless,Limited Entry - Summer,black_bear|other,Black Bear,"Book Cliffs, Little Creek Roadless",5,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_BLACK_BEAR_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_black_bear.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,20.0,0.0,15.0,75,,,Bear,"Book Cliffs, Little Creek Roadless - Any Legal Weapon",44,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_UPLOADED_COMBINED_long.csv,4.0,0.0,4.0,46.0,0.0
