hunt_code,comparison_bucket,in_active_database_2026,harvest_species,harvest_hunt_name,harvest_weapon,harvest_permits,harvest_hunters,harvest,harvest_success_percent,harvest_average_days,draw_species,draw_hunt_name,draw_rows,draw_permits_2023_res,draw_permits_2023_nr,draw_permits_2023_total
EA1205,draw_only,NO,,,,,,,,,Elk,"Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon",68,4,0,
EA1206,both,YES,Antlerless Elk,"Cache, Richmond Hyde Park",Any Legal Weapon,10,9,4,50,7.5,Elk,"Antlerless Elk - Cache, Richmond Hyde Park - Any Legal Weapon",68,4,1,
EA1207,both,YES,Antlerless Elk,Moroni Hills,Any Legal Weapon,10,8,2,25,4.1,Elk,"Antlerless Elk - Central Mtns, Moroni Hills - Any Legal Weapon",68,16,2,
EA1208,both,YES,Antlerless Elk,Nebo,Any Legal Weapon,219,199,96,48.4,6.3,Elk,"Antlerless Elk - Central Mtns, Nebo - Any Legal Weapon",68,181,19,
EA1209,both,YES,Antlerless Elk,"Fillmore, Oak Creek LE",Any Legal Weapon,49,44,15,34.3,9.4,Elk,"Antlerless Elk - Fillmore, Oak Creek Le - Any Legal Weapon",68,45,5,
EA1217,both,YES,Antlerless Elk,"Wasatch Mtns, Avintaquin",Any Legal Weapon,149,129,26,20.5,4.3,Elk,"Antlerless Elk - Wasatch Mtns, Avintaquin - Any Legal Weapon",68,134,5,
EA1222,both,YES,Antlerless Elk,"Beaver, East",Any Legal Weapon,29,26,12,45.8,3.9,Elk,"Antlerless Elk - Beaver, East - Any Legal Weapon",68,27,3,
EA1223,both,YES,Antlerless Elk,"Beaver, East",Any Legal Weapon,29,24,15,60.9,4.1,Elk,"Antlerless Elk - Beaver, East - Any Legal Weapon",68,27,3,
EA1224,both,YES,Antlerless Elk,"Book Cliffs, Bitter Creek/South",Any Legal Weapon,124,121,59,48.7,4.3,Elk,"Antlerless Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon",68,117,13,
EA1225,both,YES,Antlerless Elk,"Book Cliffs, Bitter Creek/South",Muzzleloader,158,138,104,75.2,2.7,Elk,"Antlerless Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon",68,149,14,
EA1226,both,YES,Antlerless Elk,Moroni Hills,Any Legal Weapon,9,8,1,12.5,4.1,Elk,"Antlerless Elk - Central Mtns, Moroni Hills - Any Legal Weapon",68,18,0,
EA1227,draw_only,NO,,,,,,,,,Elk,"Antlerless Elk - Fillmore, Kanosh Valley - Any Legal Weapon",68,9,0,
EA1228,both,YES,Antlerless Elk,Morgan-South Rich,Any Legal Weapon,98,78,12,14.7,2.9,Elk,Antlerless Elk - Morgan-south Rich - Any Legal Weapon,68,91,5,
EA1229,both,YES,Antlerless Elk,Morgan-South Rich,Any Legal Weapon,174,159,85,53.6,3.5,Elk,Antlerless Elk - Morgan-south Rich - Any Legal Weapon,68,158,16,
EA1231,both,YES,Antlerless Elk,"West Desert, Tintic Valley",Any Legal Weapon,100,90,39,43.2,8.3,Elk,"Antlerless Elk - West Desert, Tintic Valley - Any Legal Weapon",68,89,6,
EA1233,both,YES,Antlerless Elk,Avintaquin Canyon,Any Legal Weapon,10,3,0,0,5,Elk,Cwmu Antlerless Elk - Avintaquin Canyon - Any Legal Weapon,68,4,0,
EA1234,both,YES,Antlerless Elk,Royal Ivory Outfitters,Any Legal Weapon,14,14,6,41.7,2.3,Elk,Cwmu Antlerless Elk - Royal Ivory Outfitters - Any Legal Weapon,68,15,0,
EA1235,both,YES,Antlerless Elk,Sharp Mountain,Any Legal Weapon,8,7,5,71.4,2.3,Elk,Cwmu Antlerless Elk - Sharp Mountain - Any Legal Weapon,68,10,0,
EA1236,both,YES,Antlerless Elk,East Canyon,Any Legal Weapon,296,250,85,34.1,5.6,Elk,Antlerless Elk - East Canyon - Any Legal Weapon,68,326,20,
EA1237,both,YES,Antlerless Elk,"La Sal, La Sal Mtns, North",Any Legal Weapon,148,120,35,29,6.2,Elk,"Antlerless Elk - La Sal, La Sal Mtns, North - Any Legal Weapon",68,41,15,
EA1239,both,YES,Antlerless Elk,"Nine Mile, Range Creek",Any Legal Weapon,29,23,10,42.9,5.7,Elk,"Antlerless Elk - Nine Mile, Range Creek - Any Legal Weapon",68,27,3,
EA1240,both,YES,Antlerless Elk,"Nine Mile, Range Creek",Any Legal Weapon,119,100,38,38.3,7.1,Elk,"Antlerless Elk - Nine Mile, Range Creek - Any Legal Weapon",68,88,9,
EA1242,both,YES,Antlerless Elk,Buckskin Hills-Jensen,Any Legal Weapon,100,89,22,25,6.5,Elk,"Antlerless Elk - South Slope, Buckskin Hills-jensen - Any Legal Weapon",68,90,8,
EA1243,both,YES,Antlerless Elk,Buckskin Hills-Jensen,Any Legal Weapon,98,83,32,39.1,5.2,Elk,"Antlerless Elk - South Slope, Buckskin Hills-jensen - Any Legal Weapon",68,66,10,
EA1244,both,YES,Antlerless Elk,Yellowstone,Any Legal Weapon,100,81,12,14.7,4.5,Elk,"Antlerless Elk - South Slope, Yellowstone - Any Legal Weapon",68,133,15,
EA1245,both,YES,Antlerless Elk,Yellowstone,Muzzleloader,49,39,5,13.5,4.9,Elk,"Antlerless Elk - South Slope, Yellowstone - Muzzleloader",36,48,1,
EA1250,both,YES,Antlerless Elk,"North Slope, West Daggett",Any Legal Weapon,30,29,7,25,6,Elk,"Antlerless Elk - North Slope, West Daggett - Any Legal Weapon",68,27,3,
EA1251,both,YES,Antlerless Elk,"Southwest Desert, Burbank/Garrison",Any Legal Weapon,14,13,6,50,2.6,Elk,"Antlerless Elk - Southwest Desert, Burbank/garrison - Any Legal Weapon",68,18,2,
EA1252,both,NO,Antlerless Elk,"Southwest Desert, Burbank/Garrison",Any Legal Weapon,5,4,1,25,3.3,Elk,"Antlerless Elk - Southwest Desert, Burbank/garrison - Any Legal Weapon",68,18,2,
EA1253,draw_only,NO,,,,,,,,,Elk,"Antlerless Elk - Southwest Desert, Desert Experimental Range - Any Legal Weapon",68,4,1,
EA1254,both,YES,Antlerless Elk,Pine Valley,Any Legal Weapon,17,14,3,25,7,Elk,Antlerless Elk - Pine Valley - Any Legal Weapon,68,22,3,
EA1255,draw_only,NO,,,,,,,,,Elk,Cwmu Antlerless Elk - 5s - Any Legal Weapon,68,5,0,
EA1256,both,YES,CWMU Antlerless,Little Pole Canyon,Any Legal Weapon,12,11,4,36.4,2.6,Elk,Cwmu Antlerless Elk - Little Pole Canyon - Any Legal Weapon,68,9,0,
EA1257,draw_only,YES,,,,,,,,,Elk,Cwmu Antlerless Elk - Tunnel Hollow - Any Legal Weapon,68,5,0,
EA1259,harvest_only,YES,CWMU Antlerless,Diamond Mountain CWMU,Any Legal Weapon,3,3,3,100,1,,,0,,,
EA1260,harvest_only,YES,CWMU Antlerless,Blackhawk,Any Legal Weapon,5,5,3,60,3.4,,,0,,,
EA1261,harvest_only,YES,CWMU Antlerless,West Ridge,Any Legal Weapon,5,5,4,80,5.4,,,0,,,
EA1264,harvest_only,YES,Antlerless Elk,"Wasatch Mtns, Rabbit Gulch",Any Legal Weapon,97,92,33,36.3,3.4,,,0,,,
EA1265,harvest_only,YES,Antlerless Elk,"Wasatch Mtns, Tabby Mtn",Any Legal Weapon,97,86,47,54.4,2.5,,,0,,,
EA1266,harvest_only,YES,Antlerless Elk,"Box Elder, Hansel Mtn",Any Legal Weapon,20,18,3,18.8,7.3,,,0,,,
EA1267,harvest_only,YES,Antlerless Elk,Cache,Any Legal Weapon,120,112,19,17.3,6.1,,,0,,,
EA1268,harvest_only,YES,Antlerless Elk,"North Slope, Summit",Archery,183,151,9,6,8.9,,,0,,,
EA1269,harvest_only,YES,Antlerless Elk,Ogden (excludes Hyrum),Any Legal Weapon,174,145,59,40.5,4.5,,,0,,,
EA2000,harvest_only,YES,Antlerless Elk Control,Antlerless Elk Control,Any Legal Weapon,1496,1190,92,7.7,5.3,,,0,,,
EA2002,harvest_only,YES,Private Lands Only Antlerless Elk,Morgan-South Rich,Any Legal Weapon,231,186,64,34.4,5.8,,,0,,,
EA2003,harvest_only,YES,Private Lands Only Antlerless Elk,East Canyon,Any Legal Weapon,295,255,97,38.1,8.4,,,0,,,
EA2004,harvest_only,YES,Private Lands Only Antlerless Elk,Chalk Creek,Any Legal Weapon,494,407,187,46,6.5,,,0,,,
EA2005,harvest_only,YES,Private Lands Only Antlerless Elk,"North Slope, West Daggett",Any Legal Weapon,75,62,40,64.7,4.3,,,0,,,
EA2006,harvest_only,YES,Private Lands Only Antlerless Elk,Yellowstone,Any Legal Weapon,450,356,168,47.2,11.3,,,0,,,
EA2008,harvest_only,YES,Private Lands Only Antlerless Elk,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,34,29,4,12.5,7.8,,,0,,,
EA2009,harvest_only,YES,Private Lands Only Antlerless Elk,"La Sal, La Sal Mtns",Any Legal Weapon,70,62,13,21.6,11.5,,,0,,,
EA2010,harvest_only,YES,Private Lands Only Antlerless Elk,San Juan,Any Legal Weapon,50,45,18,40,12.1,,,0,,,
EA2011,harvest_only,YES,Private Lands Only Antlerless Elk,Manti,Any Legal Weapon,248,205,106,51.6,8.8,,,0,,,
EA2012,harvest_only,YES,Private Lands Only Antlerless Elk,"Wasatch Mtns, West",Any Legal Weapon,237,193,81,41.9,4.4,,,0,,,
EA2013,harvest_only,YES,Private Lands Only Antlerless Elk,"Wasatch Mtns, Currant Creek",Any Legal Weapon,149,121,50,41.2,5.4,,,0,,,
EA2014,harvest_only,YES,Private Lands Only Antlerless Elk,"Wasatch Mtns, Avintaquin - White River  Any Legal Weapon",,51,37,8,21.7,5.2,,,0,,,
EA2015,harvest_only,YES,Private Lands Only Antlerless Elk,Paunsaugunt,Any Legal Weapon,92,76,14,17.9,6,,,0,,,
EA2016,harvest_only,YES,Private Lands Only Antlerless Elk,Nebo,Any Legal Weapon,247,203,60,29.4,10.2,,,0,,,
EA2017,harvest_only,YES,Private Lands Only Antlerless Elk,Mt Dutton,Any Legal Weapon,49,41,20,50,8.8,,,0,,,
EA2018,harvest_only,YES,Private Lands Only Antlerless Elk,Panguitch Lake,Any Legal Weapon,50,43,24,54.5,11.8,,,0,,,
EA2019,harvest_only,YES,Private Lands Only Antlerless Elk,"West Desert, Tintic Valley",Any Legal Weapon,93,70,27,38,11.3,,,0,,,
EA2020,harvest_only,YES,Private Lands Only Antlerless Elk,Zion,Any Legal Weapon,281,229,64,28,13.1,,,0,,,
EA2021,harvest_only,YES,Private Lands Only Antlerless Elk,"Beaver, East",Any Legal Weapon,28,19,6,33.3,7,,,0,,,
EA2026,harvest_only,YES,Private Lands Only Antlerless Elk,"Box Elder, Hansel Mtn",Any Legal Weapon,83,64,11,16.7,7.3,,,0,,,
EA2027,harvest_only,YES,Private Lands Only Antlerless Elk,Cache,Any Legal Weapon,268,240,74,31.1,6.7,,,0,,,
EA2028,harvest_only,YES,Private Lands Only Antlerless Elk,Vernal/Bonanza,Any Legal Weapon,244,211,85,40.4,7.5,,,0,,,
EA2029,harvest_only,YES,Private Lands Only Antlerless Elk,"Nine Mile, Range Creek",Any Legal Weapon,115,99,31,31.6,8.9,,,0,,,
EA2030,harvest_only,YES,Private Lands Only Antlerless Elk,Diamond Mtn,Any Legal Weapon,259,214,96,45,5.6,,,0,,,
EA2033,both,YES,Antlerless Elk,Kamas,Any Legal Weapon,100,64,1,1.9,6.4,Elk,Antlerless Elk - Kamas - Archery,36,52,5,
EA2034,both,YES,Antlerless Elk,"Nine Mile, Anthro",Archery,37,24,1,4.3,7.7,Elk,"Antlerless Elk - Nine Mile, Anthro - Archery",36,9,2,
EA2035,draw_only,NO,,,,,,,,,Elk,Antlerless Elk - Ogden - Any Legal Weapon,68,92,5,
EA2036,both,YES,Antlerless Elk,"Oquirrh-Stansbury, East",Any Legal Weapon,39,39,36,91.9,3.1,Elk,"Antlerless Elk - Oquirrh-stansbury, East - Any Legal Weapon",68,55,4,
EA2037,both,YES,Antlerless Elk,Yellowstone,Archery,180,151,21,13.9,7.4,Elk,"Antlerless Elk - South Slope, Yellowstone - Archery",68,69,15,
EA2038,both,YES,Antlerless Elk,Wasatch Mtns,Archery,881,728,79,10.9,5.7,Elk,Antlerless Elk - Wasatch Mtns - Archery,68,441,27,
EA2039,harvest_only,YES,Private Lands Only Antlerless Elk,"Fillmore, Pahvant",Any Legal Weapon,150,108,36,33.8,9.3,,,0,,,
EA2040,harvest_only,YES,Private Lands Only Antlerless Elk,Kamas,Any Legal Weapon,88,77,34,44.2,4.5,,,0,,,
MA1000,draw_only,NO,,,,,,,,,Moose,"Antlerless Moose - East Canyon, Davis-north Salt Lake - Any Legal Weapon",36,2,0,
MA1005,both,YES,Antlerless Moose,Morgan-South Rich,Any Legal Weapon,7,7,5,71.4,4.9,Moose,Antlerless Moose - Morgan-south Rich - Any Legal Weapon,36,2,0,
MA1006,both,NO,Antlerless Moose,"Wasatch Mtns, West",Any Legal Weapon,5,5,3,60,5.8,Moose,"Antlerless Moose - Wasatch Mtns, West - Any Legal Weapon",36,4,1,
PD1000,both,YES,Doe Pronghorn,"Box Elder, Snowville",Any Legal Weapon,39,35,18,51.5,2.2,Pronghorn,"Doe Pronghorn - Box Elder, Snowville - Any Legal Weapon",68,18,2,
PD1005,draw_only,NO,,,,,,,,,Pronghorn,"Doe Pronghorn - North Slope, Summit - Any Legal Weapon",68,4,1,
PD1006,harvest_only,NO,Doe Pronghorn,Parker Mtn,Any Legal Weapon,25,22,18,81,1.7,,,0,,,
PD1012,both,YES,Doe Pronghorn,"Box Elder, Promontory",Any Legal Weapon,9,8,5,62.5,2.1,Pronghorn,"Doe Pronghorn - Box Elder, Promontory - Any Legal Weapon",68,9,1,
PD1014,draw_only,NO,,,,,,,,,Pronghorn,Cwmu Doe Pronghorn - Rlf Deep Creek - Any Legal Weapon,68,2,0,
PD1016,both,NO,CWMU Doe Pronghorn,Zane,Any Legal Weapon,10,9,2,25,1.5,Pronghorn,Cwmu Doe Pronghorn - Zane - Any Legal Weapon,68,6,0,
PD1017,both,YES,Doe Pronghorn,"Box Elder, West",Any Legal Weapon,35,30,24,79.3,2,Pronghorn,"Doe Pronghorn - Box Elder, West - Any Legal Weapon",68,9,1,
PD1025,both,NO,CWMU Doe Pronghorn,Cottonwood Ridge,Any Legal Weapon,10,10,10,100,1.5,Pronghorn,Cwmu Doe Pronghorn - Cottonwood Ridge - Any Legal Weapon,68,6,0,
PD1026,both,NO,CWMU Doe Pronghorn,Pahvant Ensign,Any Legal Weapon,9,9,9,100,1.7,Pronghorn,Cwmu Doe Pronghorn - Pahvant Ensign - Any Legal Weapon,68,6,0,
PD1031,both,YES,CWMU Doe Pronghorn,Westlake,Any Legal Weapon,6,6,12,100,1,Pronghorn,Cwmu Two Doe Pronghorn - Westlake - Any Legal Weapon,68,6,0,
PD1032,both,NO,CWMU Doe Pronghorn,Antelope Creek,Any Legal Weapon,10,8,8,100,1.2,Pronghorn,Cwmu Doe Pronghorn - Antelope Creek - Any Legal Weapon,68,6,0,
PD1033,both,YES,Doe Pronghorn,Poison Springs Bench,Any Legal Weapon,15,14,4,28.6,3.9,Pronghorn,"Doe Pronghorn - Central Mtns, Poison Springs Bench - Any Legal Weapon",68,13,2,
PD1034,both,YES,Doe Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,24,23,21,90,1.7,Pronghorn,"Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",68,22,3,
PD1035,both,YES,Doe Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,25,20,16,80,2.3,Pronghorn,"Doe Pronghorn - Fillmore, Oak Creek South - Any Legal Weapon",68,22,3,
PD1037,draw_only,NO,,,,,,,,,Pronghorn,"Doe Pronghorn - North Slope, Three Corners - Any Legal Weapon",68,4,1,
PD1038,draw_only,NO,,,,,,,,,Pronghorn,"Doe Pronghorn - North Slope, West Daggett - Any Legal Weapon",68,4,1,
PD1041,both,NO,CWMU Doe Pronghorn,Heist,Any Legal Weapon,4,4,4,100,7,Pronghorn,Cwmu Doe Pronghorn - Heist - Any Legal Weapon,68,6,0,
PD1043,both,YES,Doe Pronghorn,"Nine Mile, Anthro-Pleasant Valley",Any Legal Weapon,10,9,9,100,1,Pronghorn,"Doe Pronghorn - Nine Mile, Anthro-pleasant Valley - Any Legal Weapon",68,9,1,
PD1044,both,YES,Doe Pronghorn,Vernal-Ouray Valley,Any Legal Weapon,24,22,15,66.7,1.5,Pronghorn,"Two Doe Pronghorn - South Slope, Vernal-ouray Valley - Any Legal Weapon",68,22,3,
PD1045,harvest_only,NO,CWMU Doe Pronghorn,The Rose of Snowville,Any Legal Weapon,2,2,2,100,1,,,0,,,
PD1046,harvest_only,NO,CWMU Doe Pronghorn,Green River Flat,Any Legal Weapon,10,9,9,100,1.4,,,0,,,
RE1000,draw_only,YES,,,,,,,,,Rocky Mountain Bighorn Sheep,"Rocky Mountain Bighorn Sheep Ewe - Box Elder, Newfoundland Mtns - Any Legal Weapon",36,4,1,
