source_file,source_row_number,rac_family,allocation_scope,hunt_code,hunt_codes_raw,hunt_name,permit_group,category,species,weapon,sex_type,season_dates_2026,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2025_text,permits_2026_text,source_document,source_note,db_hunt_name,db_species,db_weapon,db_hunt_type,db_season,db_permits_2026_res,db_permits_2026_nr,db_permits_2026_total,comparison_status,comparison_detail,delta_res,delta_nr,delta_total,significant_difference
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,108,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1299,EA1299,"Wasatch Mtns, West-Central",,,Elk,Any Legal Weapon,,Nov 21 2026 - Nov 29 2026,0,0,0,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026; 2025 permit values were shown as dashes and normalized to zero for audit use.,"Wasatch Mtns, West-Central",Elk,Any Legal Weapon,General Season,Nov 21 2026 - Nov 29 2026,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,109,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1300,EA1300,"Wasatch Mtns, West-Central",,,Elk,Any Legal Weapon,,Jan 23 2027 - Jan 31 2027,0,0,0,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026; 2025 permit values were shown as dashes and normalized to zero for audit use.,"Wasatch Mtns, West-Central",Elk,Any Legal Weapon,General Season,Jan 23 2027 - Jan 31 2027,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,110,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1113,EA1113,"Wasatch Mtns, West Heber",,,Elk,Any Legal Weapon,,Nov 14 2026 - Jan 31 2027,27,3,30,27,3,30,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Wasatch Mtns, West Heber",Elk,Any Legal Weapon,General Season,Nov 14 2026 - Jan 31 2027,27,3,30,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,111,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1114,EA1114,"Wasatch Mtns, West Timpanogos",,,Elk,Any Legal Weapon,,Nov 14 2026 - Jan 31 2027,22,3,25,22,3,25,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"Wasatch Mtns, West Timpanogos",Elk,Any Legal Weapon,General Season,Nov 14 2026 - Jan 31 2027,22,3,25,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,112,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1298,EA1298,"Wasatch Mtns, Wildcat/Timber Canyon",,,Elk,Any Legal Weapon,,Dec 12 2026 - Dec 20 2026,0,0,0,90,10,100,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026; 2025 permit values were shown as dashes and normalized to zero for audit use.,"Wasatch Mtns, Wildcat/Timber Canyon",Elk,Any Legal Weapon,General Season,Dec 12 2026 - Dec 20 2026,90,10,100,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,113,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1231,EA1231,"West Desert, Tintic Valley",,,Elk,Any Legal Weapon,,Nov 07 2026 - Jan 31 2027,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,"West Desert, Tintic Valley",Elk,Any Legal Weapon,General Season,Nov 07 2026 - Jan 31 2027,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,114,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1244,EA1244,Yellowstone,,,Elk,Any Legal Weapon,,Oct 03 2026 - Oct 16 2026,90,10,100,90,10,100,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Yellowstone,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 16 2026,90,10,100,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,115,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1245,EA1245,Yellowstone,,,Elk,Muzzleloader,,Oct 28 2026 - Nov 05 2026,45,5,50,45,5,50,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Yellowstone,Elk,Muzzleloader,General Season,Oct 28 2026 - Nov 05 2026,45,5,50,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,116,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA2037,EA2037,Yellowstone,,,Elk,Archery,,Aug 15 2026 - Sept 16 2026,180,20,200,180,20,200,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Yellowstone,Elk,Archery,General Season,Aug 15 2026 - Sept 16 2026,180,20,200,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_elk_permits.csv,117,antlerless_elk,HUNT_CODE_RES_NR_SPLIT,EA1117,EA1117,Zion,,,Elk,Any Legal Weapon,,Nov 11 2026 - Jan 10 2027,198,22,220,198,22,220,,,2026-05-user-verified-table,User-provided antlerless elk comparison table for 2025 to 2026.,Zion,Elk,Any Legal Weapon,General Season,Nov 11 2026 - Jan 10 2027,198,22,220,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_moose_permits.csv,2,antlerless_moose,HUNT_CODE_RES_NR_SPLIT,MA1005,MA1005,Morgan-South Rich,,,Moose,Any Legal Weapon,,Sept 19 2026 - Oct 18 2026,6,1,7,6,1,7,,,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.,Morgan-South Rich,Moose,Any Legal Weapon,General Season,Sept 19 2026 - Oct 18 2026,6,1,7,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_moose_permits.csv,3,antlerless_moose,HUNT_CODE_RES_NR_SPLIT,MA1007,MA1007,Morgan-South Rich,,,Moose,Archery,,Aug 01 2026 - Sept 18 2026,3,0,3,3,0,3,,,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.,Morgan-South Rich,Moose,Archery,General Season,Aug 01 2026 - Sept 18 2026,3,0,3,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_antlerless_moose_permits.csv,4,antlerless_moose,HUNT_CODE_RES_NR_SPLIT,MA1008,MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",,,Moose,Any Legal Weapon,,Sept 19 2026 - Oct 18 2026,4,1,5,4,1,5,,,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Any Legal Weapon,General Season,Sept 19 2026 - Oct 18 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,2,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,"Beaver, East",,,Deer,,,,,,,,,2200,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,3,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,"Beaver, West *",,,Deer,,,,,,,,,650,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,4,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Boulder/Kaiparowits *,,,Deer,,,,,,,,,2400,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,5,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Box Elder,,,Deer,,,,,,,,,5200,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,6,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Cache *,,,Deer,,,,,,,,,5800,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,7,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Cedar/Stansbury,,,Deer,,,,,,,,,1250,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,8,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Chalk Creek,,,Deer,,,,,,,,,2200,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,9,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,East Canyon,,,Deer,,,,,,,,,1900,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,10,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Fillmore,,,Deer,,,,,,,,,2300,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,11,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Fishlake,,,Deer,,,,,,,,,1300,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,12,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Kamas,,,Deer,,,,,,,,,1000,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,13,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,La Sal Mtns,,,Deer,,,,,,,,,1800,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,14,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Manti/San Rafael,,,Deer,,,,,,,,,9000,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,15,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Monroe,,,Deer,,,,,,,,,1100,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,16,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Morgan-South Rich,,,Deer,,,,,,,,,1600,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,17,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Mt Dutton,,,Deer,,,,,,,,,400,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,18,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Nebo,,,Deer,,,,,,,,,5300,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,19,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Nine Mile,,,Deer,,,,,,,,,1400,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,20,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,North Slope,,,Deer,,,,,,,,,3100,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,21,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Ogden,,,Deer,,,,,,,,,2700,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,22,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Oquirrh/Tintic,,,Deer,,,,,,,,,2250,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,23,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Panguitch Lake,,,Deer,,,,,,,,,2500,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,24,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Pine Valley,,,Deer,,,,,,,,,3000,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,25,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,"San Juan, Abajo Mtns",,,Deer,,,,,,,,,2800,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,26,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Southwest Desert,,,Deer,,,,,,,,,500,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,27,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Vernal/Bonanza,,,Deer,,,,,,,,,1400,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,28,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,"Wasatch Mtns, East",,,Deer,,,,,,,,,6500,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,29,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,"Wasatch Mtns, West",,,Deer,,,,,,,,,7900,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,30,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,"West Desert, Swasey",,,Deer,,,,,,,,,400,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,31,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Yellowstone,,,Deer,,,,,,,,,1400,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,32,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Zion,,,Deer,,,,,,,,,3375,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,33,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,Extended Archery,,,Deer,,,,,,,,,2000,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_general_season_permit_recommendations.csv,34,buck_deer_general_season_permit_recommendations,UNIT_LEVEL_NO_HUNT_CODE,,,General Season ALL Units,,,Deer,,,,,,,,,86625,,,2026-04-rac-packet.pdf,User-provided supplemental permit table for 2026 general season deer units.,,,,,,,,,NO_HUNT_CODE_IN_RAC_ROW,RAC row is unit/category level and cannot be joined to DATABASE.csv by hunt_code.,,,,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_limited_entry_permits.csv,2,buck_deer_limited_entry,HUNT_CODE_RES_NR_SPLIT,DB1011,DB1011,Book Cliffs,Book Cliffs,,Deer,Archery,,,45,5,50,55,6,61,,,2026-05-user-verified-table,User-provided limited-entry buck deer comparison table for 2025 to 2026.,Book Cliffs,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,55,6,61,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_limited_entry_permits.csv,3,buck_deer_limited_entry,HUNT_CODE_RES_NR_SPLIT,DB1044,DB1044,Book Cliffs,Book Cliffs,,Deer,Multiseason,,,6,1,7,8,1,9,,,2026-05-user-verified-table,User-provided limited-entry buck deer comparison table for 2025 to 2026.,Book Cliffs,Deer,Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-25, 2026",8,1,9,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_limited_entry_permits.csv,4,buck_deer_limited_entry,HUNT_CODE_RES_NR_SPLIT,DB1025,DB1025,Book Cliffs,Book Cliffs,,Deer,Muzzleloader,,,45,5,50,55,6,61,,,2026-05-user-verified-table,User-provided limited-entry buck deer comparison table for 2025 to 2026.,Book Cliffs,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,55,6,61,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_limited_entry_permits.csv,5,buck_deer_limited_entry,HUNT_CODE_RES_NR_SPLIT,DB1017,DB1017,"Book Cliffs, North","Book Cliffs, North",,Deer,Any Legal Weapon,,,114,13,127,137,15,152,,,2026-05-user-verified-table,User-provided limited-entry buck deer comparison table for 2025 to 2026.,"Book Cliffs, North",Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,137,15,152,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_limited_entry_permits.csv,6,buck_deer_limited_entry,HUNT_CODE_RES_NR_SPLIT,DB1018,DB1018,"Book Cliffs, South","Book Cliffs, South",,Deer,Any Legal Weapon,,,29,3,32,34,4,38,,,2026-05-user-verified-table,User-provided limited-entry buck deer comparison table for 2025 to 2026.,"Book Cliffs, South",Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,34,4,38,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_limited_entry_permits.csv,7,buck_deer_limited_entry,HUNT_CODE_RES_NR_SPLIT,DB1026,DB1026,"Cache, Crawford Mtn","Cache, Crawford Mtn",,Deer,Muzzleloader,,,7,1,8,8,1,9,,,2026-05-user-verified-table,User-provided limited-entry buck deer comparison table for 2025 to 2026.,"Cache, Crawford Mtn",Deer,Muzzleloader,Limited Entry,Nov 07 2026 - Nov 22 2026,8,1,9,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_limited_entry_permits.csv,8,buck_deer_limited_entry,HUNT_CODE_RES_NR_SPLIT,DB1120,DB1120,Castle Valley,Castle Valley,,Deer,Any Legal Weapon,,,13,2,15,13,2,15,,,2026-05-user-verified-table,User-provided limited-entry buck deer comparison table for 2025 to 2026.,Castle Valley,Deer,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 22 2026,13,2,15,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_buck_deer_limited_entry_permits.csv,9,buck_deer_limited_entry,HUNT_CODE_RES_NR_SPLIT,DB1023,DB1023,Diamond Mtn,Diamond Mtn,,Deer,Any Legal Weapon,,,57,6,63,61,7,68,,,2026-05-user-verified-table,User-provided limited-entry buck deer comparison table for 2025 to 2026.,Diamond Mtn,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,61,7,68,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
