hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_detail_text,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line,database_status,database_hunt_name,database_species,database_season,name_overlap_score,name_status,season_status,difference_severity,difference_reason
DB1581,46,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"San Juan, Abajo Mtns DB1581 Sept. 23-Oct. 1",MATCHED,"San Juan, Abajo Mtns",Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1582,47,BUCK_DEER_HUNT_TABLES,Deer,Vernal/Bonanza,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Vernal/Bonanza DB1582 Sept. 23-Oct. 1,MATCHED,Vernal/Bonanza,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1583,47,BUCK_DEER_HUNT_TABLES,Deer,Yellowstone,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Yellowstone DB1583 Sept. 23-Oct. 1,MATCHED,Yellowstone,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1584,46,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Southwest Desert DB1584 Sept. 23-Oct. 1,MATCHED,Southwest Desert,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1585,47,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Wasatch Mtns, East DB1585 Sept. 23-Oct. 1",MATCHED,"Wasatch Mtns, East",Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1586,47,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Wasatch Mtns, West DB1586 Sept. 23-Oct. 1",MATCHED,"Wasatch Mtns, West",Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1589,47,BUCK_DEER_HUNT_TABLES,Deer,Zion,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Zion DB1589 Sept. 23-Oct. 1,MATCHED,Zion,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1591,44,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Fillmore DB1591 Oct. 7-Oct. 11,MATCHED,Fillmore,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1592,44,BUCK_DEER_HUNT_TABLES,Deer,Kamas,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Kamas DB1592 Oct. 7-Oct. 11,MATCHED,Kamas,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1593,44,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Nine Mile DB1593 Oct. 7-Oct. 11,MATCHED,Nine Mile,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1594,44,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Panguitch Lake DB1594 Oct. 7-Oct. 11,MATCHED,Panguitch Lake,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1595,44,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Pine Valley DB1595 Oct. 7-Oct. 11,MATCHED,Pine Valley,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1596,44,BUCK_DEER_HUNT_TABLES,Deer,Fishlake,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Fishlake DB1596 Oct. 7-Oct. 11,MATCHED,Fishlake,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1597,44,BUCK_DEER_HUNT_TABLES,Deer,Zion,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Zion DB1597 Oct. 7-Oct. 11,MATCHED,Zion,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1598,44,BUCK_DEER_HUNT_TABLES,Deer,North Slope,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,North Slope DB1598 Oct. 7-Oct. 11,MATCHED,North Slope,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1599,45,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,Chalk Creek DB1599 Oct. 17-Oct. 25,MATCHED,Chalk Creek,Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1600,43,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Chalk Creek DB1600 Aug. 15-Sept. 11,MATCHED,Chalk Creek,Deer,Aug 15 2026 - Sept 11 2026,1.0,MATCH,MATCH,OK,
DB1601,44,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Chalk Creek DB1601 Oct. 7-Oct. 11,MATCHED,Chalk Creek,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1602,46,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Chalk Creek DB1602 Sept. 23-Oct. 1,MATCHED,Chalk Creek,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1603,45,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,East Canyon DB1603 Oct. 17-Oct. 25,MATCHED,East Canyon,Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1604,43,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,East Canyon DB1604 Aug. 15-Sept. 11,MATCHED,East Canyon,Deer,Aug 15 2026 - Sept 11 2026,1.0,MATCH,MATCH,OK,
DB1605,44,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,East Canyon DB1605 Oct. 7-Oct. 11,MATCHED,East Canyon,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1606,46,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,East Canyon DB1606 Sept. 23-Oct. 1,MATCHED,East Canyon,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1607,45,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,Morgan-South Rich DB1607 Oct. 17-Oct. 25,MATCHED,Morgan-South Rich,Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1608,43,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Morgan-South Rich DB1608 Aug. 15-Sept. 11,MATCHED,Morgan-South Rich,Deer,Aug 15 2026 - Sept 11 2026,1.0,MATCH,MATCH,OK,
DB1609,44,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Morgan-South Rich DB1609 Oct. 7-Oct. 11,MATCHED,Morgan-South Rich,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1610,46,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Morgan-South Rich DB1610 Sept. 23-Oct. 1,MATCHED,Morgan-South Rich,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1611,43,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, East",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Beaver, East DB1611 Aug. 15-Sept. 11",MATCHED,"Beaver, East",Deer,Aug 15 2026 - Sept 11 2026,1.0,MATCH,MATCH,OK,
DB1612,46,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, East",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Beaver, East DB1612 Sept. 23-Oct. 1",MATCHED,"Beaver, East",Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1613,45,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, East",Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,"Beaver, East DB1613 Oct. 17-Oct. 25",MATCHED,"Beaver, East",Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1614,43,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, West",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"Beaver, West DB1614 Aug. 15-Sept. 11",MATCHED,"Beaver, West",Deer,Aug 15 2026 - Sept 11 2026,1.0,MATCH,MATCH,OK,
DB1615,47,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, West",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"Beaver, West DB1615 Sept. 23-Oct. 1",MATCHED,"Beaver, West",Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1616,46,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, West",Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,"Beaver, West DB1616 Oct. 17-Oct. 25",MATCHED,"Beaver, West",Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1617,44,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Swasey",Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,"West Desert, Swasey DB1617 Aug. 15-Sept. 11",MATCHED,"West Desert, Swasey",Deer,Aug 15 2026 - Sept 11 2026,1.0,MATCH,MATCH,OK,
DB1618,47,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Swasey",Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,"West Desert, Swasey DB1618 Sept. 23-Oct. 1",MATCHED,"West Desert, Swasey",Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1619,45,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Swasey",Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,"West Desert, Swasey DB1619 Oct. 17-Oct. 25",MATCHED,"West Desert, Swasey",Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1620,43,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh/Tintic,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Oquirrh/Tintic DB1620 Aug. 15-Sept. 11,MATCHED,Oquirrh/Tintic,Deer,Aug 15 2026 - Sept 11 2026,1.0,MATCH,MATCH,OK,
DB1621,46,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh/Tintic,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Oquirrh/Tintic DB1621 Sept. 23-Oct. 1,MATCHED,Oquirrh/Tintic,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1622,45,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh/Tintic,Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,Oquirrh/Tintic DB1622 Oct. 17-Oct. 25,MATCHED,Oquirrh/Tintic,Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1623,43,BUCK_DEER_HUNT_TABLES,Deer,Cedar/Stansbury,Aug. 15-Sept. 11,Aug. 15-Sept. 11,,,Cedar/Stansbury DB1623 Aug. 15-Sept. 11,MATCHED,Cedar/Stansbury,Deer,Aug 15 2026 - Sept 11 2026,1.0,MATCH,MATCH,OK,
DB1624,46,BUCK_DEER_HUNT_TABLES,Deer,Cedar/Stansbury,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Cedar/Stansbury DB1624 Sept. 23-Oct. 1,MATCHED,Cedar/Stansbury,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1625,45,BUCK_DEER_HUNT_TABLES,Deer,Cedar/Stansbury,Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,Cedar/Stansbury DB1625 Oct. 17-Oct. 25,MATCHED,Cedar/Stansbury,Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1627,46,BUCK_DEER_HUNT_TABLES,Deer,Cache,Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,Cache DB1627 Oct. 17-Oct. 25,MATCHED,Cache,Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1628,47,BUCK_DEER_HUNT_TABLES,Deer,Cache,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Cache DB1628 Sept. 23-Oct. 1,MATCHED,Cache,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1629,46,BUCK_DEER_HUNT_TABLES,Deer,Boulder/Kaiparowits,Oct. 17-Oct. 25,Oct. 17-Oct. 25,,,Boulder/Kaiparowits DB1629 Oct. 17-Oct. 25,MATCHED,Boulder/Kaiparowits,Deer,Oct 17 2026 - Oct 25 2026,1.0,MATCH,MATCH,OK,
DB1630,47,BUCK_DEER_HUNT_TABLES,Deer,Boulder/Kaiparowits,Sept. 23-Oct. 1,Sept. 23-Oct. 1,,,Boulder/Kaiparowits DB1630 Sept. 23-Oct. 1,MATCHED,Boulder/Kaiparowits,Deer,Sept 23 2026 - Oct 01 2026,1.0,MATCH,MATCH,OK,
DB1631,44,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,Oct. 7-Oct. 11,Oct. 7-Oct. 11,,,Box Elder DB1631 Oct. 7-Oct. 11,MATCHED,Box Elder,Deer,Oct 07 2026 - Oct 11 2026,1.0,MATCH,MATCH,OK,
DB1770,47,BUCK_DEER_HUNT_TABLES,Deer,Box Elder,,,,,Box Elder DB1770,MATCHED,Box Elder,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1771,47,BUCK_DEER_HUNT_TABLES,Deer,Cache,,,,,Cache DB1771,MATCHED,Cache,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1772,48,BUCK_DEER_HUNT_TABLES,Deer,Manti/San Rafael,,,,,Manti/San Rafael DB1772,MATCHED,Manti/San Rafael,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1773,48,BUCK_DEER_HUNT_TABLES,Deer,Nebo,,,,,Nebo DB1773,MATCHED,Nebo,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1775,47,BUCK_DEER_HUNT_TABLES,Deer,Fillmore,,,,,Fillmore DB1775,MATCHED,Fillmore,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1777,48,BUCK_DEER_HUNT_TABLES,Deer,Kamas,,,,,Kamas DB1777,MATCHED,Kamas,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1778,48,BUCK_DEER_HUNT_TABLES,Deer,La Sal Mtns,,,,,La Sal Mtns DB1778,MATCHED,La Sal Mtns,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1779,48,BUCK_DEER_HUNT_TABLES,Deer,Monroe,,,,,Monroe DB1779,MATCHED,Monroe,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1780,48,BUCK_DEER_HUNT_TABLES,Deer,Mt Dutton,,,,,Mt Dutton DB1780,MATCHED,Mt Dutton,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1781,48,BUCK_DEER_HUNT_TABLES,Deer,Nine Mile,,,,,Nine Mile DB1781,MATCHED,Nine Mile,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1782,48,BUCK_DEER_HUNT_TABLES,Deer,North Slope,,,,,North Slope DB1782,MATCHED,North Slope,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1783,48,BUCK_DEER_HUNT_TABLES,Deer,Ogden,,,,,Ogden DB1783,MATCHED,Ogden,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1785,48,BUCK_DEER_HUNT_TABLES,Deer,Panguitch Lake,,,,,Panguitch Lake DB1785,MATCHED,Panguitch Lake,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1786,48,BUCK_DEER_HUNT_TABLES,Deer,Pine Valley,,,,,Pine Valley DB1786,MATCHED,Pine Valley,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1787,47,BUCK_DEER_HUNT_TABLES,Deer,Boulder/Kaiparowits,,,,,Boulder/Kaiparowits DB1787,MATCHED,Boulder/Kaiparowits,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1788,47,BUCK_DEER_HUNT_TABLES,Deer,Fishlake,,,,,Fishlake DB1788,MATCHED,Fishlake,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1790,48,BUCK_DEER_HUNT_TABLES,Deer,"San Juan, Abajo Mtns",,,,,"San Juan, Abajo Mtns DB1790",MATCHED,"San Juan, Abajo Mtns",Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1791,48,BUCK_DEER_HUNT_TABLES,Deer,Vernal/Bonanza,,,,,Vernal/Bonanza DB1791,MATCHED,Vernal/Bonanza,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1792,48,BUCK_DEER_HUNT_TABLES,Deer,Yellowstone,,,,,Yellowstone DB1792,MATCHED,Yellowstone,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1793,48,BUCK_DEER_HUNT_TABLES,Deer,Southwest Desert,,,,,Southwest Desert DB1793,MATCHED,Southwest Desert,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1794,48,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, East",,,,,"Wasatch Mtns, East DB1794",MATCHED,"Wasatch Mtns, East",Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1795,48,BUCK_DEER_HUNT_TABLES,Deer,"Wasatch Mtns, West",,,,,"Wasatch Mtns, West DB1795",MATCHED,"Wasatch Mtns, West",Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1798,48,BUCK_DEER_HUNT_TABLES,Deer,Zion,,,,,Zion DB1798,MATCHED,Zion,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1799,47,BUCK_DEER_HUNT_TABLES,Deer,Chalk Creek,,,,,Chalk Creek DB1799,MATCHED,Chalk Creek,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1800,47,BUCK_DEER_HUNT_TABLES,Deer,East Canyon,,,,,East Canyon DB1800,MATCHED,East Canyon,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1801,48,BUCK_DEER_HUNT_TABLES,Deer,Morgan-South Rich,,,,,Morgan-South Rich DB1801,MATCHED,Morgan-South Rich,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1802,47,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, East",,,,,"Beaver, East DB1802",MATCHED,"Beaver, East",Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1803,47,BUCK_DEER_HUNT_TABLES,Deer,"Beaver, West",,,,,"Beaver, West DB1803",MATCHED,"Beaver, West",Deer,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1804,47,BUCK_DEER_HUNT_TABLES,Deer,Cedar/Stansbury,,,,,Cedar/Stansbury DB1804,MATCHED,Cedar/Stansbury,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1805,48,BUCK_DEER_HUNT_TABLES,Deer,Oquirrh/Tintic,,,,,Oquirrh/Tintic DB1805,MATCHED,Oquirrh/Tintic,Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DB1806,48,BUCK_DEER_HUNT_TABLES,Deer,"West Desert, Swasey",,,,,"West Desert, Swasey DB1806",MATCHED,"West Desert, Swasey",Deer,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
DS1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Desert Bighorn Sheep,Desert bighorn sheep Any legal weapon:,"Sept. 1-Dec. 31, 2026","Sept. 1-Dec. 31, 2026",,,"DS1000 Desert bighorn sheep Any legal weapon: Sept. 1-Dec. 31, 2026",MATCHED,Desert Bighorn Sheep - Statewide Permit,Desert Bighorn Sheep,"Sept 1 - Dec 31, 2026",0.5,SPORTSMAN_STATEWIDE_LABEL_VARIANT,MATCH,OK,
DS6600,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Henry Mtns,Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,Henry Mtns DS6600 Sept. 12-Nov. 10,MATCHED,Henry Mtns,Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6601,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Kaiparowits, East",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"Kaiparowits, East DS6601 Sept. 12-Nov. 10",MATCHED,"Kaiparowits, East",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6603,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Kaiparowits, West",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"Kaiparowits, West DS6603 Sept. 12-Nov. 10",MATCHED,"Kaiparowits, West",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
