hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,youth_flag,eligibility_class,season,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,huntCode,code,title,unitName,unitCode,boundaryId,boundary_id_numeric,boundary_token,resolvedBoundaryIds,permits_2026_source,permits_2026_conservation,permits_2026_expo,permits_2026_sportsman,special_permit_area_id,special_permit_category,special_permit_note,special_permit_overlay_source,NOTES,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
LO1546,634,Panguitch Lake,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,5,2,40,4.8,4.3,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1546,LO1546,Panguitch Lake,Panguitch Lake,634,634,634,634,"[""634""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1547,636,Pine Valley,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,2,2,100,7,5,Private,,,2,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1547,LO1547,Pine Valley,Pine Valley,636,636,636,636,"[""636""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1549,633,Fishlake,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,2,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1549,LO1549,Fishlake,Fishlake,633,633,633,633,"[""633""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1551,618,"San Juan, Abajo Mtns",Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,8,7,87.5,3,4.2,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1551,LO1551,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",618,618,618,618,"[""618""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1552,614,Vernal/Bonanza,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,4,3,75,1.3,4,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1552,LO1552,Vernal/Bonanza,Vernal/Bonanza,614,614,614,614,"[""614""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1553,613,Yellowstone,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,13,8,61.5,3.6,4.3,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1553,LO1553,Yellowstone,Yellowstone,613,613,613,613,"[""613""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1554,625,Southwest Desert,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,9,4,44.4,4,3.4,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1554,LO1554,Southwest Desert,Southwest Desert,625,625,625,625,"[""625""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1555,621,"Wasatch Mtns, East",Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,6,4,66.7,3.4,5,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1555,LO1555,"Wasatch Mtns, East","Wasatch Mtns, East",621,621,621,621,"[""621""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1556,620,"Wasatch Mtns, West",Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,1,1,100,3,3,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1556,LO1556,"Wasatch Mtns, West","Wasatch Mtns, West",620,620,620,620,"[""620""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1559,635,Zion,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,26,9,34.6,3.3,2.9,Private,,,2,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1559,LO1559,Zion,Zion,635,635,635,635,"[""635""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1591,804,Fillmore,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,1,1,100,3,1,Private,,,1,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1591,LO1591,Fillmore,Fillmore,804,804,804,804,"[""804""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1592,611,Kamas,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,1,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1592,LO1592,Kamas,Kamas,611,611,611,611,"[""611""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1593,615,Nine Mile,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,2,2,100,1.5,4.5,Private,,,1,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1593,LO1593,Nine Mile,Nine Mile,615,615,615,615,"[""615""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1594,634,Panguitch Lake,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,2,2,100,5,4,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1594,LO1594,Panguitch Lake,Panguitch Lake,634,634,634,634,"[""634""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1595,636,Pine Valley,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,1,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1595,LO1595,Pine Valley,Pine Valley,636,636,636,636,"[""636""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1596,633,Fishlake,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,1,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1596,LO1596,Fishlake,Fishlake,633,633,633,633,"[""633""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1597,635,Zion,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,12,7,58.3,3.4,3.8,Private,,,1,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1597,LO1597,Zion,Zion,635,635,635,635,"[""635""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1598,612,North Slope,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,1,0,0,2,4,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1598,LO1598,North Slope,North Slope,612,612,612,612,"[""612""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1599,69,Chalk Creek,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,10,3,30,2.3,3.7,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1599,LO1599,Chalk Creek,Chalk Creek,69,69,69,69,"[""69""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1601,69,Chalk Creek,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,1,0,0,4,3,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1601,LO1601,Chalk Creek,Chalk Creek,69,69,69,69,"[""69""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1603,276,East Canyon,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,9,7,77.8,3.9,4.8,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1603,LO1603,East Canyon,East Canyon,276,276,276,276,"[""276""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1605,276,East Canyon,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1605,LO1605,East Canyon,East Canyon,276,276,276,276,"[""276""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1607,117,Morgan-South Rich,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,3,0,0,3,2.5,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1607,LO1607,Morgan-South Rich,Morgan-South Rich,117,117,117,117,"[""117""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1609,117,Morgan-South Rich,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1609,LO1609,Morgan-South Rich,Morgan-South Rich,117,117,117,117,"[""117""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1613,685,"Beaver, East",Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,5,0,0,4.8,2.5,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1613,LO1613,"Beaver, East","Beaver, East",685,685,685,685,"[""685""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1619,926,"West Desert, Swasey",Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,3,3,100,4,5,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1619,LO1619,"West Desert, Swasey","West Desert, Swasey",926,926,926,926,"[""926""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1622,927,Oquirrh/Tintic,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,5,5,100,2.6,4.6,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1622,LO1622,Oquirrh/Tintic,Oquirrh/Tintic,927,927,927,927,"[""927""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1625,925,Cedar/Stansbury,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Late),Buck,FALSE,STANDARD,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,1,0,0,8,2,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1625,LO1625,Cedar/Stansbury,Cedar/Stansbury,925,925,925,925,"[""925""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1631,607,Box Elder,Deer,Private Land Only,General Season - Private Land Only,Allocation,Any Legal Weapon (Early),Buck,FALSE,STANDARD,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,3,0,0,3.5,3,Private,,,1,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1631,LO1631,Box Elder,Box Elder,607,607,607,607,"[""607""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1501,607,Box Elder,Deer,Private Land Only,General Season - Private Land Only,Allocation,Archery,Buck,FALSE,STANDARD,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1501,LO1501,Box Elder,Box Elder,607,607,607,607,"[""607""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1502,29,Cache,Deer,Private Land Only,General Season - Private Land Only,Allocation,Archery,Buck,FALSE,STANDARD,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,1,1,100,5,2,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1502,LO1502,Cache,Cache,29,29,29,29,"[""29""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1503,619,Manti/San Rafael,Deer,Private Land Only,General Season - Private Land Only,Allocation,Archery,Buck,FALSE,STANDARD,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1503,LO1503,Manti/San Rafael,Manti/San Rafael,619,619,619,619,"[""619""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1504,616,Nebo,Deer,Private Land Only,General Season - Private Land Only,Allocation,Archery,Buck,FALSE,STANDARD,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1504,LO1504,Nebo,Nebo,616,616,616,616,"[""616""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1506,804,Fillmore,Deer,Private Land Only,General Season - Private Land Only,Allocation,Archery,Buck,FALSE,STANDARD,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,1,0,0,7,5,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1506,LO1506,Fillmore,Fillmore,804,804,804,804,"[""804""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
LO1508,611,Kamas,Deer,Private Land Only,General Season - Private Land Only,Allocation,Archery,Buck,FALSE,STANDARD,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,Private,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,,,,BUCK DEER.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,LO1508,LO1508,Kamas,Kamas,611,611,611,611,"[""611""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
