source_no,permit_class,source_year_range,model_target_year,species_raw,species,hunt_family,area,condition,value,organization,permit_total,source_file,selected_hunt_code,possible_hunt_codes,match_method,match_confidence,match_notes,allocation_cycle_years,permit_applies_each_year,permit_count_per_year,permit_count_2025,permit_count_2026,permit_count_2027,permit_year_instances_2025_2027,interpretation
74,conservation,2025-2027,2026,Desert Bighorn Sheep,Desert Bighorn Sheep,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",Any Legal Weapon,60833.33,SFW,1.0,2025-27 Conservation Permits.xlsx,DS6604,DS6604,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=98.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
75,conservation,2025-2027,2026,Desert Bighorn Sheep,Desert Bighorn Sheep,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",Any Legal Weapon,73214.29,UWSF,1.0,2025-27 Conservation Permits.xlsx,,DS6605|DS6621,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
76,conservation,2025-2027,2026,Desert Bighorn Sheep,Desert Bighorn Sheep,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Any Legal Weapon,73333.33,SCI,1.0,2025-27 Conservation Permits.xlsx,,DS1004|DS6608|DS6624,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
77,conservation,2025-2027,2026,Desert Bighorn Sheep,Desert Bighorn Sheep,Desert Bighorn Sheep,"San Rafael, South",Any Legal Weapon,60833.33,UWSF,1.0,2025-27 Conservation Permits.xlsx,,DS1007|DS6610,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
78,conservation,2025-2027,2026,Desert Bighorn Sheep,Desert Bighorn Sheep,Desert Bighorn Sheep,Statewide,Any Legal Weapon,140000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,DS1000,DS1000,statewide_boundary_equivalent_to_sportsman_tag,HIGH,"Statewide conservation permit uses same statewide/boundary concept as the species sportsman tag, but remains conservation permit class.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
79,conservation,2025-2027,2026,Deer,Deer,Deer,Henry Mtns,Hunter's Choice,104166.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1000|DB1003|DB1005|DB1007,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
80,conservation,2025-2027,2026,Deer,Deer,Deer,Henry Mtns,Multiseason,114500.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1007,DB1007,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
81,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Archery,68333.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,,DB1001|DB1073,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
82,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Hunter's Choice,74666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1001|DB1004|DB1006|DB1008|DB1010|DB1058|DB1073|DB1074,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
83,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Hunter's Choice,74666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1001|DB1004|DB1006|DB1008|DB1010|DB1058|DB1073|DB1074,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
84,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Multiseason,82000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,DB1008,DB1008,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=70.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
85,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Multiseason,82000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,DB1008,DB1008,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=70.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
86,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Muzzleloader,40000.0,NWTF,1.0,2025-27 Conservation Permits.xlsx,,DB1006|DB1074,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
87,conservation,2025-2027,2026,Deer,Deer,Deer,Paunsaugunt,Muzzleloader,40000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1006|DB1074,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
88,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Archery,8750.0,WCF,1.0,2025-27 Conservation Permits.xlsx,DB1011,DB1011,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
89,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Archery,8750.0,UAA,1.0,2025-27 Conservation Permits.xlsx,DB1011,DB1011,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
90,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Hunter's Choice,20875.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1011|DB1025|DB1044,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
91,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Hunter's Choice,20875.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1011|DB1025|DB1044,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
92,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Multiseason,23000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,DB1044,DB1044,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
93,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Multiseason,23000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1044,DB1044,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
94,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Muzzleloader,7375.0,UHA,1.0,2025-27 Conservation Permits.xlsx,DB1025,DB1025,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
95,conservation,2025-2027,2026,Deer,Deer,Deer,Book Cliffs,Muzzleloader,7375.0,WCF,1.0,2025-27 Conservation Permits.xlsx,DB1025,DB1025,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
96,conservation,2025-2027,2026,Deer,Deer,Deer,Diamond Mtn,Archery,11500.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1015,DB1015,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
97,conservation,2025-2027,2026,Deer,Deer,Deer,Diamond Mtn,Hunter's Choice,12666.67,RMEF,1.0,2025-27 Conservation Permits.xlsx,,DB1015|DB1023|DB1038|DB1047,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
98,conservation,2025-2027,2026,Deer,Deer,Deer,Diamond Mtn,Hunter's Choice,12666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1015|DB1023|DB1038|DB1047,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
99,conservation,2025-2027,2026,Deer,Deer,Deer,Diamond Mtn,Multiseason,14000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1047,DB1047,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
100,conservation,2025-2027,2026,Deer,Deer,Deer,Diamond Mtn,Multiseason,14000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1047,DB1047,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
101,conservation,2025-2027,2026,Deer,Deer,Deer,Diamond Mtn,Muzzleloader,9666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,DB1038,DB1038,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
102,conservation,2025-2027,2026,Deer,Deer,Deer,"Fillmore, Oak Creek LE",Hunter's Choice,71250.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,DB1012|DB1019|DB1029|DB1045,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
103,conservation,2025-2027,2026,Deer,Deer,Deer,"Fillmore, Oak Creek LE",Multiseason,78000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1045,DB1045,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=90.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
104,conservation,2025-2027,2026,Deer,Deer,Deer,"La Sal, Dolores Triangle",Multiseason,30000.0,SCI,1.0,2025-27 Conservation Permits.xlsx,,DB1013|DB1020|DB1031|DB1118,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=36; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
105,conservation,2025-2027,2026,Deer,Deer,Deer,"San Juan, Elk Ridge",Archery,42000.0,UAA,1.0,2025-27 Conservation Permits.xlsx,DB1014,DB1014,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=90.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
106,conservation,2025-2027,2026,Deer,Deer,Deer,"San Juan, Elk Ridge",Hunter's Choice,60666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1014|DB1022|DB1037|DB1046,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
107,conservation,2025-2027,2026,Deer,Deer,Deer,"San Juan, Elk Ridge",Multiseason,67000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,DB1046,DB1046,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=90.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
108,conservation,2025-2027,2026,Deer,Deer,Deer,"San Juan, Elk Ridge",Muzzleloader,42000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1037,DB1037,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=90.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
109,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Archery,14350.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1016,DB1016,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
110,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Archery,14350.0,SFW,1.0,2025-27 Conservation Permits.xlsx,DB1016,DB1016,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
111,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Hunter's Choice,15416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1016|DB1024|DB1042|DB1048,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
112,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Hunter's Choice,15416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,DB1016|DB1024|DB1042|DB1048,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
113,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Multiseason,17000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,DB1048,DB1048,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
114,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Multiseason,17000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1048,DB1048,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
115,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Muzzleloader,14083.33,MDF,1.0,2025-27 Conservation Permits.xlsx,DB1042,DB1042,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
116,conservation,2025-2027,2026,Deer,Deer,Deer,"West Desert, Vernon",Muzzleloader,14083.33,DSC,1.0,2025-27 Conservation Permits.xlsx,DB1042,DB1042,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=86.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
117,conservation,2025-2027,2026,Deer,Deer,Deer,Statewide,,288333.33,MDF,1.0,2025-27 Conservation Permits.xlsx,DB0007,DB0007,statewide_boundary_equivalent_to_sportsman_tag,HIGH,"Statewide conservation permit uses same statewide/boundary concept as the species sportsman tag, but remains conservation permit class.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
118,conservation,2025-2027,2026,Elk,Elk,Elk,"Beaver, East","Any Legal Weapon, late",99000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3025,EB3025,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=80.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
119,conservation,2025-2027,2026,Elk,Elk,Elk,"Beaver, East",Archery,74000.0,UAA,1.0,2025-27 Conservation Permits.xlsx,EB3000,EB3000,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
120,conservation,2025-2027,2026,Elk,Elk,Elk,"Beaver, East",Hunter's Choice,123333.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
121,conservation,2025-2027,2026,Elk,Elk,Elk,"Beaver, East",Multiseason,184166.67,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3102,EB3102,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
122,conservation,2025-2027,2026,Elk,Elk,Elk,"Book Cliffs, Bitter Creek/East","Any Legal Weapon, late",11500.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3163,EB3163,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=100.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
123,conservation,2025-2027,2026,Elk,Elk,Elk,"Book Cliffs, Bitter Creek/East",Archery,15200.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=94; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
124,conservation,2025-2027,2026,Elk,Elk,Elk,"Book Cliffs, Bitter Creek/East",Hunter's Choice,14250.0,DSC,1.0,2025-27 Conservation Permits.xlsx,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=94; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
125,conservation,2025-2027,2026,Elk,Elk,Elk,"Book Cliffs, Bitter Creek/East",Multiseason,17666.67,WCF,1.0,2025-27 Conservation Permits.xlsx,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=94; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
126,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,"Any Legal Weapon, late",53500.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3151,EB3151,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=68.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
127,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,"Any Legal Weapon, mid",46500.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3191,EB3191,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=68.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
128,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,Archery,46000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
129,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,Hunter's Choice,66666.67,SCI,1.0,2025-27 Conservation Permits.xlsx,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
130,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,Multiseason,71666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
131,conservation,2025-2027,2026,Elk,Elk,Elk,Boulder,Muzzleloader,46000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
132,conservation,2025-2027,2026,Elk,Elk,Elk,"Box Elder, Grouse Creek",Multiseason,13000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3128|EB3147|EB3150|EB3153,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
133,conservation,2025-2027,2026,Elk,Elk,Elk,"Box Elder, Pilot Mtn",Multiseason,13000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3031|EB3130|EB3209,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
134,conservation,2025-2027,2026,Elk,Elk,Elk,"Cache, Meadowville","Any Legal Weapon, late",6500.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3033,EB3033,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=80.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
135,conservation,2025-2027,2026,Elk,Elk,Elk,"Cache, Meadowville",Hunter's Choice,8383.33,SCI,1.0,2025-27 Conservation Permits.xlsx,,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
136,conservation,2025-2027,2026,Elk,Elk,Elk,"Cache, Meadowville",Multiseason,6000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3105,EB3105,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
137,conservation,2025-2027,2026,Elk,Elk,Elk,"Cache, South",Hunter's Choice,27000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
138,conservation,2025-2027,2026,Elk,Elk,Elk,"Cache, South",Multiseason,23000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,EB3107,EB3107,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=82.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
139,conservation,2025-2027,2026,Elk,Elk,Elk,Diamond Mtn,"Any Legal Weapon, late",17000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3196,EB3196,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=72.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
140,conservation,2025-2027,2026,Elk,Elk,Elk,Diamond Mtn,"Any Legal Weapon, mid",15000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,EB3069,EB3069,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=72.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
141,conservation,2025-2027,2026,Elk,Elk,Elk,Diamond Mtn,Archery,13000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,EB3020,EB3020,AREA_CONDITION_SELECTED,HIGH,"Selected by species, area, and condition score=74.",2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
142,conservation,2025-2027,2026,Elk,Elk,Elk,Diamond Mtn,Hunter's Choice,21166.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027"
