hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source
EA2005,142,"North Slope, West Daggett",Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,64.7,,5.4,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,1300,1250,,
RS6709,143,"North Slope, Summit/West Daggett",Ram,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 14 2026 - Nov 30 2026,,92,593,2025 O.I.L. Draw Results PDF Hunt Year 2025,4,0,4,2025_OIL_DRAW_RESULTS_PDF_HUNT_YEAR_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Rocky+Mountain+Bighorn+Sheep&gender=Male+Only,LIVE_DWR_RES_NR_SPLIT,100,,,,,,,450 (entire High Uintas area),198 (entire High Uintas area),,
GO6805,145,High Uintas Central,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,,574,451,Bonus Point Draw Results,5,0,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,100,,3.4,2023,2023 Hunt Success.pdf,PASS,,1500 (Uintas),95,,
GO6806,146,High Uintas East,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,,575,452,Bonus Point Draw Results,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,100,,3.4,2023,2023 Hunt Success.pdf,PASS,,1500 (Uintas),42,,
GO6807,147,High Uintas Leidy Peak,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,,576,453,Bonus Point Draw Results,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,100,,3.4,2023,2023 Hunt Success.pdf,PASS,,1500 (Uintas),20,,
GO6808,148,High Uintas West,Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 05 2026 - Oct 31 2026,,577,454,Bonus Point Draw Results,9,2,11,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,9,2,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,100,,3.4,2023,2023 Hunt Success.pdf,PASS,,1500 (Uintas),190,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
GO6810,157,"Ogden, Willard Peak",Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,,578,455,Bonus Point Draw Results,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Mountain+Goat&gender=Hunters+Choice,LIVE_DWR_RES_NR_SPLIT,0,,3,2023,2023 Hunt Success.pdf,PASS,,700 (Cache/Ogden/East Canyon),48,,
BR7011,163,Paunsaugunt,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,,"March 28 - May 25, 2026",,,,,4,0,4,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,3,2022,22_black_bear_report.pdf,PASS,,,,,
BR7113,163,Paunsaugunt,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,,"May 25 - June 28, 2026",,,,,3,0,3,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,3,2022,22_black_bear_report.pdf,PASS,,,,,
BR7214,163,Paunsaugunt,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",,64,,2024 Draw Odds PDF Model Target 2025,3,0,3,2024_DRAW_ODDS_PDF_VALUES_MODEL_TARGET_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,
BR7323,163,Paunsaugunt,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",,,,,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,3,2022,22_black_bear_report.pdf,PASS,,,,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
DB1001,163,Paunsaugunt Premium,Buck,Deer,Archery,Premium Limited Entry,Premium Limited Entry,Aug 15 2026 - Sept 11 2026,,3,18,Bonus Point Draw Results,25,3,28,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_PLE_BIG_GAME,26,3,29,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,55.9,,,,,,,6500,5900,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
DB1004,163,Paunsaugunt Premium,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Premium Limited Entry,Oct 17 2026 - Oct 31 2026,,6,21,Bonus Point Draw Results,73,7,80,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_PLE_BIG_GAME,75,8,83,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,83.8,,,,,,,6500,5900,,
DB1006,163,Paunsaugunt Premium,Buck,Deer,Muzzleloader,Premium Limited Entry,Premium Limited Entry,Sept 23 2026 - Oct 01 2026,,8,23,Bonus Point Draw Results,25,3,28,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_PLE_BIG_GAME,26,3,29,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,77.8,,,,,,,6500,5900,,
DB1008,163,Paunsaugunt Premium,Buck,Deer,Multiseason,Premium Limited Entry,Premium Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 31, 2026",,10,25,Bonus Point Draw Results,3,1,4,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_PLE_BIG_GAME,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,100,,5.6,2023,23_bg_report.pdf,PASS,,6500,5900,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
DB1010,163,Paunsaugunt Management,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Management,Nov 02 2026 - Nov 20 2026,,12,27,Bonus Point Draw Results,23,3,26,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_PLE_BIG_GAME,30,3,33,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,90.5,,5.6,2023,23_bg_report.pdf,PASS,,6500,5900,,
DB1058,163,Paunsaugunt Cactus,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Cactus Buck,Nov 02 2026 - Nov 20 2026,,50,65,Bonus Point Draw Results,27,3,30,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_GENERAL_SEASON_BUCK_DEER,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,48,,5.6,2023,23_bg_report.pdf,PASS,,6500,5900,4,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
DB1073,163,Paunsaugunt Management,Buck,Deer,Archery,Premium Limited Entry,Management,Aug 15 2026 - Sept 11 2026,,52,67,Bonus Point Draw Results,8,1,9,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_PLE_BIG_GAME,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,100,,5.6,2023,23_bg_report.pdf,PASS,,6500,5900,,
DB1074,163,Paunsaugunt Management,Buck,Deer,Muzzleloader,Premium Limited Entry,Management,Sept 23 2026 - Oct 01 2026,,53,68,Bonus Point Draw Results,8,1,9,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_PLE_BIG_GAME,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,66.7,,5.6,2023,23_bg_report.pdf,PASS,,6500,5900,,
EA1073,163,Paunsaugunt,Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Nov 21 2026 - Dec 31 2026,,,,,18,2,20,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,30,,5.5,2023,A96251BE__2023_antlerless_hr.pdf,PASS,,140,140,,
EA2015,163,Paunsaugunt,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,17.9,,5,2022,FF6D4B3D__2022_antlerless_hr.pdf,PASS,,140,140,,
LD1001,163,Paunsaugunt - Private Land Only,Buck,Deer,Archery,Limited Entry - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - Private Land Only,,,,,,,,,Utah DWR Hunt Planner,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED,,,5.6,2023,23_bg_report.pdf,PASS,,,,,
LD1004,163,Paunsaugunt - Private Land Only,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,,,,,,Utah DWR Hunt Planner,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED,,,5.6,2023,23_bg_report.pdf,PASS,,,,,
LD1006,163,Paunsaugunt - Private Land Only,Buck,Deer,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - Private Land Only,,,,,,,,,Utah DWR Hunt Planner,,,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED,,,5.6,2023,23_bg_report.pdf,PASS,,,,,
DA1009,169,"Pine Valley, Enterprise",Antlerless,Deer,Any Legal Weapon,General Season,Antlerless,Aug 01 2026 - Aug 12 2026,,,,,25,0,25,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,90,,,,,,,19500 (entire Pine Valley unit),13000 (entire Pine Valley unit),,
EB3145,172,Boulder,Bull,Elk,Archery,Limited Entry,Mature Bull,Aug 15 2026 - Sept 15 2026,,285,324,Bonus Point Draw Results,28,2,30,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,31,4,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,64.3,8.1,,,,,6.5-7.0,1200-1700,1400,,
EB3148,172,Boulder,Bull,Elk,Early Any Legal Weapon,Limited Entry,Mature Bull,Sept 16 2026 - Sept 20 2026,,288,327,Bonus Point Draw Results,11,1,12,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,13,1,14,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,86.7,8.1,,,,,6.5-7.0,1200-1700,1400,,
EB3151,172,Boulder,Bull,Elk,Late Any Legal Weapon,Limited Entry,Mature Bull,Nov 07 2026 - Nov 15 2026,,291,330,Bonus Point Draw Results,19,2,21,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,22,2,24,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,85,8.1,,,,,6.5-7.0,1200-1700,1400,,
EB3154,172,Boulder,Bull,Elk,Muzzleloader,Limited Entry,Mature Bull,Sept 21 2026 - Oct 02 2026,,294,333,Bonus Point Draw Results,17,2,19,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,19,2,21,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,78.9,8.1,,,,,6.5-7.0,1200-1700,1400,,
EB3156,172,Boulder,Bull,Elk,Multiseason,Limited Entry,Mature Bull,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",,296,335,Bonus Point Draw Results,4,0,4,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,100,8.1,7.8,2021,21_bg_report.pdf,PASS,6.5-7.0,1200-1700,1400,,
EB3190,172,Boulder,Bull,Elk,Late Archery,Limited Entry,Mature Bull,Nov 28 2026 - Dec 13 2026,,329,368,Bonus Point Draw Results,4,1,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,0,8.1,,,,,6.5-7.0,1200-1700,1400,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
EB3191,172,Boulder,Bull,Elk,Mid Any Legal Weapon,Limited Entry,Mature Bull,Oct 03 2026 - Oct 15 2026,,330,369,Bonus Point Draw Results,32,3,35,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,37,4,41,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,71.4,8.1,,,,,6.5-7.0,1200-1700,1400,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
EL3145,172,Boulder,Bull,Elk,Archery,Limited Entry - Private Land Only,Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,7.8,2021,21_bg_report.pdf,PASS,,,,,
EL3148,172,Boulder,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,
EL3151,172,Boulder,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,
EL3154,172,Boulder,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,7.8,2021,21_bg_report.pdf,PASS,,,,,
EL3190,172,Boulder,Bull,Elk,Archery,Limited Entry - Private Land Only,Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,
EL3191,172,Boulder,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,
BR7013,175,Fishlake/Thousand Lakes,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,,"March 28 - May 25, 2026",,,,,7,0,7,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,7,0,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,
BR7115,175,Fishlake/Thousand Lakes,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,,"May 25 - June 28, 2026",,42,,2024 Draw Odds PDF Model Target 2025,6,0,6,2024_DRAW_ODDS_PDF_VALUES_MODEL_TARGET_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,7,0,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,
BR7216,175,Fishlake/Thousand Lakes,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",,66,,2024 Draw Odds PDF Model Target 2025,4,0,4,2024_DRAW_ODDS_PDF_VALUES_MODEL_TARGET_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,
BR7311,175,Fishlake/Thousand Lakes,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",,85,,2024 Draw Odds PDF Model Target 2025,2,0,2,2024_DRAW_ODDS_PDF_VALUES_MODEL_TARGET_2025,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BEAR_DRAW,3,0,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Black+Bear&gender=Either+Sex,LIVE_DWR_RES_NR_SPLIT,,,6,2021,21_black_bear_report.pdf,PASS,,,,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
