hunt_code,hunt_type,hunt_kind,draw_pool,residency,prediction_year,quota_residency,reserved_quota,random_quota,quota_source_status,reserved_fraction,applicant_rollover_source_year,retention_rate_raw,retention_rate_smoothed,rolled_forward_total_applicants,rolled_forward_unsuccessful_applicants,lower_point_additions,points_modeled,expected_cutoff_points,iterations
BI6500,Once-in-a-lifetime,OIL,standard,Resident,2026,2,1,1,official,0.5,2025,0.873877,0.86552,3435,3247,622,33,31.0,600
BI6503,Once-in-a-lifetime,OIL,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.827619,0.835452,4911,3796,1737,33,30.0,600
BI6503,Once-in-a-lifetime,OIL,standard,Resident,2026,4,2,2,official,0.5,2025,1.039705,0.973308,5520,4960,693,34,29.0,600
BI6504,Once-in-a-lifetime,OIL,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.954167,0.917708,2249,1718,671,33,29.0,600
BI6504,Once-in-a-lifetime,OIL,standard,Resident,2026,5,3,2,official,0.6,2025,1.032372,0.968542,2032,1756,334,33,27.0,600
BI6505,Once-in-a-lifetime,OIL,standard,Nonresident,2026,3,2,1,official,0.6667,2025,1.069486,0.992666,699,414,285,33,22.0,600
BI6505,Once-in-a-lifetime,OIL,standard,Resident,2026,8,4,4,official,0.5,2025,0.899384,0.8821,362,318,80,33,20.0,600
BI6506,Once-in-a-lifetime,OIL,standard,Resident,2026,11,6,5,official,0.5455,2025,1.015951,0.957868,451,354,112,33,17.0,600
BI6509,Once-in-a-lifetime,OIL,standard,Resident,2026,5,3,2,official,0.6,2025,0.831181,0.837768,411,365,101,33,20.0,600
BI6516,Once-in-a-lifetime,OIL,standard,Resident,2026,6,3,3,official,0.5,2025,0.935182,0.905368,1246,1096,257,33,26.0,600
BI6528,Once-in-a-lifetime,OIL,standard,Resident,2026,6,3,3,official,0.5,2025,0.980892,0.93508,136,120,24,33,22.0,600
BI6529,Once-in-a-lifetime,OIL,standard,Resident,2026,8,4,4,official,0.5,2025,0.75,0.785,113,99,35,33,16.0,600
BI6531,Once-in-a-lifetime,OIL,standard,Resident,2026,10,5,5,official,0.5,2025,0.90535,0.885977,590,363,268,33,26.0,600
BI6532,Once-in-a-lifetime,OIL,standard,Resident,2026,6,3,3,official,0.5,2025,0.915289,0.892438,194,167,45,33,20.0,600
BI6534,Once-in-a-lifetime,OIL,standard,Resident,2026,10,5,5,official,0.5,2025,0.834312,0.839803,924,902,167,33,27.0,600
BI6535,Once-in-a-lifetime,OIL,standard,Resident,2026,8,4,4,official,0.5,2025,0.839018,0.842862,762,697,174,33,26.0,600
BI6536,Once-in-a-lifetime,OIL,standard,Resident,2026,15,8,7,official,0.5333,2025,0.457268,0.594724,120,129,43,33,18.0,600
BI6537,Once-in-a-lifetime,OIL,standard,Nonresident,2026,7,4,3,official,0.5714,2025,0.766839,0.795946,3860,2318,2016,33,27.0,600
BI6537,Once-in-a-lifetime,OIL,standard,Resident,2026,8,4,4,official,0.5,2025,0.529148,0.641446,546,425,274,33,25.0,600
BR7000,Limited Entry - Spring,LE,standard,Nonresident,2026,1,0,1,official,0.0,2025,0.588235,0.679853,13,17,0,23,,600
BR7000,Limited Entry - Spring,LE,standard,Resident,2026,9,5,4,official,0.5556,2025,0.683761,0.741944,95,127,0,23,9.0,600
BR7001,Limited Entry - Spring,LE,standard,Nonresident,2026,5,3,2,official,0.6,2025,0.75,0.785,26,31,0,23,8.0,600
BR7001,Limited Entry - Spring,LE,standard,Resident,2026,49,25,24,official,0.5102,2025,0.628141,0.705791,90,128,0,23,3.0,600
BR7003,Limited Entry - Spring,LE,standard,Nonresident,2026,2,1,1,official,0.5,2025,0.545455,0.652045,8,11,0,23,5.0,600
BR7003,Limited Entry - Spring,LE,standard,Resident,2026,17,9,8,official,0.5294,2025,0.925926,0.899352,97,108,0,23,6.0,600
BR7004,Limited Entry - Spring,LE,standard,Resident,2026,18,9,9,official,0.5,2025,0.611111,0.694722,95,136,0,23,7.0,600
BR7005,Limited Entry - Spring,LE,standard,Resident,2026,7,4,3,official,0.5714,2025,0.878788,0.868712,84,95,0,23,10.0,600
