hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_validation_notes,notes
DB1351,923,The Dirty Dozen,Deer,Buck,CWMU,Any Legal Weapon,Private,Contact Operator for 2026 season dates,2,0,2,OK,,
DB1501,607,Box Elder,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,1040,TOTAL_ONLY_SPLIT_MISSING,,
DB1502,29,Cache,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,1160,TOTAL_ONLY_SPLIT_MISSING,,
DB1503,619,Manti/San Rafael,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,1800,TOTAL_ONLY_SPLIT_MISSING,,
DB1504,616,Nebo,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,1060,TOTAL_ONLY_SPLIT_MISSING,,
DB1506,804,Fillmore,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,460,TOTAL_ONLY_SPLIT_MISSING,,
DB1508,611,Kamas,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,200,TOTAL_ONLY_SPLIT_MISSING,,
DB1509,617,La Sal Mtns,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,360,TOTAL_ONLY_SPLIT_MISSING,,
DB1510,629,Monroe,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,220,TOTAL_ONLY_SPLIT_MISSING,,
DB1511,630,Mt Dutton,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,80,TOTAL_ONLY_SPLIT_MISSING,,
DB1512,615,Nine Mile,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,280,TOTAL_ONLY_SPLIT_MISSING,,
DB1513,612,North Slope,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,620,TOTAL_ONLY_SPLIT_MISSING,,
DB1514,609,Ogden,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,540,TOTAL_ONLY_SPLIT_MISSING,,
DB1516,634,Panguitch Lake,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,500,TOTAL_ONLY_SPLIT_MISSING,,
DB1517,636,Pine Valley,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,600,TOTAL_ONLY_SPLIT_MISSING,,
DB1518,455,Boulder/Kaiparowits,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,720,TOTAL_ONLY_SPLIT_MISSING,,
DB1519,633,Fishlake,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,260,TOTAL_ONLY_SPLIT_MISSING,,
DB1521,618,"San Juan, Abajo Mtns",Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,560,TOTAL_ONLY_SPLIT_MISSING,,
DB1522,614,Vernal/Bonanza,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,420,TOTAL_ONLY_SPLIT_MISSING,,
DB1523,613,Yellowstone,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,280,TOTAL_ONLY_SPLIT_MISSING,,
DB1524,625,Southwest Desert,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,100,TOTAL_ONLY_SPLIT_MISSING,,
DB1525,621,"Wasatch Mtns, East",Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,1300,TOTAL_ONLY_SPLIT_MISSING,,
DB1526,620,"Wasatch Mtns, West",Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,1580,TOTAL_ONLY_SPLIT_MISSING,,
DB1529,635,Zion,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,675,TOTAL_ONLY_SPLIT_MISSING,,
DB1531,607,Box Elder,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,2080,TOTAL_ONLY_SPLIT_MISSING,,
DB1533,619,Manti/San Rafael,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,5400,TOTAL_ONLY_SPLIT_MISSING,,
DB1534,616,Nebo,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,3180,TOTAL_ONLY_SPLIT_MISSING,,
DB1536,804,Fillmore,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,920,TOTAL_ONLY_SPLIT_MISSING,,
DB1538,611,Kamas,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,400,TOTAL_ONLY_SPLIT_MISSING,,
DB1539,617,La Sal Mtns,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1080,TOTAL_ONLY_SPLIT_MISSING,,
DB1540,629,Monroe,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,660,TOTAL_ONLY_SPLIT_MISSING,,
DB1541,630,Mt Dutton,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,240,TOTAL_ONLY_SPLIT_MISSING,,
DB1542,615,Nine Mile,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,560,TOTAL_ONLY_SPLIT_MISSING,,
DB1543,612,North Slope,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1240,TOTAL_ONLY_SPLIT_MISSING,,
DB1544,609,Ogden,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1620,TOTAL_ONLY_SPLIT_MISSING,,
DB1546,634,Panguitch Lake,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1000,TOTAL_ONLY_SPLIT_MISSING,,
DB1547,636,Pine Valley,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1200,TOTAL_ONLY_SPLIT_MISSING,,
DB1549,633,Fishlake,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,520,TOTAL_ONLY_SPLIT_MISSING,,
DB1551,618,"San Juan, Abajo Mtns",Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1680,TOTAL_ONLY_SPLIT_MISSING,,
DB1552,614,Vernal/Bonanza,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,700,TOTAL_ONLY_SPLIT_MISSING,,
DB1553,613,Yellowstone,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,840,TOTAL_ONLY_SPLIT_MISSING,,
DB1554,625,Southwest Desert,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,300,TOTAL_ONLY_SPLIT_MISSING,,
DB1555,621,"Wasatch Mtns, East",Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,3900,TOTAL_ONLY_SPLIT_MISSING,,
DB1556,620,"Wasatch Mtns, West",Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,4740,TOTAL_ONLY_SPLIT_MISSING,,
DB1559,635,Zion,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1350,TOTAL_ONLY_SPLIT_MISSING,,
DB1561,607,Box Elder,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,1040,TOTAL_ONLY_SPLIT_MISSING,,
DB1563,619,Manti/San Rafael,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,1800,TOTAL_ONLY_SPLIT_MISSING,,
DB1564,616,Nebo,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,1060,TOTAL_ONLY_SPLIT_MISSING,,
DB1566,804,Fillmore,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,460,TOTAL_ONLY_SPLIT_MISSING,,
DB1568,611,Kamas,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,200,TOTAL_ONLY_SPLIT_MISSING,,
DB1569,617,La Sal Mtns,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,360,TOTAL_ONLY_SPLIT_MISSING,,
DB1570,629,Monroe,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,220,TOTAL_ONLY_SPLIT_MISSING,,
DB1571,630,Mt Dutton,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,80,TOTAL_ONLY_SPLIT_MISSING,,
DB1572,615,Nine Mile,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,280,TOTAL_ONLY_SPLIT_MISSING,,
DB1573,612,North Slope,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,620,TOTAL_ONLY_SPLIT_MISSING,,
DB1574,609,Ogden,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,540,TOTAL_ONLY_SPLIT_MISSING,,
DB1576,634,Panguitch Lake,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,500,TOTAL_ONLY_SPLIT_MISSING,,
DB1577,636,Pine Valley,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,600,TOTAL_ONLY_SPLIT_MISSING,,
DB1579,633,Fishlake,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,260,TOTAL_ONLY_SPLIT_MISSING,,
DB1581,618,"San Juan, Abajo Mtns",Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,560,TOTAL_ONLY_SPLIT_MISSING,,
DB1582,614,Vernal/Bonanza,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,280,TOTAL_ONLY_SPLIT_MISSING,,
DB1583,613,Yellowstone,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,280,TOTAL_ONLY_SPLIT_MISSING,,
DB1584,625,Southwest Desert,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,100,TOTAL_ONLY_SPLIT_MISSING,,
DB1585,621,"Wasatch Mtns, East",Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,1300,TOTAL_ONLY_SPLIT_MISSING,,
DB1586,620,"Wasatch Mtns, West",Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,1580,TOTAL_ONLY_SPLIT_MISSING,,
DB1589,635,Zion,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,675,TOTAL_ONLY_SPLIT_MISSING,,
DB1591,804,Fillmore,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,460,TOTAL_ONLY_SPLIT_MISSING,,
DB1592,611,Kamas,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,200,TOTAL_ONLY_SPLIT_MISSING,,
DB1593,615,Nine Mile,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,280,TOTAL_ONLY_SPLIT_MISSING,,
DB1594,634,Panguitch Lake,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,500,TOTAL_ONLY_SPLIT_MISSING,,
DB1595,636,Pine Valley,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,600,TOTAL_ONLY_SPLIT_MISSING,,
DB1596,633,Fishlake,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,260,TOTAL_ONLY_SPLIT_MISSING,,
DB1597,635,Zion,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,675,TOTAL_ONLY_SPLIT_MISSING,,
DB1598,612,North Slope,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,620,TOTAL_ONLY_SPLIT_MISSING,,
DB1599,69,Chalk Creek,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,880,TOTAL_ONLY_SPLIT_MISSING,,
DB1600,69,Chalk Creek,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,440,TOTAL_ONLY_SPLIT_MISSING,,
DB1601,69,Chalk Creek,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,440,TOTAL_ONLY_SPLIT_MISSING,,
DB1602,69,Chalk Creek,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,440,TOTAL_ONLY_SPLIT_MISSING,,
DB1603,276,East Canyon,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,760,TOTAL_ONLY_SPLIT_MISSING,,
DB1604,276,East Canyon,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,380,TOTAL_ONLY_SPLIT_MISSING,,
DB1605,276,East Canyon,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,380,TOTAL_ONLY_SPLIT_MISSING,,
DB1606,276,East Canyon,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,380,TOTAL_ONLY_SPLIT_MISSING,,
DB1607,117,Morgan-South Rich,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,640,TOTAL_ONLY_SPLIT_MISSING,,
DB1608,117,Morgan-South Rich,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,320,TOTAL_ONLY_SPLIT_MISSING,,
DB1609,117,Morgan-South Rich,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,320,TOTAL_ONLY_SPLIT_MISSING,,
DB1610,117,Morgan-South Rich,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,320,TOTAL_ONLY_SPLIT_MISSING,,
DB1611,685,"Beaver, East",Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,440,TOTAL_ONLY_SPLIT_MISSING,,
DB1612,685,"Beaver, East",Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,440,TOTAL_ONLY_SPLIT_MISSING,,
DB1613,685,"Beaver, East",Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1320,TOTAL_ONLY_SPLIT_MISSING,,
DB1614,672,"Beaver, West",Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,130,TOTAL_ONLY_SPLIT_MISSING,,
DB1615,672,"Beaver, West",Deer,Buck,General Season,Restricted Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,130,TOTAL_ONLY_SPLIT_MISSING,,
DB1616,672,"Beaver, West",Deer,Buck,General Season,Restricted Rifle,Public,Oct 17 2026 - Oct 25 2026,,,390,TOTAL_ONLY_SPLIT_MISSING,,
DB1617,926,"West Desert, Swasey",Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,80,TOTAL_ONLY_SPLIT_MISSING,,
DB1618,926,"West Desert, Swasey",Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,80,TOTAL_ONLY_SPLIT_MISSING,,
DB1619,926,"West Desert, Swasey",Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,240,TOTAL_ONLY_SPLIT_MISSING,,
DB1620,927,Oquirrh/Tintic,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,450,TOTAL_ONLY_SPLIT_MISSING,,
DB1621,927,Oquirrh/Tintic,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,450,TOTAL_ONLY_SPLIT_MISSING,,
DB1622,927,Oquirrh/Tintic,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,1350,TOTAL_ONLY_SPLIT_MISSING,,
DB1623,925,Cedar/Stansbury,Deer,Buck,General Season,Archery,Public,Aug 15 2026 - Sept 11 2026,,,250,TOTAL_ONLY_SPLIT_MISSING,,
DB1624,925,Cedar/Stansbury,Deer,Buck,General Season,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,250,TOTAL_ONLY_SPLIT_MISSING,,
DB1625,925,Cedar/Stansbury,Deer,Buck,General Season,Any Legal Weapon (Late),Public,Oct 17 2026 - Oct 25 2026,,,750,TOTAL_ONLY_SPLIT_MISSING,,
DB1627,29,Cache,Deer,Buck,General Season,Restricted Rifle,Public,Oct 17 2026 - Oct 25 2026,,,3480,TOTAL_ONLY_SPLIT_MISSING,,
DB1628,29,Cache,Deer,Buck,General Season,Restricted Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,1160,TOTAL_ONLY_SPLIT_MISSING,,
DB1629,455,Boulder/Kaiparowits,Deer,Buck,General Season,Restricted Rifle,Public,Oct 17 2026 - Oct 25 2026,,,960,TOTAL_ONLY_SPLIT_MISSING,,
DB1630,455,Boulder/Kaiparowits,Deer,Buck,General Season,Restricted Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,,,720,TOTAL_ONLY_SPLIT_MISSING,,
DB1631,607,Box Elder,Deer,Buck,General Season,Any Legal Weapon (Early),Public,Oct 07 2026 - Oct 11 2026,,,1040,TOTAL_ONLY_SPLIT_MISSING,,
DB1770,607,Box Elder,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,688,TOTAL_ONLY_SPLIT_MISSING,,
DB1771,29,Cache,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,588,TOTAL_ONLY_SPLIT_MISSING,,
DB1772,619,Manti/San Rafael,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,573,TOTAL_ONLY_SPLIT_MISSING,,
DB1773,616,Nebo,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,349,TOTAL_ONLY_SPLIT_MISSING,,
DB1775,804,Fillmore,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,TOTAL_ONLY_SPLIT_MISSING,,
DB1777,611,Kamas,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,55,TOTAL_ONLY_SPLIT_MISSING,,
DB1778,617,La Sal Mtns,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,67,TOTAL_ONLY_SPLIT_MISSING,,
DB1779,629,Monroe,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,TOTAL_ONLY_SPLIT_MISSING,,
DB1780,630,Mt Dutton,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,26,TOTAL_ONLY_SPLIT_MISSING,,
DB1781,615,Nine Mile,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,62,TOTAL_ONLY_SPLIT_MISSING,,
DB1782,612,North Slope,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,340,TOTAL_ONLY_SPLIT_MISSING,,
DB1783,609,Ogden,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,297,TOTAL_ONLY_SPLIT_MISSING,,
DB1785,634,Panguitch Lake,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,112,TOTAL_ONLY_SPLIT_MISSING,,
DB1786,636,Pine Valley,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,228,TOTAL_ONLY_SPLIT_MISSING,,
DB1787,455,Boulder/Kaiparowits,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,70,TOTAL_ONLY_SPLIT_MISSING,,
DB1788,633,Fishlake,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,49,TOTAL_ONLY_SPLIT_MISSING,,
DB1790,618,"San Juan, Abajo Mtns",Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,261,TOTAL_ONLY_SPLIT_MISSING,,
DB1791,614,Vernal/Bonanza,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,45,TOTAL_ONLY_SPLIT_MISSING,,
DB1792,613,Yellowstone,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,63,TOTAL_ONLY_SPLIT_MISSING,,
DB1793,625,Southwest Desert,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,46,TOTAL_ONLY_SPLIT_MISSING,,
DB1794,621,"Wasatch Mtns, East",Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,271,TOTAL_ONLY_SPLIT_MISSING,,
DB1795,620,"Wasatch Mtns, West",Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,701,TOTAL_ONLY_SPLIT_MISSING,,
DB1798,635,Zion,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,256,TOTAL_ONLY_SPLIT_MISSING,,
DB1799,69,Chalk Creek,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,292,TOTAL_ONLY_SPLIT_MISSING,,
DB1800,276,East Canyon,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,186,TOTAL_ONLY_SPLIT_MISSING,,
DB1801,117,Morgan-South Rich,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,211,TOTAL_ONLY_SPLIT_MISSING,,
DB1802,685,"Beaver, East",Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,61,TOTAL_ONLY_SPLIT_MISSING,,
DB1803,672,"Beaver, West",Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,44,TOTAL_ONLY_SPLIT_MISSING,,
DB1804,925,Cedar/Stansbury,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,TOTAL_ONLY_SPLIT_MISSING,,
DB1805,927,Oquirrh/Tintic,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,65,TOTAL_ONLY_SPLIT_MISSING,,
