hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,source_file_2026,link_key
DB1798,635,Zion,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,256,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1798_RESIDENT
DB1799,69,Chalk Creek,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,292,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1799_RESIDENT
DB1800,276,East Canyon,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,186,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1800_RESIDENT
DB1801,117,Morgan-South Rich,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,211,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1801_RESIDENT
DB1802,685,"Beaver, East",Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,61,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1802_RESIDENT
DB1803,672,"Beaver, West",Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,44,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1803_RESIDENT
DB1804,925,Cedar/Stansbury,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1804_RESIDENT
DB1805,927,Oquirrh/Tintic,Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,65,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1805_RESIDENT
DB1806,926,"West Desert, Swasey",Deer,Buck,General Season,Dedicated Hunter,Dedicated Hunter,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,36,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB1806_RESIDENT
DS1000,5110,Desert Bighorn Sheep - Statewide Permit,Desert Bighorn Sheep,Male Only,Statewide,Any Legal Weapon,Public,"Sept 1 - Dec 31, 2026",,,,NO_QUOTA_PUBLISHED,,DS1000_RESIDENT
DS1002,98,"Kaiparowits, East",Desert Bighorn Sheep,Male Only,Conservation,Any Legal Weapon,Public,"Sept 13, 2025 - Dec 31, 2025",,,,NO_QUOTA_PUBLISHED,desert sheep ram.xlsx,DS1002_RESIDENT
DS1003,5141,"Kaiparowits, Escalante East/West",Desert Bighorn Sheep,Male Only,Conservation,Any Legal Weapon,Public,"Sept 12 - Nov 10, 2026",,,,NO_QUOTA_PUBLISHED,desert sheep ram.xlsx,DS1003_RESIDENT
DS1004,193,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Male Only,Conservation,Any Legal Weapon,Public,"Sept 13 - Dec 31, 2025",,,,NO_QUOTA_PUBLISHED,desert sheep ram.xlsx,DS1004_RESIDENT
DS1006,100,"Kaiparowits, West",Desert Bighorn Sheep,Male Only,Conservation,Any Legal Weapon,Public,"Sept 13, 2025 - Dec 31, 2025",,,,NO_QUOTA_PUBLISHED,desert sheep ram.xlsx,DS1006_RESIDENT
DS1007,195,"San Rafael, South",Desert Bighorn Sheep,Male Only,Conservation,Any Legal Weapon,Public,"Sept 13, 2025 - Dec 31, 2025",,,,NO_QUOTA_PUBLISHED,desert sheep ram.xlsx,DS1007_RESIDENT
DS6600,94,Henry Mtns,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,3,0,3,OK,desert sheep ram.xlsx,DS6600_RESIDENT
DS6601,98,"Kaiparowits, East",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,10,3,13,OK,desert sheep ram.xlsx,DS6601_RESIDENT
DS6603,100,"Kaiparowits, West",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,3,1,4,OK,desert sheep ram.xlsx,DS6603_RESIDENT
DS6604,688,"La Sal, Potash/South Cisco",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,8,0,8,OK,desert sheep ram.xlsx,DS6604_RESIDENT
DS6605,305,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,Male Only,Conservation,Any Legal Weapon,Public,"Sept 13, 2025 - Dec 31, 2025",,,,NO_QUOTA_PUBLISHED,desert sheep ram.xlsx,DS6605_RESIDENT
DS6606,187,"San Juan, Lockhart",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,2,0,2,OK,desert sheep ram.xlsx,DS6606_RESIDENT
DS6607,190,"San Juan, South",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,2,0,2,OK,desert sheep ram.xlsx,DS6607_RESIDENT
DS6608,193,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,3,1,4,OK,desert sheep ram.xlsx,DS6608_RESIDENT
DS6609,194,"San Rafael, North",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,8,0,8,OK,desert sheep ram.xlsx,DS6609_RESIDENT
DS6610,195,"San Rafael, South",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,10,2,12,OK,desert sheep ram.xlsx,DS6610_RESIDENT
DS6611,635,Zion,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,3,0,3,OK,desert sheep ram.xlsx,DS6611_RESIDENT
DS6620,306,"Pine Valley, Virgin River",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Oct 24 2026 - Dec 25 2026,3,0,3,OK,desert sheep ram.xlsx,DS6620_RESIDENT
DS6621,305,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Oct 24 2026 - Dec 25 2026,2,0,2,OK,desert sheep ram.xlsx,DS6621_RESIDENT
DS6622,308,"San Juan, North",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,3,0,3,OK,desert sheep ram.xlsx,DS6622_RESIDENT
DS6623,309,"San Juan, San Juan River",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,2,0,2,OK,desert sheep ram.xlsx,DS6623_RESIDENT
DS6624,193,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Archery,Public,Nov 11 2026 - Dec 17 2026,2,0,2,OK,desert sheep ram.xlsx,DS6624_RESIDENT
DS6625,10003,Mineral Mtns,Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,4,0,4,OK,desert sheep ram.xlsx,DS6625_RESIDENT
DS6626,933,"Escalante, East",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,5,2,7,OK,desert sheep ram.xlsx,DS6626_RESIDENT
DS6627,934,"Escalante, West",Desert Bighorn Sheep,Male Only,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Nov 10 2026,3,0,3,OK,desert sheep ram.xlsx,DS6627_RESIDENT
EA1010,38,"Cache, Rich",Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 26 2025,18,2,20,OK,antlerless elk.xlsx,EA1010_RESIDENT
EA1011,39,"Cache, Richards Hollow",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 15 2025 - Dec 31 2025,9,1,10,OK,antlerless elk.xlsx,EA1011_RESIDENT
EA1012,40,"Cache, Richmond Hyde Park",Elk,Antlerless,General Season,Any Legal Weapon,Public,Aug 01 2025 - Dec 01 2025,4,1,5,OK,antlerless elk.xlsx,EA1012_RESIDENT
EA1013,43,"Manti, Central",Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,63,7,70,OK,antlerless elk.xlsx,EA1013_RESIDENT
EA1015,45,"Manti, Ferron Canyon",Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,63,7,70,OK,antlerless elk.xlsx,EA1015_RESIDENT
EA1017,47,"Manti, Gordon Creek-Price Canyon",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 27 2025 - Jan 31 2026,90,10,100,OK,antlerless elk.xlsx,EA1017_RESIDENT
EA1018,49,"Manti, Horn Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 19 2025 - Dec 31 2025,54,6,60,OK,antlerless elk.xlsx,EA1018_RESIDENT
EA1020,55,"Manti, Mohrland-Stump Flat",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 27 2025 - Jan 31 2026,108,12,120,OK,antlerless elk.xlsx,EA1020_RESIDENT
EA1021,616,Nebo,Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,207,23,230,OK,antlerless elk.xlsx,EA1021_RESIDENT
EA1022,58,"Manti, North",Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,270,30,300,OK,antlerless elk.xlsx,EA1022_RESIDENT
EA1023,862,"Manti, South",Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,90,10,100,OK,antlerless elk.xlsx,EA1023_RESIDENT
EA1024,862,"Manti, South",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 19 2025 - Jan 31 2026,90,10,100,OK,antlerless elk.xlsx,EA1024_RESIDENT
EA1025,861,"Manti, West",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 19 2025 - Jan 31 2026,108,12,120,OK,antlerless elk.xlsx,EA1025_RESIDENT
EA1026,69,Chalk Creek,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Jan 31 2026,315,35,350,OK,antlerless elk.xlsx,EA1026_RESIDENT
EA1030,88,"Fillmore, Pahvant",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 15 2025 - Dec 06 2025,45,5,50,OK,antlerless elk.xlsx,EA1030_RESIDENT
EA1031,88,"Fillmore, Pahvant",Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 13 2025 - Jan 30 2026,45,5,50,OK,antlerless elk.xlsx,EA1031_RESIDENT
EA1033,611,Kamas,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Jan 18 2026,112,13,125,OK,antlerless elk.xlsx,EA1033_RESIDENT
EA1035,104,"Kamas, Oakley",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Dec 31 2025,112,13,125,OK,antlerless elk.xlsx,EA1035_RESIDENT
EA1037,108,"La Sal, Dolores Triangle",Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 12 2025 - Jan 31 2026,45,5,50,OK,antlerless elk.xlsx,EA1037_RESIDENT
EA1038,617,"La Sal, La Sal Mtns",Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,180,20,200,OK,antlerless elk.xlsx,EA1038_RESIDENT
EA1039,617,"La Sal, La Sal Mtns",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 17 2025 - Dec 31 2025,135,15,150,OK,antlerless elk.xlsx,EA1039_RESIDENT
EA1044,122,"Morgan-South Rich, South Rich",Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 01 2025 - Jan 31 2026,31,4,35,OK,antlerless elk.xlsx,EA1044_RESIDENT
EA1049,438,"Mt Dutton, Deep Creek",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 22 2025 - Dec 07 2025,67,8,75,OK,antlerless elk.xlsx,EA1049_RESIDENT
EA1054,132,"Nine Mile, West Anthro",Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 13 2025 - Dec 30 2025,45,5,50,OK,antlerless elk.xlsx,EA1054_RESIDENT
EA1056,134,"North Slope, Greendale",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 17 2025 - Nov 30 2025,4,1,5,OK,antlerless elk.xlsx,EA1056_RESIDENT
EA1058,135,"North Slope, Henry's Fork-Burnt Fork",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Jan 31 2026,90,10,100,OK,antlerless elk.xlsx,EA1058_RESIDENT
EA1060,142,"North Slope, West Daggett",Elk,Antlerless,General Season,Muzzleloader,Public,Oct 29 2025 - Nov 06 2025,18,2,20,OK,antlerless elk.xlsx,EA1060_RESIDENT
EA1061,142,"North Slope, West Daggett",Elk,Antlerless,General Season,Muzzleloader,Public,Sep 24 2025 - Oct 02 2025,18,2,20,OK,antlerless elk.xlsx,EA1061_RESIDENT
EA1063,609,Ogden,Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 26 2025,67,8,75,OK,antlerless elk.xlsx,EA1063_RESIDENT
EA1064,609,Ogden,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Nov 30 2025,67,8,75,OK,antlerless elk.xlsx,EA1064_RESIDENT
EA1069,634,Panguitch Lake,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 22 2025 - Nov 30 2025,31,4,35,OK,antlerless elk.xlsx,EA1069_RESIDENT
EA1073,163,Paunsaugunt,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 22 2025 - Dec 30 2025,18,2,20,OK,antlerless elk.xlsx,EA1073_RESIDENT
EA1075,695,Boulder East,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 21 2025 - Dec 31 2025,45,5,50,OK,antlerless elk.xlsx,EA1075_RESIDENT
EA1076,697,Boulder West,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 21 2025 - Dec 31 2025,45,5,50,OK,antlerless elk.xlsx,EA1076_RESIDENT
EA1077,96,Boulder-Circle Cliffs,Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 07 2025 - Jan 10 2026,27,3,30,OK,antlerless elk.xlsx,EA1077_RESIDENT
EA1078,175,Fishlake/Thousand Lakes,Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,243,27,270,OK,antlerless elk.xlsx,EA1078_RESIDENT
EA1079,698,Fishlake/Thousand Lakes East,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 22 2025 - Dec 31 2025,58,7,65,OK,antlerless elk.xlsx,EA1079_RESIDENT
EA1080,699,Fishlake/Thousand Lakes West,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 22 2025 - Dec 31 2025,54,6,60,OK,antlerless elk.xlsx,EA1080_RESIDENT
EA1081,710,San Juan,Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 16 2025,112,13,125,OK,antlerless elk.xlsx,EA1081_RESIDENT
EA1082,710,San Juan,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 19 2025 - Dec 31 2025,112,13,125,OK,antlerless elk.xlsx,EA1082_RESIDENT
EA1084,194,"San Rafael, North",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Jan 31 2026,4,1,5,OK,antlerless elk.xlsx,EA1084_RESIDENT
EA1085,614,Vernal/Bonanza,Elk,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 17 2025,90,10,100,OK,antlerless elk.xlsx,EA1085_RESIDENT
EA1087,614,Bonanza/Vernal,Elk,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 17 2025,90,10,100,OK,antlerless elk.xlsx,EA1087_RESIDENT
EA1089,206,Diamond Mtn,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 01 2025 - Nov 09 2025,45,5,50,OK,antlerless elk.xlsx,EA1089_RESIDENT
EA1090,206,Diamond Mtn,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 15 2025 - Nov 23 2025,45,5,50,OK,antlerless elk.xlsx,EA1090_RESIDENT
EA1094,814,"Vernal, Mosby Mtn",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 08 2025 - Jan 04 2026,90,10,100,OK,antlerless elk.xlsx,EA1094_RESIDENT
EA1101,625,Southwest Desert,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 20 2025 - Jan 11 2026,90,10,100,OK,antlerless elk.xlsx,EA1101_RESIDENT
EA1106,224,"Wasatch Mtns, Avintaquin",Elk,Antlerless,General Season,Any Legal Weapon,Public,Jan 03 2026 - Jan 18 2026,180,20,200,OK,antlerless elk.xlsx,EA1106_RESIDENT
EA1110,234,"Wasatch Mtns, Salt Lake",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 15 2025 - Jan 31 2026,40,5,45,OK,antlerless elk.xlsx,EA1110_RESIDENT
EA1111,238,"Wasatch Mtns, Wallsburg",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 15 2025 - Dec 14 2025,31,4,35,OK,antlerless elk.xlsx,EA1111_RESIDENT
EA1112,238,"Wasatch Mtns, Wallsburg",Elk,Antlerless,General Season,Any Legal Weapon,Public,Dec 20 2025 - Jan 31 2026,49,6,55,OK,antlerless elk.xlsx,EA1112_RESIDENT
EA1113,240,"Wasatch Mtns, West Heber",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 15 2025 - Jan 31 2026,27,3,30,OK,antlerless elk.xlsx,EA1113_RESIDENT
EA1114,480,"Wasatch Mtns, West Timpanogos",Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 15 2025 - Jan 31 2026,22,3,25,OK,antlerless elk.xlsx,EA1114_RESIDENT
EA1117,635,Zion,Elk,Antlerless,General Season,Any Legal Weapon,Public,Nov 11 2025 - Jan 11 2026,198,22,220,OK,antlerless elk.xlsx,EA1117_RESIDENT
EA1118,526,Alton CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,OK,antlerless elk.xlsx,EA1118_RESIDENT
EA1119,527,Bar J Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,12,OK,antlerless elk.xlsx,EA1119_RESIDENT
EA1120,582,Bear Mountain CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,20,OK,antlerless elk.xlsx,EA1120_RESIDENT
EA1121,529,Boobe Hole CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,10,OK,antlerless elk.xlsx,EA1121_RESIDENT
EA1122,560,Causey Spring CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,5,OK,antlerless elk.xlsx,EA1122_RESIDENT
EA1124,732,Chimney Rock CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,12,OK,antlerless elk.xlsx,EA1124_RESIDENT
EA1125,505,Coldwater Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,25,0,25,OK,antlerless elk.xlsx,EA1125_RESIDENT
EA1129,568,Deseret CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,425,0,425,OK,antlerless elk.xlsx,EA1129_RESIDENT
EA1130,516,Double Cone CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,7,0,7,OK,antlerless elk.xlsx,EA1130_RESIDENT
EA1131,567,Durst Mountain CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,30,0,30,OK,antlerless elk.xlsx,EA1131_RESIDENT
EA1132,520,East Fork Chalk Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,30,0,30,OK,antlerless elk.xlsx,EA1132_RESIDENT
EA1134,522,Ensign Ranches CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,60,0,60,OK,antlerless elk.xlsx,EA1134_RESIDENT
EA1135,579,Folley Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,20,OK,antlerless elk.xlsx,EA1135_RESIDENT
EA1136,525,Grass Valley/Clark Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,50,0,50,OK,antlerless elk.xlsx,EA1136_RESIDENT
EA1137,530,Grazing Pasture CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,9,0,9,OK,antlerless elk.xlsx,EA1137_RESIDENT
EA1138,573,Guildersleeve CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,20,OK,antlerless elk.xlsx,EA1138_RESIDENT
EA1139,577,Hardscrabble CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,10,OK,antlerless elk.xlsx,EA1139_RESIDENT
EA1140,555,Heaston East CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,24,0,24,OK,antlerless elk.xlsx,EA1140_RESIDENT
EA1141,550,Hiawatha CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,12,OK,antlerless elk.xlsx,EA1141_RESIDENT
EA1142,735,Indian Head CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,12,OK,antlerless elk.xlsx,EA1142_RESIDENT
EA1143,549,Circle E Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,21,0,21,OK,antlerless elk.xlsx,EA1143_RESIDENT
EA1145,531,Johnson Mountain Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,20,0,20,OK,antlerless elk.xlsx,EA1145_RESIDENT
EA1146,734,Jump Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,9,0,9,OK,antlerless elk.xlsx,EA1146_RESIDENT
EA1147,484,Little Red Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,15,OK,antlerless elk.xlsx,EA1147_RESIDENT
EA1149,551,Minnie Maud Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,15,OK,antlerless elk.xlsx,EA1149_RESIDENT
EA1151,485,Moon Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,OK,antlerless elk.xlsx,EA1151_RESIDENT
EA1153,535,Old Woman Plateau CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,4,0,4,OK,antlerless elk.xlsx,EA1153_RESIDENT
EA1156,542,Preston Nutter Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,21,0,21,OK,antlerless elk.xlsx,EA1156_RESIDENT
EA1157,548,Redd Ranches CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,35,0,35,OK,antlerless elk.xlsx,EA1157_RESIDENT
EA1158,517,Cactus Ranch LLC CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,7,0,7,OK,antlerless elk.xlsx,EA1158_RESIDENT
EA1159,543,Roan Cliffs CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,OK,antlerless elk.xlsx,EA1159_RESIDENT
EA1160,740,Sand Creek CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,5,OK,antlerless elk.xlsx,EA1160_RESIDENT
EA1161,539,Scofield Canyons CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,9,0,9,OK,antlerless elk.xlsx,EA1161_RESIDENT
EA1162,540,Scofield East CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,14,0,14,OK,antlerless elk.xlsx,EA1162_RESIDENT
EA1163,541,Scofield West CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,19,0,19,OK,antlerless elk.xlsx,EA1163_RESIDENT
EA1164,576,SJ Ranch CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,OK,antlerless elk.xlsx,EA1164_RESIDENT
EA1165,578,Skull Crack CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,15,OK,antlerless elk.xlsx,EA1165_RESIDENT
EA1166,552,Soldier Summit CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,16,0,16,OK,antlerless elk.xlsx,EA1166_RESIDENT
EA1167,491,South Canyon CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,12,0,12,OK,antlerless elk.xlsx,EA1167_RESIDENT
EA1168,546,Spring Creek/Dodge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,15,OK,antlerless elk.xlsx,EA1168_RESIDENT
EA1170,562,Strawberry Ridge CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,10,0,10,OK,antlerless elk.xlsx,EA1170_RESIDENT
EA1171,547,Summit Point CWMU,Elk,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,5,OK,antlerless elk.xlsx,EA1171_RESIDENT
