reported_hunt_year,model_target_year,source_file,source_page,source_family,species,permits_sold,hunters_afield,harvest_total,percent_permits_filled,bears_per_hunter,percent_female,depredation_other_mortality,total_harvest_mortality,pursuit_permits,raw_line,source_sha256,percent_success,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,parse_notes,section_title,hunt_name,hunt_code,permits_issued,harvest_male,harvest_female,harvest_unknown,percent_adult_male,mean_age,depredation_male,depredation_female,depredation_unknown,average_age,unit_context,permits_or_quota,percent_permits_or_quota_filled,depredation_mortality,permits,season,hunt_type,quota,percent_quota_filled,pursuit_permits_sold,sample_n,spring_pursuers,spring_bears_per_pursuit_day,spring_bears_per_pursuer,summer_fall_pursuers,summer_fall_bears_per_pursuit_day,summer_fall_bears_per_pursuer,pursuit_type,pursuers_afield,bears_per_pursuit_day,bears_per_pursuer,pursuit_days_afield,bears_treed_male,bears_treed_female,bears_treed_cubs,bears_treed_unknown,bears_treed_total,unit_code,table_year_start,table_year_end
2013,2014,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,14.0,33.0,,43.0,,14.0,,2013 42 8 6 14 33 43 43 5.9 0 0 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,42.0,8.0,6.0,,43.0,5.9,0.0,0.0,,5.9,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2014,2015,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,18.0,43.0,,39.0,,18.0,,2014 42 11 7 18 43 39 22 6.5 0 0 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,43.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,42.0,11.0,7.0,,22.0,6.5,0.0,0.0,,6.5,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2015,2016,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,14.0,34.0,,29.0,,16.0,,2015 41 10 4 14 34 29 42 7.4 1 1 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,34.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,41.0,10.0,4.0,,42.0,7.4,1.0,1.0,,7.4,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2016,2017,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,15.0,31.0,,40.0,,16.0,,2016 48 9 6 15 31 40 21 4.9 0 1 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,31.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,48.0,9.0,6.0,,21.0,4.9,0.0,1.0,,4.9,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2017,2018,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,24.0,50.0,,54.0,,24.0,,2017 48 11 13 24 50 54 26 6.1 0 0 24,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,48.0,11.0,13.0,,26.0,6.1,0.0,0.0,,6.1,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2018,2019,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,25.0,52.0,,44.0,,25.0,,2018 48 14 11 25 52 44 20 6.6 0 0 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,52.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,48.0,14.0,11.0,,20.0,6.6,0.0,0.0,,6.6,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2019,2020,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,20.0,29.0,,25.0,,20.0,,2019 70 15 5 20 29 25 16 4.1 0 0 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,29.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,70.0,15.0,5.0,,16.0,4.1,0.0,0.0,,4.1,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2020,2021,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,22.0,22.0,,41.0,,22.0,,2020 100 13 9 22 22 41 37 5.5 0 0 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,22.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,100.0,13.0,9.0,,37.0,5.5,0.0,0.0,,5.5,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2021,2022,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,26.0,22.0,,35.0,,26.0,,2021 117 17 9 26 22 35 24 4.7 0 0 26,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,22.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,117.0,17.0,9.0,,24.0,4.7,0.0,0.0,,4.7,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2022,2023,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,18.0,23.0,,61.0,,18.0,,2022 80 7 11 18 23 61 17 6.9 0 0 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,23.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,80.0,7.0,11.0,,17.0,6.9,0.0,0.0,,6.9,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2023,2024,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,15.0,19.0,,40.0,,16.0,,2023 80 9 6 15 19 40 8 3.7 1 0 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,19.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,80.0,9.0,6.0,,8.0,3.7,1.0,0.0,,3.7,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2024,2025,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,19.0,24.0,,42.0,,19.0,,2024 80 11 8 19 24 42 18 6.2 0 0 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,24.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,80.0,11.0,8.0,,18.0,6.2,0.0,0.0,,6.2,Boulder/Kaiparowits,,,,,,,,,,,,,,,,,,,,,,,,,,,25c/26,2004.0,2024.0
2019,2020,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,2.0,22.0,,0.0,,2.0,,2019 9 2 0 2 22 0 50 3.0 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,22.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,2.0,0.0,,50.0,3.0,0.0,0.0,,3.0,Cache/Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3,2019.0,2024.0
2020,2021,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,1.0,11.0,,0.0,,1.0,,2020 9 1 0 1 11 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,11.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,1.0,0.0,,0.0,3.0,0.0,0.0,,3.0,Cache/Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3,2019.0,2024.0
2021,2022,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,1.0,11.0,,0.0,,1.0,,2021 9 1 0 1 11 0 100 17.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,11.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,1.0,0.0,,100.0,17.0,0.0,0.0,,17.0,Cache/Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3,2019.0,2024.0
2022,2023,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,2.0,22.0,,0.0,,5.0,,2022 9 2 0 2 22 0 50 5.5 2 1 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,22.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,2.0,0.0,,50.0,5.5,2.0,1.0,,5.5,Cache/Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3,2019.0,2024.0
2023,2024,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2023 9 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3,2019.0,2024.0
2024,2025,24_black_bear_mortality_report.pdf,5,black_bear_unit_mortality_history,Black Bear,,,6.0,67.0,,67.0,,15.0,,2024 9 2 4 6 67 67 33 6.2 7 2 15,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,67.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,2.0,4.0,,33.0,6.2,7.0,2.0,,6.2,Cache/Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3,2019.0,2024.0
1990,1991,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1990 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1991,1992,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1991 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1992,1993,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1992 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1993,1994,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1993 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1994,1995,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1994 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1995,1996,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1995 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1996,1997,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1996 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1997,1998,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,1997 1 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,1.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1998,1999,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,1998 1 0 0 0 0 — — — 0 0 1*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
1999,2000,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,1999 1 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,1.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2000,2001,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,1.0,100.0,,0.0,,1.0,,2000 1 1 0 1 100 0 — 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,100.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,1.0,0.0,,,3.0,0.0,0.0,,3.0,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2001,2002,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2001 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2002,2003,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2002 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2003,2004,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2003 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2004,2005,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2004 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2005,2006,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2005 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2006,2007,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,2006 2 0 0 0 0 — — — 0 0 1*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2007,2008,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,4.0,,2007 2 0 0 0 0 — — — 3 1 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,3.0,1.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2008,2009,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,2008 4 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,0.0,0.0,,,,1.0,0.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2009,2010,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,2009 4 0 0 0 0 — — — 0 1 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,0.0,0.0,,,,0.0,1.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2010,2011,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,1.0,25.0,,0.0,,3.0,,2010 4 1 0 1 25 0 100 6.0 1 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,25.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,1.0,0.0,,100.0,6.0,1.0,1.0,,6.0,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2011,2012,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,1.0,25.0,,0.0,,2.0,,2011 4 1 0 1 25 0 100 6.0 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,25.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,1.0,0.0,,100.0,6.0,1.0,0.0,,6.0,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2012,2013,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,2.0,50.0,,0.0,,3.0,,2012 4 2 0 2 50 0 0 2.0 1 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,2.0,0.0,,0.0,2.0,1.0,0.0,,2.0,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2013,2014,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,1.0,25.0,,0.0,,3.0,,2013 4 1 0 1 25 0 100 5.0 2 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,25.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,1.0,0.0,,100.0,5.0,2.0,0.0,,5.0,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2014,2015,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,3.0,,2014 4 0 0 0 0 — — — 1 2 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,0.0,0.0,,,,1.0,2.0,,,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2015,2016,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,4.0,44.0,,0.0,,5.0,,2015 9 4 0 4 44 0 25 4.0 1 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,44.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,4.0,0.0,,25.0,4.0,1.0,0.0,,4.0,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2016,2017,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,4.0,44.0,,25.0,,6.0,,2016 9 3 1 4 44 25 25 4.3 0 2 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,44.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,3.0,1.0,,25.0,4.3,0.0,2.0,,4.3,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
2017,2018,24_black_bear_mortality_report.pdf,6,black_bear_unit_mortality_history,Black Bear,,,2.0,22.0,,0.0,,4.0,,2017 9 2 0 2 22 0 100 5.5 1 1 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,22.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,2.0,0.0,,100.0,5.5,1.0,1.0,,5.5,Cache/Ogden/Morgan-South Rich/East Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3/4/5,1990.0,2018.0
