reported_hunt_year,model_target_year,source_file,source_page,source_family,species,unit_context,unit_code,table_year_start,table_year_end,permits_issued,harvest_male,harvest_female,harvest_total,percent_permits_filled,percent_female,percent_adult_male,mean_age,depredation_male,depredation_female,total_harvest_mortality,raw_line,source_sha256
2003,2004,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,30.0,10.0,3.0,13.0,43.0,23.0,,7.4,0,0,13,2003 30 10 3 13 43 23 — 7.4 0 0 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,30.0,18.0,1.0,19.0,63.0,5.0,,8.4,0,0,19,2004 30 18 1 19 63 5 — 8.4 0 0 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,30.0,8.0,6.0,14.0,47.0,43.0,,9.1,1,2,17,2005 30 8 6 14 47 43 — 9.1 1 2 17,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,29.0,10.0,7.0,17.0,59.0,41.0,,9.3,2,1,20,2006 29 10 7 17 59 41 — 9.3 2 1 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,34.0,17.0,3.0,20.0,59.0,15.0,,7.7,0,0,20,2007 34 17 3 20 59 15 — 7.7 0 0 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,34.0,18.0,5.0,23.0,68.0,22.0,,6.1,1,0,24,2008 34 18 5 23 68 22 — 6.1 1 0 24,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,35.0,8.0,10.0,18.0,51.0,56.0,39.0,8.2,1,0,19,2009 35 8 10 18 51 56 39 8.2 1 0 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,40.0,15.0,9.0,24.0,60.0,38.0,45.0,6.2,0,1,25,2010 40 15 9 24 60 38 45 6.2 0 1 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,50.0,27.0,5.0,32.0,64.0,16.0,61.0,6.1,3,2,37,2011 50 27 5 32 64 16 61 6.1 3 2 37,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,48.0,27.0,10.0,37.0,77.0,19.0,54.0,6.8,1,1,39,2012 48 27 10 37 77 19 54 6.8 1 1 39,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,49.0,25.0,14.0,39.0,80.0,18.0,46.0,6.7,4,2,45,2013 49 25 14 39 80 18 46 6.7 4 2 45,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,49.0,34.0,7.0,41.0,84.0,15.0,56.0,6.2,0,0,41,2014 49 34 7 41 84 15 56 6.2 0 0 41,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,104.0,29.0,2.0,31.0,30.0,6.0,63.0,5.8,2,0,33,2015 104 29 2 31 30 6 63 5.8 2 0 33,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,109.0,33.0,7.0,40.0,37.0,18.0,68.0,7.7,1,0,41,2016 109 33 7 40 37 18 68 7.7 1 0 41,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,124.0,49.0,8.0,57.0,46.0,14.0,66.0,7.1,9,2,68,2017 124 49 8 57 46 14 66 7.1 9 2 68,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,149.0,35.0,24.0,59.0,39.0,41.0,39.0,7.4,1,2,62,2018 149 35 24 59 39 41 39 7.4 1 2 62,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,152.0,27.0,15.0,42.0,28.0,36.0,45.0,6.9,1,0,43,2019 152 27 15 42 28 36 45 6.9 1 0 43,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,137.0,36.0,21.0,57.0,42.0,37.0,29.0,5.5,3,1,61,2020 137 36 21 57 42 37 29 5.5 3 1 61,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,165.0,30.0,14.0,45.0,27.0,31.0,38.0,5.8,1,1,47,2021 165 30 14 45* 27 31 38 5.8 1 1 47,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,104.0,24.0,20.0,44.0,42.0,45.0,16.0,5.7,2,2,48,2022 104 24 20 44 42 45 16 5.7 2 2 48,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,104.0,19.0,23.0,42.0,40.0,55.0,15.0,5.9,1,1,44,2023 104 19 23 42 40 55 15 5.9 1 1 44,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,23,black_bear_unit_mortality_history,Black Bear,San Juan,14,1990,2024,104.0,34.0,13.0,47.0,45.0,28.0,31.0,4.0,2,1,50,2024 104 34 13 47 45 28 31 4.0 2 1 50,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,16.0,2.0,1.0,3.0,19.0,33.0,,,1,2,6,1990 16 2 1 3 19 33 — — 1 2 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,16.0,4.0,0.0,4.0,25.0,0.0,,,1,1,6,1991 16 4 0 4 25 0 — — 1 1 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,16.0,2.0,1.0,3.0,19.0,33.0,,,4,2,9,1992 16 2 1 3 19 33 — — 4 2 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,16.0,4.0,1.0,5.0,31.0,20.0,,,1,0,6,1993 16 4 1 5 31 20 — — 1 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,16.0,3.0,1.0,4.0,25.0,25.0,,,1,0,5,1994 16 3 1 4 25 25 — — 1 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,16.0,3.0,2.0,5.0,31.0,40.0,,,6,1,12,1995 16 3 2 5 31 40 — — 6 1 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,17.0,3.0,0.0,3.0,18.0,0.0,,,4,2,9,1996 17 3 0 3 18 0 — — 4 2 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,18.0,1.0,1.0,2.0,11.0,50.0,,,3,0,5,1997 18 1 1 2 11 50 — — 3 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,14.0,1.0,2.0,3.0,21.0,67.0,,,3,2,11,1998 14 1 2 3 21 67 — — 3 2 11***,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,14.0,5.0,1.0,6.0,43.0,17.0,,,2,1,9,1999 14 5 1 6 43 17 — — 2 1 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,14.0,4.0,1.0,5.0,36.0,20.0,,,3,0,8,2000 14 4 1 5 36 20 — — 3 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,24,black_bear_unit_mortality_history,Black Bear,South Slope,"9, all subunits",1990,2001,14.0,2.0,2.0,4.0,29.0,50.0,,2.6,6,5,16,2001 14 2 2 4 29 50 — 2.6 6 5 16*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,14.0,0.0,0.0,0.0,0.0,,,,0,0,0,2001 14 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,14.0,2.0,0.0,2.0,14.0,0.0,,3.0,3,6,13,2002 14 2 0 2 14 0 — 3.0 3 6 13**,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,14.0,2.0,0.0,2.0,14.0,0.0,,,3,2,7,2003 14 2 0 2 14 0 — — 3 2 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,14.0,6.0,2.0,8.0,57.0,25.0,,2.6,3,1,12,2004 14 6 2 8 57 25 — 2.6 3 1 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,14.0,1.0,0.0,1.0,7.0,0.0,,2.0,1,1,3,2005 14 1 0 1 7 0 — 2.0 1 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,16.0,2.0,1.0,3.0,19.0,33.0,,3.7,6,5,17,2006 16 2 1 3 19 33 — 3.7 6 5 17***,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,16.0,0.0,3.0,3.0,19.0,100.0,,2.3,8,2,13,2007 16 0 3 3 19 100 — 2.3 8 2 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,20.0,4.0,1.0,5.0,25.0,20.0,,7.8,1,0,8,2008 20 4 1 5 25 20 — 7.8 1 0 8**,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,24.0,6.0,5.0,11.0,46.0,45.0,9.0,4.9,4,2,17,2009 24 6 5 11 46 45 9 4.9 4 2 17,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,24.0,5.0,1.0,6.0,25.0,17.0,50.0,4.3,2,1,9,2010 24 5 1 6 25 17 50 4.3 2 1 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,24.0,3.0,1.0,4.0,17.0,25.0,25.0,5.3,3,1,8,2011 24 3 1 4 17 25 25 5.3 3 1 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,19.0,6.0,6.0,12.0,63.0,50.0,8.0,5.3,3,1,17,2012 19 6 6 12 63 50 8 5.3 3 1 17*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,19.0,7.0,3.0,10.0,53.0,30.0,25.0,3.6,1,1,12,2013 19 7 3 10 53 30 25 3.6 1 1 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,20.0,7.0,3.0,10.0,50.0,30.0,30.0,4.9,1,1,12,2014 20 7 3 10 50 30 30 4.9 1 1 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,24.0,7.0,7.0,14.0,58.0,50.0,15.0,3.8,1,1,16,2015 24 7 7 14 58 50 15 3.8 1 1 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,29.0,8.0,6.0,14.0,48.0,43.0,14.0,3.7,1,1,16,2016 29 8 6 14 48 43 14 3.7 1 1 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,29.0,5.0,6.0,11.0,38.0,55.0,20.0,4.3,0,0,11,2017 29 5 6 11 38 55 20 4.3 0 0 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,29.0,7.0,4.0,11.0,38.0,36.0,27.0,6.5,1,0,12,2018 29 7 4 11 38 36 27 6.5 1 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,30.0,7.0,4.0,11.0,37.0,36.0,18.0,4.9,3,0,14,2019 30 7 4 11 37 36 18 4.9 3 0 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,32.0,12.0,3.0,15.0,47.0,20.0,27.0,4.9,3,2,20,2020 32 12 3 15 47 20 27 4.9 3 2 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,33.0,13.0,10.0,23.0,70.0,43.0,25.0,5.8,1,1,25,2021 33 13 10 23 70 43 25 5.8 1 1 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,40.0,14.0,6.0,20.0,50.0,30.0,11.0,4.3,0,3,23,2022 40 14 6 20 50 30 11 4.3 0 3 23,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,40.0,9.0,2.0,12.0,30.0,17.0,10.0,2.9,1,1,14,2023 40 9 2 12* 30 17 10 2.9 1 1 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,25,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, Avintaquin/Current Creek",17bc,2001,2024,40.0,14.0,7.0,21.0,53.0,33.0,19.0,4.2,0,2,23,2024 40 14 7 21 53 33 19 4.2 0 2 23,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,20.0,1.0,0.0,1.0,5.0,0.0,,12.0,3,2,0,2001 20 1 0 1 5 0 — 12.0 3 2 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,20.0,4.0,2.0,6.0,30.0,33.0,,8.2,7,9,2,2002 20 4 2 6 30 33 — 8.2 7 9 2 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,20.0,5.0,5.0,10.0,50.0,50.0,,,6,0,0,2003 20 5 5 10 50 50 — — 6 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,20.0,5.0,0.0,5.0,25.0,0.0,,5.0,3,4,2,2004 20 5 0 5 25 0 — 5.0 3 4 2 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,19.0,3.0,1.0,4.0,21.0,25.0,,5.3,6,4,1,2005 19 3 1 4 21 25 — 5.3 6 4 1 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,19.0,6.0,1.0,7.0,37.0,14.0,,3.9,4,4,1,2006 19 6 1 7 37 14 — 3.9 4 4 1 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,22.0,3.0,3.0,6.0,27.0,50.0,,8.2,10,6,5,2007 22 3 3 6 27 50 — 8.2 10 6 5 21,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,27.0,4.0,6.0,10.0,37.0,60.0,,7.4,3,2,3,2008 27 4 6 10 37 60 — 7.4 3 2 3 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,28.0,7.0,4.0,11.0,39.0,36.0,20.0,4.3,12,4,0,2009 28 7 4 11 39 36 20 4.3 12 4 0 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,34.0,10.0,7.0,17.0,50.0,41.0,12.0,4.1,7,0,0,2010 34 10 7 17 50 41 12 4.1 7 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,42.0,10.0,5.0,15.0,36.0,33.0,0.0,4.5,6,6,0,2011 42 10 5 15 36 33 0 4.5 6 6 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,52.0,9.0,14.0,23.0,44.0,61.0,10.0,4.2,6,6,0,2012 52 9 14 23 44 61 10 4.2 6 6 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,55.0,16.0,7.0,23.0,42.0,30.0,17.0,4.0,11,2,0,2013 55 16 7 23 42 30 17 4.0 11 2 0 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,55.0,21.0,12.0,33.0,60.0,36.0,21.0,4.7,13,9,0,2014 55 21 12 33 60 36 21 4.7 13 9 0 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,75.0,31.0,28.0,59.0,79.0,47.0,12.0,4.2,4,3,1,2015 75 31 28 59 79 47 12 4.2 4 3 1 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,60.0,20.0,16.0,36.0,60.0,44.0,20.0,5.1,7,3,0,2016 60 20 16 36 60 44 20 5.1 7 3 0 46,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,60.0,27.0,15.0,42.0,70.0,36.0,12.0,4.4,6,4,0,2017 60 27 15 42 70 36 12 4.4 6 4 0 52,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,70.0,14.0,8.0,22.0,31.0,36.0,14.0,4.0,0,1,0,2018 70 14 8 22 31 36 14 4.0 0 1 0 23,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,73.0,17.0,11.0,28.0,38.0,39.0,28.0,4.4,5,5,0,2019 73 17 11 28 38 39 28 4.4 5 5 0 38,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,26,black_bear_unit_mortality_history,Black Bear,"Wasatch Mtns, West",17a,2001,2024,69.0,26.0,15.0,41.0,59.0,37.0,20.0,4.7,10,3,0,2020 69 26 15 41 59 37 20 4.7 10 3 0 54,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
