source_file,source_page,hunt_code,hunt_name,species_or_category,res_total_permits,nr_total_permits,total_permits_comp,totals_numbers,raw_hunt_line,raw_totals_line,parse_style,dataset_family,source_dataset,total_permits_master,status
24_bg-odds.pdf,69,DB1094,Limited-entry Muzzleloader Buck Deer - Myton - Muzzleloader Page 85,,5,0,5,5;5;0;5;1;1;0;0;0;0;0,,Totals 5 5 0 5 1 in 1.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,5,match
24_bg-odds.pdf,70,DB1100,Limited-entry Muzzleloader Buck Deer - Chalk Creek - Muzzleloader Page 86,,9,2,11,54;5;4;9;1;6;0;2;0;1;1;1;2;0,,Totals 54 5 4 9 1 in 6.0 Totals 2 0 1 1 1 in 2.0,res_nr_split,big_game_master,24_bg-odds.pdf,11,match
24_bg-odds.pdf,71,DB1101,Limited-entry Muzzleloader Buck Deer - East Canyon - Muzzleloader Page 87,,7,1,8,13;4;3;7;1;1;9;1;0;1;1;1;1;0,,Totals 13 4 3 7 1 in 1.9 Totals 1 0 1 1 1 in 1.0,res_nr_split,big_game_master,24_bg-odds.pdf,8,match
24_bg-odds.pdf,72,DB1103,Limited-entry Muzzleloader Buck Deer - Morgan-south Rich - Muzzleloader Page 88,,6,1,7,11;3;3;6;1;1;8;1;0;1;1;1;1;0,,Totals 11 3 3 6 1 in 1.8 Totals 1 0 1 1 1 in 1.0,res_nr_split,big_game_master,24_bg-odds.pdf,7,match
24_bg-odds.pdf,73,DB1105,Limited-entry Hamss Buck Deer - East Canyon - H.a.m.s.s. Page 89,,4,7,11,32;2;2;4;1;8;0;7;0;1;1;1;7;0,,Totals 32 2 2 4 1 in 8.0 Totals 7 0 1 1 1 in 7.0,res_nr_split,big_game_master,24_bg-odds.pdf,11,match
24_bg-odds.pdf,74,DB1200,Premium Cwmu Buck Deer - Alton - Any Legal Weapon Page 90,,3,0,3,406;2;1;3;1;135;3;0;0;0;0,,Totals 406 2 1 3 1 in 135.3 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,75,DB1201,Cwmu Management Buck Deer - Alton - Any Legal Weapon Page 91,,1,0,1,69;0;1;1;1;69;0;0;0;0;0,,Totals 69 0 1 1 1 in 69.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,76,DB1202,Cwmu Buck Deer - Antelope Creek - Any Legal Weapon Page 92,,1,0,1,4;0;1;1;1;4;0;0;0;0;0,,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,77,DB1203,Cwmu Buck Deer - Avintaquin Canyon - Any Legal Weapon Page 93,,1,0,1,9;0;1;1;1;9;0;0;0;0;0,,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,78,DB1204,Cwmu Buck Deer - Bally Watts - Any Legal Weapon Page 94,,1,0,1,17;0;1;1;1;17;0;0;0;0;0,,Totals 17 0 1 1 1 in 17.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,79,DB1205,Cwmu Buck Deer - Bar J Ranch - Any Legal Weapon Page 95,,1,0,1,7;0;1;1;1;7;0;0;0;0;0,,Totals 7 0 1 1 1 in 7.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,80,DB1206,Cwmu Buck Deer - Bear Mountain - Any Legal Weapon Page 96,,1,0,1,8;0;1;1;1;8;0;0;0;0;0,,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,81,DB1207,Cwmu Buck Deer - Bear Springs - Any Legal Weapon Page 97,,1,0,1,12;0;1;1;1;12;0;0;0;0;0,,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,82,DB1208,Cwmu Buck Deer - Blackhawk - Any Legal Weapon Page 98,,1,0,1,4;0;1;1;1;4;0;0;0;0;0,,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,83,DB1209,Cwmu Buck Deer - Blind Springs - Any Legal Weapon Page 99,,1,0,1,10;0;1;1;1;10;0;0;0;0;0,,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,84,DB1211,Cwmu Buck Deer - Blue Spring Hills - Any Legal Weapon Page 100,,1,0,1,15;0;1;1;1;15;0;0;0;0;0,,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,85,DB1212,Cwmu Buck Deer - Bluebell - Any Legal Weapon Page 101,,1,0,1,6;0;1;1;1;6;0;0;0;0;0,,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,86,DB1213,Cwmu Buck Deer - Boobe Hole - Any Legal Weapon Page 102,,2,0,2,5;1;1;2;1;2;5;0;0;0;0,,Totals 5 1 1 2 1 in 2.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,87,DB1215,Cwmu Buck Deer - Buckhorn Ranch - Any Legal Weapon Page 103,,1,0,1,19;0;1;1;1;19;0;0;0;0;0,,Totals 19 0 1 1 1 in 19.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,88,DB1217,Cwmu Buck Deer - Causey Spring - Any Legal Weapon Page 104,,1,0,1,24;0;1;1;1;24;0;0;0;0;0,,Totals 24 0 1 1 1 in 24.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,89,DB1219,Cwmu Buck Deer - Chimney Rock - Any Legal Weapon Page 105,,2,0,2,33;1;1;2;1;16;5;0;0;0;0,,Totals 33 1 1 2 1 in 16.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,90,DB1222,Cwmu Buck Deer - Coldwater Ranch - Any Legal Weapon Page 106,,2,0,2,62;1;1;2;1;31;0;0;0;0;0,,Totals 62 1 1 2 1 in 31.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,91,DB1224,Cwmu Buck Deer - Cotton Thomas - Any Legal Weapon Page 107,,1,0,1,11;0;1;1;1;11;0;0;0;0;0,,Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,92,DB1227,Cwmu Buck Deer - Deer Haven - Any Legal Weapon Page 108,,2,0,2,25;1;1;2;1;12;5;0;0;0;0,,Totals 25 1 1 2 1 in 12.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,93,DB1228,Cwmu Buck Deer - Deseret - Any Legal Weapon Page 109,,14,0,14,252;7;7;14;1;18;0;0;0;0;0,,Totals 252 7 7 14 1 in 18.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,14,match
24_bg-odds.pdf,94,DB1229,Cwmu Buck Deer - Dilly Ranch - Any Legal Weapon Page 110,,1,0,1,10;0;1;1;1;10;0;0;0;0;0,,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,95,DB1230,Cwmu Buck Deer - Double R Ranch - Any Legal Weapon Page 111,,2,0,2,23;1;1;2;1;11;5;0;0;0;0,,Totals 23 1 1 2 1 in 11.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,96,DB1231,Cwmu Buck Deer - Dove Creek - Any Legal Weapon Page 112,,2,0,2,15;1;1;2;1;7;5;0;0;0;0,,Totals 15 1 1 2 1 in 7.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,97,DB1232,Cwmu Buck Deer - Durst Mountain - Any Legal Weapon Page 113,,2,0,2,35;1;1;2;1;17;5;0;0;0;0,,Totals 35 1 1 2 1 in 17.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,98,DB1233,Cwmu Buck Deer - East Fork Chalk Creek - Any Legal Weapon Page 114,,4,0,4,40;2;2;4;1;10;0;0;0;0;0,,Totals 40 2 2 4 1 in 10.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,4,match
24_bg-odds.pdf,99,DB1234,Cwmu Buck Deer - East Zion - Any Legal Weapon Page 115,,1,0,1,14;0;1;1;1;14;0;0;0;0;0,,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,100,DB1236,Cwmu Buck Deer - Engineer Springs - Any Legal Weapon Page 116,,1,0,1,20;0;1;1;1;20;0;0;0;0;0,,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,101,DB1237,Cwmu Buck Deer - Ensign Ranches - Any Legal Weapon Page 117,,3,0,3,131;2;1;3;1;43;7;0;0;0;0,,Totals 131 2 1 3 1 in 43.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,102,DB1238,Cwmu Buck Deer - Folley Ridge - Any Legal Weapon Page 118,,3,0,3,17;2;1;3;1;5;7;0;0;0;0,,Totals 17 2 1 3 1 in 5.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,103,DB1239,Cwmu Buck Deer - Fort Ranch - Any Legal Weapon Page 119,,1,0,1,12;0;1;1;1;12;0;0;0;0;0,,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,104,DB1240,Cwmu Buck Deer - George Creek - Any Legal Weapon Page 120,,1,0,1,9;0;1;1;1;9;0;0;0;0;0,,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,105,DB1241,Cwmu Buck Deer - Golden Spike - Any Legal Weapon Page 121,,1,0,1,20;0;1;1;1;20;0;0;0;0;0,,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,106,DB1242,Cwmu Buck Deer - Grass Valley/clark Canyon - Any Legal Weapon Page 122,,14,0,14,145;7;7;14;1;10;4;0;0;0;0,,Totals 145 7 7 14 1 in 10.4 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,14,match
24_bg-odds.pdf,107,DB1243,Cwmu Buck Deer - Grazing Pasture - Any Legal Weapon Page 123,,1,0,1,5;0;1;1;1;5;0;0;0;0;0,,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,108,DB1244,Cwmu Buck Deer - Green Canyon - Any Legal Weapon Page 124,,2,0,2,15;1;1;2;1;7;5;0;0;0;0,,Totals 15 1 1 2 1 in 7.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,109,DB1245,Cwmu Buck Deer - Guildersleeve - Any Legal Weapon Page 125,,1,0,1,25;0;1;1;1;25;0;0;0;0;0,,Totals 25 0 1 1 1 in 25.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,110,DB1246,Cwmu Buck Deer - Hardscrabble - Any Legal Weapon Page 126,,2,0,2,8;1;1;2;1;4;0;0;0;0;0,,Totals 8 1 1 2 1 in 4.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,111,DB1248,Cwmu Buck Deer - Heaston East - Any Legal Weapon Page 127,,2,0,2,108;1;1;2;1;54;0;0;0;0;0,,Totals 108 1 1 2 1 in 54.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,112,DB1249,Cwmu Buck Deer - Hiawatha - Any Legal Weapon Page 128,,1,0,1,8;0;1;1;1;8;0;0;0;0;0,,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,113,DB1250,Cwmu Buck Deer - Indian Creek - Any Legal Weapon Page 129,,1,0,1,6;0;1;1;1;6;0;0;0;0;0,,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,114,DB1251,Cwmu Buck Deer - Indian Head - Any Legal Weapon Page 130,,2,0,2,34;1;1;2;1;17;0;0;0;0;0,,Totals 34 1 1 2 1 in 17.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,115,DB1252,Cwmu Buck Deer - Ingham Peak - Any Legal Weapon Page 131,,3,0,3,24;2;1;3;1;8;0;0;0;0;0,,Totals 24 2 1 3 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,116,DB1253,Cwmu Buck Deer - J.b. Ranch - Any Legal Weapon Page 132,,2,0,2,33;1;1;2;1;16;5;0;0;0;0,,Totals 33 1 1 2 1 in 16.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,117,DB1255,Cwmu Buck Deer - Johnson Mountain Ranch - Any Legal Weapon Page 133,,1,0,1,11;0;1;1;1;11;0;0;0;0;0,,Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,118,DB1256,Cwmu Buck Deer - Junction Valley - Any Legal Weapon Page 134,,5,0,5,42;3;2;5;1;8;4;0;0;0;0,,Totals 42 3 2 5 1 in 8.4 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,5,match
24_bg-odds.pdf,119,DB1259,Cwmu Buck Deer - Tunnel Hollow - Any Legal Weapon Page 135,,1,0,1,8;0;1;1;1;8;0;0;0;0;0,,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,120,DB1260,Cwmu Buck Deer - Middle Ridge - Any Legal Weapon Page 136,,2,0,2,7;1;1;2;1;3;5;0;0;0;0,,Totals 7 1 1 2 1 in 3.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,121,DB1261,Cwmu Buck Deer - Minnie Maud Ridge - Any Legal Weapon Page 137,,5,0,5,44;3;2;5;1;8;8;0;0;0;0,,Totals 44 3 2 5 1 in 8.8 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,5,match
24_bg-odds.pdf,122,DB1263,Cwmu Buck Deer - Moon Ranch - Any Legal Weapon Page 138,,1,0,1,4;0;1;1;1;4;0;0;0;0;0,,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,123,DB1264,Cwmu Buck Deer - Mountain Meadow - Any Legal Weapon Page 139,,1,0,1,2;0;1;1;1;2;0;0;0;0;0,,Totals 2 0 1 1 1 in 2.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,124,DB1265,Cwmu Buck Deer - Mountain Top - Any Legal Weapon Page 140,,2,0,2,7;1;1;2;1;3;5;0;0;0;0,,Totals 7 1 1 2 1 in 3.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,125,DB1266,Cwmu Buck Deer - Mt Carmel - Any Legal Weapon Page 141,,3,0,3,29;2;1;3;1;9;7;0;0;0;0,,Totals 29 2 1 3 1 in 9.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,126,DB1269,Cwmu Buck Deer - North Promontory - Any Legal Weapon Page 142,,1,0,1,26;0;1;1;1;26;0;0;0;0;0,,Totals 26 0 1 1 1 in 26.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,127,DB1270,Cwmu Buck Deer - Nucor West - Any Legal Weapon Page 143,,1,0,1,15;0;1;1;1;15;0;0;0;0;0,,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,128,DB1271,Cwmu Buck Deer - Oak Ranch - Any Legal Weapon Page 144,,3,0,3,5;2;1;3;1;1;7;0;0;0;0,,Totals 5 2 1 3 1 in 1.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,129,DB1272,Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon Page 145,,3,0,3,8;2;1;3;1;2;7;0;0;0;0,,Totals 8 2 1 3 1 in 2.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,130,DB1273,Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon Page 146,,5,0,5,15;3;2;5;1;3;0;0;0;0;0,,Totals 15 3 2 5 1 in 3.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,5,match
24_bg-odds.pdf,131,DB1274,Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon Page 147,,1,0,1,10;0;1;1;1;10;0;0;0;0;0,,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,132,DB1275,Cwmu Buck Deer - Pine Canyon - Any Legal Weapon Page 148,,2,0,2,13;1;1;2;1;6;5;0;0;0;0,,Totals 13 1 1 2 1 in 6.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,133,DB1276,Cwmu Buck Deer - Plymouth Peak - Any Legal Weapon Page 149,,1,0,1,1;0;1;1;1;1;0;0;0;0;0,,Totals 1 0 1 1 1 in 1.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,134,DB1277,Cwmu Buck Deer - Pocatello Valley - Any Legal Weapon Page 150,,1,0,1,14;0;1;1;1;14;0;0;0;0;0,,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,135,DB1279,Cwmu Buck Deer - Preston Nutter Ranch - Any Legal Weapon Page 151,,1,0,1,66;0;1;1;1;66;0;0;0;0;0,,Totals 66 0 1 1 1 in 66.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,136,DB1280,Cwmu Buck Deer - Promontory Point - Any Legal Weapon Page 152,,1,0,1,35;0;1;1;1;35;0;0;0;0;0,,Totals 35 0 1 1 1 in 35.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,137,DB1281,Cwmu Buck Deer - Rattlesnake Pass - Any Legal Weapon Page 153,,3,0,3,36;2;1;3;1;12;0;0;0;0;0,,Totals 36 2 1 3 1 in 12.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,138,DB1282,Cwmu Buck Deer - Redd Ranches - Any Legal Weapon Page 154,,2,0,2,28;1;1;2;1;14;0;0;0;0;0,,Totals 28 1 1 2 1 in 14.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,139,DB1283,Cwmu Buck Deer - Roan Cliffs - Any Legal Weapon Page 155,,1,0,1,18;0;1;1;1;18;0;0;0;0;0,,Totals 18 0 1 1 1 in 18.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,140,DB1285,Cwmu Buck Deer - Sand Creek - Any Legal Weapon Page 156,,1,0,1,8;0;1;1;1;8;0;0;0;0;0,,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,141,DB1286,Cwmu Buck Deer - Pisgah Mountain - Any Legal Weapon Page 157,,2,0,2,16;1;1;2;1;8;0;0;0;0;0,,Totals 16 1 1 2 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,142,DB1287,Cwmu Buck Deer - Scofield Canyons - Any Legal Weapon Page 158,,1,0,1,21;0;1;1;1;21;0;0;0;0;0,,Totals 21 0 1 1 1 in 21.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,143,DB1288,Cwmu Buck Deer - Scofield West - Any Legal Weapon Page 159,,2,0,2,29;1;1;2;1;14;5;0;0;0;0,,Totals 29 1 1 2 1 in 14.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,144,DB1289,Cwmu Buck Deer - Sharp Mountain - Any Legal Weapon Page 160,,2,0,2,16;1;1;2;1;8;0;0;0;0;0,,Totals 16 1 1 2 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,145,DB1290,Cwmu Buck Deer - Skull Crack - Any Legal Weapon Page 161,,1,0,1,67;0;1;1;1;67;0;0;0;0;0,,Totals 67 0 1 1 1 in 67.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,146,DB1291,Cwmu Buck Deer - Skull Valley South - Any Legal Weapon Page 162,,1,0,1,11;0;1;1;1;11;0;0;0;0;0,,Totals 11 0 1 1 1 in 11.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,147,DB1292,Cwmu Buck Deer - Soldier Summit - Any Legal Weapon Page 163,,2,0,2,30;1;1;2;1;15;0;0;0;0;0,,Totals 30 1 1 2 1 in 15.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,148,DB1293,Cwmu Buck Deer - South Canyon - Any Legal Weapon Page 164,,2,0,2,18;1;1;2;1;9;0;0;0;0;0,,Totals 18 1 1 2 1 in 9.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,149,DB1294,Cwmu Buck Deer - Spring Creek Acres - Any Legal Weapon Page 165,,1,0,1,13;0;1;1;1;13;0;0;0;0;0,,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,150,DB1295,Cwmu Buck Deer - Spring Creek/dodge - Any Legal Weapon Page 166,,6,0,6,68;3;3;6;1;11;3;0;0;0;0,,Totals 68 3 3 6 1 in 11.3 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,6,match
24_bg-odds.pdf,151,DB1298,Cwmu Buck Deer - Strawberry Ridge - Any Legal Weapon Page 167,,1,0,1,12;0;1;1;1;12;0;0;0;0;0,,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,152,DB1299,Cwmu Buck Deer - Summit Point - Any Legal Weapon Page 168,,3,0,3,7;2;1;3;1;2;3;0;0;0;0,,Totals 7 2 1 3 1 in 2.3 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,153,DB1300,Cwmu Buck Deer - Thatcher Mountain - Any Legal Weapon Page 169,,1,0,1,50;0;1;1;1;50;0;0;0;0;0,,Totals 50 0 1 1 1 in 50.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,154,DB1301,Cwmu Buck Deer - Three C - Any Legal Weapon Page 170,,2,0,2,41;1;1;2;1;20;5;0;0;0;0,,Totals 41 1 1 2 1 in 20.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,155,DB1303,Cwmu Buck Deer - North Peaks - Any Legal Weapon Page 171,,1,0,1,8;0;1;1;1;8;0;0;0;0;0,,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,156,DB1304,Cwmu Buck Deer - Two Bear - Any Legal Weapon Page 172,,1,0,1,20;0;1;1;1;20;0;0;0;0;0,,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,157,DB1305,Cwmu Buck Deer - Wallsburg - Any Legal Weapon Page 173,,1,0,1,6;0;1;1;1;6;0;0;0;0;0,,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,158,DB1306,Cwmu Buck Deer - Washakie - Any Legal Weapon Page 174,,1,0,1,35;0;1;1;1;35;0;0;0;0;0,,Totals 35 0 1 1 1 in 35.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,159,DB1308,Cwmu Buck Deer - West Hills - Any Legal Weapon Page 175,,3,0,3,53;2;1;3;1;17;7;0;0;0;0,,Totals 53 2 1 3 1 in 17.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,160,DB1309,Cwmu Buck Deer - West Willow Creek Ranch - Any Legal Weapon Page 176,,4,0,4,94;2;2;4;1;23;5;0;0;0;0,,Totals 94 2 2 4 1 in 23.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,4,match
24_bg-odds.pdf,161,DB1310,Cwmu Buck Deer - White's Valley - Any Legal Weapon Page 177,,1,0,1,42;0;1;1;1;42;0;0;0;0;0,,Totals 42 0 1 1 1 in 42.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
