source_file,source_sha256,source_page,hunt_code,hunt_name,species_category,resident_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,nonresident_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,total_permits,raw_hunt_line,raw_totals_line
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,60,EA1079,Antlerless Elk - Fishlake/thousand Lakes East - Any Legal Weapon,Antlerless Elk,687,0,36,36,56,0,4,4,40,Hunt: EA1079 Antlerless Elk - Fishlake/thousand Lakes East - Any Legal Weapon,Totals 687 0 36 36 1 in 19.1 Totals 56 0 4 4 1 in 14.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,61,EA1080,Antlerless Elk - Fishlake/thousand Lakes West - Any Legal Weapon,Antlerless Elk,656,0,22,22,47,0,3,3,25,Hunt: EA1080 Antlerless Elk - Fishlake/thousand Lakes West - Any Legal Weapon,Totals 656 0 22 22 1 in 29.8 Totals 47 0 3 3 1 in 15.7
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,62,EA1081,Antlerless Elk - San Juan - Any Legal Weapon,Antlerless Elk,266,0,90,90,52,0,11,11,101,Hunt: EA1081 Antlerless Elk - San Juan - Any Legal Weapon,Totals 266 0 90 90 1 in 3.0 Totals 52 0 11 11 1 in 4.7
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,63,EA1082,Antlerless Elk - San Juan - Any Legal Weapon,Antlerless Elk,338,0,90,90,62,0,11,11,101,Hunt: EA1082 Antlerless Elk - San Juan - Any Legal Weapon,Totals 338 0 90 90 1 in 3.8 Totals 62 0 11 11 1 in 5.6
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,64,EA1084,"Antlerless Elk - San Rafael, North - Any Legal Weapon",Antlerless Elk,7,0,4,4,0,0,0,0,4,"Hunt: EA1084 Antlerless Elk - San Rafael, North - Any Legal Weapon",Totals 7 0 4 4 1 in 1.8 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,65,EA1085,Antlerless Elk - Vernal/bonanza - Archery,Antlerless Elk,68,0,68,68,4,0,4,4,72,Hunt: EA1085 Antlerless Elk - Vernal/bonanza - Archery,Totals 68 0 68 68 1 in 1.0 Totals 4 0 4 4 1 in 1.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,66,EA1087,Antlerless Elk - Vernal/bonanza - Any Legal Weapon,Antlerless Elk,507,0,72,72,44,0,8,8,80,Hunt: EA1087 Antlerless Elk - Vernal/bonanza - Any Legal Weapon,Totals 507 0 72 72 1 in 7.0 Totals 44 0 8 8 1 in 5.5
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,67,EA1089,Antlerless Elk - Diamond Mtn - Any Legal Weapon,Antlerless Elk,238,0,36,36,18,0,4,4,40,Hunt: EA1089 Antlerless Elk - Diamond Mtn - Any Legal Weapon,Totals 238 0 36 36 1 in 6.6 Totals 18 0 4 4 1 in 4.5
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,68,EA1090,Antlerless Elk - Diamond Mtn - Any Legal Weapon,Antlerless Elk,155,0,36,36,17,0,4,4,40,Hunt: EA1090 Antlerless Elk - Diamond Mtn - Any Legal Weapon,Totals 155 0 36 36 1 in 4.3 Totals 17 0 4 4 1 in 4.3
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,69,EA1094,Antlerless Elk - Mosby Mtn - Any Legal Weapon,Antlerless Elk,136,0,72,72,11,0,8,8,80,Hunt: EA1094 Antlerless Elk - Mosby Mtn - Any Legal Weapon,Totals 136 0 72 72 1 in 1.9 Totals 11 0 8 8 1 in 1.4
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,70,EA1101,Antlerless Elk - Southwest Desert - Any Legal Weapon,Antlerless Elk,1617,0,61,61,192,0,8,8,69,Hunt: EA1101 Antlerless Elk - Southwest Desert - Any Legal Weapon,Totals 1617 0 61 61 1 in 26.5 Totals 192 0 8 8 1 in 24.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,71,EA1106,"Antlerless Elk - Wasatch Mtns, Avintaquin - Any Legal Weapon",Antlerless Elk,150,0,149,149,21,0,19,19,168,"Hunt: EA1106 Antlerless Elk - Wasatch Mtns, Avintaquin - Any Legal Weapon",Totals 150 0 149 149 1 in 1.0 Totals 21 0 19 19 1 in 1.1
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,72,EA1110,"Antlerless Elk - Wasatch Mtns, Salt Lake - Any Legal Weapon",Antlerless Elk,178,0,32,32,3,0,3,3,35,"Hunt: EA1110 Antlerless Elk - Wasatch Mtns, Salt Lake - Any Legal Weapon",Totals 178 0 32 32 1 in 5.6 Totals 3 0 3 3 1 in 1.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,73,EA1111,"Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon",Antlerless Elk,178,0,25,25,3,0,3,3,28,"Hunt: EA1111 Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon",Totals 178 0 25 25 1 in 7.1 Totals 3 0 3 3 1 in 1.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,74,EA1112,"Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon",Antlerless Elk,179,0,40,40,16,0,5,5,45,"Hunt: EA1112 Antlerless Elk - Wasatch Mtns, Wallsburg - Any Legal Weapon",Totals 179 0 40 40 1 in 4.5 Totals 16 0 5 5 1 in 3.2
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,75,EA1113,"Antlerless Elk - Wasatch Mtns, West Heber - Any Legal Weapon",Antlerless Elk,163,0,22,22,8,0,3,3,25,"Hunt: EA1113 Antlerless Elk - Wasatch Mtns, West Heber - Any Legal Weapon",Totals 163 0 22 22 1 in 7.4 Totals 8 0 3 3 1 in 2.7
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,76,EA1114,"Antlerless Elk - Wasatch Mtns, West Timpanogos - Any Legal Weapon",Antlerless Elk,324,0,25,25,14,0,4,4,29,"Hunt: EA1114 Antlerless Elk - Wasatch Mtns, West Timpanogos - Any Legal Weapon",Totals 324 0 25 25 1 in 13.0 Totals 14 0 4 4 1 in 3.5
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,77,EA1116,Antlerless Elk - Zion - Any Legal Weapon,Antlerless Elk,116,0,15,15,12,0,2,2,17,Hunt: EA1116 Antlerless Elk - Zion - Any Legal Weapon,Totals 116 0 15 15 1 in 7.7 Totals 12 0 2 2 1 in 6.0
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,78,EA1117,Antlerless Elk - Zion - Any Legal Weapon,Antlerless Elk,167,0,130,130,25,0,15,15,145,Hunt: EA1117 Antlerless Elk - Zion - Any Legal Weapon,Totals 167 0 130 130 1 in 1.3 Totals 25 0 15 15 1 in 1.7
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,79,EA1118,Cwmu Antlerless Elk - Alton - Any Legal Weapon,Antlerless Elk,28,0,5,5,0,0,0,0,5,Hunt: EA1118 Cwmu Antlerless Elk - Alton - Any Legal Weapon,Totals 28 0 5 5 1 in 5.6 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,80,EA1119,Cwmu Antlerless Elk - Bar J Ranch - Any Legal Weapon,Antlerless Elk,53,0,10,10,0,0,0,0,10,Hunt: EA1119 Cwmu Antlerless Elk - Bar J Ranch - Any Legal Weapon,Totals 53 0 10 10 1 in 5.3 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,81,EA1120,Cwmu Antlerless Elk - Bear Mountain - Any Legal Weapon,Antlerless Elk,37,0,16,16,0,0,0,0,16,Hunt: EA1120 Cwmu Antlerless Elk - Bear Mountain - Any Legal Weapon,Totals 37 0 16 16 1 in 2.3 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,82,EA1121,Cwmu Antlerless Elk - Boobe Hole - Any Legal Weapon,Antlerless Elk,60,0,8,8,0,0,0,0,8,Hunt: EA1121 Cwmu Antlerless Elk - Boobe Hole - Any Legal Weapon,Totals 60 0 8 8 1 in 7.5 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,83,EA1122,Cwmu Antlerless Elk - Causey Spring - Any Legal Weapon,Antlerless Elk,73,0,4,4,0,0,0,0,4,Hunt: EA1122 Cwmu Antlerless Elk - Causey Spring - Any Legal Weapon,Totals 73 0 4 4 1 in 18.3 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,84,EA1124,Cwmu Antlerless Elk - Chimney Rock - Any Legal Weapon,Antlerless Elk,68,0,10,10,0,0,0,0,10,Hunt: EA1124 Cwmu Antlerless Elk - Chimney Rock - Any Legal Weapon,Totals 68 0 10 10 1 in 6.8 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,85,EA1125,Cwmu Antlerless Elk - Coldwater Ranch - Any Legal Weapon,Antlerless Elk,223,0,16,16,0,0,0,0,16,Hunt: EA1125 Cwmu Antlerless Elk - Coldwater Ranch - Any Legal Weapon,Totals 223 0 16 16 1 in 13.9 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,86,EA1126,Cwmu Antlerless Elk - Cotton Thomas - Any Legal Weapon,Antlerless Elk,8,0,4,4,0,0,0,0,4,Hunt: EA1126 Cwmu Antlerless Elk - Cotton Thomas - Any Legal Weapon,Totals 8 0 4 4 1 in 2.0 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,87,EA1129,Cwmu Antlerless Elk - Deseret - Any Legal Weapon,Antlerless Elk,1345,0,248,248,0,0,0,0,248,Hunt: EA1129 Cwmu Antlerless Elk - Deseret - Any Legal Weapon,Totals 1345 0 248 248 1 in 5.4 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,88,EA1130,Cwmu Antlerless Elk - Double Cone - Any Legal Weapon,Antlerless Elk,20,0,6,6,0,0,0,0,6,Hunt: EA1130 Cwmu Antlerless Elk - Double Cone - Any Legal Weapon,Totals 20 0 6 6 1 in 3.3 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,89,EA1131,Cwmu Antlerless Elk - Durst Mountain - Any Legal Weapon,Antlerless Elk,157,0,24,24,0,0,0,0,24,Hunt: EA1131 Cwmu Antlerless Elk - Durst Mountain - Any Legal Weapon,Totals 157 0 24 24 1 in 6.5 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,90,EA1132,Cwmu Antlerless Elk - East Fork Chalk Creek - Any Legal Weapon,Antlerless Elk,77,0,24,24,0,0,0,0,24,Hunt: EA1132 Cwmu Antlerless Elk - East Fork Chalk Creek - Any Legal Weapon,Totals 77 0 24 24 1 in 3.2 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,91,EA1134,Cwmu Antlerless Elk - Ensign Ranches - Any Legal Weapon,Antlerless Elk,259,0,48,48,0,0,0,0,48,Hunt: EA1134 Cwmu Antlerless Elk - Ensign Ranches - Any Legal Weapon,Totals 259 0 48 48 1 in 5.4 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,92,EA1135,Cwmu Antlerless Elk - Folley Ridge - Any Legal Weapon,Antlerless Elk,64,0,16,16,0,0,0,0,16,Hunt: EA1135 Cwmu Antlerless Elk - Folley Ridge - Any Legal Weapon,Totals 64 0 16 16 1 in 4.0 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,93,EA1136,Cwmu Antlerless Elk - Grass Valley/clark Canyon - Any Legal Weapon,Antlerless Elk,219,0,40,40,0,0,0,0,40,Hunt: EA1136 Cwmu Antlerless Elk - Grass Valley/clark Canyon - Any Legal Weapon,Totals 219 0 40 40 1 in 5.5 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,94,EA1137,Cwmu Antlerless Elk - Grazing Pasture - Any Legal Weapon,Antlerless Elk,82,0,8,8,0,0,0,0,8,Hunt: EA1137 Cwmu Antlerless Elk - Grazing Pasture - Any Legal Weapon,Totals 82 0 8 8 1 in 10.3 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,95,EA1138,Cwmu Antlerless Elk - Guildersleeve - Any Legal Weapon,Antlerless Elk,51,0,16,16,0,0,0,0,16,Hunt: EA1138 Cwmu Antlerless Elk - Guildersleeve - Any Legal Weapon,Totals 51 0 16 16 1 in 3.2 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,96,EA1139,Cwmu Antlerless Elk - Hardscrabble - Any Legal Weapon,Antlerless Elk,28,0,8,8,0,0,0,0,8,Hunt: EA1139 Cwmu Antlerless Elk - Hardscrabble - Any Legal Weapon,Totals 28 0 8 8 1 in 3.5 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,97,EA1140,Cwmu Antlerless Elk - Heaston East - Any Legal Weapon,Antlerless Elk,190,0,20,20,0,0,0,0,20,Hunt: EA1140 Cwmu Antlerless Elk - Heaston East - Any Legal Weapon,Totals 190 0 20 20 1 in 9.5 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,98,EA1141,Cwmu Antlerless Elk - Hiawatha - Any Legal Weapon,Antlerless Elk,52,0,8,8,0,0,0,0,8,Hunt: EA1141 Cwmu Antlerless Elk - Hiawatha - Any Legal Weapon,Totals 52 0 8 8 1 in 6.5 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,99,EA1142,Cwmu Antlerless Elk - Indian Head - Any Legal Weapon,Antlerless Elk,34,0,10,10,0,0,0,0,10,Hunt: EA1142 Cwmu Antlerless Elk - Indian Head - Any Legal Weapon,Totals 34 0 10 10 1 in 3.4 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,100,EA1143,Cwmu Antlerless Elk - J.b. Ranch - Any Legal Weapon,Antlerless Elk,131,0,17,17,0,0,0,0,17,Hunt: EA1143 Cwmu Antlerless Elk - J.b. Ranch - Any Legal Weapon,Totals 131 0 17 17 1 in 7.7 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,101,EA1145,Cwmu Antlerless Elk - Johnson Mountain Ranch - Any Legal Weapon,Antlerless Elk,145,0,16,16,0,0,0,0,16,Hunt: EA1145 Cwmu Antlerless Elk - Johnson Mountain Ranch - Any Legal Weapon,Totals 145 0 16 16 1 in 9.1 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,102,EA1146,Cwmu Antlerless Elk - Jump Creek - Any Legal Weapon,Antlerless Elk,48,0,8,8,0,0,0,0,8,Hunt: EA1146 Cwmu Antlerless Elk - Jump Creek - Any Legal Weapon,Totals 48 0 8 8 1 in 6.0 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,103,EA1147,Cwmu Antlerless Elk - Little Red Creek - Any Legal Weapon,Antlerless Elk,108,0,12,12,0,0,0,0,12,Hunt: EA1147 Cwmu Antlerless Elk - Little Red Creek - Any Legal Weapon,Totals 108 0 12 12 1 in 9.0 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,104,EA1149,Cwmu Antlerless Elk - Minnie Maud Ridge - Any Legal Weapon,Antlerless Elk,35,0,7,7,0,0,0,0,7,Hunt: EA1149 Cwmu Antlerless Elk - Minnie Maud Ridge - Any Legal Weapon,Totals 35 0 7 7 1 in 5.0 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,105,EA1151,Cwmu Antlerless Elk - Moon Ranch - Any Legal Weapon,Antlerless Elk,19,0,5,5,0,0,0,0,5,Hunt: EA1151 Cwmu Antlerless Elk - Moon Ranch - Any Legal Weapon,Totals 19 0 5 5 1 in 3.8 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,106,EA1153,Cwmu Antlerless Elk - Old Woman Plateau - Any Legal Weapon,Antlerless Elk,29,0,4,4,0,0,0,0,4,Hunt: EA1153 Cwmu Antlerless Elk - Old Woman Plateau - Any Legal Weapon,Totals 29 0 4 4 1 in 7.3 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,107,EA1156,Cwmu Antlerless Elk - Preston Nutter Ranch - Any Legal Weapon,Antlerless Elk,68,0,7,7,0,0,0,0,7,Hunt: EA1156 Cwmu Antlerless Elk - Preston Nutter Ranch - Any Legal Weapon,Totals 68 0 7 7 1 in 9.7 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,108,EA1157,Cwmu Antlerless Elk - Redd Ranches - Any Legal Weapon,Antlerless Elk,112,0,28,28,0,0,0,0,28,Hunt: EA1157 Cwmu Antlerless Elk - Redd Ranches - Any Legal Weapon,Totals 112 0 28 28 1 in 4.0 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,109,EA1158,Cwmu Antlerless Elk - Riverview Ranch Llc - Any Legal Weapon,Antlerless Elk,27,0,6,6,0,0,0,0,6,Hunt: EA1158 Cwmu Antlerless Elk - Riverview Ranch Llc - Any Legal Weapon,Totals 27 0 6 6 1 in 4.5 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,110,EA1159,Cwmu Antlerless Elk - Roan Cliffs - Any Legal Weapon,Antlerless Elk,31,0,5,5,0,0,0,0,5,Hunt: EA1159 Cwmu Antlerless Elk - Roan Cliffs - Any Legal Weapon,Totals 31 0 5 5 1 in 6.2 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,111,EA1160,Cwmu Antlerless Elk - Sand Creek - Any Legal Weapon,Antlerless Elk,31,0,4,4,0,0,0,0,4,Hunt: EA1160 Cwmu Antlerless Elk - Sand Creek - Any Legal Weapon,Totals 31 0 4 4 1 in 7.8 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,112,EA1161,Cwmu Antlerless Elk - Scofield Canyons - Any Legal Weapon,Antlerless Elk,94,0,8,8,0,0,0,0,8,Hunt: EA1161 Cwmu Antlerless Elk - Scofield Canyons - Any Legal Weapon,Totals 94 0 8 8 1 in 11.8 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,113,EA1162,Cwmu Antlerless Elk - Scofield East - Any Legal Weapon,Antlerless Elk,38,0,12,12,0,0,0,0,12,Hunt: EA1162 Cwmu Antlerless Elk - Scofield East - Any Legal Weapon,Totals 38 0 12 12 1 in 3.2 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,114,EA1163,Cwmu Antlerless Elk - Scofield West - Any Legal Weapon,Antlerless Elk,47,0,16,16,0,0,0,0,16,Hunt: EA1163 Cwmu Antlerless Elk - Scofield West - Any Legal Weapon,Totals 47 0 16 16 1 in 2.9 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,115,EA1164,Cwmu Antlerless Elk - Sj Ranch - Any Legal Weapon,Antlerless Elk,44,0,5,5,0,0,0,0,5,Hunt: EA1164 Cwmu Antlerless Elk - Sj Ranch - Any Legal Weapon,Totals 44 0 5 5 1 in 8.8 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,116,EA1165,Cwmu Antlerless Elk - Skull Crack - Any Legal Weapon,Antlerless Elk,121,0,12,12,0,0,0,0,12,Hunt: EA1165 Cwmu Antlerless Elk - Skull Crack - Any Legal Weapon,Totals 121 0 12 12 1 in 10.1 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,117,EA1166,Cwmu Antlerless Elk - Soldier Summit - Any Legal Weapon,Antlerless Elk,76,0,13,13,0,0,0,0,13,Hunt: EA1166 Cwmu Antlerless Elk - Soldier Summit - Any Legal Weapon,Totals 76 0 13 13 1 in 5.8 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,118,EA1167,Cwmu Antlerless Elk - South Canyon - Any Legal Weapon,Antlerless Elk,36,0,8,8,0,0,0,0,8,Hunt: EA1167 Cwmu Antlerless Elk - South Canyon - Any Legal Weapon,Totals 36 0 8 8 1 in 4.5 Totals 0 0 0 0 N/A
pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/2024 antlerless draw results.pdf,21ea12abd24abb29b074520eccae1ab1b689d6e969d622803f220c0ca4664789,119,EA1168,Cwmu Antlerless Elk - Spring Creek/dodge - Any Legal Weapon,Antlerless Elk,26,0,12,12,0,0,0,0,12,Hunt: EA1168 Cwmu Antlerless Elk - Spring Creek/dodge - Any Legal Weapon,Totals 26 0 12 12 1 in 2.2 Totals 0 0 0 0 N/A
