source_file,source_sha256,source_page,source_report_page,hunt_code,hunt_name,code_prefix,raw_hunt_line
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,75,91,DB1200,Premium Cwmu Buck Deer - Alton - Any Legal Weapon,DB,Hunt: DB1200 Premium Cwmu Buck Deer - Alton - Any Legal Weapon Page 91
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,76,92,DB1201,Cwmu Management Buck Deer - Alton - Any Legal Weapon,DB,Hunt: DB1201 Cwmu Management Buck Deer - Alton - Any Legal Weapon Page 92
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,77,93,DB1202,Cwmu Buck Deer - Antelope Creek - Any Legal Weapon,DB,Hunt: DB1202 Cwmu Buck Deer - Antelope Creek - Any Legal Weapon Page 93
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,78,94,DB1203,Cwmu Buck Deer - Avintaquin Canyon - Any Legal Weapon,DB,Hunt: DB1203 Cwmu Buck Deer - Avintaquin Canyon - Any Legal Weapon Page 94
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,79,95,DB1204,Cwmu Buck Deer - Bally Watts - Any Legal Weapon,DB,Hunt: DB1204 Cwmu Buck Deer - Bally Watts - Any Legal Weapon Page 95
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,80,96,DB1205,Cwmu Buck Deer - Bar J Ranch - Any Legal Weapon,DB,Hunt: DB1205 Cwmu Buck Deer - Bar J Ranch - Any Legal Weapon Page 96
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,81,97,DB1206,Cwmu Buck Deer - Bear Mountain - Any Legal Weapon,DB,Hunt: DB1206 Cwmu Buck Deer - Bear Mountain - Any Legal Weapon Page 97
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,82,98,DB1207,Cwmu Buck Deer - Bear Springs - Any Legal Weapon,DB,Hunt: DB1207 Cwmu Buck Deer - Bear Springs - Any Legal Weapon Page 98
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,83,99,DB1208,Cwmu Buck Deer - Blackhawk - Any Legal Weapon,DB,Hunt: DB1208 Cwmu Buck Deer - Blackhawk - Any Legal Weapon Page 99
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,84,100,DB1209,Cwmu Buck Deer - Blind Springs - Any Legal Weapon,DB,Hunt: DB1209 Cwmu Buck Deer - Blind Springs - Any Legal Weapon Page 100
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,85,101,DB1211,Cwmu Buck Deer - Blue Spring Hills - Any Legal Weapon,DB,Hunt: DB1211 Cwmu Buck Deer - Blue Spring Hills - Any Legal Weapon Page 101
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,86,102,DB1212,Cwmu Buck Deer - Bluebell - Any Legal Weapon,DB,Hunt: DB1212 Cwmu Buck Deer - Bluebell - Any Legal Weapon Page 102
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,87,103,DB1213,Cwmu Buck Deer - Boobe Hole - Any Legal Weapon,DB,Hunt: DB1213 Cwmu Buck Deer - Boobe Hole - Any Legal Weapon Page 103
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,88,104,DB1215,Cwmu Buck Deer - Buckhorn Ranch - Any Legal Weapon,DB,Hunt: DB1215 Cwmu Buck Deer - Buckhorn Ranch - Any Legal Weapon Page 104
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,89,105,DB1216,Cwmu Buck Deer - Castle Valley Outdoors - Any Legal Weapon,DB,Hunt: DB1216 Cwmu Buck Deer - Castle Valley Outdoors - Any Legal Weapon Page 105
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,90,106,DB1217,Cwmu Buck Deer - Causey Spring - Any Legal Weapon,DB,Hunt: DB1217 Cwmu Buck Deer - Causey Spring - Any Legal Weapon Page 106
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,91,107,DB1219,Cwmu Buck Deer - Chimney Rock - Any Legal Weapon,DB,Hunt: DB1219 Cwmu Buck Deer - Chimney Rock - Any Legal Weapon Page 107
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,92,108,DB1222,Cwmu Buck Deer - Coldwater Ranch - Any Legal Weapon,DB,Hunt: DB1222 Cwmu Buck Deer - Coldwater Ranch - Any Legal Weapon Page 108
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,93,109,DB1223,Cwmu Buck Deer - Conover-jensen - Any Legal Weapon,DB,Hunt: DB1223 Cwmu Buck Deer - Conover-jensen - Any Legal Weapon Page 109
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,94,110,DB1224,Cwmu Buck Deer - Cotton Thomas - Any Legal Weapon,DB,Hunt: DB1224 Cwmu Buck Deer - Cotton Thomas - Any Legal Weapon Page 110
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,95,111,DB1227,Cwmu Buck Deer - Deer Haven - Any Legal Weapon,DB,Hunt: DB1227 Cwmu Buck Deer - Deer Haven - Any Legal Weapon Page 111
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,96,112,DB1228,Cwmu Buck Deer - Deseret - Any Legal Weapon,DB,Hunt: DB1228 Cwmu Buck Deer - Deseret - Any Legal Weapon Page 112
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,97,113,DB1229,Cwmu Buck Deer - Dilly Ranch - Any Legal Weapon,DB,Hunt: DB1229 Cwmu Buck Deer - Dilly Ranch - Any Legal Weapon Page 113
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,98,114,DB1230,Cwmu Buck Deer - Double R Ranch - Any Legal Weapon,DB,Hunt: DB1230 Cwmu Buck Deer - Double R Ranch - Any Legal Weapon Page 114
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,99,115,DB1231,Cwmu Buck Deer - Dove Creek - Any Legal Weapon,DB,Hunt: DB1231 Cwmu Buck Deer - Dove Creek - Any Legal Weapon Page 115
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,100,116,DB1232,Cwmu Buck Deer - Durst Mountain - Any Legal Weapon,DB,Hunt: DB1232 Cwmu Buck Deer - Durst Mountain - Any Legal Weapon Page 116
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,101,117,DB1233,Cwmu Buck Deer - East Fork Chalk Creek - Any Legal Weapon,DB,Hunt: DB1233 Cwmu Buck Deer - East Fork Chalk Creek - Any Legal Weapon Page 117
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,102,118,DB1234,Cwmu Buck Deer - East Zion - Any Legal Weapon,DB,Hunt: DB1234 Cwmu Buck Deer - East Zion - Any Legal Weapon Page 118
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,103,119,DB1236,Cwmu Buck Deer - Engineer Springs - Any Legal Weapon,DB,Hunt: DB1236 Cwmu Buck Deer - Engineer Springs - Any Legal Weapon Page 119
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,104,120,DB1237,Cwmu Buck Deer - Ensign Ranches - Any Legal Weapon,DB,Hunt: DB1237 Cwmu Buck Deer - Ensign Ranches - Any Legal Weapon Page 120
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,105,121,DB1238,Cwmu Buck Deer - Folley Ridge - Any Legal Weapon,DB,Hunt: DB1238 Cwmu Buck Deer - Folley Ridge - Any Legal Weapon Page 121
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,106,122,DB1239,Cwmu Buck Deer - Fort Ranch - Any Legal Weapon,DB,Hunt: DB1239 Cwmu Buck Deer - Fort Ranch - Any Legal Weapon Page 122
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,107,123,DB1240,Cwmu Buck Deer - George Creek - Any Legal Weapon,DB,Hunt: DB1240 Cwmu Buck Deer - George Creek - Any Legal Weapon Page 123
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,108,124,DB1241,Cwmu Buck Deer - Golden Spike - Any Legal Weapon,DB,Hunt: DB1241 Cwmu Buck Deer - Golden Spike - Any Legal Weapon Page 124
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,109,125,DB1242,Cwmu Buck Deer - Grass Valley/clark Canyon - Any Legal Weapon,DB,Hunt: DB1242 Cwmu Buck Deer - Grass Valley/clark Canyon - Any Legal Weapon Page 125
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,110,126,DB1243,Cwmu Buck Deer - Grazing Pasture - Any Legal Weapon,DB,Hunt: DB1243 Cwmu Buck Deer - Grazing Pasture - Any Legal Weapon Page 126
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,111,127,DB1244,Cwmu Buck Deer - Green Canyon - Any Legal Weapon,DB,Hunt: DB1244 Cwmu Buck Deer - Green Canyon - Any Legal Weapon Page 127
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,112,128,DB1245,Cwmu Buck Deer - Guildersleeve - Any Legal Weapon,DB,Hunt: DB1245 Cwmu Buck Deer - Guildersleeve - Any Legal Weapon Page 128
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,113,129,DB1246,Cwmu Buck Deer - Hardscrabble - Any Legal Weapon,DB,Hunt: DB1246 Cwmu Buck Deer - Hardscrabble - Any Legal Weapon Page 129
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,114,130,DB1248,Cwmu Buck Deer - Heaston East - Any Legal Weapon,DB,Hunt: DB1248 Cwmu Buck Deer - Heaston East - Any Legal Weapon Page 130
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,115,131,DB1249,Cwmu Buck Deer - Hiawatha - Any Legal Weapon,DB,Hunt: DB1249 Cwmu Buck Deer - Hiawatha - Any Legal Weapon Page 131
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,116,132,DB1250,Cwmu Buck Deer - Indian Creek - Any Legal Weapon,DB,Hunt: DB1250 Cwmu Buck Deer - Indian Creek - Any Legal Weapon Page 132
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,117,133,DB1251,Cwmu Buck Deer - Indian Head - Any Legal Weapon,DB,Hunt: DB1251 Cwmu Buck Deer - Indian Head - Any Legal Weapon Page 133
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,118,134,DB1252,Cwmu Buck Deer - Ingham Peak - Any Legal Weapon,DB,Hunt: DB1252 Cwmu Buck Deer - Ingham Peak - Any Legal Weapon Page 134
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,119,135,DB1253,Cwmu Buck Deer - J.b. Ranch - Any Legal Weapon,DB,Hunt: DB1253 Cwmu Buck Deer - J.b. Ranch - Any Legal Weapon Page 135
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,120,136,DB1255,Cwmu Buck Deer - Johnson Mountain Ranch - Any Legal Weapon,DB,Hunt: DB1255 Cwmu Buck Deer - Johnson Mountain Ranch - Any Legal Weapon Page 136
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,121,137,DB1256,Cwmu Buck Deer - Junction Valley - Any Legal Weapon,DB,Hunt: DB1256 Cwmu Buck Deer - Junction Valley - Any Legal Weapon Page 137
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,122,138,DB1258,Cwmu Buck Deer - Little Red Creek - Any Legal Weapon,DB,Hunt: DB1258 Cwmu Buck Deer - Little Red Creek - Any Legal Weapon Page 138
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,123,139,DB1260,Cwmu Buck Deer - Middle Ridge - Any Legal Weapon,DB,Hunt: DB1260 Cwmu Buck Deer - Middle Ridge - Any Legal Weapon Page 139
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,124,140,DB1261,Cwmu Buck Deer - Minnie Maud Ridge - Any Legal Weapon,DB,Hunt: DB1261 Cwmu Buck Deer - Minnie Maud Ridge - Any Legal Weapon Page 140
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,125,141,DB1263,Cwmu Buck Deer - Moon Ranch - Any Legal Weapon,DB,Hunt: DB1263 Cwmu Buck Deer - Moon Ranch - Any Legal Weapon Page 141
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,126,142,DB1264,Cwmu Buck Deer - Mountain Meadow - Any Legal Weapon,DB,Hunt: DB1264 Cwmu Buck Deer - Mountain Meadow - Any Legal Weapon Page 142
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,127,143,DB1265,Cwmu Buck Deer - Mountain Top - Any Legal Weapon,DB,Hunt: DB1265 Cwmu Buck Deer - Mountain Top - Any Legal Weapon Page 143
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,128,144,DB1266,Cwmu Buck Deer - Mt Carmel - Any Legal Weapon,DB,Hunt: DB1266 Cwmu Buck Deer - Mt Carmel - Any Legal Weapon Page 144
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,129,145,DB1269,Cwmu Buck Deer - North Promontory - Any Legal Weapon,DB,Hunt: DB1269 Cwmu Buck Deer - North Promontory - Any Legal Weapon Page 145
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,130,146,DB1270,Cwmu Buck Deer - Nucor West - Any Legal Weapon,DB,Hunt: DB1270 Cwmu Buck Deer - Nucor West - Any Legal Weapon Page 146
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,131,147,DB1271,Cwmu Buck Deer - Oak Ranch - Any Legal Weapon,DB,Hunt: DB1271 Cwmu Buck Deer - Oak Ranch - Any Legal Weapon Page 147
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,132,148,DB1272,Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon,DB,Hunt: DB1272 Cwmu Buck Deer - Old Woman Plateau - Any Legal Weapon Page 148
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,133,149,DB1273,Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon,DB,Hunt: DB1273 Cwmu Buck Deer - Park Valley Hereford - Any Legal Weapon Page 149
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,134,150,DB1274,Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon,DB,Hunt: DB1274 Cwmu Buck Deer - Patmos Ridge - Any Legal Weapon Page 150
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,135,151,DB1275,Cwmu Buck Deer - Pine Canyon - Any Legal Weapon,DB,Hunt: DB1275 Cwmu Buck Deer - Pine Canyon - Any Legal Weapon Page 151
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,136,152,DB1276,Cwmu Buck Deer - Plymouth Peak - Any Legal Weapon,DB,Hunt: DB1276 Cwmu Buck Deer - Plymouth Peak - Any Legal Weapon Page 152
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,137,153,DB1277,Cwmu Buck Deer - Pocatello Valley - Any Legal Weapon,DB,Hunt: DB1277 Cwmu Buck Deer - Pocatello Valley - Any Legal Weapon Page 153
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,138,154,DB1278,Cwmu Buck Deer - Powder Mountain - Any Legal Weapon,DB,Hunt: DB1278 Cwmu Buck Deer - Powder Mountain - Any Legal Weapon Page 154
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,139,155,DB1279,Cwmu Buck Deer - Preston Nutter Ranch - Any Legal Weapon,DB,Hunt: DB1279 Cwmu Buck Deer - Preston Nutter Ranch - Any Legal Weapon Page 155
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,140,156,DB1280,Cwmu Buck Deer - Promontory Point - Any Legal Weapon,DB,Hunt: DB1280 Cwmu Buck Deer - Promontory Point - Any Legal Weapon Page 156
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,141,157,DB1281,Cwmu Buck Deer - Rattlesnake Pass - Any Legal Weapon,DB,Hunt: DB1281 Cwmu Buck Deer - Rattlesnake Pass - Any Legal Weapon Page 157
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,142,158,DB1282,Cwmu Buck Deer - Redd Ranches - Any Legal Weapon,DB,Hunt: DB1282 Cwmu Buck Deer - Redd Ranches - Any Legal Weapon Page 158
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,143,159,DB1283,Cwmu Buck Deer - Roan Cliffs - Any Legal Weapon,DB,Hunt: DB1283 Cwmu Buck Deer - Roan Cliffs - Any Legal Weapon Page 159
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,144,160,DB1285,Cwmu Buck Deer - Sand Creek - Any Legal Weapon,DB,Hunt: DB1285 Cwmu Buck Deer - Sand Creek - Any Legal Weapon Page 160
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,145,161,DB1286,Cwmu Buck Deer - Pisgah Mountain - Any Legal Weapon,DB,Hunt: DB1286 Cwmu Buck Deer - Pisgah Mountain - Any Legal Weapon Page 161
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,146,162,DB1287,Cwmu Buck Deer - Scofield Canyons - Any Legal Weapon,DB,Hunt: DB1287 Cwmu Buck Deer - Scofield Canyons - Any Legal Weapon Page 162
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,147,163,DB1288,Cwmu Buck Deer - Scofield West - Any Legal Weapon,DB,Hunt: DB1288 Cwmu Buck Deer - Scofield West - Any Legal Weapon Page 163
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,148,164,DB1289,Cwmu Buck Deer - Sharp Mountain - Any Legal Weapon,DB,Hunt: DB1289 Cwmu Buck Deer - Sharp Mountain - Any Legal Weapon Page 164
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,149,165,DB1290,Cwmu Buck Deer - Skull Crack - Any Legal Weapon,DB,Hunt: DB1290 Cwmu Buck Deer - Skull Crack - Any Legal Weapon Page 165
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,150,166,DB1291,Cwmu Buck Deer - Skull Valley South - Any Legal Weapon,DB,Hunt: DB1291 Cwmu Buck Deer - Skull Valley South - Any Legal Weapon Page 166
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,151,167,DB1292,Cwmu Buck Deer - Soldier Summit - Any Legal Weapon,DB,Hunt: DB1292 Cwmu Buck Deer - Soldier Summit - Any Legal Weapon Page 167
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,152,168,DB1293,Cwmu Buck Deer - South Canyon - Any Legal Weapon,DB,Hunt: DB1293 Cwmu Buck Deer - South Canyon - Any Legal Weapon Page 168
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,153,169,DB1294,Cwmu Buck Deer - Spring Creek Acres - Any Legal Weapon,DB,Hunt: DB1294 Cwmu Buck Deer - Spring Creek Acres - Any Legal Weapon Page 169
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,154,170,DB1295,Cwmu Buck Deer - Spring Creek/dodge - Any Legal Weapon,DB,Hunt: DB1295 Cwmu Buck Deer - Spring Creek/dodge - Any Legal Weapon Page 170
