hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,,permits_year_res,permits_year_nr,permits_year_total,permits_2026_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
DB1004,163,Paunsaugunt Premium,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Oct 17 2026 - Oct 31 2026,75,8,83,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,75,8,83,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1006,163,Paunsaugunt Premium,Buck,Deer,Muzzleloader,Premium Limited Entry,Sept 23 2026 - Oct 01 2026,26,3,29,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,26,3,29,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1008,163,Paunsaugunt Premium,Buck,Deer,Multiseason,Premium Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 31, 2026",3,1,4,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,1,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1010,163,Paunsaugunt Management,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Nov 02 2026 - Nov 20 2026,30,3,33,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,30,3,33,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1058,163,Paunsaugunt Cactus,Buck,Deer,Any Legal Weapon,Premium Limited Entry,Nov 02 2026 - Nov 20 2026,18,2,20,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1073,163,Paunsaugunt Management,Buck,Deer,Archery,Premium Limited Entry,Aug 15 2026 - Sept 11 2026,10,1,11,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1074,163,Paunsaugunt Management,Buck,Deer,Muzzleloader,Premium Limited Entry,Sept 23 2026 - Oct 01 2026,10,1,11,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_premium_management_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1073,163,Paunsaugunt,Antlerless,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 31 2026,18,2,20,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2015,163,Paunsaugunt,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,75,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
LD1001,163,Paunsaugunt - Private Land Only,Buck,Deer,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 12 2025 - Private Land Only,,,,,,1,0,1,,,,,,,
LD1004,163,Paunsaugunt - Private Land Only,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,,,5,0,5,,,,,,,
LD1006,163,Paunsaugunt - Private Land Only,Buck,Deer,Muzzleloader,Limited Entry - Private Land Only,Sept 24 2025 - Oct 02 2025 - Private Land Only,,,,,,1,0,1,,,,,,,
DA1009,169,"Pine Valley, Enterprise",Antlerless,Deer,Any Legal Weapon,General Season,Aug 01 2026 - Aug 12 2026,,,25,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_deer_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EB3145,172,Boulder,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,31,4,35,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3148,172,Boulder,Bull,Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,13,1,14,,,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,13,1,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3151,172,Boulder,Bull,Elk,Late Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,22,2,24,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3154,172,Boulder,Bull,Elk,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,19,2,21,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,19,2,21,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3156,172,Boulder,Bull,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3190,172,Boulder,Bull,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,4,1,5,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_late_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3191,172,Boulder,Bull,Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,37,4,41,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,37,4,41,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EL3145,172,Boulder,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,16,,,1,0,1,,,,,,,
EL3148,172,Boulder,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,21,,,3,0,3,,,,,,,
EL3151,172,Boulder,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,16,,,3,0,3,,,,,,,
EL3154,172,Boulder,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,3,,,6,0,6,,,,,,,
EL3190,172,Boulder,Bull,Elk,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,14,,,1,0,1,,,,,,,
EL3191,172,Boulder,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,16,,,2,0,2,,,,,,,
BR7013,175,Fishlake/Thousand Lakes,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,7,,,1,0,1,,,,,,,
BR7115,175,Fishlake/Thousand Lakes,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Summer,"May 25 - June 28, 2026",7,0,7,,,1,0,1,,,,,,,
BR7216,175,Fishlake/Thousand Lakes,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Fall,"Aug. 1 - Aug. 31, 2026 & Nov 2 - Nov. 8, 2026",5,0,5,,,1,0,1,,,,,,,
BR7311,175,Fishlake/Thousand Lakes,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",3,0,3,,,2,0,2,,,,,,,
EA1078,175,Fishlake/Thousand Lakes,Antlerless,Elk,Any Legal Weapon,General Season,Oct 03 2026 - Oct 15 2026,243,27,270,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,243,27,270,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3018,175,Fishlake/Thousand Lakes,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,84,9,93,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,84,9,93,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3063,175,Fishlake/Thousand Lakes,Bull,Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,34,4,38,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,34,4,38,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3064,175,Fishlake/Thousand Lakes,Bull,Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,99,11,110,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,99,11,110,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3065,175,Fishlake/Thousand Lakes,Bull,Elk,Late Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,57,6,63,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,57,6,63,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3096,175,Fishlake/Thousand Lakes,Bull,Elk,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,50,6,56,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,50,6,56,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3120,175,Fishlake/Thousand Lakes,Bull,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",10,1,11,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3192,175,Fishlake/Thousand Lakes,Bull,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,13,2,15,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,13,2,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_late_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EL3018,175,Fishlake/Thousand Lakes,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,16,,,1,0,1,,,,,,,
EL3063,175,Fishlake/Thousand Lakes,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,21,,,2,0,2,,,,,,,
EL3064,175,Fishlake/Thousand Lakes,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,16,,,1,0,1,,,,,,,
EL3065,175,Fishlake/Thousand Lakes,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,16,,,1,0,1,,,,,,,
EL3096,175,Fishlake/Thousand Lakes,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,3,,,6,0,6,,,,,,,
EL3192,175,Fishlake/Thousand Lakes,Bull,Elk,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,14,,,1,0,1,,,,,,,
EB3019,183,San Juan Bull Elk,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,29,3,32,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,29,3,32,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3066,183,San Juan Bull Elk,Bull,Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,12,1,13,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,12,1,13,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3067,183,San Juan Bull Elk,Bull,Elk,Late Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,20,2,22,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,20,2,22,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3097,183,San Juan Bull Elk,Bull,Elk,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,17,2,19,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,17,2,19,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3121,183,San Juan Bull Elk,Bull,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3193,183,San Juan Bull Elk,Bull,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,9,1,10,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_late_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3194,183,San Juan Bull Elk,Bull,Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,33,4,37,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,33,4,37,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EL3019,183,San Juan Bull Elk,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,16,,,2,0,2,,,,,,,
EL3066,183,San Juan Bull Elk,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,21,,,5,0,5,,,,,,,
EL3067,183,San Juan Bull Elk,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,16,,,1,0,1,,,,,,,
EL3097,183,San Juan Bull Elk,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,3,,,1,0,1,,,,,,,
EL3193,183,San Juan Bull Elk,Bull,Elk,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,14,,,2,0,2,,,,,,,
EL3194,183,San Juan Bull Elk,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,16,,,1,0,1,,,,,,,
DB1014,185,"San Juan, Elk Ridge",Buck,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,15,2,17,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,15,2,17,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1022,185,"San Juan, Elk Ridge",Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,42,5,47,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,42,5,47,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1037,185,"San Juan, Elk Ridge",Buck,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,15,2,17,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,15,2,17,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1046,185,"San Juan, Elk Ridge",Buck,Deer,Multiseason,Limited Entry,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5044,186,"San Juan, Hatch Point",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,3,0,3,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
DS6606,187,"San Juan, Lockhart",Either Sex,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,2,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_desert_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
DS6607,190,"San Juan, South",Either Sex,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,2,0,2,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_desert_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
DS1004,193,"San Rafael, Dirty Devil",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13 - Dec 31, 2025",,,,,,5,0,5,,,,,,,
DS6608,193,"San Rafael, Dirty Devil",Either Sex,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,1,4,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,1,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_desert_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
DS6624,193,"San Rafael, Dirty Devil",Either Sex,Desert Bighorn Sheep,Archery,Once-in-a-lifetime,Nov 11 2026 - Dec 17 2026,2,0,2,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_desert_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
DS6609,194,"San Rafael, North",Either Sex,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,8,0,8,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,8,0,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_desert_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1084,194,"San Rafael, North",Antlerless,Elk,Any Legal Weapon,General Season,Nov 07 2026 - Jan 31 2027,4,1,5,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
LP5046,194,"San Rafael, North - Private Land Only",Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,1,0,1,,,,,,,
PB5015,194,"San Rafael, North",Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,21,2,23,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5046,194,"San Rafael, North",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,62,7,69,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,62,7,69,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5056,194,"San Rafael, North",Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,21,2,23,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
DS1007,195,"San Rafael, South",Male Only,Desert Bighorn Sheep,Any Legal Weapon,Conservation,"Sept 13, 2025 - Dec 31, 2025",,,,,,9,0,9,,,,,,,
DS6610,195,"San Rafael, South",Either Sex,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,10,2,12,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,2,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_desert_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
GO6820,200,"Wasatch Mtns, Timpanogos",Either Sex,Mountain Goat,Any Legal Weapon,Once-in-a-lifetime,Sept 05 2026 - Nov 25 2026,8,2,10,,,,,1040,2026_RAC_CURRENT_YEAR_ALLOTMENT,8,2,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_mountain_goat_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5337,201,Heist CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,,,,,1160,,,,,,,
PD1052,201,Heist CWMU,Doe,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,6,0,6,,,,,1800,,,,,,,
DB1015,206,Diamond Mtn,Buck,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,22,2,24,,,,,1060,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1023,206,Diamond Mtn,Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,61,7,68,,,,,460,2026_RAC_CURRENT_YEAR_ALLOTMENT,61,7,68,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1038,206,Diamond Mtn,Buck,Deer,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,22,2,24,,,,,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
