hunt_code,huntCode,code,title,hunt_name,species,sex_type,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,boundary_id,boundaryId,unitCode,resolvedBoundaryIds,draw_family,data_status,source_authority,youth_flag,eligibility_class,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,unitName,boundary_id_numeric,boundary_token,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
DB1581,DB1581,DB1581,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,560,,618,618,618,618,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,426,47,473,,2025_DRAW_RESULTS_TABLES,,398.0,177.0,44.5,4.0,3.6,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,"San Juan, Abajo Mtns",618,618,,,,560,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_GENERAL_SEASON_BUCK_DEER,,,,,,
DB1582,DB1582,DB1582,Vernal/Bonanza,Vernal/Bonanza,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,280,,614,614,614,614,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,187,17,204,,2025_DRAW_RESULTS_TABLES,,184.0,115.0,62.5,3.9,3.7,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Vernal/Bonanza,614,614,,,,280,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_GENERAL_SEASON_BUCK_DEER,,,,,,
DB1583,DB1583,DB1583,Yellowstone,Yellowstone,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,280,,613,613,613,613,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,185,20,205,,2025_DRAW_RESULTS_TABLES,,204.0,89.0,43.6,4.2,3.4,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Yellowstone,613,613,,,,280,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_GENERAL_SEASON_BUCK_DEER,,,,,,
DB1584,DB1584,DB1584,Southwest Desert,Southwest Desert,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,100,,625,625,625,625,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,63,9,72,,2025_DRAW_RESULTS_TABLES,,73.0,20.0,27.4,5.1,2.6,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Southwest Desert,625,625,,,,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_GENERAL_SEASON_BUCK_DEER,,,,,,
DB1585,DB1585,DB1585,"Wasatch Mtns, East","Wasatch Mtns, East",Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,1300,,621,621,621,621,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,847,42,889,,2025_DRAW_RESULTS_TABLES,,789.0,217.0,27.5,4.2,3.3,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,"Wasatch Mtns, East",621,621,,,,1300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_GENERAL_SEASON_BUCK_DEER,,,,,,
DB1586,DB1586,DB1586,"Wasatch Mtns, West","Wasatch Mtns, West",Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,1580,,620,620,620,620,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,507,11,518,,2025_DRAW_RESULTS_TABLES,,947.0,187.0,19.7,4.0,3.1,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,"Wasatch Mtns, West",620,620,,,,1580,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_GENERAL_SEASON_BUCK_DEER,,,,,,
DB1589,DB1589,DB1589,Zion,Zion,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,675,,635,635,635,635,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,407,48,455,,2025_DRAW_RESULTS_TABLES,,423.0,185.0,43.7,3.8,3.5,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Zion,635,635,,,,675,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_GENERAL_SEASON_BUCK_DEER,,,,,,
DB1602,DB1602,DB1602,Chalk Creek,Chalk Creek,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,440,,69,69,69,69,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,161,7,168,,2025_DRAW_RESULTS_TABLES,,225.0,57.0,25.3,4.0,3.2,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Chalk Creek,69,69,,,,,,,,,,,,
DB1606,DB1606,DB1606,East Canyon,East Canyon,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,380,,276,276,276,276,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,137,0,137,,2025_DRAW_RESULTS_TABLES,,242.0,18.0,7.4,3.6,2.8,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,East Canyon,276,276,,,,,,,,,,,,
DB1610,DB1610,DB1610,Morgan-South Rich,Morgan-South Rich,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,320,,117,117,117,117,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,87,0,87,,2025_DRAW_RESULTS_TABLES,,149.0,18.0,12.1,4.8,2.7,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Morgan-South Rich,117,117,,,,,,,,,,,,
DB1612,DB1612,DB1612,"Beaver, East","Beaver, East",Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,440,,685,685,685,685,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,265,30,295,,2025_DRAW_RESULTS_TABLES,,275.0,93.0,33.8,4.1,3.3,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,"Beaver, East",685,685,,,,,,,,,,,,
DB1615,DB1615,DB1615,"Beaver, West","Beaver, West",Deer,Buck,Restricted Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,130,,672,672,672,672,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,71,5,76,,2025_DRAW_RESULTS_TABLES,,79.0,31.0,39.2,4.5,3.7,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,"Beaver, West",672,672,,,,,,,,,,,,
DB1618,DB1618,DB1618,"West Desert, Swasey","West Desert, Swasey",Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,80,,926,926,926,926,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,57,7,64,,2025_DRAW_RESULTS_TABLES,,54.0,12.0,22.2,4.4,3.3,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,"West Desert, Swasey",926,926,,,,,,,,,,,,
DB1621,DB1621,DB1621,Oquirrh/Tintic,Oquirrh/Tintic,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,450,,927,927,927,927,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,339,3,342,,2025_DRAW_RESULTS_TABLES,,341.0,114.0,33.4,4.2,3.3,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Oquirrh/Tintic,927,927,,,,,,,,,,,,
DB1624,DB1624,DB1624,Cedar/Stansbury,Cedar/Stansbury,Deer,Buck,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,250,,925,925,925,925,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,161,16,177,,2025_DRAW_RESULTS_TABLES,,173.0,39.0,22.5,4.2,2.9,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Cedar/Stansbury,925,925,,,,,,,,,,,,
DB1628,DB1628,DB1628,Cache,Cache,Deer,Buck,Restricted Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,1160,,29,29,29,29,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,383,16,399,,2025_DRAW_RESULTS_TABLES,,428.0,111.0,25.9,4.3,3.1,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Cache,29,29,,,,,,,,,,,,
DB1630,DB1630,DB1630,Boulder/Kaiparowits,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,720,,455,455,455,455,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,236,33,269,,2025_DRAW_RESULTS_TABLES,,352.0,114.0,32.4,4.5,3.3,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Boulder/Kaiparowits,455,455,,,,,,,,,,,,
DB1616,DB1616,DB1616,"Beaver, West","Beaver, West",Deer,Buck,Restricted Rifle,General Season,General Season,Oct 17 2026 - Oct 25 2026,,,390,,672,672,672,672,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,243,23,266,,2025_DRAW_RESULTS_TABLES,,276.0,143.0,51.8,4.7,3.4,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,"Beaver, West",672,672,,,,,,,,,,,,
DB1627,DB1627,DB1627,Cache,Cache,Deer,Buck,Restricted Rifle,General Season,General Season,Oct 17 2026 - Oct 25 2026,,,3480,,29,29,29,29,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,2647,58,2705,,2025_DRAW_RESULTS_TABLES,,2413.0,669.0,27.7,4.2,3.0,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Cache,29,29,,,,,,,,,,,,
DB1629,DB1629,DB1629,Boulder/Kaiparowits,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,General Season,General Season,Oct 17 2026 - Oct 25 2026,,,960,,455,455,455,455,General,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1094,120,1214,,2025_DRAW_RESULTS_TABLES,,1119.0,458.0,40.9,4.5,3.1,Public,TOTAL_ONLY,GENERAL_SEASON_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_general_season.csv; no resident/nonresident split published in this source.,True,False,False,buck_deer.xlsx,2026_deer_general_season.csv,,,,,,,Boulder/Kaiparowits,455,455,,,,,,,,,,,,
LO1531,LO1531,LO1531,Box Elder,Box Elder,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,607,607,607,607,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,18.0,12.0,66.7,4.5,4.3,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Box Elder,607,607,,,,,,,,,,,,
LO1533,LO1533,LO1533,Manti/San Rafael,Manti/San Rafael,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,619,619,619,619,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,22.0,14.0,63.6,4.0,3.9,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Manti/San Rafael,619,619,,,,,,,,,,,,
LO1534,LO1534,LO1534,Nebo,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,616,616,616,616,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,5.0,4.0,80.0,5.2,4.8,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Nebo,616,616,,,,,,,,,,,,
LO1536,LO1536,LO1536,Fillmore,Fillmore,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,804,804,804,804,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,32.0,19.0,59.4,3.3,3.8,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Fillmore,804,804,,,,,,,,,,,,
LO1538,LO1538,LO1538,Kamas,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,611,611,611,611,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Kamas,611,611,,,,,,,,,,,,
LO1539,LO1539,LO1539,"La Sal, La Sal Mtns","La Sal, La Sal Mtns",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,617,617,617,617,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,"La Sal, La Sal Mtns",617,617,,,,,,,,,,,,
LO1540,LO1540,LO1540,Monroe,Monroe,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,629,629,629,629,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,1.0,0.0,0.0,1.0,3.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Monroe,629,629,,,,,,,,,,,,
LO1541,LO1541,LO1541,Mt Dutton,Mt Dutton,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,630,630,630,630,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,3.0,3.0,100.0,3.0,5.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Mt Dutton,630,630,,,,,,,,,,,,
LO1542,LO1542,LO1542,Nine Mile,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,615,615,615,615,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,13.0,7.0,53.8,4.9,4.6,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Nine Mile,615,615,,,,,,,,,,,,
LO1543,LO1543,LO1543,North Slope,North Slope,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,612,612,612,612,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,North Slope,612,612,,,,,,,,,,,,
LO1544,LO1544,LO1544,Ogden,Ogden,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,609,609,609,609,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,4.0,4.0,100.0,2.8,4.8,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Ogden,609,609,,,,,,,,,,,,
LO1546,LO1546,LO1546,Panguitch Lake,Panguitch Lake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,634,634,634,634,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,5.0,2.0,40.0,4.8,4.3,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Panguitch Lake,634,634,,,,,,,,,,,,
LO1547,LO1547,LO1547,Pine Valley,Pine Valley,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,636,636,636,636,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,2.0,2.0,100.0,7.0,5.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Pine Valley,636,636,,,,,,,,,,,,
LO1549,LO1549,LO1549,Fishlake,Fishlake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,633,633,633,633,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,,,,,,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,,,,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Fishlake,633,633,,,,,,,,,,,,
LO1551,LO1551,LO1551,"San Juan, Abajo Mtns","San Juan, Abajo Mtns",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,618,618,618,618,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,8.0,7.0,87.5,3.0,4.2,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,"San Juan, Abajo Mtns",618,618,,,,,,,,,,,,
LO1552,LO1552,LO1552,Vernal/Bonanza,Vernal/Bonanza,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,614,614,614,614,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,4.0,3.0,75.0,1.3,4.0,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Vernal/Bonanza,614,614,,,,,,,,,,,,
LO1553,LO1553,LO1553,Yellowstone,Yellowstone,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,613,613,613,613,Allocation,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,official_uploaded_source,False,STANDARD,,,,,,,13.0,8.0,61.5,3.6,4.3,Private,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner buck deer total PDF confirms this hunt code; no permit quota/resident-nonresident allocation is published for this row in the source.,True,False,False,BUCK DEER.csv,2026_buck_deer_total.pdf,,,,,,,Yellowstone,613,613,,,,,,,,,,,,
