hunt_code,huntCode,code,title,hunt_name,species,sex_type,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,boundary_id,boundaryId,unitCode,resolvedBoundaryIds,draw_family,data_status,source_authority,youth_flag,eligibility_class,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,unitName,boundary_id_numeric,boundary_token,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
DA1013,DA1013,DA1013,Mt Carmel CWMU,Mt Carmel CWMU,Deer,Antlerless,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,5,0,5,,533,533,533,533,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,5,0,5,,2025_DRAW_RESULTS_TABLES,,4.0,3.0,75.0,2.0,4.8,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_antlerless_cwmu.csv; no resident/nonresident split published in this source.,True,False,True,antlerless deer.xlsx,2026_deer_antlerless_cwmu.csv,,,,,,,Mt Carmel CWMU,533,533,,,,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DA1050,DA1050,DA1050,The Rose of Snowville CWMU,The Rose of Snowville CWMU,Deer,Antlerless,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,8,0,8,,509,509,509,509,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,8,0,8,,2025_DRAW_RESULTS_TABLES,,8.0,6.0,75.0,1.0,4.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_antlerless_cwmu.csv; no resident/nonresident split published in this source.,True,False,True,antlerless deer.xlsx,2026_deer_antlerless_cwmu.csv,,,,,,,The Rose of Snowville CWMU,509,509,,,,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1200,DB1200,DB1200,Alton - Premium Buck CWMU,Alton - Premium Buck CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,3,0,3,,526,526,526,526,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,3,0,3,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,20.0,18.0,90.0,5.0,4.7,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,3,0,82,97,Bonus Point Draw Results,3,Alton - Premium Buck CWMU,526,526,,,,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1201,DB1201,DB1201,Alton - Management Buck CWMU,Alton - Management Buck CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,526,526,526,526,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,5.0,5.0,100.0,2.6,4.8,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,83,98,Bonus Point Draw Results,1,Alton - Management Buck CWMU,526,526,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1202,DB1202,DB1202,Antelope Creek CWMU,Antelope Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,581,581,581,581,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,2.0,1.0,50.0,7.0,3.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,84,99,Bonus Point Draw Results,1,Antelope Creek CWMU,581,581,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1203,DB1203,DB1203,Avintaquin Canyon CWMU,Avintaquin Canyon CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,599,599,599,599,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,2.0,2.0,100.0,2.0,5.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,85,100,Bonus Point Draw Results,1,Avintaquin Canyon CWMU,599,599,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1204,DB1204,DB1204,Bally Watts CWMU,Bally Watts CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,559,559,559,559,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,9.0,7.0,77.8,1.8,5.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,86,101,Bonus Point Draw Results,1,Bally Watts CWMU,559,559,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1205,DB1205,DB1205,Bar J Ranch CWMU,Bar J Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,527,527,527,527,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,4.0,2.0,50.0,3.5,3.5,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,87,102,Bonus Point Draw Results,1,Bar J Ranch CWMU,527,527,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1206,DB1206,DB1206,Bear Mountain CWMU,Bear Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,582,582,582,582,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,11.0,11.0,100.0,3.3,4.7,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,88,103,Bonus Point Draw Results,1,Bear Mountain CWMU,582,582,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1207,DB1207,DB1207,Bear Springs CWMU,Bear Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,575,575,575,575,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,3.0,2.0,66.7,3.3,5.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,89,104,Bonus Point Draw Results,1,Bear Springs CWMU,575,575,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1208,DB1208,DB1208,Blackhawk CWMU,Blackhawk CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,2,0,2,,874,874,874,874,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,7.0,7.0,100.0,4.0,4.8,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,90,105,Bonus Point Draw Results,1,Blackhawk CWMU,874,874,,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1209,DB1209,DB1209,Blind Springs CWMU,Blind Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,500,500,500,500,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,5.0,4.0,80.0,3.0,4.8,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,91,106,Bonus Point Draw Results,1,Blind Springs CWMU,500,500,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1211,DB1211,DB1211,Blue Spring Hills CWMU,Blue Spring Hills CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,510,510,510,510,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,10.0,10.0,100.0,4.8,4.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,92,107,Bonus Point Draw Results,1,Blue Spring Hills CWMU,510,510,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1212,DB1212,DB1212,Bluebell CWMU,Bluebell CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,604,604,604,604,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,10.0,10.0,100.0,3.3,5.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,93,108,Bonus Point Draw Results,1,Bluebell CWMU,604,604,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1213,DB1213,DB1213,Boobe Hole CWMU,Boobe Hole CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,2,0,2,,529,529,529,529,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,18.0,8.0,44.4,4.1,4.1,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,2,0,94,109,Bonus Point Draw Results,2,Boobe Hole CWMU,529,529,,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1215,DB1215,DB1215,Buckhorn Ranch CWMU,Buckhorn Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,598,598,598,598,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,5.0,3.0,60.0,2.0,3.7,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,95,110,Bonus Point Draw Results,1,Buckhorn Ranch CWMU,598,598,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1216,DB1216,DB1216,Castle Valley Outdoors CWMU,Castle Valley Outdoors CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,545,545,545,545,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,7.0,7.0,100.0,2.6,4.6,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,96,111,Bonus Point Draw Results,1,Castle Valley Outdoors CWMU,545,545,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1217,DB1217,DB1217,Causey Spring CWMU,Causey Spring CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,560,560,560,560,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,13.0,12.0,92.3,3.0,4.9,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,97,112,Bonus Point Draw Results,1,Causey Spring CWMU,560,560,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1219,DB1219,DB1219,Chimney Rock CWMU,Chimney Rock CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,2,0,2,,732,732,732,732,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,15.0,13.0,86.7,3.7,4.6,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,2,0,98,113,Bonus Point Draw Results,2,Chimney Rock CWMU,732,732,,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1222,DB1222,DB1222,Coldwater Ranch CWMU,Coldwater Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,2,0,2,,505,505,505,505,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,12.0,12.0,100.0,2.2,5.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,2,0,99,114,Bonus Point Draw Results,2,Coldwater Ranch CWMU,505,505,,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1224,DB1224,DB1224,Cotton Thomas CWMU,Cotton Thomas CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,640,640,640,640,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,10.0,9.0,90.0,4.6,4.1,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,100,115,Bonus Point Draw Results,1,Cotton Thomas CWMU,640,640,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1227,DB1227,DB1227,Deer Haven CWMU,Deer Haven CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,2,0,2,,606,606,606,606,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,13.0,13.0,100.0,5.8,4.6,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,2,0,101,116,Bonus Point Draw Results,2,Deer Haven CWMU,606,606,,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1228,DB1228,DB1228,Deseret CWMU,Deseret CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,13,0,13,,568,568,568,568,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,13,0,13,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,83.0,70.0,84.3,3.2,4.7,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,13,0,102,117,Bonus Point Draw Results,13,Deseret CWMU,568,568,,,,13,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1229,DB1229,DB1229,Dilly Ranch CWMU,Dilly Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,733,733,733,733,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,10.0,9.0,90.0,3.7,4.8,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,103,118,Bonus Point Draw Results,1,Dilly Ranch CWMU,733,733,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1230,DB1230,DB1230,Double R Ranch CWMU,Double R Ranch CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,2,0,2,,554,554,554,554,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,16.0,14.0,87.5,3.0,4.9,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,2,0,104,119,Bonus Point Draw Results,2,Double R Ranch CWMU,554,554,,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1231,DB1231,DB1231,Dove Creek CWMU,Dove Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,2,0,2,,512,512,512,512,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,10.0,9.0,90.0,4.6,4.7,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,2,0,105,120,Bonus Point Draw Results,2,Dove Creek CWMU,512,512,,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1232,DB1232,DB1232,Durst Mountain CWMU,Durst Mountain CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,2,0,2,,567,567,567,567,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,7.0,5.0,71.4,3.2,4.8,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,2,0,106,121,Bonus Point Draw Results,2,Durst Mountain CWMU,567,567,,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1233,DB1233,DB1233,East Fork Chalk Creek CWMU,East Fork Chalk Creek CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,4,0,4,,520,520,520,520,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,4,0,4,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,40.0,31.0,77.5,6.4,4.3,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,4,0,107,122,Bonus Point Draw Results,4,East Fork Chalk Creek CWMU,520,520,,,,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1234,DB1234,DB1234,East Zion CWMU,East Zion CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,807,807,807,807,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,10.0,8.0,80.0,7.0,4.6,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,108,123,Bonus Point Draw Results,1,East Zion CWMU,807,807,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1236,DB1236,DB1236,Engineer Springs CWMU,Engineer Springs CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,1,0,1,,519,519,519,519,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,1,0,1,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,1.0,1.0,100.0,5.0,4.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,1,0,109,124,Bonus Point Draw Results,1,Engineer Springs CWMU,519,519,,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
DB1237,DB1237,DB1237,Ensign Ranches CWMU,Ensign Ranches CWMU,Deer,Buck,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,3,0,3,,522,522,522,522,CWMU,COMPLETE_TOTAL_ONLY,official_uploaded_source,False,STANDARD,3,0,3,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,31.0,28.0,90.3,3.3,5.0,CWMU,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,3,0,110,125,Bonus Point Draw Results,3,Ensign Ranches CWMU,522,522,,,,3,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,,,,
