species,reported_hunt_year,model_target_year,harvest_family,table_name,hunt_code,hunt_name,region,county_or_area,row_scope,sample_n,hunters_afield,male_harvest,female_harvest,unknown_harvest,total_harvest,mean_days_afield,percent_success,source_file,source_page,source_section,source_status,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,permits_sold,total_hunters,total_permits,mean_public_days_afield,mean_private_days_afield,turkeys_per_hunter_day
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Garfield,Southern,Garfield,county_or_area,5.0,26.0,,,,0.0,,0.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.4,0.2,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Iron,Southern,Iron,county_or_area,13.0,67.0,,,,10.0,,15.4,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.5,0.4,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Kane,Southern,Kane,county_or_area,12.0,62.0,,,,21.0,,33.3,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.8,1.7,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Millard,Southern,Millard,county_or_area,13.0,67.0,,,,0.0,,0.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.6,0.5,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Piute,Southern,Piute,county_or_area,2.0,10.0,,,,0.0,,0.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,1.5,0.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Sevier,Southern,Sevier,county_or_area,15.0,77.0,,,,26.0,,33.3,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.1,0.5,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Washington,Southern,Washington,county_or_area,20.0,103.0,,,,26.0,,25.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.0,1.3,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Wayne,Southern,Wayne,county_or_area,5.0,26.0,,,,5.0,,20.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.0,1.4,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Regional total,Southern,Regional total,regional_total,102.0,526.0,,,,103.0,,19.6,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.4,0.9,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Daggett,Northeastern,Daggett,county_or_area,3.0,15.0,,,,0.0,,0.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.7,0.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Duchesne,Northeastern,Duchesne,county_or_area,15.0,77.0,,,,52.0,,66.7,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.9,1.7,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Uintah,Northeastern,Uintah,county_or_area,25.0,129.0,,,,62.0,,48.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.3,3.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Regional total,Northeastern,Regional total,regional_total,43.0,221.0,,,,114.0,,51.6,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.1,2.3,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Carbon,Southeastern,Carbon,county_or_area,1.0,5.0,,,,0.0,,0.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.0,3.0,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Emery,Southeastern,Emery,county_or_area,4.0,21.0,,,,10.0,,50.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,1.5,1.5,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Grand,Southeastern,Grand,county_or_area,10.0,52.0,,,,10.0,,20.0,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,8.3,0.1,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,San Juan,Southeastern,San Juan,county_or_area,22.0,113.0,,,,31.0,,27.3,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.4,0.8,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Regional total,Southeastern,Regional total,regional_total,37.0,191.0,,,,51.0,,26.7,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.5,0.7,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Unknown,Southeastern,Unknown,county_or_area,3.0,15.0,,,,5.0,,33.3,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,8.0,0.3,
Turkey,2024,2025,Turkey Spring Youth General Season,spring_youth_general_season_by_region_county_2024,,Statewide total**,Southeastern,Statewide total**,county_or_area,421.0,1809.0,,,,483.0,,26.8,2023-24 turkey.pdf,7,"Spring youth general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.6,1.3,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Box Elder,Northern,Box Elder,county_or_area,73.0,326.0,,,,54.0,,16.4,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.5,1.9,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Cache,Northern,Cache,county_or_area,150.0,670.0,,,,205.0,,30.7,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.5,1.3,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Davis,Northern,Davis,county_or_area,60.0,268.0,,,,67.0,,25.0,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.3,0.1,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Morgan,Northern,Morgan,county_or_area,39.0,174.0,,,,58.0,,33.3,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,1.8,1.3,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Rich,Northern,Rich,county_or_area,3.0,13.0,,,,0.0,,0.0,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,1.0,0.0,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Summit,Northern,Summit,county_or_area,32.0,143.0,,,,31.0,,21.9,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.1,0.8,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Weber,Northern,Weber,county_or_area,111.0,496.0,,,,130.0,,26.1,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.2,1.4,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Regional total,Northern,Regional total,regional_total,468.0,2090.0,,,,545.0,,26.1,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.0,1.2,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Juab,Central,Juab,county_or_area,68.0,304.0,,,,63.0,,20.6,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.0,0.2,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Salt Lake,Central,Salt Lake,county_or_area,64.0,286.0,,,,94.0,,32.8,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.6,1.0,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Sanpete,Central,Sanpete,county_or_area,116.0,518.0,,,,116.0,,22.4,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.7,0.8,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Tooele,Central,Tooele,county_or_area,107.0,478.0,,,,76.0,,15.9,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.8,0.2,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Utah,Central,Utah,county_or_area,278.0,1242.0,,,,268.0,,21.6,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.2,0.4,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Wasatch,Central,Wasatch,county_or_area,56.0,250.0,,,,27.0,,10.7,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.4,0.5,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Regional total,Central,Regional total,regional_total,689.0,3078.0,,,,644.0,,20.9,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.0,0.5,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Beaver,Southern,Beaver,county_or_area,33.0,147.0,,,,31.0,,21.2,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.7,0.2,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Garfield,Southern,Garfield,county_or_area,42.0,188.0,,,,71.0,,38.1,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.0,0.4,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Iron,Southern,Iron,county_or_area,102.0,456.0,,,,76.0,,16.7,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.8,0.7,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Kane,Southern,Kane,county_or_area,27.0,121.0,,,,45.0,,37.0,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.3,1.0,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Millard,Southern,Millard,county_or_area,63.0,281.0,,,,45.0,,15.9,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.3,0.3,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Piute,Southern,Piute,county_or_area,6.0,27.0,,,,4.0,,16.7,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,5.0,0.3,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Sevier,Southern,Sevier,county_or_area,67.0,299.0,,,,45.0,,14.9,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.1,0.5,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Washington,Southern,Washington,county_or_area,113.0,505.0,,,,80.0,,15.9,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.8,1.2,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Wayne,Southern,Wayne,county_or_area,30.0,134.0,,,,36.0,,26.7,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.2,0.5,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Regional total,Southern,Regional total,regional_total,483.0,2158.0,,,,433.0,,20.1,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.6,0.7,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Daggett,Northeastern,Daggett,county_or_area,14.0,63.0,,,,0.0,,0.0,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,6.1,0.1,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Duchesne,Northeastern,Duchesne,county_or_area,70.0,313.0,,,,152.0,,48.6,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.2,2.2,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Uintah,Northeastern,Uintah,county_or_area,71.0,317.0,,,,85.0,,26.8,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.9,2.5,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Regional total,Northeastern,Regional total,regional_total,155.0,693.0,,,,237.0,,34.2,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.3,2.2,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Carbon,Southeastern,Carbon,county_or_area,8.0,36.0,,,,13.0,,37.5,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.4,1.8,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Emery,Southeastern,Emery,county_or_area,27.0,121.0,,,,22.0,,18.5,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.9,2.8,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Grand,Southeastern,Grand,county_or_area,31.0,138.0,,,,18.0,,12.9,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.4,0.3,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,San Juan,Southeastern,San Juan,county_or_area,65.0,290.0,,,,85.0,,29.2,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.8,0.3,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Regional total,Southeastern,Regional total,regional_total,131.0,585.0,,,,138.0,,23.6,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,3.2,0.9,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Unknown,Southeastern,Unknown,county_or_area,70.0,313.0,,,,152.0,,48.6,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,2.4,0.8,
Turkey,2024,2025,Turkey Spring General Season,spring_general_season_by_region_county_2024,,Statewide total*,Southeastern,Statewide total*,county_or_area,2020.0,7512.0,,,,2149.0,,28.6,2023-24 turkey.pdf,8,"Spring statewide general-season wild turkey harvest statistics by region and county, Utah 2024.",final,True,True,True,,,,4.1,1.0,
Turkey,2010,2011,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,1363.0,,16.4,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,10118.0,8301.0,,,,
Turkey,2011,2012,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,1136.0,,20.1,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,6528.0,5662.0,,,,
Turkey,2012,2013,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,953.0,,21.1,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,5275.0,4506.0,,,,
Turkey,2013,2014,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,1241.0,,21.4,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,6588.0,5788.0,,,,
Turkey,2014,2015,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,1759.0,,26.1,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,7812.0,6734.0,,,,
Turkey,2015,2016,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,2017.0,,27.6,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,8514.0,7314.0,,,,
Turkey,2016,2017,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,1978.0,,26.3,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,8586.0,7522.0,,,,
Turkey,2017,2018,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,1686.0,,23.8,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,8542.0,7075.0,,,,
Turkey,2018,2019,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,2027.0,,24.8,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,9654.0,8157.0,,,,
Turkey,2019,2020,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,2209.0,,25.6,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,9969.0,8619.0,,,,
Turkey,2020,2021,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,2955.0,,27.9,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,12443.0,10589.0,,,,
Turkey,2021,2022,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,2035.0,,21.3,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,11668.0,9539.0,,,,
Turkey,2022,2023,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,1923.0,,22.6,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,10310.0,8493.0,,,,
Turkey,2023,2024,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,1881.0,,22.8,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,10067.0,8249.0,,,,
Turkey,2024,2025,Turkey General Season Statewide History,general_season_statewide_history_2010_2024,,Statewide general season,,,statewide_history,,,,,,2632.0,,28.2,2023-24 turkey.pdf,9,"Statewide general-season wild turkey harvest statistics, Utah 2010–2024.",final,True,True,True,11192.0,9321.0,,,,
