hunt_code,hunt_name,species,permit_field,allotment_field,dwr_field,permit_dwr_comparison_status,allotment_action,database_permit_value,allotment_value_after,dwr_huntplanner_value,source_url
PB5033,"Fillmore, Oak Creek South",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,51,51,51,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5033
PB5065,"Fillmore, Oak Creek South",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,15,15,15,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5065
PB5065,"Fillmore, Oak Creek South",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5065
PB5065,"Fillmore, Oak Creek South",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,17,17,17,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5065
PD1034,"Fillmore, Oak Creek South",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,27,27,27,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1034
PD1034,"Fillmore, Oak Creek South",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1034
PD1034,"Fillmore, Oak Creek South",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,30,30,30,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1034
PD1035,"Fillmore, Oak Creek South",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,27,27,27,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1035
PD1035,"Fillmore, Oak Creek South",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1035
PD1035,"Fillmore, Oak Creek South",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,30,30,30,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1035
DB1012,"Fillmore, Oak Creek LE",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,12,12,12,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1012
DB1012,"Fillmore, Oak Creek LE",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1012
DB1012,"Fillmore, Oak Creek LE",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1012
DB1019,"Fillmore, Oak Creek LE",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,33,33,33,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1019
DB1019,"Fillmore, Oak Creek LE",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1019
DB1019,"Fillmore, Oak Creek LE",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,37,37,37,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1019
DB1029,"Fillmore, Oak Creek LE",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,12,12,12,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1029
DB1029,"Fillmore, Oak Creek LE",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1029
DB1029,"Fillmore, Oak Creek LE",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1029
DB1045,"Fillmore, Oak Creek LE",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1045
DB1045,"Fillmore, Oak Creek LE",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1045
DB1045,"Fillmore, Oak Creek LE",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1045
EA1209,"Fillmore, Oak Creek LE",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,45,45,45,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1209
EA1209,"Fillmore, Oak Creek LE",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1209
EA1209,"Fillmore, Oak Creek LE",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,50,50,50,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1209
LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LD1019
LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LD1019
LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LD1019
EA2036,"Oquirrh-Stansbury, East",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,54,54,54,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2036
EA2036,"Oquirrh-Stansbury, East",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,6,6,6,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2036
EA2036,"Oquirrh-Stansbury, East",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,60,60,60,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2036
BR7007,Fillmore Pahvant,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7007
BR7007,Fillmore Pahvant,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7007
BR7007,Fillmore Pahvant,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7007
BR7124,Fillmore Pahvant,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7124
BR7124,Fillmore Pahvant,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7124
BR7124,Fillmore Pahvant,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7124
BR7207,Fillmore Pahvant,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7207
BR7207,Fillmore Pahvant,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7207
BR7207,Fillmore Pahvant,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7207
EA1030,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,45,45,45,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1030
EA1030,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1030
EA1030,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,50,50,50,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1030
EA1031,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,45,45,45,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1031
EA1031,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1031
EA1031,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,50,50,50,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1031
EA2039,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2039
EA2039,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2039
EA2039,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,150,150,150,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2039
EB3008,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,19,19,19,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3008
EB3008,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3008
EB3008,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,21,21,21,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3008
EB3042,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,8,8,8,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3042
EB3042,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3042
EB3042,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3042
EB3043,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3043
EB3043,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3043
EB3043,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,15,15,15,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3043
EB3086,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,12,12,12,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3086
EB3086,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3086
EB3086,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,13,13,13,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3086
EB3110,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3110
EB3110,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3110
EB3110,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3110
EB3180,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,18,18,18,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3180
EB3180,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3180
EB3180,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,20,20,20,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3180
EB3181,"Fillmore, Pahvant",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,22,22,22,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3181
EB3181,"Fillmore, Pahvant",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3181
EB3181,"Fillmore, Pahvant",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,25,25,25,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3181
EL3008,Fillmore Pahvant,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3008
EL3008,Fillmore Pahvant,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3008
EL3008,Fillmore Pahvant,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3008
EL3042,Fillmore Pahvant,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3042
EL3042,Fillmore Pahvant,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3042
EL3042,Fillmore Pahvant,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3042
EL3043,Fillmore Pahvant,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3043
EL3043,Fillmore Pahvant,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3043
EL3043,Fillmore Pahvant,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3043
EL3086,Fillmore Pahvant,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3086
EL3086,Fillmore Pahvant,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3086
EL3086,Fillmore Pahvant,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3086
EL3180,Fillmore Pahvant,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3180
EL3180,Fillmore Pahvant,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3180
EL3180,Fillmore Pahvant,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3180
EL3181,Fillmore Pahvant,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3181
EL3181,Fillmore Pahvant,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3181
EL3181,Fillmore Pahvant,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EL3181
BR7017,Cache/Ogden,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7017
BR7017,Cache/Ogden,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7017
BR7017,Cache/Ogden,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7017
BR7121,Cache/Ogden,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7121
BR7121,Cache/Ogden,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7121
BR7121,Cache/Ogden,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7121
BR7228,Cache/Ogden,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7228
BR7228,Cache/Ogden,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7228
BR7228,Cache/Ogden,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7228
BR7320,Cache/Ogden,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7320
BR7320,Cache/Ogden,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7320
BR7320,Cache/Ogden,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7320
BR7122,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,7,7,7,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7122
BR7122,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7122
BR7122,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,7,7,7,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BR7122
