hunt_code,hunt_name,species,permit_field,allotment_field,dwr_field,permit_dwr_comparison_status,allotment_action,database_permit_value,allotment_value_after,dwr_huntplanner_value,source_url
PB5027,"Book Cliffs, South",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,38,38,38,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5027
RS1001,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,1,1,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS1001
RS1001,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS1001
RS1001,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,1,1,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS1001
RS6701,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6701
RS6701,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6701
RS6701,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,6,6,6,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6701
EA1266,"Box Elder, Hansel Mtn",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,18,18,18,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1266
EA1266,"Box Elder, Hansel Mtn",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1266
EA1266,"Box Elder, Hansel Mtn",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,20,20,20,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1266
EA2026,"Box Elder, Hansel Mtn",Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2026
EA2026,"Box Elder, Hansel Mtn",Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2026
EA2026,"Box Elder, Hansel Mtn",Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,200,200,200,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2026
RE1000,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RE1000
RE1000,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RE1000
RE1000,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RE1000
RS1003,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,1,1,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS1003
RS1003,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS1003
RS1003,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,1,1,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS1003
RS6703,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6703
RS6703,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6703
RS6703,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6703
RS6704,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6704
RS6704,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6704
RS6704,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6704
RS6722,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6722
RS6722,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6722
RS6722,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=RS6722
DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1031
DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1031
DA1031,"Oquirrh-Stansbury, Settlement Cyn",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,20,20,20,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1031
DA1033,"San Juan, Monticello",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1033
DA1033,"San Juan, Monticello",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1033
DA1033,"San Juan, Monticello",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1033
DA1042,"San Juan, Monticello",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1042
DA1042,"San Juan, Monticello",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1042
DA1042,"San Juan, Monticello",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,5,5,5,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1042
PB5003,"Box Elder, Promontory",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5003
PB5003,"Box Elder, Promontory",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,0,0,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5003
PB5003,"Box Elder, Promontory",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5003
PB5028,"Box Elder, Promontory",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,14,14,14,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5028
PB5028,"Box Elder, Promontory",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5028
PB5028,"Box Elder, Promontory",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,16,16,16,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5028
PD1012,"Box Elder, Promontory",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,22,22,22,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1012
PD1012,"Box Elder, Promontory",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1012
PD1012,"Box Elder, Promontory",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,25,25,25,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1012
PB5004,"Box Elder, Puddle Valley",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5004
PB5004,"Box Elder, Puddle Valley",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5004
PB5004,"Box Elder, Puddle Valley",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,4,4,4,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5004
PB5029,"Box Elder, Puddle Valley",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,14,14,14,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5029
PB5029,"Box Elder, Puddle Valley",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,2,2,2,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5029
PB5029,"Box Elder, Puddle Valley",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,16,16,16,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5029
PB5005,"Box Elder, Snowville",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5005
PB5005,"Box Elder, Snowville",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5005
PB5005,"Box Elder, Snowville",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,10,10,10,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5005
PB5030,"Box Elder, Snowville",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,28,28,28,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5030
PB5030,"Box Elder, Snowville",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5030
PB5030,"Box Elder, Snowville",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,31,31,31,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5030
PB5080,"Box Elder, Snowville",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5080
PB5080,"Box Elder, Snowville",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5080
PB5080,"Box Elder, Snowville",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,10,10,10,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5080
PD1000,"Box Elder, Snowville",Pronghorn,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,72,72,72,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1000
PD1000,"Box Elder, Snowville",Pronghorn,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,8,8,8,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1000
PD1000,"Box Elder, Snowville",Pronghorn,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,80,80,80,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1000
DA1001,"Box Elder, West Bear River",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1001
DA1001,"Box Elder, West Bear River",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1001
DA1001,"Box Elder, West Bear River",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,30,30,30,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1001
DA1002,"Box Elder, West Bear River",Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1002
DA1002,"Box Elder, West Bear River",Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1002
DA1002,"Box Elder, West Bear River",Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,30,30,30,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1002
DB1078,Cache,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,11,11,11,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1078
DB1078,Cache,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1,1,1,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1078
DB1078,Cache,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,12,12,12,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1078
DB1502,Cache,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1502
DB1502,Cache,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1502
DB1502,Cache,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1160,1160,1160,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1502
DB1627,Cache,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1627
DB1627,Cache,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1627
DB1627,Cache,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3480,3480,3480,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1627
DB1628,Cache,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1628
DB1628,Cache,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1628
DB1628,Cache,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,1160,1160,1160,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1628
DB1771,Cache,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1771
DB1771,Cache,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1771
DB1771,Cache,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,588,588,588,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1771
EA1267,Cache,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,81,81,81,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1267
EA1267,Cache,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,9,9,9,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1267
EA1267,Cache,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,90,90,90,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1267
EA2027,Cache,Elk,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2027
EA2027,Cache,Elk,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2027
EA2027,Cache,Elk,permits_2026_total,permit_allotment_2026_total,permits_2026_total,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,300,300,300,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2027
LO1502,Cache,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1502
LO1502,Cache,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1502
LO1502,Cache,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1502
LO1627,Cache,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1627
LO1627,Cache,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1627
LO1627,Cache,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,2,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1627
LO1628,Cache,Deer,permits_2026_res,permit_allotment_2026_res,permits_2026_res,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1628
LO1628,Cache,Deer,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,NOT_FILLED_NO_DATABASE_PERMIT_VALUE,,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1628
LO1628,Cache,Deer,permits_2026_total,permit_allotment_2026_total,permits_2026_total,NUMERIC_CONFLICT,NOT_FILLED_PERMIT_DWR_NONMATCH,2,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1628
MB6000,Cache,Moose,permits_2026_res,permit_allotment_2026_res,permits_2026_res,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,14,14,14,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6000
MB6000,Cache,Moose,permits_2026_nr,permit_allotment_2026_nr,permits_2026_nr,MATCH,ALREADY_MATCHED_DATABASE_AND_DWR_PERMIT,3,3,3,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6000
