hunt_code,hunt_name,species,field_2026,field_2025,value_2026_backfilled_from_dwr,value_2025,absolute_change,percent_change,change_flag,dwr_source_url
EA1140,Heaston East CWMU,Elk,permits_2026_res,permits_2025_res,24,24,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1140
EB3525,Heaston East CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3525
DB1337,Little Pole Canyon CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1337
EA1256,Little Pole Canyon CWMU,Elk,permits_2026_res,permits_2025_res,9,9,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1256
EB3613,Little Pole Canyon CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3613
MB6265,Little Pole Canyon CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6265
PB5325,Allen Ranch CWMU,Pronghorn,permits_2026_res,permits_2025_res,2,1,1.0,100.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5325
PB5314,Westlake CWMU,Pronghorn,permits_2026_res,permits_2025_res,2,3,-1.0,-33.33,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5314
PD1031,Westlake CWMU,Pronghorn,permits_2026_res,permits_2025_res,9,9,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1031
DB1204,Bally Watts CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1204
DB1217,Causey Spring CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1217
EA1122,Causey Spring CWMU,Elk,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1122
EB3506,Causey Spring CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3506
MA1009,Causey Spring CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MA1009
MB6202,Causey Spring CWMU,Moose,permits_2026_res,permits_2025_res,1,2,-1.0,-50.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6202
MB6201,Beaver Hollow CWMU,Moose,permits_2026_res,permits_2025_res,1,,,,NO_2025_VALUE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6201
DB1298,Strawberry Ridge CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1298
EA1170,Strawberry Ridge CWMU,Elk,permits_2026_res,permits_2025_res,10,10,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1170
EB3557,Strawberry Ridge CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3557
MB6222,Strawberry Ridge CWMU,Moose,permits_2026_res,permits_2025_res,1,2,-1.0,-50.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6222
DB1260,Middle Ridge CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1260
DB1232,Durst Mountain CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1232
EA1131,Durst Mountain CWMU,Elk,permits_2026_res,permits_2025_res,30,30,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1131
EB3516,Durst Mountain CWMU,Elk,permits_2026_res,permits_2025_res,3,3,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3516
DB1228,Deseret CWMU,Deer,permits_2026_res,permits_2025_res,13,13,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1228
EA1129,Deseret CWMU,Elk,permits_2026_res,permits_2025_res,425,425,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1129
EB3514,Deseret CWMU,Elk,permits_2026_res,permits_2025_res,19,19,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3514
MA1010,Deseret CWMU,Moose,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MA1010
MB6206,Deseret CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6206
PB5302,Deseret CWMU,Pronghorn,permits_2026_res,permits_2025_res,29,16,13.0,81.25,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5302
DB1259,Tunnel Hollow CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1259
EA1257,Tunnel Hollow CWMU,Elk,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1257
EB3614,Tunnel Hollow CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3614
DB1312,Woodruff Creek South CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1312
EA1177,Woodruff Creek South CWMU,Elk,permits_2026_res,permits_2025_res,8,8,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1177
EB3564,Woodruff Creek South CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3564
MB6256,Woodruff Creek South CWMU,Moose,permits_2026_res,permits_2025_res,1,2,-1.0,-50.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6256
DB1265,Mountain Top CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1265
DB1245,Guildersleeve CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1245
EA1138,Guildersleeve CWMU,Elk,permits_2026_res,permits_2025_res,20,20,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1138
EB3523,Guildersleeve CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3523
DB1286,Pisgah Mountain CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1286
DB1207,Bear Springs CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1207
EA1198,Bear Springs CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1198
EB3503,Bear Springs CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3503
EA1164,SJ Ranch CWMU,Elk,permits_2026_res,permits_2025_res,6,5,1.0,20.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1164
EB3551,SJ Ranch CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3551
DB1246,Hardscrabble CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1246
EA1139,Hardscrabble CWMU,Elk,permits_2026_res,permits_2025_res,10,10,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1139
EB3524,Hardscrabble CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3524
MB6251,Hardscrabble CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6251
DB1290,Skull Crack CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1290
EA1165,Skull Crack CWMU,Elk,permits_2026_res,permits_2025_res,15,15,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1165
EB3552,Skull Crack CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3552
MB6219,Skull Crack CWMU,Moose,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6219
DB1238,Folley Ridge CWMU,Deer,permits_2026_res,permits_2025_res,3,3,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1238
EA1135,Folley Ridge CWMU,Elk,permits_2026_res,permits_2025_res,20,20,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1135
EB3520,Folley Ridge CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3520
DB1317,Jacob's Creek CWMU,Deer,permits_2026_res,permits_2025_res,2,1,1.0,100.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1317
EB3530,Jacob's Creek CWMU,Elk,permits_2026_res,permits_2025_res,2,1,1.0,100.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3530
MB6258,Jacob's Creek CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6258
DB1202,Antelope Creek CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1202
PB5300,Antelope Creek CWMU,Pronghorn,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5300
PD1047,Antelope Creek CWMU,Pronghorn,permits_2026_res,permits_2025_res,6,6,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1047
DB1206,Bear Mountain CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1206
EA1120,Bear Mountain CWMU,Elk,permits_2026_res,permits_2025_res,20,20,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1120
EB3502,Bear Mountain CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3502
DB1291,Skull Valley South CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1291
PB5309,Skull Valley South CWMU,Pronghorn,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5309
DB1305,Wallsburg CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1305
EA1175,Wallsburg CWMU,Elk,permits_2026_res,permits_2025_res,10,10,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1175
EB3562,Wallsburg CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3562
DA1012,Junction Valley CWMU,Deer,permits_2026_res,permits_2025_res,15,15,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1012
DB1256,Junction Valley CWMU,Deer,permits_2026_res,permits_2025_res,5,6,-1.0,-16.67,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1256
EB3533,Junction Valley CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3533
MB6262,Junction Valley CWMU,Moose,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=MB6262
PB5346,Junction Valley CWMU,Pronghorn,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5346
PB5306,Rabbit Creek CWMU,Pronghorn,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5306
DB1275,Pine Canyon CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1275
DB1215,Buckhorn Ranch CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1215
DB1203,Avintaquin Canyon CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1203
EA1233,Avintaquin Canyon CWMU,Elk,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1233
EB3608,Avintaquin Canyon CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3608
DB1300,Thatcher Mountain CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1300
PB5305,Park Valley CWMU,Pronghorn,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5305
DB1212,Bluebell CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1212
DB1227,Deer Haven CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1227
DB1224,Cotton Thomas CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1224
EB3511,Cotton Thomas CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3511
PB5312,TL Bar Ranch CWMU,Pronghorn,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5312
DB1219,Chimney Rock CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1219
EA1124,Chimney Rock CWMU,Elk,permits_2026_res,permits_2025_res,12,12,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1124
EB3508,Chimney Rock CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3508
DB1229,Dilly Ranch CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1229
EA1146,Jump Creek CWMU,Elk,permits_2026_res,permits_2025_res,9,9,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1146
EB3532,Jump Creek CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3532
DB1251,Indian Head CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1251
EA1142,Indian Head CWMU,Elk,permits_2026_res,permits_2025_res,12,12,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1142
EB3527,Indian Head CWMU,Elk,permits_2026_res,permits_2025_res,2,1,1.0,100.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3527
DB1274,Patmos Ridge CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1274
EB3541,Patmos Ridge CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3541
DB1285,Sand Creek CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1285
EA1160,Sand Creek CWMU,Elk,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1160
EB3547,Sand Creek CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3547
DB1294,Spring Creek Acres CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1294
DB1309,West Willow Creek Ranch CWMU,Deer,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1309
EB3607,West Willow Creek Ranch CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3607
DA1011,George Creek CWMU,Deer,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1011
DB1240,George Creek CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1240
PB5330,George Creek CWMU,Pronghorn,permits_2026_res,permits_2025_res,1,2,-1.0,-50.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5330
DB1234,East Zion CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1234
DB1208,Blackhawk CWMU,Deer,permits_2026_res,permits_2025_res,2,1,1.0,100.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1208
EA1261,Blackhawk CWMU,Elk,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1261
EB3504,Blackhawk CWMU,Elk,permits_2026_res,permits_2025_res,1,2,-1.0,-50.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3504
PB5327,Cottonwood Ridge CWMU,Pronghorn,permits_2026_res,permits_2025_res,4,4,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5327
PD1050,Cottonwood Ridge CWMU,Pronghorn,permits_2026_res,permits_2025_res,6,6,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1050
DB1322,Pahvant Ensign CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1322
EA1192,Pahvant Ensign CWMU,Elk,permits_2026_res,permits_2025_res,6,6,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1192
EB3603,Pahvant Ensign CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3603
PB5328,Pahvant Ensign CWMU,Pronghorn,permits_2026_res,permits_2025_res,3,2,1.0,50.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5328
PD1051,Pahvant Ensign CWMU,Pronghorn,permits_2026_res,permits_2025_res,6,6,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1051
DB1323,Rock House CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1323
EA1234,Royal Ivory Outfitters CWMU,Elk,permits_2026_res,permits_2025_res,15,15,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1234
PB5329,Snowville Flat CWMU,Pronghorn,permits_2026_res,permits_2025_res,2,1,1.0,100.00,BIG_CHANGE_20_PERCENT_OR_MORE,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5329
PB5326,Cedar Springs CWMU,Pronghorn,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5326
DB1326,Rosette CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1326
DB1327,Mountain Sky Ranch CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1327
EA1201,Mountain Sky Ranch CWMU,Elk,permits_2026_res,permits_2025_res,10,10,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1201
EB3606,Mountain Sky Ranch CWMU,Elk,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3606
DB1332,West Ridge CWMU,Deer,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1332
EA1260,West Ridge CWMU,Elk,permits_2026_res,permits_2025_res,5,5,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1260
EB3611,West Ridge CWMU,Elk,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3611
DB1331,Raft River CWMU,Deer,permits_2026_res,permits_2025_res,2,2,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1331
DB1330,Iron Spring CWMU,Deer,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1330
PB5339,Iron Spring CWMU,Pronghorn,permits_2026_res,permits_2025_res,1,1,0.0,0.00,WITHIN_20_PERCENT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5339
