hunt_code,hunt_name,species,permits_2024,permits_2025,permits_2026,permit_change_pct_2025_to_2026,draw_family_changed,species_changed,change_flags,context_note
MB6206,Deseret CWMU,Moose,,1,1,0,,,age_missing|management_objective_missing,
PB5302,Deseret CWMU,Pronghorn,,16,29,81.25,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
DB1259,Tunnel Hollow CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EA1257,Tunnel Hollow CWMU,Elk,,5,5,0,,,age_missing|management_objective_missing,
EB3614,Tunnel Hollow CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
DB1312,Woodruff Creek South CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EA1177,Woodruff Creek South CWMU,Elk,,8,8,0,,,age_missing|management_objective_missing,
EB3564,Woodruff Creek South CWMU,Elk,,2,2,0,,,age_missing|management_objective_missing,
MB6256,Woodruff Creek South CWMU,Moose,,2,1,-50,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
DB1265,Mountain Top CWMU,Deer,,2,2,0,,,age_missing|management_objective_missing,
DB1245,Guildersleeve CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EA1138,Guildersleeve CWMU,Elk,,20,20,0,,,age_missing|management_objective_missing,
EB3523,Guildersleeve CWMU,Elk,,2,2,0,,,age_missing|management_objective_missing,
DB1286,Pisgah Mountain CWMU,Deer,,2,2,0,,,age_missing|management_objective_missing,
DB1207,Bear Springs CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EA1198,Bear Springs CWMU,Elk,,2,2,0,,,age_missing|management_objective_missing,
EB3503,Bear Springs CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
EA1164,SJ Ranch CWMU,Elk,,5,6,20,,,permit_count_changed|age_missing|management_objective_missing,
EB3551,SJ Ranch CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
DB1246,Hardscrabble CWMU,Deer,,2,2,0,,,age_missing|management_objective_missing,
EA1139,Hardscrabble CWMU,Elk,,10,10,0,,,age_missing|management_objective_missing,
EB3524,Hardscrabble CWMU,Elk,,2,2,0,,,age_missing|management_objective_missing,
MB6251,Hardscrabble CWMU,Moose,,1,1,0,,,age_missing|management_objective_missing,
DB1290,Skull Crack CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EA1165,Skull Crack CWMU,Elk,,15,15,0,,,age_missing|management_objective_missing,
EB3552,Skull Crack CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
MB6219,Skull Crack CWMU,Moose,,2,2,0,,,age_missing|management_objective_missing,
DB1238,Folley Ridge CWMU,Deer,,3,3,0,,,age_missing|management_objective_missing,
EA1135,Folley Ridge CWMU,Elk,,20,20,0,,,age_missing|management_objective_missing,
EB3520,Folley Ridge CWMU,Elk,,2,2,0,,,age_missing|management_objective_missing,
DB1317,Jacob's Creek CWMU,Deer,,1,2,100,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EB3530,Jacob's Creek CWMU,Elk,,1,2,100,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
MB6258,Jacob's Creek CWMU,Moose,,1,1,0,,,age_missing|management_objective_missing,
DB1202,Antelope Creek CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
PB5300,Antelope Creek CWMU,Pronghorn,,4,4,0,,,age_missing|management_objective_missing,
PD1047,Antelope Creek CWMU,Pronghorn,,6,6,0,,,age_missing|management_objective_missing,
DB1206,Bear Mountain CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EA1120,Bear Mountain CWMU,Elk,,20,20,0,,,age_missing|management_objective_missing,
EB3502,Bear Mountain CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
DB1291,Skull Valley South CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
PB5309,Skull Valley South CWMU,Pronghorn,,2,2,0,,,age_missing|management_objective_missing,
DB1305,Wallsburg CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EA1175,Wallsburg CWMU,Elk,,10,10,0,,,age_missing|management_objective_missing,
EB3562,Wallsburg CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
DA1012,Junction Valley CWMU,Deer,,15,15,0,,,age_missing|management_objective_missing,
DB1256,Junction Valley CWMU,Deer,,6,5,-16.67,,,permit_count_changed|age_missing|management_objective_missing,
EB3533,Junction Valley CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
MB6262,Junction Valley CWMU,Moose,,1,1,0,,,age_missing|management_objective_missing,
PB5346,Junction Valley CWMU,Pronghorn,,1,1,0,,,age_missing|management_objective_missing,
PB5306,Rabbit Creek CWMU,Pronghorn,,1,1,0,,,age_missing|management_objective_missing,
DB1275,Pine Canyon CWMU,Deer,,2,2,0,,,age_missing|management_objective_missing,
DB1215,Buckhorn Ranch CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
DB1203,Avintaquin Canyon CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
EA1233,Avintaquin Canyon CWMU,Elk,,4,4,0,,,age_missing|management_objective_missing,
EB3608,Avintaquin Canyon CWMU,Elk,,1,1,0,,,age_missing|management_objective_missing,
DB1300,Thatcher Mountain CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
PB5305,Park Valley CWMU,Pronghorn,,1,1,0,,,age_missing|management_objective_missing,
DB1212,Bluebell CWMU,Deer,,1,1,0,,,age_missing|management_objective_missing,
DB1227,Deer Haven CWMU,Deer,,2,2,0,,,age_missing|management_objective_missing,
DB1077,Box Elder,Deer,,25,26,4,,,permit_count_changed|age_missing|management_objective_missing,
DB1501,Box Elder,Deer,,457,1040,127.57,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1531,Box Elder,Deer,,1962,2080,6.01,,,permit_count_changed|age_missing|management_objective_missing,
DB1561,Box Elder,Deer,,520,1040,100,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1631,Box Elder,Deer,,771,1040,34.89,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1770,Box Elder,Deer,,45,688,1428.89,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
LO1501,Box Elder,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1531,Box Elder,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1561,Box Elder,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1631,Box Elder,Deer,,,1,,,,new_hunts_2026|age_missing|management_objective_missing,
MB6012,Box Elder,Moose,,2,2,0,,,age_missing|management_objective_missing,
DB1054,Ogden,Deer,,12,14,16.67,,,permit_count_changed|age_missing|management_objective_missing,
DB1514,Ogden,Deer,,391,540,38.11,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1544,Ogden,Deer,,1349,1620,20.09,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1574,Ogden,Deer,,258,540,109.3,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1783,Ogden,Deer,,47,297,531.91,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1063,Ogden,Elk,,71,75,5.63,,,permit_count_changed|age_missing|management_objective_missing,
EA1064,Ogden,Elk,,70,75,7.14,,,permit_count_changed|age_missing|management_objective_missing,
LO1514,Ogden,Deer,,,,,,,age_missing|management_objective_missing,
LO1544,Ogden,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1574,Ogden,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
MB6008,Ogden,Moose,,7,7,0,,,management_objective_missing,
BR7324,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,,,,,,,management_objective_missing,
BR7325,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,,1,1,0,,,harvest_missing|management_objective_missing,
DB1030,Kamas,Deer,,6,5,-16.67,,,permit_count_changed|age_missing|management_objective_missing,
DB1508,Kamas,Deer,,200,200,0,,,age_missing|management_objective_missing,
DB1538,Kamas,Deer,,444,400,-9.91,,,permit_count_changed|age_missing|management_objective_missing,
DB1568,Kamas,Deer,,178,200,12.36,,,permit_count_changed|age_missing|management_objective_missing,
DB1592,Kamas,Deer,,234,200,-14.53,,,permit_count_changed|age_missing|management_objective_missing,
DB1777,Kamas,Deer,,31,55,77.42,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1033,Kamas,Elk,,125,125,0,,,age_missing|management_objective_missing,
EA2033,Kamas,Elk,,50,250,400,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EA2040,Kamas,Elk,,,150,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1508,Kamas,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1538,Kamas,Deer,,,2,,,,new_hunts_2026|harvest_missing|age_missing|management_objective_missing,
LO1568,Kamas,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1592,Kamas,Deer,,,1,,,,new_hunts_2026|harvest_missing|age_missing|management_objective_missing,
MB6004,Kamas,Moose,,5,6,20,,,permit_count_changed|management_objective_missing,
DB1065,North Slope,Deer,,15,16,6.67,,,permit_count_changed|age_missing|management_objective_missing,
DB1513,North Slope,Deer,,503,620,23.26,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1543,North Slope,Deer,,1040,1240,19.23,,,permit_count_changed|age_missing|management_objective_missing,
DB1573,North Slope,Deer,,445,620,39.33,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1598,North Slope,Deer,,550,620,12.73,,,permit_count_changed|age_missing|management_objective_missing,
DB1782,North Slope,Deer,,39,340,771.79,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
LO1513,North Slope,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1543,North Slope,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1573,North Slope,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1598,North Slope,Deer,,,,,,,age_missing|management_objective_missing,
BR7118,Yellowstone,Black Bear,,5,5,0,,,management_objective_missing,
BR7219,Yellowstone,Black Bear,,4,4,0,,,management_objective_missing,
BR7314,Yellowstone,Black Bear,,2,3,50,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
DB1039,Yellowstone,Deer,,7,7,0,,,age_missing|management_objective_missing,
DB1523,Yellowstone,Deer,,215,280,30.23,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1553,Yellowstone,Deer,,685,840,22.63,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1583,Yellowstone,Deer,,205,280,36.59,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1792,Yellowstone,Deer,,89,63,-29.21,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1244,Yellowstone,Elk,,100,100,0,,,management_objective_missing,
EA1245,Yellowstone,Elk,,48,50,4.17,,,permit_count_changed|management_objective_missing,
EA2006,Yellowstone,Elk,,,2000,,,,new_hunts_2026|management_objective_missing,
EA2037,Yellowstone,Elk,,69,200,189.86,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
LO1523,Yellowstone,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1553,Yellowstone,Deer,,,,,,,age_missing|management_objective_missing,
LO1583,Yellowstone,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
MB6010,Yellowstone,Moose,,5,6,20,,,permit_count_changed|management_objective_missing,
DB1086,Vernal/Bonanza,Deer,,6,7,16.67,,,permit_count_changed|age_missing|management_objective_missing,
DB1522,Vernal/Bonanza,Deer,,301,420,39.53,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1552,Vernal/Bonanza,Deer,,530,700,32.08,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1582,Vernal/Bonanza,Deer,,204,280,37.25,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1791,Vernal/Bonanza,Deer,,110,45,-59.09,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1085,Vernal/Bonanza,Elk,,74,100,35.14,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
EA1087,Vernal/Bonanza,Elk,,100,100,0,,,management_objective_missing,
EA2028,Vernal/Bonanza,Elk,,,450,,,,new_hunts_2026|management_objective_missing,
LO1522,Vernal/Bonanza,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1552,Vernal/Bonanza,Deer,,,,,,,age_missing|management_objective_missing,
LO1582,Vernal/Bonanza,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
BI6527,Nine Mile,Bison,,,,,,,age_missing|management_objective_missing,
BI6538,"Nine Mile, Private Lands Only",Bison,,,,,,,age_missing|management_objective_missing,
BR7110,Nine Mile,Black Bear,,16,20,25,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
BR7211,Nine Mile,Black Bear,,22,29,31.82,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
BR7317,Nine Mile,Black Bear,,7,10,42.86,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
DB1033,Nine Mile,Deer,,7,7,0,,,age_missing|management_objective_missing,
DB1512,Nine Mile,Deer,,180,280,55.56,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1542,Nine Mile,Deer,,471,560,18.9,,,permit_count_changed|age_missing|management_objective_missing,
DB1572,Nine Mile,Deer,,135,280,107.41,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1593,Nine Mile,Deer,,226,280,23.89,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1781,Nine Mile,Deer,,46,62,34.78,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
LO1512,Nine Mile,Deer,,,,,,,age_missing|management_objective_missing,
LO1542,Nine Mile,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1572,Nine Mile,Deer,,,,,,,age_missing|management_objective_missing,
LO1593,Nine Mile,Deer,,,1,,,,new_hunts_2026|age_missing|management_objective_missing,
BR7005,Nebo,Black Bear,,8,7,-12.5,,,permit_count_changed|management_objective_missing,
BR7106,Nebo,Black Bear,,9,8,-11.11,,,permit_count_changed|management_objective_missing,
BR7205,Nebo,Black Bear,,6,5,-16.67,,,permit_count_changed|management_objective_missing,
BR7305,Nebo,Black Bear,,3,5,66.67,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
DB1080,Nebo,Deer,,25,26,4,,,permit_count_changed|age_missing|management_objective_missing,
DB1504,Nebo,Deer,,726,1060,46.01,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1534,Nebo,Deer,,2603,3180,22.17,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1564,Nebo,Deer,,483,1060,119.46,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1773,Nebo,Deer,,182,349,91.76,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1021,Nebo,Elk,,227,230,1.32,,,permit_count_changed|management_objective_missing,
EA1208,Nebo,Elk,,275,275,0,,,management_objective_missing,
EA2016,Nebo,Elk,,,275,,,,new_hunts_2026|management_objective_missing,
GO6803,Nebo,Mountain Goat,,18,24,33.33,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
GO6821,Nebo,Mountain Goat,,11,12,9.09,,,permit_count_changed|management_objective_missing,
LO1504,Nebo,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1534,Nebo,Deer,,,2,,,,new_hunts_2026|age_missing|management_objective_missing,
LO1564,Nebo,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
RS6725,Nebo,Rocky Mountain Bighorn Sheep,,2,2,0,,,management_objective_missing,
BR7022,La Sal Mtns,Black Bear,,,43,,,,new_hunts_2026|harvest_missing|management_objective_missing,
BR7127,La Sal Mtns,Black Bear,,,27,,,,new_hunts_2026|harvest_missing|management_objective_missing,
BR7239,La Sal Mtns,Black Bear,,,6,,,,new_hunts_2026|harvest_missing|management_objective_missing,
BR7326,La Sal Mtns,Black Bear,,,14,,,,new_hunts_2026|harvest_missing|management_objective_missing,
DB1081,La Sal Mtns,Deer,,9,9,0,,,age_missing|management_objective_missing,
DB1509,La Sal Mtns,Deer,,254,360,41.73,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1539,La Sal Mtns,Deer,,957,1080,12.85,,,permit_count_changed|age_missing|management_objective_missing,
DB1569,La Sal Mtns,Deer,,261,360,37.93,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1778,La Sal Mtns,Deer,,105,67,-36.19,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1038,La Sal Mtns,Elk,,196,200,2.04,,,permit_count_changed|management_objective_missing,
EA1039,La Sal Mtns,Elk,,150,150,0,,,management_objective_missing,
EA2009,La Sal Mtns,Elk,,,70,,,,new_hunts_2026|management_objective_missing,
EB3009,La Sal Mtns,Elk,,39,40,2.56,,,permit_count_changed|age_missing|management_objective_missing,
EB3045,La Sal Mtns,Elk,,15,16,6.67,,,permit_count_changed|age_missing|management_objective_missing,
EB3046,La Sal Mtns,Elk,,26,27,3.85,,,permit_count_changed|age_missing|management_objective_missing,
EB3087,La Sal Mtns,Elk,,24,24,0,,,age_missing|management_objective_missing,
EB3111,La Sal Mtns,Elk,,5,5,0,,,management_objective_missing,
EB3182,La Sal Mtns,Elk,,8,10,25,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3183,La Sal Mtns,Elk,,45,47,4.44,,,permit_count_changed|age_missing|management_objective_missing,
EL3009,La Sal La Sal Mtns,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3045,La Sal La Sal Mtns,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3046,La Sal La Sal Mtns,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3087,La Sal La Sal Mtns,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3182,La Sal La Sal Mtns,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3183,La Sal La Sal Mtns,Elk,,,,,,,management_objective_missing,
GO6817,La Sal Mtns,Mountain Goat,,11,12,9.09,,,permit_count_changed|management_objective_missing,
LO1509,"La Sal, La Sal Mtns",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1539,"La Sal, La Sal Mtns",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1569,"La Sal, La Sal Mtns",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
DB1085,"San Juan, Abajo Mtns",Deer,,13,14,7.69,,,permit_count_changed|age_missing|management_objective_missing,
DB1521,"San Juan, Abajo Mtns",Deer,,470,560,19.15,,,permit_count_changed|age_missing|management_objective_missing,
DB1551,"San Juan, Abajo Mtns",Deer,,1442,1680,16.5,,,permit_count_changed|age_missing|management_objective_missing,
DB1581,"San Juan, Abajo Mtns",Deer,,473,560,18.39,,,permit_count_changed|age_missing|management_objective_missing,
DB1790,"San Juan, Abajo Mtns",Deer,,74,261,252.7,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
LO1521,"San Juan, Abajo Mtns",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1551,"San Juan, Abajo Mtns",Deer,,,,,,,age_missing|management_objective_missing,
LO1581,"San Juan, Abajo Mtns",Deer,,,,,,,age_missing|management_objective_missing,
DB1079,Manti/San Rafael,Deer,,41,45,9.76,,,permit_count_changed|age_missing|management_objective_missing,
DB1503,Manti/San Rafael,Deer,,1222,1800,47.3,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1533,Manti/San Rafael,Deer,,4548,5400,18.73,,,permit_count_changed|age_missing|management_objective_missing,
DB1563,Manti/San Rafael,Deer,,1252,1800,43.77,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1772,Manti/San Rafael,Deer,,443,573,29.35,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
LO1503,Manti/San Rafael,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1533,Manti/San Rafael,Deer,,,,,,,age_missing|management_objective_missing,
LO1563,Manti/San Rafael,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
DB1087,"Wasatch Mtns, West",Deer,,32,40,25,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1526,"Wasatch Mtns, West",Deer,,1148,1580,37.63,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1556,"Wasatch Mtns, West",Deer,,3301,4740,43.59,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1586,"Wasatch Mtns, West",Deer,,518,1580,205.02,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1795,"Wasatch Mtns, West",Deer,,162,701,332.72,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA2012,"Wasatch Mtns, West-Central",Elk,,,400,,,,new_hunts_2026|management_objective_missing,
LO1526,"Wasatch Mtns, West",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1556,"Wasatch Mtns, West",Deer,,,,,,,age_missing|management_objective_missing,
LO1586,"Wasatch Mtns, West",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
RS6724,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,,2,3,50,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
DB1041,"Wasatch Mtns, East",Deer,,29,33,13.79,,,permit_count_changed|age_missing|management_objective_missing,
DB1525,"Wasatch Mtns, East",Deer,,878,1300,48.06,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1555,"Wasatch Mtns, East",Deer,,3348,3900,16.49,,,permit_count_changed|age_missing|management_objective_missing,
DB1585,"Wasatch Mtns, East",Deer,,889,1300,46.23,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1794,"Wasatch Mtns, East",Deer,,384,271,-29.43,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
LO1525,"Wasatch Mtns, East",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO1555,"Wasatch Mtns, East",Deer,,,,,,,age_missing|management_objective_missing,
LO1585,"Wasatch Mtns, East",Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
DB1040,Southwest Desert,Deer,,5,5,0,,,age_missing|management_objective_missing,
DB1524,Southwest Desert,Deer,,71,100,40.85,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1554,Southwest Desert,Deer,,254,300,18.11,,,permit_count_changed|age_missing|management_objective_missing,
DB1584,Southwest Desert,Deer,,72,100,38.89,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1793,Southwest Desert,Deer,,2,46,2200,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1101,Southwest Desert,Elk,,100,100,0,,,management_objective_missing,
LO1524,Southwest Desert,Deer,,,,,,,age_missing|management_objective_missing,
LO1554,Southwest Desert,Deer,,,,,,,age_missing|management_objective_missing,
LO1584,Southwest Desert,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LP5049,Southwest Desert - Private Land Only,Pronghorn,,,,,,,management_objective_missing,
PB5018,Southwest Desert,Pronghorn,,34,35,2.94,,,permit_count_changed|management_objective_missing,
PB5024,Southwest Desert,Pronghorn,,34,35,2.94,,,permit_count_changed|management_objective_missing,
PB5049,Southwest Desert,Pronghorn,,102,105,2.94,,,permit_count_changed|age_missing|management_objective_missing,
BR7000,Beaver,Black Bear,,10,10,0,,,management_objective_missing,
BR7100,Beaver,Black Bear,,10,10,0,,,management_objective_missing,
BR7200,Beaver,Black Bear,,8,10,25,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
BR7318,Beaver,Black Bear,,2,1,-50,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
GO6800,Beaver,Mountain Goat,,8,9,12.5,,,permit_count_changed|management_objective_missing,
GO6801,Beaver,Mountain Goat,,9,9,0,,,management_objective_missing,
GO6822,Beaver,Mountain Goat,,2,2,0,,,age_missing|management_objective_missing,
LP5025,Beaver - Private Land Only,Pronghorn,,,,,,,management_objective_missing,
PB5000,Beaver,Pronghorn,,11,12,9.09,,,permit_count_changed|management_objective_missing,
PB5025,Beaver,Pronghorn,,43,48,11.63,,,permit_count_changed|age_missing|management_objective_missing,
BR7020,Monroe,Black Bear,,1,1,0,,,management_objective_missing,
BR7125,Monroe,Black Bear,,1,1,0,,,management_objective_missing,
BR7237,Monroe,Black Bear,,1,1,0,,,harvest_missing|management_objective_missing,
DB1032,Monroe,Deer,,6,6,0,,,age_missing|management_objective_missing,
