hunt_code,hunt_name,species,permits_2024,permits_2025,permits_2026,permit_change_pct_2025_to_2026,draw_family_changed,species_changed,change_flags,context_note
RS6709,"North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,,4,3,-25,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
GO6805,High Uintas Central,Mountain Goat,,5,5,0,,,management_objective_missing,
GO6806,High Uintas East,Mountain Goat,,2,3,50,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
GO6807,High Uintas Leidy Peak,Mountain Goat,,1,2,100,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
GO6808,High Uintas West,Mountain Goat,,11,11,0,,,management_objective_missing,
GO6810,"Ogden, Willard Peak",Mountain Goat,,1,1,0,,,management_objective_missing,
BR7011,Paunsaugunt,Black Bear,,4,4,0,,,management_objective_missing,
BR7113,Paunsaugunt,Black Bear,,3,3,0,,,management_objective_missing,
BR7214,Paunsaugunt,Black Bear,,3,4,33.33,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
BR7323,Paunsaugunt,Black Bear,,1,1,0,,,management_objective_missing,
DB1001,Paunsaugunt Premium,Deer,,28,29,3.57,,,permit_count_changed|age_missing,
DB1004,Paunsaugunt Premium,Deer,,80,83,3.75,,,permit_count_changed|age_missing|management_objective_missing,
DB1006,Paunsaugunt Premium,Deer,,28,29,3.57,,,permit_count_changed|age_missing|management_objective_missing,
DB1008,Paunsaugunt Premium,Deer,,4,4,0,,,management_objective_missing,
DB1010,Paunsaugunt Management,Deer,,26,33,26.92,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1058,Paunsaugunt Cactus,Deer,,30,20,-33.33,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1073,Paunsaugunt Management,Deer,,9,11,22.22,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1074,Paunsaugunt Management,Deer,,9,11,22.22,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1073,Paunsaugunt,Elk,,20,20,0,,,management_objective_missing,
EA2015,Paunsaugunt,Elk,,,100,,,,new_hunts_2026|management_objective_missing,
LD1001,Paunsaugunt - Private Land Only,Deer,,,,,,,management_objective_missing,
LD1004,Paunsaugunt - Private Land Only,Deer,,,,,,,management_objective_missing,
LD1006,Paunsaugunt - Private Land Only,Deer,,,,,,,management_objective_missing,
DA1009,"Pine Valley, Enterprise",Deer,,25,25,0,,,age_missing|management_objective_missing,
EB3145,Boulder,Elk,,30,35,16.67,,,permit_count_changed|age_missing|management_objective_missing,
EB3148,Boulder,Elk,,12,14,16.67,,,permit_count_changed|age_missing|management_objective_missing,
EB3151,Boulder,Elk,,21,24,14.29,,,permit_count_changed|age_missing|management_objective_missing,
EB3154,Boulder,Elk,,19,21,10.53,,,permit_count_changed|age_missing|management_objective_missing,
EB3156,Boulder,Elk,,4,4,0,,,management_objective_missing,
EB3190,Boulder,Elk,,5,5,0,,,age_missing|management_objective_missing,
EB3191,Boulder,Elk,,35,41,17.14,,,permit_count_changed|age_missing|management_objective_missing,
EL3145,Boulder,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3148,Boulder,Elk,,,,,,,harvest_missing|age_missing|management_objective_missing,
EL3151,Boulder,Elk,,,,,,,harvest_missing|age_missing|management_objective_missing,
EL3154,Boulder,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3190,Boulder,Elk,,,,,,,harvest_missing|age_missing|management_objective_missing,
EL3191,Boulder,Elk,,,,,,,harvest_missing|age_missing|management_objective_missing,
BR7013,Fishlake/Thousand Lakes,Black Bear,,7,7,0,,,management_objective_missing,
BR7115,Fishlake/Thousand Lakes,Black Bear,,6,7,16.67,,,permit_count_changed|management_objective_missing,
BR7216,Fishlake/Thousand Lakes,Black Bear,,4,5,25,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
BR7311,Fishlake/Thousand Lakes,Black Bear,,2,3,50,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
EA1078,Fishlake/Thousand Lakes,Elk,,270,270,0,,,management_objective_missing,
EB3018,Fishlake/Thousand Lakes,Elk,,87,93,6.9,,,permit_count_changed|age_missing|management_objective_missing,
EB3063,Fishlake/Thousand Lakes,Elk,,35,38,8.57,,,permit_count_changed|age_missing|management_objective_missing,
EB3064,Fishlake/Thousand Lakes,Elk,,102,110,7.84,,,permit_count_changed|age_missing|management_objective_missing,
EB3065,Fishlake/Thousand Lakes,Elk,,60,63,5,,,permit_count_changed|age_missing|management_objective_missing,
EB3096,Fishlake/Thousand Lakes,Elk,,53,56,5.66,,,permit_count_changed|age_missing|management_objective_missing,
EB3120,Fishlake/Thousand Lakes,Elk,,11,11,0,,,management_objective_missing,
EB3192,Fishlake/Thousand Lakes,Elk,,12,15,25,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EL3018,Fishlake/Thousand Lakes,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3063,Fishlake/Thousand Lakes,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3064,Fishlake/Thousand Lakes,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3065,Fishlake/Thousand Lakes,Elk,,,,,,,management_objective_missing,
EL3096,Fishlake/Thousand Lakes,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3192,Fishlake/Thousand Lakes,Elk,,,,,,,harvest_missing|age_missing|management_objective_missing,
EB3019,San Juan Bull Elk,Elk,,28,32,14.29,,,permit_count_changed|age_missing|management_objective_missing,
EB3066,San Juan Bull Elk,Elk,,11,13,18.18,,,permit_count_changed|age_missing|management_objective_missing,
EB3067,San Juan Bull Elk,Elk,,20,22,10,,,permit_count_changed|age_missing|management_objective_missing,
EB3097,San Juan Bull Elk,Elk,,17,19,11.76,,,permit_count_changed|age_missing|management_objective_missing,
EB3121,San Juan Bull Elk,Elk,,3,4,33.33,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
EB3193,San Juan Bull Elk,Elk,,10,10,0,,,age_missing|management_objective_missing,
EB3194,San Juan Bull Elk,Elk,,33,37,12.12,,,permit_count_changed|age_missing|management_objective_missing,
EL3019,San Juan Bull Elk,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3066,San Juan Bull Elk,Elk,,,,,,,management_objective_missing,
EL3067,San Juan Bull Elk,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3097,San Juan Bull Elk,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3193,San Juan Bull Elk,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3194,San Juan Bull Elk,Elk,,,,,,,management_objective_missing,
DB1014,"San Juan, Elk Ridge",Deer,,16,17,6.25,,,permit_count_changed|age_missing|management_objective_missing,
DB1022,"San Juan, Elk Ridge",Deer,,42,47,11.9,,,permit_count_changed|age_missing|management_objective_missing,
DB1037,"San Juan, Elk Ridge",Deer,,16,17,6.25,,,permit_count_changed|age_missing|management_objective_missing,
DB1046,"San Juan, Elk Ridge",Deer,,2,2,0,,,age_missing|management_objective_missing,
PB5044,"San Juan, Hatch Point",Pronghorn,,4,3,-25,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
DS6606,"San Juan, Lockhart",Desert Bighorn Sheep,,2,2,0,,,management_objective_missing,
DS6607,"San Juan, South",Desert Bighorn Sheep,,2,2,0,,,age_missing|management_objective_missing,
DS1004,"San Rafael, Dirty Devil",Desert Bighorn Sheep,,,1,,,,new_hunts_2026|age_missing|management_objective_missing,
DS6608,"San Rafael, Dirty Devil",Desert Bighorn Sheep,,7,4,-42.86,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
DS6624,"San Rafael, Dirty Devil",Desert Bighorn Sheep,,2,2,0,,,age_missing|management_objective_missing,
DS6609,"San Rafael, North",Desert Bighorn Sheep,,7,8,14.29,,,permit_count_changed|age_missing|management_objective_missing,
EA1084,"San Rafael, North",Elk,,4,5,25,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
LP5046,"San Rafael, North - Private Land Only",Pronghorn,,,,,,,management_objective_missing,
PB5015,"San Rafael, North",Pronghorn,,21,23,9.52,,,permit_count_changed|management_objective_missing,
PB5046,"San Rafael, North",Pronghorn,,62,69,11.29,,,permit_count_changed|age_missing|management_objective_missing,
PB5056,"San Rafael, North",Pronghorn,,21,23,9.52,,,permit_count_changed|management_objective_missing,
DS1007,"San Rafael, South",Desert Bighorn Sheep,,,1,,,,new_hunts_2026|age_missing|management_objective_missing,
DS6610,"San Rafael, South",Desert Bighorn Sheep,,12,12,0,,,age_missing|management_objective_missing,
GO6820,"Wasatch Mtns, Timpanogos",Mountain Goat,,10,10,0,,,management_objective_missing,
PB5337,Heist CWMU,Pronghorn,,2,2,0,,,age_missing|management_objective_missing,
PD1052,Heist CWMU,Pronghorn,,6,6,0,,,age_missing|management_objective_missing,
DB1015,Diamond Mtn,Deer,,21,24,14.29,,,permit_count_changed|age_missing|management_objective_missing,
DB1023,Diamond Mtn,Deer,,60,68,13.33,,,permit_count_changed|age_missing|management_objective_missing,
DB1038,Diamond Mtn,Deer,,21,24,14.29,,,permit_count_changed|age_missing|management_objective_missing,
DB1047,Diamond Mtn,Deer,,3,4,33.33,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
EA1089,Diamond Mtn,Elk,,50,50,0,,,management_objective_missing,
EA1090,Diamond Mtn,Elk,,50,50,0,,,management_objective_missing,
EA2030,Diamond Mtn,Elk,,,200,,,,new_hunts_2026|management_objective_missing,
EB3020,Diamond Mtn,Elk,,24,28,16.67,,,permit_count_changed|age_missing|management_objective_missing,
EB3068,Diamond Mtn,Elk,,9,11,22.22,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
EB3069,Diamond Mtn,Elk,,29,33,13.79,,,permit_count_changed|age_missing|management_objective_missing,
EB3098,Diamond Mtn,Elk,,15,17,13.33,,,permit_count_changed|age_missing|management_objective_missing,
EB3122,Diamond Mtn,Elk,,3,3,0,,,management_objective_missing,
EB3195,Diamond Mtn,Elk,,5,5,0,,,age_missing|management_objective_missing,
EB3196,Diamond Mtn,Elk,,17,19,11.76,,,permit_count_changed|age_missing|management_objective_missing,
EL3020,Diamond Mtn,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3068,Diamond Mtn,Elk,,,,,,,management_objective_missing,
EL3069,Diamond Mtn,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3098,Diamond Mtn,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3195,Diamond Mtn,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3196,Diamond Mtn,Elk,,,,,,,management_objective_missing,
LD1023,Diamond Mtn - Private Land Only,Deer,,,,,,,age_missing|management_objective_missing,
LO0008,Diamond Mtn Landowner Association,Deer,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO0009,Diamond Mtn Landowner Association,Deer,,,,,,,age_missing|management_objective_missing,
LO0010,Diamond Mtn Landowner Association,Deer,,,,,,,age_missing|management_objective_missing,
LO0011,Diamond Mtn Landowner Association,Elk,,,,,,,harvest_missing|age_missing|management_objective_missing,
LO0012,Diamond Mtn Landowner Association,Elk,,,,,,,age_missing|management_objective_missing,
LO0013,Diamond Mtn Landowner Association,Elk,,,,,,,age_missing|management_objective_missing,
LO0014,Diamond Mtn Landowner Association,Elk,,,,,,,age_missing|management_objective_missing,
LO0015,Diamond Mtn Landowner Association,Elk,,,,,,,age_missing|management_objective_missing,
PB5017,Vernal,Pronghorn,,22,20,-9.09,,,permit_count_changed|management_objective_missing,
PB5048,Vernal,Pronghorn,,66,60,-9.09,,,permit_count_changed|management_objective_missing,
PB5072,Vernal,Pronghorn,,22,20,-9.09,,,permit_count_changed|age_missing|management_objective_missing,
EA2038,Wasatch Mtns,Elk,,499,1200,140.48,,,permit_count_changed|permit_change_gt_20_percent|management_objective_missing,
EB3022,Wasatch Mtns,Elk,,176,145,-17.61,,,permit_count_changed|age_missing|management_objective_missing,
EB3072,Wasatch Mtns,Elk,,71,60,-15.49,,,permit_count_changed|age_missing|management_objective_missing,
EB3073,Wasatch Mtns,Elk,,121,99,-18.18,,,permit_count_changed|age_missing|management_objective_missing,
EB3100,Wasatch Mtns,Elk,,105,87,-17.14,,,permit_count_changed|age_missing|management_objective_missing,
EB3124,Wasatch Mtns,Elk,,21,17,-19.05,,,permit_count_changed|management_objective_missing,
EB3127,Wasatch Mtns,Elk,,211,172,-18.48,,,permit_count_changed|age_missing|management_objective_missing,
EB3199,Wasatch Mtns,Elk,,9,10,11.11,,,permit_count_changed|age_missing|management_objective_missing,
EL3022,Wasatch Mtns,Elk,,,,,,,management_objective_missing,
EL3072,Wasatch Mtns,Elk,,,,,,,management_objective_missing,
EL3073,Wasatch Mtns,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3100,Wasatch Mtns,Elk,,,,,,,management_objective_missing,
EL3127,Wasatch Mtns,Elk,,,,,,,management_objective_missing,
EL3199,Wasatch Mtns,Elk,,,,,,,harvest_missing|management_objective_missing,
EA1106,"Wasatch Mtns, Avintaquin",Elk,,172,200,16.28,,,permit_count_changed|age_missing|management_objective_missing,
EA1217,"Wasatch Mtns, Avintaquin",Elk,,141,150,6.38,,,permit_count_changed|management_objective_missing,
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,,37,45,21.62,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,
GO6818,"Wasatch Mtns, Box Elder Peak",Mountain Goat,,3,3,0,,,management_objective_missing,
EA2013,"Wasatch Mtns, Currant Creek",Elk,,,2000,,,,new_hunts_2026|management_objective_missing,
GO6819,"Wasatch Mtns, Lone Peak",Mountain Goat,,1,1,0,,,management_objective_missing,
GO6813,"Wasatch Mtns, Provo Peak",Mountain Goat,,5,5,0,,,management_objective_missing,
EA1110,"Wasatch Mtns, Salt Lake",Elk,,42,45,7.14,,,permit_count_changed|management_objective_missing,
EA1111,"Wasatch Mtns, Wallsburg",Elk,,33,35,6.06,,,permit_count_changed|management_objective_missing,
EA1112,"Wasatch Mtns, Wallsburg",Elk,,55,55,0,,,management_objective_missing,
EA1113,"Wasatch Mtns, West Heber",Elk,,30,30,0,,,management_objective_missing,
EB3137,"West Desert, Deep Creek",Elk,,14,15,7.14,,,permit_count_changed|age_missing|management_objective_missing,
EB3144,"West Desert, Deep Creek",Elk,,14,15,7.14,,,permit_count_changed|age_missing|management_objective_missing,
EL3137,West Desert Deep Creek,Elk,,,,,,,harvest_missing|management_objective_missing,
EL3144,West Desert Deep Creek,Elk,,,,,,,management_objective_missing,
PB5019,"West Desert, Riverbed",Pronghorn,,18,20,11.11,,,permit_count_changed|management_objective_missing,
PB5050,"West Desert, Riverbed",Pronghorn,,73,81,10.96,,,permit_count_changed|management_objective_missing,
LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,,,,,,,management_objective_missing,
PB5020,"West Desert, Rush Valley",Pronghorn,,9,9,0,,,management_objective_missing,
PB5051,"West Desert, Rush Valley",Pronghorn,,36,36,0,,,age_missing|management_objective_missing,
PB5021,"West Desert, Snake Valley",Pronghorn,,24,26,8.33,,,permit_count_changed|management_objective_missing,
PB5052,"West Desert, Snake Valley",Pronghorn,,96,106,10.42,,,permit_count_changed|management_objective_missing,
DB1016,"West Desert, Vernon",Deer,,43,51,18.6,,,permit_count_changed|age_missing|management_objective_missing,
DB1024,"West Desert, Vernon",Deer,,127,144,13.39,,,permit_count_changed|age_missing|management_objective_missing,
DB1042,"West Desert, Vernon",Deer,,44,51,15.91,,,permit_count_changed|age_missing|management_objective_missing,
DB1048,"West Desert, Vernon",Deer,,7,8,14.29,,,permit_count_changed|age_missing|management_objective_missing,
BR7018,Kamas/North Slope Summit,Black Bear,,5,5,0,,,management_objective_missing,
DB1101,East Canyon,Deer,,10,10,0,,,age_missing|management_objective_missing,
DB1105,HAMSS,Deer,,7,7,0,,,age_missing|management_objective_missing,
DB1603,East Canyon,Deer,,749,760,1.47,,,permit_count_changed|age_missing|management_objective_missing,
DB1604,East Canyon,Deer,,315,380,20.63,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1605,East Canyon,Deer,,360,380,5.56,,,permit_count_changed|age_missing|management_objective_missing,
DB1606,East Canyon,Deer,,137,380,177.37,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
DB1800,East Canyon,Deer,,48,186,287.5,,,permit_count_changed|permit_change_gt_20_percent|age_missing|management_objective_missing,"Deer permit change exceeds 20% context flag; audit only, not prediction."
