workbook,pdf_exists,row_number,hunt_code,hunt_name,species,age_cell_value,hard_data_age,hard_data_reported_hunt_year,hard_data_source_file,status
2026 DEER BUCK DRAW.xlsx,true,296,DB1612,"Beaver, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,297,DB1613,"Beaver, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,298,DB1614,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,299,DB1615,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,300,DB1616,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,301,DB1617,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,302,DB1618,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,303,DB1619,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,304,DB1620,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,305,DB1621,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,306,DB1622,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,307,DB1623,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,308,DB1624,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,309,DB1625,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,310,DB1627,Cache,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,311,DB1628,Cache,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,312,DB1629,Boulder/Kaiparowits,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,313,DB1630,Boulder/Kaiparowits,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,314,DB1631,Box Elder,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,315,DB1770,Box Elder,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,316,DB1771,Cache,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,317,DB1772,Manti/San Rafael,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,318,DB1773,Nebo,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,319,DB1775,Fillmore,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,320,DB1777,Kamas,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,321,DB1778,La Sal Mtns,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,322,DB1779,Monroe,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,323,DB1780,Mt Dutton,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,324,DB1781,Nine Mile,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,325,DB1782,North Slope,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,326,DB1783,Ogden,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,327,DB1785,Panguitch Lake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,328,DB1786,Pine Valley,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,329,DB1787,Boulder/Kaiparowits,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,330,DB1788,Fishlake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,331,DB1790,"San Juan, Abajo Mtns",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,332,DB1791,Vernal/Bonanza,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,333,DB1792,Yellowstone,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,334,DB1793,Southwest Desert,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,335,DB1794,"Wasatch Mtns, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,336,DB1795,"Wasatch Mtns, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,337,DB1798,Zion,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,338,DB1799,Chalk Creek,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,339,DB1800,East Canyon,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,340,DB1801,Morgan-South Rich,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,341,DB1802,"Beaver, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,342,DB1803,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,343,DB1804,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,344,DB1805,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,345,DB1806,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,346,LD1001,Paunsaugunt - Private Land Only,Deer,5.6,5.6,2023,23_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,347,LD1004,Paunsaugunt - Private Land Only,Deer,5.6,5.6,2023,23_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,348,LD1006,Paunsaugunt - Private Land Only,Deer,5.6,5.6,2023,23_bg_report.pdf,AGE_POPULATED_FROM_PASS_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,349,LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,350,LD1023,Diamond Mtn - Private Land Only,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,351,LD1108,Thousand Lakes - Private Land Only,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,352,LO0008,Diamond Mtn Landowner Association,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,353,LO0009,Diamond Mtn Landowner Association,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,354,LO0010,Diamond Mtn Landowner Association,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,355,LO1501,Box Elder,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,356,LO1502,Cache,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,357,LO1503,Manti/San Rafael,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,358,LO1504,Nebo,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,359,LO1506,Fillmore,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,360,LO1508,Kamas,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,361,LO1509,"La Sal, La Sal Mtns",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,362,LO1510,Monroe,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,363,LO1511,Mt Dutton,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,364,LO1512,Nine Mile,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,365,LO1513,North Slope,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,366,LO1514,Ogden,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,367,LO1516,Panguitch Lake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,368,LO1517,Pine Valley,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,369,LO1518,Boulder/Kaiparowits,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,370,LO1519,Fishlake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,371,LO1521,"San Juan, Abajo Mtns",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,372,LO1522,Vernal/Bonanza,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,373,LO1523,Yellowstone,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,374,LO1524,Southwest Desert,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,375,LO1525,"Wasatch Mtns, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,376,LO1526,"Wasatch Mtns, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,377,LO1529,Zion,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,378,LO1531,Box Elder,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,379,LO1533,Manti/San Rafael,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,380,LO1534,Nebo,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,381,LO1536,Fillmore,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,382,LO1538,Kamas,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,383,LO1539,"La Sal, La Sal Mtns",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,384,LO1540,Monroe,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,385,LO1541,Mt Dutton,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,386,LO1542,Nine Mile,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,387,LO1543,North Slope,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,388,LO1544,Ogden,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,389,LO1546,Panguitch Lake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,390,LO1547,Pine Valley,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,391,LO1549,Fishlake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,392,LO1551,"San Juan, Abajo Mtns",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,393,LO1552,Vernal/Bonanza,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,394,LO1553,Yellowstone,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,395,LO1554,Southwest Desert,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,396,LO1555,"Wasatch Mtns, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,397,LO1556,"Wasatch Mtns, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,398,LO1559,Zion,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,399,LO1561,Box Elder,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,400,LO1563,Manti/San Rafael,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,401,LO1564,Nebo,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,402,LO1566,Fillmore,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,403,LO1568,Kamas,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,404,LO1569,"La Sal, La Sal Mtns",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,405,LO1570,Monroe,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,406,LO1571,Mt Dutton,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,407,LO1572,Nine Mile,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,408,LO1573,North Slope,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,409,LO1574,Ogden,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,410,LO1576,Panguitch Lake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,411,LO1577,Pine Valley,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,412,LO1579,Fishlake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,413,LO1581,"San Juan, Abajo Mtns",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,414,LO1582,Vernal/Bonanza,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,415,LO1583,Yellowstone,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,416,LO1584,Southwest Desert,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,417,LO1585,"Wasatch Mtns, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,418,LO1586,"Wasatch Mtns, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,419,LO1589,Zion,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,420,LO1591,Fillmore,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,421,LO1592,Kamas,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,422,LO1593,Nine Mile,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,423,LO1594,Panguitch Lake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,424,LO1595,Pine Valley,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,425,LO1596,Fishlake,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,426,LO1597,Zion,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,427,LO1598,North Slope,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,428,LO1599,Chalk Creek,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,429,LO1600,Chalk Creek,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,430,LO1601,Chalk Creek,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,431,LO1602,Chalk Creek,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,432,LO1603,East Canyon,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,433,LO1604,East Canyon,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,434,LO1605,East Canyon,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,435,LO1606,East Canyon,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,436,LO1607,Morgan-South Rich,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,437,LO1608,Morgan-South Rich,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,438,LO1609,Morgan-South Rich,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,439,LO1610,Morgan-South Rich,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,440,LO1611,"Beaver, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,441,LO1612,"Beaver, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,442,LO1613,"Beaver, East",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,443,LO1614,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,444,LO1615,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,445,LO1616,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,446,LO1617,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,447,LO1618,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,448,LO1619,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,449,LO1620,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,450,LO1621,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,451,LO1622,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,452,LO1623,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,453,LO1624,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,454,LO1625,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,455,LO1627,Cache,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,456,LO1628,Cache,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,457,LO1629,Boulder/Kaiparowits,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,458,LO1630,Boulder/Kaiparowits,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,459,LO1631,Box Elder,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK DRAW.xlsx,true,460,DB0008,Extended Archery Deer,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK EXTENDED ARCHERY.xlsx,true,2,DB0008,Extended Archery Deer,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,2,LO1614,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,3,LO1615,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,4,LO1616,"Beaver, West",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,5,LO1617,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,6,LO1618,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,7,LO1619,"West Desert, Swasey",Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,8,LO1620,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,9,LO1621,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,10,LO1622,Oquirrh/Tintic,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,11,LO1623,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,12,LO1624,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
2026 DEER BUCK GENERAL SEASON PRIVATE LANDS.xlsx,true,13,LO1625,Cedar/Stansbury,Deer,,,,,AGE_BLANK_NO_PASS_NUMERIC_HARD_DATA
